# YHDA_VERSION=0.6.2
# TEST_SERVICE=HFK
# PLANT_TYPE=EDUEDT
# STEP_ID=SYNC_SUPPORT_LOWER
# STEP_NAME=Senkron Bağlantı Destek Rezervi — negatif yön
# TESIS_ADI=YHDA Örnek HFK EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=20
# HFK_RESERVE_MW=20
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
ZAMAN;SIRA_NO;frequency_hz;active_power_mw;soc_pct;stored_energy_mwh;dc_power_mw;rocof_hz_s;trigger;tie_line_flow_mw;voltage_kv
16.8.2026 08:59:58,3s;16;49,999800;0,037950;65,000001;130,000002;0,020102;-0,017796;0;1599,924984;154,039456
16.8.2026 08:59:58,32s;17;50,000439;-0,011105;65,000001;130,000002;0,015517;-0,006232;0;1600,092171;153,999978
16.8.2026 08:59:58,34s;18;49,999989;-0,031657;65,000001;130,000002;-0,052875;0,004984;0;1599,936548;154,014927
16.8.2026 08:59:58,36s;19;49,999433;-0,035579;65,000001;130,000003;-0,045807;-0,022365;0;1599,880504;153,974751
16.8.2026 08:59:58,38s;20;49,999741;0,040480;65,000001;130,000002;0,050515;0,011393;0;1600,348241;154,013041
16.8.2026 08:59:58,4s;21;50,000532;0,021031;65,000001;130,000002;0,081745;-0,006787;0;1600,173973;154,004893
16.8.2026 08:59:58,42s;22;50,000449;-0,052217;65,000001;130,000003;-0,022447;-0,018871;0;1599,849399;154,009344
16.8.2026 08:59:58,44s;23;50,001290;0,010254;65,000001;130,000002;-0,040344;0,024109;0;1600,085610;153,990720
16.8.2026 08:59:58,46s;24;50,000087;0,000374;65,000001;130,000002;-0,014039;-0,029646;0;1599,964486;154,024897
16.8.2026 08:59:58,48s;25;50,000225;-0,007398;65,000001;130,000003;0,009842;-0,005680;0;1600,360659;154,009894
16.8.2026 08:59:58,5s;26;50,000061;-0,008678;65,000001;130,000003;-0,071801;-0,011811;0;1600,122771;153,954763
16.8.2026 08:59:58,52s;27;49,998727;-0,014071;65,000001;130,000003;-0,010022;0,014895;0;1599,907339;153,984530
16.8.2026 08:59:58,54s;28;50,000634;-0,004404;65,000001;130,000003;0,013968;-0,010341;0;1599,949487;153,993352
16.8.2026 08:59:58,56s;29;50,000858;0,066325;65,000001;130,000002;0,111668;0,019400;0;1600,131681;154,034300
16.8.2026 08:59:58,58s;30;49,999149;-0,003992;65,000001;130,000002;0,011780;0,008732;0;1600,034244;153,991308
16.8.2026 08:59:58,6s;31;49,998887;-0,052116;65,000001;130,000003;-0,049916;0,031029;0;1599,966583;153,975287
16.8.2026 08:59:58,62s;32;50,000509;-0,000063;65,000001;130,000003;-0,018465;-0,004073;0;1600,163245;153,982861
16.8.2026 08:59:58,64s;33;49,999414;0,019900;65,000001;130,000003;0,031620;-0,010045;0;1600,136233;153,972665
16.8.2026 08:59:58,66s;34;50,000836;0,042289;65,000001;130,000002;0,005544;-0,014164;0;1599,818525;154,013925
16.8.2026 08:59:58,68s;35;49,999534;0,055470;65,000001;130,000002;0,072407;0,002270;0;1599,826518;154,008898
16.8.2026 08:59:58,7s;36;49,999927;0,033505;65,000001;130,000002;0,072597;-0,002824;0;1599,559478;154,022424
16.8.2026 08:59:58,72s;37;49,999981;-0,044886;65,000001;130,000002;0,006474;0,015297;0;1599,702111;154,025655
16.8.2026 08:59:58,74s;38;50,000362;0,056771;65,000001;130,000002;0,094839;-0,016236;0;1599,365892;153,995979
16.8.2026 08:59:58,76s;39;49,999741;-0,013056;65,000001;130,000002;-0,011631;0,003889;0;1600,247868;154,012220
16.8.2026 08:59:58,78s;40;50,000555;-0,005571;65,000001;130,000002;0,037095;-0,003409;0;1600,367672;154,019708
16.8.2026 08:59:58,8s;41;50,000284;-0,024288;65,000001;130,000002;-0,035456;-0,002157;0;1600,300723;153,982418
16.8.2026 08:59:58,82s;42;50,000442;-0,027366;65,000001;130,000002;-0,028548;0,008096;0;1599,536515;154,028957
16.8.2026 08:59:58,84s;43;50,000642;0,008667;65,000001;130,000002;0,020073;-0,019796;0;1599,876342;153,994330
16.8.2026 08:59:58,86s;44;50,000450;-0,002554;65,000001;130,000002;-0,011016;0,015350;0;1599,805029;153,979188
16.8.2026 08:59:58,88s;45;49,999273;-0,042892;65,000001;130,000002;-0,024550;-0,002625;0;1599,383136;154,019976
16.8.2026 08:59:58,9s;46;50,000472;-0,016315;65,000001;130,000002;-0,017297;0,005497;0;1600,119052;154,053224
16.8.2026 08:59:58,92s;47;49,998590;0,031470;65,000001;130,000002;0,046962;0,003970;0;1600,076340;153,992413
16.8.2026 08:59:58,94s;48;50,000336;0,015303;65,000001;130,000002;0,034561;0,012891;0;1600,410666;153,988741
16.8.2026 08:59:58,96s;49;50,000690;-0,008723;65,000001;130,000002;-0,039433;-0,000060;0;1599,986597;153,993494
16.8.2026 08:59:58,98s;50;50,000774;0,060670;65,000001;130,000002;0,030406;0,026325;0;1600,184614;153,977207
16.8.2026 08:59:59,0s;51;49,998992;0,026651;65,000001;130,000002;0,053108;0,030725;0;1599,956808;154,007572
16.8.2026 08:59:59,02s;52;50,000069;0,014428;65,000001;130,000002;0,045465;0,007234;0;1599,840599;154,043293
16.8.2026 08:59:59,04s;53;50,000150;-0,049799;65,000001;130,000002;-0,078610;0,013850;0;1599,650098;154,001508
16.8.2026 08:59:59,06s;54;49,999479;0,032248;65,000001;130,000002;0,041108;-0,011587;0;1599,872043;154,008940
16.8.2026 08:59:59,08s;55;50,000576;-0,039656;65,000001;130,000002;-0,010336;0,002566;0;1599,667539;153,992684
16.8.2026 08:59:59,1s;56;49,998901;0,022068;65,000001;130,000002;0,030201;-0,008825;0;1600,440392;154,039762
16.8.2026 08:59:59,12s;57;50,000595;-0,008210;65,000001;130,000002;-0,062661;-0,006907;0;1600,489987;153,988966
16.8.2026 08:59:59,14s;58;50,000059;0,018245;65,000001;130,000002;0,013208;0,020220;0;1600,006181;154,003711
16.8.2026 08:59:59,16s;59;50,000823;-0,033796;65,000001;130,000002;-0,064290;0,025354;0;1600,298285;153,991092
16.8.2026 08:59:59,18s;60;50,000108;-0,009222;65,000001;130,000002;-0,001992;-0,020470;0;1599,535080;154,001599
16.8.2026 08:59:59,2s;61;50,000852;0,042214;65,000001;130,000002;0,063864;-0,031112;0;1600,078076;153,986298
16.8.2026 08:59:59,22s;62;50,001037;0,012024;65,000001;130,000002;0,022325;0,004954;0;1599,565257;153,987540
16.8.2026 08:59:59,24s;63;50,000445;0,004259;65,000001;130,000002;0,021923;-0,003374;0;1600,230525;154,009838
16.8.2026 08:59:59,26s;64;49,998869;0,062677;65,000001;130,000001;0,008278;-0,017313;0;1599,921312;154,007041
16.8.2026 08:59:59,28s;65;50,000246;-0,026721;65,000001;130,000001;-0,044160;-0,021163;0;1599,947481;154,002041
16.8.2026 08:59:59,3s;66;49,999062;-0,035287;65,000001;130,000002;-0,017171;-0,018109;0;1600,025451;153,965618
16.8.2026 08:59:59,32s;67;49,999731;-0,036940;65,000001;130,000002;-0,030044;0,017964;0;1600,236095;154,006455
16.8.2026 08:59:59,34s;68;49,999590;-0,029970;65,000001;130,000002;-0,076546;-0,003916;0;1599,744484;154,022460
16.8.2026 08:59:59,36s;69;49,999566;0,024659;65,000001;130,000002;0,067710;-0,021432;0;1599,896892;153,977308
16.8.2026 08:59:59,38s;70;50,000197;-0,006108;65,000001;130,000002;0,033330;0,022251;0;1600,424779;153,981210
16.8.2026 08:59:59,4s;71;49,999355;-0,056868;65,000001;130,000002;-0,086433;-0,013097;0;1599,884110;154,001196
16.8.2026 08:59:59,42s;72;49,999532;0,018204;65,000001;130,000002;0,004073;0,010926;0;1599,971251;153,989959
16.8.2026 08:59:59,44s;73;50,001847;0,054641;65,000001;130,000002;0,052353;0,001796;0;1599,803929;154,019273
16.8.2026 08:59:59,46s;74;50,000634;0,006712;65,000001;130,000002;-0,013749;0,007668;0;1599,647721;153,983566
16.8.2026 08:59:59,48s;75;50,000096;0,007358;65,000001;130,000002;0,038677;-0,003371;0;1599,332297;153,985088
16.8.2026 08:59:59,5s;76;50,000758;0,009226;65,000001;130,000002;0,053111;-0,013022;0;1600,251689;154,013890
16.8.2026 08:59:59,52s;77;50,000309;0,096728;65,000001;130,000001;0,077671;0,002441;0;1600,149808;154,023938
16.8.2026 08:59:59,54s;78;49,999243;0,017201;65,000001;130,000001;-0,004540;0,029926;0;1600,435978;154,026092
16.8.2026 08:59:59,56s;79;50,000534;0,037372;65,000000;130,000001;0,024821;0,011530;0;1599,996988;153,972653
16.8.2026 08:59:59,58s;80;50,000521;0,019590;65,000000;130,000001;0,033153;0,002773;0;1600,086389;153,987166
16.8.2026 08:59:59,6s;81;50,000376;-0,012329;65,000000;130,000001;0,038838;-0,015231;0;1600,136223;154,000803
16.8.2026 08:59:59,62s;82;49,999779;-0,006819;65,000000;130,000001;-0,048296;-0,009304;0;1599,943943;153,970870
16.8.2026 08:59:59,64s;83;49,999653;0,060596;65,000000;130,000001;0,061555;-0,003063;0;1600,383211;153,964585
16.8.2026 08:59:59,66s;84;49,999317;0,010919;65,000000;130,000000;0,038487;0,033914;0;1600,250790;153,982834
16.8.2026 08:59:59,68s;85;49,999943;-0,028437;65,000000;130,000001;-0,015819;-0,008315;0;1599,938777;154,002820
16.8.2026 08:59:59,7s;86;49,999460;-0,011527;65,000000;130,000001;-0,016095;0,001255;0;1599,914043;154,014350
16.8.2026 08:59:59,72s;87;49,999653;-0,003504;65,000000;130,000001;-0,035390;0,004742;0;1600,177371;154,010123
16.8.2026 08:59:59,74s;88;50,000646;-0,001923;65,000000;130,000001;-0,003060;0,013312;0;1599,726290;154,019600
16.8.2026 08:59:59,76s;89;50,000711;-0,122186;65,000001;130,000001;-0,146751;-0,025816;0;1599,957588;153,964492
16.8.2026 08:59:59,78s;90;50,000344;-0,065344;65,000001;130,000002;-0,073299;0,018516;0;1599,985935;153,980332
16.8.2026 08:59:59,8s;91;49,999774;-0,037474;65,000001;130,000002;-0,029897;0,019756;0;1600,137063;154,011105
16.8.2026 08:59:59,82s;92;50,000700;0,009167;65,000001;130,000002;0,068733;0,009015;0;1599,716399;154,004251
16.8.2026 08:59:59,84s;93;49,998578;-0,050848;65,000001;130,000002;-0,073613;0,002575;0;1599,911656;154,005705
16.8.2026 08:59:59,86s;94;49,999694;-0,013794;65,000001;130,000002;-0,025319;0,022052;0;1600,088392;154,017016
16.8.2026 08:59:59,88s;95;50,000544;-0,002602;65,000001;130,000002;-0,043145;-0,011826;0;1599,798627;153,962904
16.8.2026 08:59:59,9s;96;49,999426;-0,045237;65,000001;130,000003;-0,005671;-0,007717;0;1599,312138;153,963455
16.8.2026 08:59:59,92s;97;49,999639;-0,012231;65,000001;130,000003;-0,008391;-0,012337;0;1599,943834;153,992931
16.8.2026 08:59:59,94s;98;50,000160;0,026390;65,000001;130,000002;0,045545;-0,025832;0;1600,584384;154,011370
16.8.2026 08:59:59,96s;99;50,001012;0,041954;65,000001;130,000002;0,048190;0,005975;0;1600,018369;153,990314
16.8.2026 08:59:59,98s;100;50,000764;-0,008910;65,000001;130,000002;-0,039307;0,007528;0;1600,133930;154,000240
16.8.2026 09:00:00,0s;101;49,999565;0,010643;65,000001;130,000002;0,037862;0,774119;1;1599,961450;153,963285
16.8.2026 09:00:00,02s;102;49,999474;-0,895527;65,000004;130,000007;-0,943068;0,668249;1;1603,815110;154,017281
16.8.2026 09:00:00,04s;103;50,000356;-3,136883;65,000012;130,000025;-3,151129;0,607934;1;1614,970913;154,014086
16.8.2026 09:00:00,06s;104;49,999825;-6,330897;65,000030;130,000060;-6,431003;0,563462;1;1629,731155;153,983848
16.8.2026 09:00:00,08s;105;49,999444;-10,013500;65,000058;130,000115;-10,163881;0,499148;1;1647,148759;154,025499
16.8.2026 09:00:00,1s;106;49,999825;-13,648461;65,000096;130,000191;-13,869372;0,433730;1;1664,898611;153,999820
16.8.2026 09:00:00,12s;107;49,999757;-16,859823;65,000142;130,000285;-17,090865;0,385121;1;1680,304510;154,012271
16.8.2026 09:00:00,14s;108;50,001065;-19,133649;65,000196;130,000391;-19,423085;0,356698;1;1690,749636;154,003457
16.8.2026 09:00:00,16s;109;49,999018;-19,997618;65,000251;130,000502;-20,234921;0,289106;1;1695,113974;153,980635
16.8.2026 09:00:00,18s;110;49,998736;-20,054962;65,000307;130,000614;-20,347704;0,271500;1;1694,796058;154,006119
16.8.2026 09:00:00,2s;111;49,999970;-20,053438;65,000363;130,000725;-20,382502;0,256526;1;1694,761827;154,002074
16.8.2026 09:00:00,22s;112;50,000950;-19,949499;65,000418;130,000836;-20,249535;0,222668;1;1694,899971;154,003675
16.8.2026 09:00:00,24s;113;49,999234;-20,017896;65,000474;130,000947;-20,299499;0,210417;1;1694,827374;153,991630
16.8.2026 09:00:00,26s;114;49,999036;-19,982433;65,000529;130,001058;-20,268968;0,183650;1;1695,197217;153,983041
16.8.2026 09:00:00,28s;115;50,000414;-19,962101;65,000585;130,001169;-20,307576;0,135494;1;1694,868302;153,973266
16.8.2026 09:00:00,3s;116;49,999021;-19,986466;65,000640;130,001280;-20,253617;0,144573;1;1695,097318;153,956524
16.8.2026 09:00:00,32s;117;49,999516;-20,036835;65,000696;130,001391;-20,365510;0,126337;1;1694,656906;154,018319
16.8.2026 09:00:00,34s;118;50,000276;-19,939011;65,000751;130,001502;-20,224106;0,115366;1;1695,215273;154,003091
16.8.2026 09:00:00,36s;119;50,000397;-20,055913;65,000807;130,001614;-20,316567;0,103155;1;1695,072687;153,994470
16.8.2026 09:00:00,38s;120;50,000209;-19,938223;65,000862;130,001724;-20,210149;0,089159;1;1695,298217;153,960540
16.8.2026 09:00:00,4s;121;50,000042;-19,974246;65,000918;130,001835;-20,261078;0,095098;1;1695,300690;153,990038
16.8.2026 09:00:00,42s;122;50,001097;-20,033823;65,000973;130,001947;-20,317161;0,082031;1;1695,122799;153,996875
16.8.2026 09:00:00,44s;123;49,999673;-20,045423;65,001029;130,002058;-20,316486;0,069012;1;1695,107118;153,990687
16.8.2026 09:00:00,46s;124;49,999511;-19,980612;65,001085;130,002169;-20,300251;0,068312;1;1694,575492;154,048488
16.8.2026 09:00:00,48s;125;50,000169;-19,985528;65,001140;130,002280;-20,239623;0,051473;1;1695,103951;153,991417
16.8.2026 09:00:00,5s;126;49,999788;-19,946442;65,001195;130,002391;-20,225108;0,035207;1;1695,201367;154,000432
16.8.2026 09:00:00,52s;127;50,000640;-19,977968;65,001251;130,002502;-20,326972;0,065974;1;1694,467220;154,014438
16.8.2026 09:00:00,54s;128;49,999924;-20,009612;65,001307;130,002613;-20,290250;0,018029;1;1694,864000;154,018664
16.8.2026 09:00:00,56s;129;49,998732;-19,995676;65,001362;130,002724;-20,319196;0,013521;1;1695,313048;153,996720
16.8.2026 09:00:00,58s;130;49,999731;-19,945163;65,001417;130,002835;-20,276760;0,031393;1;1694,713765;154,003583
16.8.2026 09:00:00,6s;131;50,000414;-20,010751;65,001473;130,002946;-20,323025;0,019006;1;1694,911155;153,988876
16.8.2026 09:00:00,62s;132;49,999950;-20,039104;65,001529;130,003057;-20,375005;0,010524;1;1694,912203;153,989852
16.8.2026 09:00:00,64s;133;50,001732;-20,051947;65,001584;130,003169;-20,322669;0,037985;1;1695,006898;153,989242
16.8.2026 09:00:00,66s;134;50,000502;-20,021582;65,001640;130,003280;-20,279941;0,016410;1;1695,205912;153,998591
16.8.2026 09:00:00,68s;135;49,999862;-19,972419;65,001696;130,003391;-20,286987;0,016927;1;1695,235564;154,019496
16.8.2026 09:00:00,7s;136;50,000438;-20,046850;65,001751;130,003502;-20,335207;0,027352;1;1695,134643;154,005293
16.8.2026 09:00:00,72s;137;49,999677;-19,953527;65,001807;130,003613;-20,240386;0,017916;1;1695,656318;154,021627
16.8.2026 09:00:00,74s;138;49,999922;-19,955450;65,001862;130,003724;-20,221546;0,011768;1;1694,787151;153,967428
16.8.2026 09:00:00,76s;139;49,999835;-20,045718;65,001918;130,003835;-20,330332;0,008044;1;1695,454561;153,997909
16.8.2026 09:00:00,78s;140;49,999529;-20,011884;65,001973;130,003947;-20,317782;-0,008220;1;1695,199689;153,998707
16.8.2026 09:00:00,8s;141;50,001760;-20,003135;65,002029;130,004058;-20,290980;0,011375;1;1695,114782;154,016445
16.8.2026 09:00:00,82s;142;49,999101;-20,003577;65,002084;130,004169;-20,326541;0,028844;1;1694,902613;154,017769
16.8.2026 09:00:00,84s;143;49,999356;-19,961638;65,002140;130,004280;-20,289972;0,020378;1;1694,761589;153,977604
16.8.2026 09:00:00,86s;144;49,999228;-19,985233;65,002195;130,004391;-20,307248;-0,007245;1;1695,264347;153,974456
16.8.2026 09:00:00,88s;145;50,000486;-20,049794;65,002251;130,004502;-20,376483;0,021189;1;1694,863894;153,977942
16.8.2026 09:00:00,9s;146;50,000228;-20,003953;65,002307;130,004613;-20,293656;0,046466;1;1695,068912;154,019507
16.8.2026 09:00:00,92s;147;49,999048;-19,953850;65,002362;130,004724;-20,230724;-0,003470;1;1695,096875;154,027864
16.8.2026 09:00:00,94s;148;50,000230;-19,999559;65,002418;130,004835;-20,310186;0,012193;1;1694,853370;154,011289
16.8.2026 09:00:00,96s;149;50,000242;-20,030946;65,002473;130,004947;-20,332602;-0,001937;1;1694,996194;153,986595
16.8.2026 09:00:00,98s;150;50,000337;-19,984755;65,002529;130,005058;-20,274577;0,032955;1;1695,136185;154,006296
16.8.2026 09:00:01,0s;151;50,000384;-20,012973;65,002584;130,005169;-20,305887;-0,007822;1;1694,589992;153,996976
16.8.2026 09:00:01,02s;152;50,000532;-20,017588;65,002640;130,005280;-20,301497;-0,021840;1;1695,165977;154,011774
16.8.2026 09:00:01,04s;153;49,999462;-19,936377;65,002695;130,005391;-20,265558;-0,013434;1;1695,238321;153,976191
16.8.2026 09:00:01,06s;154;50,000403;-19,966196;65,002751;130,005502;-20,279501;0,007343;1;1695,210915;154,000954
16.8.2026 09:00:01,08s;155;49,999782;-19,999745;65,002806;130,005613;-20,292159;0,002895;1;1694,919032;153,965341
16.8.2026 09:00:01,1s;156;50,001153;-20,022065;65,002862;130,005724;-20,311289;-0,003837;1;1695,156175;154,001439
16.8.2026 09:00:01,12s;157;50,000599;-20,076857;65,002918;130,005836;-20,321661;0,021532;1;1694,872611;153,980129
16.8.2026 09:00:01,14s;158;50,000580;-19,993202;65,002973;130,005947;-20,254841;0,002145;1;1695,418347;153,987632
16.8.2026 09:00:01,16s;159;49,999794;-20,025190;65,003029;130,006058;-20,343491;-0,002982;1;1694,937226;153,990015
16.8.2026 09:00:01,18s;160;49,999655;-19,995046;65,003084;130,006169;-20,310157;-0,011361;1;1695,359443;154,015399
16.8.2026 09:00:01,2s;161;50,000116;-19,986251;65,003140;130,006280;-20,297212;0,016028;1;1695,158129;153,958046
16.8.2026 09:00:01,22s;162;49,999938;-20,065622;65,003196;130,006392;-20,383317;0,002279;1;1695,313770;154,037709
16.8.2026 09:00:01,24s;163;50,001372;-20,001046;65,003251;130,006503;-20,338497;0,015983;1;1695,062798;153,997163
16.8.2026 09:00:01,26s;164;50,000575;-19,975778;65,003307;130,006614;-20,249578;-0,027839;1;1694,995893;153,976791
16.8.2026 09:00:01,28s;165;49,999796;-20,030589;65,003362;130,006725;-20,369701;-0,007154;1;1695,010266;153,960647
16.8.2026 09:00:01,3s;166;50,000312;-19,994689;65,003418;130,006836;-20,313173;-0,013743;1;1695,352266;153,953512
16.8.2026 09:00:01,32s;167;50,000068;-20,029320;65,003474;130,006947;-20,273244;0,014266;1;1694,855302;154,032644
16.8.2026 09:00:01,34s;168;50,000727;-19,985285;65,003529;130,007058;-20,268819;-0,009507;1;1695,236924;154,005448
16.8.2026 09:00:01,36s;169;49,999588;-20,024976;65,003585;130,007170;-20,280487;-0,005213;1;1695,324200;153,996282
16.8.2026 09:00:01,38s;170;49,999546;-20,033482;65,003640;130,007281;-20,296474;0,004425;1;1695,423141;153,986340
16.8.2026 09:00:01,4s;171;49,999332;-19,955615;65,003696;130,007392;-20,280721;-0,012112;1;1694,913520;153,996990
16.8.2026 09:00:01,42s;172;49,999895;-20,003011;65,003751;130,007503;-20,295429;0,004599;1;1694,702603;154,013562
16.8.2026 09:00:01,44s;173;49,999771;-19,966720;65,003807;130,007614;-20,311276;0,002503;1;1694,881528;154,020806
16.8.2026 09:00:01,46s;174;49,999956;-20,042740;65,003863;130,007725;-20,345467;-0,005408;1;1695,359009;154,004507
16.8.2026 09:00:01,48s;175;50,000962;-19,994974;65,003918;130,007836;-20,258170;-0,002146;1;1695,372576;154,000157
16.8.2026 09:00:01,5s;176;49,999593;-20,000968;65,003974;130,007947;-20,303480;-0,011742;1;1694,923894;154,036619
16.8.2026 09:00:01,52s;177;49,999923;-20,010028;65,004029;130,008058;-20,349896;0,028875;1;1694,863767;153,999642
16.8.2026 09:00:01,54s;178;50,000578;-20,029781;65,004085;130,008170;-20,245495;-0,009654;1;1695,188142;153,999655
16.8.2026 09:00:01,56s;179;50,000111;-19,997265;65,004140;130,008281;-20,264882;0,009181;1;1694,915343;154,015443
16.8.2026 09:00:01,58s;180;50,000216;-20,000014;65,004196;130,008392;-20,277001;0,012797;1;1694,942405;153,998358
16.8.2026 09:00:01,6s;181;50,000931;-19,969115;65,004251;130,008503;-20,183018;0,004633;1;1695,514244;153,994587
16.8.2026 09:00:01,62s;182;50,000110;-19,962491;65,004307;130,008614;-20,239567;-0,007603;1;1694,851641;153,966855
16.8.2026 09:00:01,64s;183;49,999379;-20,043037;65,004363;130,008725;-20,349227;-0,007474;1;1694,768434;154,036086
16.8.2026 09:00:01,66s;184;49,999734;-19,936481;65,004418;130,008836;-20,191588;0,009007;1;1694,841789;154,019641
16.8.2026 09:00:01,68s;185;49,999767;-20,003195;65,004474;130,008947;-20,245780;-0,003334;1;1695,070953;154,002356
16.8.2026 09:00:01,7s;186;49,999932;-20,018913;65,004529;130,009058;-20,345532;0,003341;1;1695,229695;154,006843
16.8.2026 09:00:01,72s;187;50,000099;-19,974362;65,004585;130,009169;-20,276406;-0,012496;1;1695,378131;154,011848
16.8.2026 09:00:01,74s;188;49,999933;-20,015881;65,004640;130,009280;-20,316231;-0,022686;1;1695,149931;154,013670
16.8.2026 09:00:01,76s;189;50,000073;-20,062914;65,004696;130,009392;-20,387022;-0,020344;1;1695,091885;153,995963
16.8.2026 09:00:01,78s;190;50,000542;-20,044250;65,004752;130,009503;-20,347802;0,042517;1;1695,394581;153,960905
16.8.2026 09:00:01,8s;191;49,999593;-20,008538;65,004807;130,009614;-20,334164;0,008259;1;1694,729788;153,988379
16.8.2026 09:00:01,82s;192;49,999872;-20,006430;65,004863;130,009726;-20,279219;0,025793;1;1694,856939;153,990029
16.8.2026 09:00:01,84s;193;50,000585;-20,067180;65,004919;130,009837;-20,350213;0,002769;1;1694,796591;153,997606
16.8.2026 09:00:01,86s;194;49,999722;-19,993320;65,004974;130,009948;-20,336519;-0,026600;1;1694,677334;154,022501
16.8.2026 09:00:01,88s;195;50,000794;-19,988798;65,005030;130,010059;-20,263001;0,027153;1;1694,488869;154,022336
16.8.2026 09:00:01,9s;196;50,000196;-20,014287;65,005085;130,010170;-20,339253;-0,019743;1;1694,658896;153,959915
16.8.2026 09:00:01,92s;197;49,999774;-20,023047;65,005141;130,010282;-20,346941;0,000790;1;1695,175274;153,979160
16.8.2026 09:00:01,94s;198;49,999205;-20,054763;65,005196;130,010393;-20,377162;0,022194;1;1694,545576;153,995128
16.8.2026 09:00:01,96s;199;49,999132;-20,015867;65,005252;130,010504;-20,331883;-0,006826;1;1695,127563;154,016970
16.8.2026 09:00:01,98s;200;50,000313;-19,973707;65,005308;130,010615;-20,223766;-0,011061;1;1695,272575;154,010263
16.8.2026 09:00:02,0s;201;50,000406;-20,009926;65,005363;130,010726;-20,304979;0,023492;1;1695,267665;154,044636
16.8.2026 09:00:02,02s;202;49,998960;-20,055215;65,005419;130,010838;-20,404314;-0,016288;1;1694,990894;153,990043
16.8.2026 09:00:02,04s;203;49,999970;-20,002622;65,005474;130,010949;-20,288807;0,004939;1;1694,938278;153,980944
