# YHDA_VERSION=0.7.1
# TEST_SERVICE=HFK
# PLANT_TYPE=EDUEDT
# STEP_ID=FREQ_SUPPORT_RAISE
# STEP_NAME=Frekans Destek Rezervi — pozitif yön
# TESIS_ADI=YHDA Örnek HFK EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=20
# HFK_RESERVE_MW=20
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;frequency_hz;active_power_mw;soc_pct;stored_energy_mwh;dc_power_mw;rocof_hz_s;trigger;tie_line_flow_mw;voltage_kv
16.8.2026 08:59:58,68s;35;50;-0,065288;64,999999;129,999999;-0,057421;-0,027292;0;1599,845342;154,025535
16.8.2026 08:59:58,7s;36;50;-0,004870;64,999999;129,999999;-0,019325;-0,008842;0;1600,455533;153,976907
16.8.2026 08:59:58,72s;37;50;-0,032258;65,000000;129,999999;0,012220;0,026666;0;1600,488233;154,003508
16.8.2026 08:59:58,74s;38;50;-0,011932;65,000000;129,999999;0,044678;-0,013045;0;1600,102361;153,941955
16.8.2026 08:59:58,76s;39;50;0,062606;64,999999;129,999999;0,069497;0,022396;0;1599,721864;154,021977
16.8.2026 08:59:58,78s;40;50;-0,037992;64,999999;129,999999;0,006127;0,004702;0;1600,538924;154,036622
16.8.2026 08:59:58,8s;41;50;-0,025330;65,000000;129,999999;-0,027871;0,024558;0;1600,221727;153,983724
16.8.2026 08:59:58,82s;42;50;-0,003666;65,000000;129,999999;0,012772;-0,015032;0;1600,209727;153,984229
16.8.2026 08:59:58,84s;43;50;0,042575;64,999999;129,999999;0,059224;0,008737;0;1600,095143;153,978371
16.8.2026 08:59:58,86s;44;50;-0,039354;65,000000;129,999999;0,019593;-0,009494;0;1599,957033;154,013506
16.8.2026 08:59:58,88s;45;50;0,040441;64,999999;129,999999;0,072481;0,009829;0;1600,300030;153,999580
16.8.2026 08:59:58,9s;46;50;-0,027286;65,000000;129,999999;-0,024914;0,004022;0;1600,481037;153,998671
16.8.2026 08:59:58,92s;47;50;0,060100;64,999999;129,999999;0,088172;-0,021355;0;1599,706183;153,988699
16.8.2026 08:59:58,94s;48;50;0,004656;64,999999;129,999999;0,015241;0,024438;0;1600,013025;153,985867
16.8.2026 08:59:58,96s;49;50;0,027802;64,999999;129,999999;0,027377;0,005494;0;1600,429874;154,006647
16.8.2026 08:59:58,98s;50;50;0,057563;64,999999;129,999998;0,064718;0,015895;0;1600,000052;154,006328
16.8.2026 08:59:59,0s;51;50;0,029460;64,999999;129,999998;0,064430;-0,001549;0;1600,138540;154,001662
16.8.2026 08:59:59,02s;52;50;-0,003727;64,999999;129,999998;-0,010976;0,002445;0;1599,726432;154,012256
16.8.2026 08:59:59,04s;53;50;-0,052063;64,999999;129,999998;-0,025322;-0,005581;0;1599,728261;154,021818
16.8.2026 08:59:59,06s;54;50;-0,034696;64,999999;129,999999;-0,089658;0,001281;0;1600,270028;154,006163
16.8.2026 08:59:59,08s;55;50;0,015151;64,999999;129,999998;-0,010216;0,014626;0;1600,389802;153,994635
16.8.2026 08:59:59,1s;56;50;-0,041386;64,999999;129,999999;-0,005835;0,003815;0;1600,044129;154,008839
16.8.2026 08:59:59,12s;57;50;0,069679;64,999999;129,999998;0,114348;-0,000721;0;1599,864983;153,994970
16.8.2026 08:59:59,14s;58;50;0,003266;64,999999;129,999998;0,005586;-0,003825;0;1599,438675;154,023739
16.8.2026 08:59:59,16s;59;50;0,048073;64,999999;129,999998;0,113825;-0,007072;0;1600,183815;154,008666
16.8.2026 08:59:59,18s;60;50;-0,001434;64,999999;129,999998;-0,026718;-0,008706;0;1599,571475;153,980262
16.8.2026 08:59:59,2s;61;50;-0,051858;64,999999;129,999998;-0,034320;-0,003746;0;1600,274049;154,006516
16.8.2026 08:59:59,22s;62;50;0,050995;64,999999;129,999998;0,027635;0,023232;0;1600,057772;153,991900
16.8.2026 08:59:59,24s;63;50;0,047279;64,999999;129,999998;0,022555;0,009785;0;1599,939099;154,021247
16.8.2026 08:59:59,26s;64;50;0,004692;64,999999;129,999998;-0,030951;0,000496;0;1599,947745;153,995266
16.8.2026 08:59:59,28s;65;50;-0,036409;64,999999;129,999998;-0,062177;0,001420;0;1599,565885;153,988009
16.8.2026 08:59:59,3s;66;50;-0,013196;64,999999;129,999998;-0,064216;-0,003879;0;1600,210460;153,973873
16.8.2026 08:59:59,32s;67;50;-0,030118;64,999999;129,999998;-0,035346;-0,036487;0;1599,954279;154,017439
16.8.2026 08:59:59,34s;68;50;-0,001119;64,999999;129,999998;-0,001158;0,014760;0;1600,318177;154,002396
16.8.2026 08:59:59,36s;69;50;-0,011663;64,999999;129,999998;0,054262;0,014082;0;1599,994860;153,969915
16.8.2026 08:59:59,38s;70;50;0,012974;64,999999;129,999998;-0,059836;-0,012079;0;1600,142544;154,028107
16.8.2026 08:59:59,4s;71;50;0,005284;64,999999;129,999998;0,048814;-0,011481;0;1599,924523;154,024840
16.8.2026 08:59:59,42s;72;50;-0,018089;64,999999;129,999998;-0,023994;0,000621;0;1599,974975;154,016191
16.8.2026 08:59:59,44s;73;50;-0,026527;64,999999;129,999998;-0,071246;0,003431;0;1599,765364;154,057126
16.8.2026 08:59:59,46s;74;50;0,053381;64,999999;129,999998;0,038172;0,015204;0;1599,997271;153,966711
16.8.2026 08:59:59,48s;75;50;0,000106;64,999999;129,999998;-0,068114;-0,014792;0;1600,006096;154,007744
16.8.2026 08:59:59,5s;76;50;0,022965;64,999999;129,999998;0,095915;-0,004861;0;1599,998444;153,987824
16.8.2026 08:59:59,52s;77;50;-0,048505;64,999999;129,999998;-0,089839;-0,003139;0;1599,665816;153,990932
16.8.2026 08:59:59,54s;78;50;0,028371;64,999999;129,999998;0,050232;0,004055;0;1600,176745;154,024063
16.8.2026 08:59:59,56s;79;50;0,026386;64,999999;129,999998;0,066610;-0,035253;0;1600,293653;153,986301
16.8.2026 08:59:59,58s;80;50;-0,052331;64,999999;129,999998;-0,041379;-0,005717;0;1599,935704;154,010652
16.8.2026 08:59:59,6s;81;50;-0,048984;64,999999;129,999999;-0,054528;-0,008707;0;1600,279530;153,999882
16.8.2026 08:59:59,62s;82;50;-0,051032;64,999999;129,999999;-0,028789;-0,022316;0;1600,098554;153,993461
16.8.2026 08:59:59,64s;83;50;0,070174;64,999999;129,999998;0,110242;0,006643;0;1599,966529;153,992396
16.8.2026 08:59:59,66s;84;50;0,035639;64,999999;129,999998;0,072778;0,013267;0;1600,035208;153,978524
16.8.2026 08:59:59,68s;85;50;0,052795;64,999999;129,999998;0,004696;0,019266;0;1599,922220;154,004117
16.8.2026 08:59:59,7s;86;50;0,040944;64,999999;129,999998;0,045403;-0,027421;0;1599,789946;154,005835
16.8.2026 08:59:59,72s;87;50;0,019300;64,999999;129,999998;0,040689;-0,019465;0;1599,555269;154,047460
16.8.2026 08:59:59,74s;88;50;0,087560;64,999999;129,999997;0,172976;-0,017872;0;1599,936283;153,992408
16.8.2026 08:59:59,76s;89;50;0,005318;64,999999;129,999997;-0,003568;0,031818;0;1600,364406;154,001604
16.8.2026 08:59:59,78s;90;50;-0,017796;64,999999;129,999997;-0,074920;-0,021719;0;1600,253876;153,976257
16.8.2026 08:59:59,8s;91;50;-0,018847;64,999999;129,999997;0,000108;0,015583;0;1600,179754;154,032743
16.8.2026 08:59:59,82s;92;50;-0,011791;64,999999;129,999997;-0,066359;-0,000426;0;1599,895853;154,019109
16.8.2026 08:59:59,84s;93;50;-0,099445;64,999999;129,999998;-0,110199;0,004686;0;1599,771615;153,976217
16.8.2026 08:59:59,86s;94;50;-0,029219;64,999999;129,999998;-0,063312;0,018458;0;1599,942856;154,002463
16.8.2026 08:59:59,88s;95;50;-0,020169;64,999999;129,999998;-0,056272;0,008081;0;1600,026169;153,984631
16.8.2026 08:59:59,9s;96;50;-0,040059;64,999999;129,999998;-0,042965;0,021852;0;1599,868751;154,004638
16.8.2026 08:59:59,92s;97;50;-0,014333;64,999999;129,999998;-0,030650;0,006939;0;1599,968793;154,007637
16.8.2026 08:59:59,94s;98;50;0,007260;64,999999;129,999998;-0,026917;-0,017588;0;1599,705852;154,010107
16.8.2026 08:59:59,96s;99;50;0,005700;64,999999;129,999998;-0,008471;-0,026575;0;1599,878134;154,010162
16.8.2026 08:59:59,98s;100;50;-0,026929;64,999999;129,999999;-0,048051;0,011449;0;1599,700755;154,006817
16.8.2026 09:00:00,0s;101;49,590085;0,032119;64,999999;129,999998;0,053015;-0,742104;1;1599,985093;154,024466
16.8.2026 09:00:00,02s;102;49,588959;-0,053413;64,999999;129,999999;-0,069235;-0,666610;1;1600,373279;153,997765
16.8.2026 09:00:00,04s;103;49,588105;0,144245;64,999999;129,999998;0,152461;-0,598504;1;1600,301451;154,008572
16.8.2026 09:00:00,06s;104;49,587696;0,409757;64,999998;129,999996;0,451098;-0,544866;1;1600,003612;154,008404
16.8.2026 09:00:00,08s;105;49,585862;0,572553;64,999996;129,999992;0,586145;-0,468221;1;1599,977785;154,022752
16.8.2026 09:00:00,1s;106;49,583272;0,906017;64,999994;129,999987;0,865151;-0,408025;1;1599,815503;154,022148
16.8.2026 09:00:00,12s;107;49,583942;1,243908;64,999990;129,999980;1,243471;-0,381682;1;1600,207924;154,009016
16.8.2026 09:00:00,14s;108;49,581835;1,700747;64,999986;129,999971;1,733763;-0,343569;1;1599,922004;154,032053
16.8.2026 09:00:00,16s;109;49,580944;2,158106;64,999980;129,999959;2,170080;-0,307299;1;1600,225877;153,990735
16.8.2026 09:00:00,18s;110;49,580583;2,738856;64,999972;129,999944;2,756512;-0,280862;1;1599,450222;154,005351
16.8.2026 09:00:00,2s;111;49,579809;3,241891;64,999963;129,999926;3,323131;-0,213864;1;1599,558866;154,018921
16.8.2026 09:00:00,22s;112;49,579295;3,878650;64,999952;129,999904;3,893809;-0,239541;1;1599,985546;154,005080
16.8.2026 09:00:00,24s;113;49,578814;4,499669;64,999940;129,999879;4,585423;-0,191969;1;1599,938816;154,024546
16.8.2026 09:00:00,26s;114;49,578396;5,197145;64,999925;129,999850;5,294421;-0,168806;1;1599,749578;153,978373
16.8.2026 09:00:00,28s;115;49,576586;5,866164;64,999909;129,999818;5,903888;-0,143369;1;1600,005258;154,004176
16.8.2026 09:00:00,3s;116;49,575579;6,568736;64,999891;129,999781;6,692341;-0,135683;1;1600,092902;154,010116
16.8.2026 09:00:00,32s;117;49,574925;7,363222;64,999870;129,999740;7,437071;-0,124978;1;1600,170306;154,007251
16.8.2026 09:00:00,34s;118;49,575694;8,131530;64,999848;129,999695;8,279587;-0,116588;1;1600,252536;154,030612
16.8.2026 09:00:00,36s;119;49,574905;8,851746;64,999823;129,999646;8,986022;-0,086793;1;1600,137271;154,014985
16.8.2026 09:00:00,38s;120;49,574360;9,614007;64,999796;129,999593;9,726791;-0,075091;1;1599,786378;153,997976
16.8.2026 09:00:00,4s;121;49,575014;10,348406;64,999768;129,999535;10,509880;-0,068985;1;1599,892328;153,971102
16.8.2026 09:00:00,42s;122;49,571847;11,197293;64,999736;129,999473;11,382132;-0,057794;1;1599,954656;154,008881
16.8.2026 09:00:00,44s;123;49,570584;11,898269;64,999703;129,999407;12,063361;-0,084265;1;1599,401962;154,005600
16.8.2026 09:00:00,46s;124;49,571258;12,701891;64,999668;129,999336;12,959803;-0,105893;1;1600,062033;153,973891
16.8.2026 09:00:00,48s;125;49,570345;13,371351;64,999631;129,999262;13,553226;-0,051528;1;1599,868918;154,034906
16.8.2026 09:00:00,5s;126;49,569446;14,148978;64,999592;129,999183;14,398648;-0,056484;1;1600,237762;154,006755
16.8.2026 09:00:00,52s;127;49,567622;14,888088;64,999550;129,999101;15,079397;-0,044269;1;1600,019627;154,017205
16.8.2026 09:00:00,54s;128;49,567164;15,458611;64,999507;129,999015;15,689340;-0,049755;1;1599,834944;154,010357
16.8.2026 09:00:00,56s;129;49,568506;16,137660;64,999463;129,998925;16,357075;-0,030956;1;1599,962821;154,014505
16.8.2026 09:00:00,58s;130;49,566697;16,695878;64,999416;129,998832;16,966042;-0,047548;1;1600,290281;154,018666
16.8.2026 09:00:00,6s;131;49,566726;17,288061;64,999368;129,998736;17,591594;-0,035594;1;1600,058991;153,991630
16.8.2026 09:00:00,62s;132;49,567268;17,831073;64,999319;129,998637;18,128732;-0,013319;1;1600,013825;154,015157
16.8.2026 09:00:00,64s;133;49,566540;18,304265;64,999268;129,998536;18,574668;-0,018496;1;1600,354187;154,029904
16.8.2026 09:00:00,66s;134;49,565190;18,737216;64,999216;129,998431;18,948940;-0,005256;1;1599,866429;154,009998
16.8.2026 09:00:00,68s;135;49,564384;19,124305;64,999163;129,998325;19,386964;-0,022551;1;1600,097177;154,001850
16.8.2026 09:00:00,7s;136;49,563645;19,393736;64,999109;129,998217;19,721366;-0,028437;1;1599,857471;153,980551
16.8.2026 09:00:00,72s;137;49,565058;19,655187;64,999054;129,998108;19,931126;-0,004759;1;1599,668021;153,989561
16.8.2026 09:00:00,74s;138;49,563395;19,834906;64,998999;129,997998;20,139969;-0,022200;1;1599,775059;154,026033
16.8.2026 09:00:00,76s;139;49,564573;19,919794;64,998944;129,997887;20,170092;0,002630;1;1599,959543;154,008893
16.8.2026 09:00:00,78s;140;49,562733;19,958378;64,998888;129,997777;20,273757;-0,018587;1;1600,256324;154,012654
16.8.2026 09:00:00,8s;141;49,563236;20,002484;64,998833;129,997665;20,325280;0,004356;1;1599,983420;153,992742
16.8.2026 09:00:00,82s;142;49,562968;19,980482;64,998777;129,997554;20,318179;-0,002102;1;1599,769472;154,013638
16.8.2026 09:00:00,84s;143;49,563106;19,928605;64,998722;129,997444;20,250041;-0,006602;1;1600,149265;154,009476
16.8.2026 09:00:00,86s;144;49,562343;20,021018;64,998666;129,997332;20,308806;0,006168;1;1600,197075;153,987825
16.8.2026 09:00:00,88s;145;49,561252;19,984739;64,998611;129,997221;20,331523;0,010286;1;1599,877175;154,002540
16.8.2026 09:00:00,9s;146;49,563479;19,982518;64,998555;129,997110;20,314798;-0,015590;1;1600,043302;153,991815
16.8.2026 09:00:00,92s;147;49,560448;19,954504;64,998500;129,997000;20,254764;-0,000550;1;1600,086388;153,999542
16.8.2026 09:00:00,94s;148;49,560968;20,000411;64,998444;129,996888;20,302973;0,000972;1;1600,116886;154,004977
16.8.2026 09:00:00,96s;149;49,559569;19,999804;64,998389;129,996777;20,362701;0,006578;1;1599,959464;154,014063
16.8.2026 09:00:00,98s;150;49,559444;19,962391;64,998333;129,996666;20,213646;0,001410;1;1599,750855;153,995938
16.8.2026 09:00:01,0s;151;49,558846;19,996690;64,998278;129,996555;20,267901;0,003605;1;1599,984992;154,019988
16.8.2026 09:00:01,02s;152;49,559637;19,991864;64,998222;129,996444;20,257350;-0,003924;1;1599,938669;153,995756
16.8.2026 09:00:01,04s;153;49,559746;20,065586;64,998166;129,996333;20,399694;-0,012321;1;1599,776039;153,979916
16.8.2026 09:00:01,06s;154;49,558267;20,039869;64,998111;129,996221;20,335598;-0,006076;1;1600,019387;153,978501
16.8.2026 09:00:01,08s;155;49,559954;20,033911;64,998055;129,996110;20,330409;0,029847;1;1600,391751;154,000844
16.8.2026 09:00:01,1s;156;49,558933;19,963716;64,998000;129,995999;20,289412;0,018973;1;1600,331730;153,979369
16.8.2026 09:00:01,12s;157;49,558623;19,977467;64,997944;129,995888;20,254059;0,006962;1;1600,299453;154,023428
16.8.2026 09:00:01,14s;158;49,556995;19,997299;64,997889;129,995777;20,288185;0,016374;1;1599,806959;154,016632
16.8.2026 09:00:01,16s;159;49,556441;20,004683;64,997833;129,995666;20,287778;0,000410;1;1599,548706;154,030561
16.8.2026 09:00:01,18s;160;49,558084;19,963317;64,997778;129,995555;20,302949;-0,012396;1;1599,864188;154,000629
16.8.2026 09:00:01,2s;161;49,557307;19,988309;64,997722;129,995444;20,280919;0,029721;1;1600,199110;154,004877
16.8.2026 09:00:01,22s;162;49,556689;20,009695;64,997666;129,995333;20,324500;0,008877;1;1600,170970;153,977241
16.8.2026 09:00:01,24s;163;49,556676;19,992067;64,997611;129,995222;20,269188;0,009487;1;1599,693979;153,984398
16.8.2026 09:00:01,26s;164;49,556469;20,048484;64,997555;129,995110;20,348032;-0,009943;1;1600,339831;153,986773
16.8.2026 09:00:01,28s;165;49,555746;19,960829;64,997500;129,995000;20,223227;0,018418;1;1600,276028;153,994776
16.8.2026 09:00:01,3s;166;49,555633;19,985798;64,997444;129,994889;20,295524;-0,003916;1;1599,820590;154,031106
16.8.2026 09:00:01,32s;167;49,555983;19,947929;64,997389;129,994778;20,248408;0,017999;1;1600,262770;154,040076
16.8.2026 09:00:01,34s;168;49,556894;19,970793;64,997333;129,994667;20,232606;0,005061;1;1599,698619;153,986860
16.8.2026 09:00:01,36s;169;49,556059;20,036848;64,997278;129,994555;20,358838;-0,026668;1;1599,915922;153,984147
16.8.2026 09:00:01,38s;170;49,555149;20,047357;64,997222;129,994444;20,382336;0,009722;1;1600,334697;154,002680
16.8.2026 09:00:01,4s;171;49,555300;20,028198;64,997166;129,994333;20,345503;0,030190;1;1600,605467;153,991167
16.8.2026 09:00:01,42s;172;49,553826;19,957811;64,997111;129,994222;20,258862;-0,007064;1;1600,445928;154,009544
16.8.2026 09:00:01,44s;173;49,554483;19,969392;64,997056;129,994111;20,294936;-0,004358;1;1600,257568;153,996490
16.8.2026 09:00:01,46s;174;49,554659;20,020351;64,997000;129,994000;20,327353;-0,000074;1;1599,684835;154,019873
16.8.2026 09:00:01,48s;175;49,554456;20,019474;64,996944;129,993889;20,316558;0,000108;1;1599,732321;153,971430
16.8.2026 09:00:01,5s;176;49,554284;19,971748;64,996889;129,993778;20,226904;-0,017602;1;1600,247194;153,983777
16.8.2026 09:00:01,52s;177;49,554706;19,954344;64,996833;129,993667;20,239494;-0,003379;1;1600,027605;154,004833
16.8.2026 09:00:01,54s;178;49,554593;20,010725;64,996778;129,993556;20,320903;0,020461;1;1600,334466;153,991183
16.8.2026 09:00:01,56s;179;49,553943;20,016222;64,996722;129,993444;20,355437;-0,004494;1;1599,638683;154,018476
16.8.2026 09:00:01,58s;180;49,553750;20,033281;64,996667;129,993333;20,307342;-0,035968;1;1599,798399;154,000918
16.8.2026 09:00:01,6s;181;49,553922;19,999368;64,996611;129,993222;20,321121;-0,050319;1;1600,167746;154,012975
16.8.2026 09:00:01,62s;182;49,554504;20,037911;64,996555;129,993111;20,391756;-0,014799;1;1599,616076;154,035196
16.8.2026 09:00:01,64s;183;49,553856;19,978110;64,996500;129,993000;20,320723;-0,006170;1;1599,841490;153,988994
16.8.2026 09:00:01,66s;184;49,554143;20,004060;64,996444;129,992889;20,329314;-0,005243;1;1599,842348;153,987093
16.8.2026 09:00:01,68s;185;49,554395;19,954747;64,996389;129,992778;20,228799;0,012815;1;1600,203782;153,967529
16.8.2026 09:00:01,7s;186;49,553826;20,007871;64,996333;129,992667;20,355161;-0,000094;1;1599,882179;153,999204
16.8.2026 09:00:01,72s;187;49,554663;20,025455;64,996278;129,992555;20,374458;0,008692;1;1600,006829;154,035017
16.8.2026 09:00:01,74s;188;49,553447;20,017052;64,996222;129,992444;20,320711;0,000995;1;1599,893347;154,010554
16.8.2026 09:00:01,76s;189;49,552210;20,044379;64,996166;129,992333;20,341869;0,017373;1;1600,140336;154,013498
16.8.2026 09:00:01,78s;190;49,552707;20,037061;64,996111;129,992221;20,327125;0,005012;1;1600,207074;154,033162
16.8.2026 09:00:01,8s;191;49,553187;20,019146;64,996055;129,992110;20,323005;0,023527;1;1599,866125;154,041133
16.8.2026 09:00:01,82s;192;49,552737;20,017549;64,995999;129,991999;20,342714;0,011230;1;1599,974788;153,981369
16.8.2026 09:00:01,84s;193;49,552226;20,019356;64,995944;129,991888;20,321442;0,008550;1;1600,207793;153,971691
16.8.2026 09:00:01,86s;194;49,552795;19,998890;64,995888;129,991777;20,241145;0,011508;1;1600,075871;154,014845
16.8.2026 09:00:01,88s;195;49,552845;19,976951;64,995833;129,991666;20,284660;-0,010426;1;1599,840720;154,012335
16.8.2026 09:00:01,9s;196;49,552263;19,925780;64,995777;129,991555;20,236303;-0,020723;1;1600,392846;154,005630
16.8.2026 09:00:01,92s;197;49,553854;19,967869;64,995722;129,991444;20,244026;-0,022668;1;1600,184479;153,998244
16.8.2026 09:00:01,94s;198;49,551677;19,956757;64,995667;129,991333;20,239572;0,011411;1;1600,167278;153,987101
16.8.2026 09:00:01,96s;199;49,551817;20,023710;64,995611;129,991222;20,330932;-0,002011;1;1599,745804;154,012150
16.8.2026 09:00:01,98s;200;49,551741;20,040748;64,995555;129,991111;20,327500;0,026632;1;1599,992862;153,981933
16.8.2026 09:00:02,0s;201;49,551842;20,044265;64,995500;129,990999;20,298074;-0,000895;1;1599,938599;153,982006
16.8.2026 09:00:02,02s;202;49,550840;19,965616;64,995444;129,990888;20,291858;0,031494;1;1599,907682;154,009426
16.8.2026 09:00:02,04s;203;49,553120;20,019707;64,995389;129,990777;20,318508;0,013921;1;1599,958098;153,999670
16.8.2026 09:00:02,06s;204;49,552210;20,073590;64,995333;129,990666;20,415842;0,025816;1;1600,118997;154,041677
16.8.2026 09:00:02,08s;205;49,552750;19,972494;64,995277;129,990555;20,259096;-0,009876;1;1599,947168;153,997874
16.8.2026 09:00:02,1s;206;49,550636;20,054785;64,995222;129,990443;20,346463;0,009888;1;1600,009150;153,956521
16.8.2026 09:00:02,12s;207;49,552302;19,976958;64,995166;129,990332;20,246112;0,001089;1;1599,947912;154,002168
16.8.2026 09:00:02,14s;208;49,550764;19,931656;64,995111;129,990221;20,212100;-0,022827;1;1599,634284;153,987736
16.8.2026 09:00:02,16s;209;49,552041;20,014988;64,995055;129,990110;20,295930;-0,014583;1;1599,960275;154,009454
16.8.2026 09:00:02,18s;210;49,552183;20,015223;64,995000;129,989999;20,346201;-0,010943;1;1599,853937;153,977074
