# YHDA_VERSION=0.7.2
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=MAKSIMUM_REZERV
# STEP_NAME=Maksimum rezerv — birleşik −200/+200 mHz olayları
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.2
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# YDA_VERSION=0.7.2
# EVENT_SEQUENCE=NEG200,POS200
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
16.8.2026 09:00:07,0s;71;49,998346;50,000000;689,963713;690,000000;57,909375
16.8.2026 09:00:07,1s;72;49,998255;50,000000;689,999166;690,000000;57,964956
16.8.2026 09:00:07,2s;73;49,998573;50,000000;689,995198;690,000000;57,983085
16.8.2026 09:00:07,3s;74;49,998035;50,000000;690,239021;690,000000;57,962669
16.8.2026 09:00:07,4s;75;49,998196;50,000000;690,027963;690,000000;57,964650
16.8.2026 09:00:07,5s;76;49,998006;50,000000;690,008884;690,000000;58,032528
16.8.2026 09:00:07,6s;77;49,997978;50,000000;689,930419;690,000000;58,060025
16.8.2026 09:00:07,7s;78;49,998246;50,000000;689,984058;690,000000;57,988900
16.8.2026 09:00:07,8s;79;49,998055;50,000000;690,182380;690,000000;58,024627
16.8.2026 09:00:07,9s;80;49,998343;50,000000;690,040313;690,000000;58,011310
16.8.2026 09:00:08,0s;81;49,997985;50,000000;689,954428;690,000000;58,040661
16.8.2026 09:00:08,1s;82;49,998479;50,000000;689,829982;690,000000;57,956234
16.8.2026 09:00:08,2s;83;49,998747;50,000000;690,098582;690,000000;57,972188
16.8.2026 09:00:08,3s;84;49,998543;50,000000;689,963482;690,000000;58,054353
16.8.2026 09:00:08,4s;85;49,998137;50,000000;689,930088;690,000000;58,002163
16.8.2026 09:00:08,5s;86;49,998398;50,000000;690,218236;690,000000;57,973909
16.8.2026 09:00:08,6s;87;49,998548;50,000000;689,977967;690,000000;58,036208
16.8.2026 09:00:08,7s;88;49,998327;50,000000;690,016547;690,000000;58,027532
16.8.2026 09:00:08,8s;89;49,998171;50,000000;690,147941;690,000000;58,033516
16.8.2026 09:00:08,9s;90;49,998016;50,000000;690,150051;690,000000;58,020394
16.8.2026 09:00:09,0s;91;49,998599;50,000000;689,983857;690,000000;58,083799
16.8.2026 09:00:09,1s;92;49,998485;50,000000;690,038046;690,000000;58,025971
16.8.2026 09:00:09,2s;93;49,998330;50,000000;690,023890;690,000000;57,980185
16.8.2026 09:00:09,3s;94;49,998316;50,000000;690,054996;690,000000;57,959494
16.8.2026 09:00:09,4s;95;49,998846;50,000000;689,922994;690,000000;57,974755
16.8.2026 09:00:09,5s;96;49,998578;50,000000;690,178019;690,000000;58,002817
16.8.2026 09:00:09,6s;97;49,998866;50,000000;690,047633;690,000000;57,925545
16.8.2026 09:00:09,7s;98;49,998220;50,000000;689,956692;690,000000;58,031872
16.8.2026 09:00:09,8s;99;49,998704;50,000000;689,786517;690,000000;57,947021
16.8.2026 09:00:09,9s;100;49,998912;50,000000;690,190651;690,000000;57,951851
16.8.2026 09:00:10,0s;101;49,999029;50,000000;690,032427;690,000000;58,007877
16.8.2026 09:00:10,1s;102;49,999383;50,000000;689,815529;690,000000;58,044812
16.8.2026 09:00:10,2s;103;49,999074;50,000000;689,944073;690,000000;57,958120
16.8.2026 09:00:10,3s;104;49,999009;50,000000;689,959974;690,000000;58,008713
16.8.2026 09:00:10,4s;105;49,998827;50,000000;690,079611;690,000000;57,933934
16.8.2026 09:00:10,5s;106;49,998417;50,000000;690,111899;690,000000;58,009384
16.8.2026 09:00:10,6s;107;49,998713;50,000000;690,027139;690,000000;57,966251
16.8.2026 09:00:10,7s;108;49,998806;50,000000;689,882037;690,000000;58,016254
16.8.2026 09:00:10,8s;109;49,998776;50,000000;689,951408;690,000000;57,983099
16.8.2026 09:00:10,9s;110;49,998739;50,000000;690,126612;690,000000;57,971673
16.8.2026 09:00:11,0s;111;49,998784;50,000000;690,178692;690,000000;58,059757
16.8.2026 09:00:11,1s;112;49,999222;50,000000;690,029836;690,000000;58,028110
16.8.2026 09:00:11,2s;113;49,998738;50,000000;690,029992;690,000000;57,958985
16.8.2026 09:00:11,3s;114;49,998835;50,000000;690,097997;690,000000;58,040485
16.8.2026 09:00:11,4s;115;49,998885;50,000000;690,091577;690,000000;58,041667
16.8.2026 09:00:11,5s;116;49,998756;50,000000;689,777789;690,000000;57,947682
16.8.2026 09:00:11,6s;117;49,999010;50,000000;689,865989;690,000000;58,049992
16.8.2026 09:00:11,7s;118;49,998874;50,000000;689,854923;690,000000;58,018708
16.8.2026 09:00:11,8s;119;49,998954;50,000000;690,117825;690,000000;58,061941
16.8.2026 09:00:11,9s;120;49,998968;50,000000;690,104800;690,000000;57,978854
16.8.2026 09:00:12,0s;121;49,999022;50,000000;689,938477;690,000000;57,991997
16.8.2026 09:00:12,1s;122;49,998333;50,000000;690,121500;690,000000;57,982682
16.8.2026 09:00:12,2s;123;49,999137;50,000000;690,023180;690,000000;58,028463
16.8.2026 09:00:12,3s;124;49,999143;50,000000;689,950592;690,000000;57,994909
16.8.2026 09:00:12,4s;125;49,998778;50,000000;690,074706;690,000000;58,002413
16.8.2026 09:00:12,5s;126;49,999340;50,000000;689,911932;690,000000;57,950731
16.8.2026 09:00:12,6s;127;49,998724;50,000000;689,973367;690,000000;58,000027
16.8.2026 09:00:12,7s;128;49,999290;50,000000;689,945508;690,000000;57,994031
16.8.2026 09:00:12,8s;129;49,998689;50,000000;689,918293;690,000000;57,907479
16.8.2026 09:00:12,9s;130;49,999348;50,000000;690,192220;690,000000;57,942843
16.8.2026 09:00:13,0s;131;49,999181;50,000000;689,920444;690,000000;58,041860
16.8.2026 09:00:13,1s;132;49,999451;50,000000;690,056539;690,000000;57,957082
16.8.2026 09:00:13,2s;133;49,998898;50,000000;690,011489;690,000000;58,005033
16.8.2026 09:00:13,3s;134;49,999131;50,000000;690,025785;690,000000;57,947342
16.8.2026 09:00:13,4s;135;49,999564;50,000000;689,896827;690,000000;58,011096
16.8.2026 09:00:13,5s;136;49,999127;50,000000;690,064666;690,000000;57,976497
16.8.2026 09:00:13,6s;137;49,998452;50,000000;689,860901;690,000000;58,001617
16.8.2026 09:00:13,7s;138;49,999174;50,000000;689,641678;690,000000;58,068352
16.8.2026 09:00:13,8s;139;49,999221;50,000000;690,122032;690,000000;58,040280
16.8.2026 09:00:13,9s;140;49,999250;50,000000;690,182784;690,000000;58,070619
16.8.2026 09:00:14,0s;141;49,999343;50,000000;690,118148;690,000000;58,015727
16.8.2026 09:00:14,1s;142;49,999038;50,000000;690,099543;690,000000;58,001361
16.8.2026 09:00:14,2s;143;49,999040;50,000000;690,135782;690,000000;58,058208
16.8.2026 09:00:14,3s;144;49,998942;50,000000;690,135009;690,000000;57,933859
16.8.2026 09:00:14,4s;145;49,999310;50,000000;689,879112;690,000000;58,038031
16.8.2026 09:00:14,5s;146;49,999235;50,000000;690,237704;690,000000;57,968538
16.8.2026 09:00:14,6s;147;49,999311;50,000000;690,011434;690,000000;58,054672
16.8.2026 09:00:14,7s;148;49,999006;50,000000;690,101024;690,000000;58,002290
16.8.2026 09:00:14,8s;149;49,999592;50,000000;689,927292;690,000000;58,068147
16.8.2026 09:00:14,9s;150;49,999548;50,000000;689,939883;690,000000;57,981558
16.8.2026 09:00:15,0s;151;49,999185;50,000000;690,030087;690,000000;58,021377
16.8.2026 09:00:15,1s;152;49,999240;50,000000;689,933813;690,000000;57,910559
16.8.2026 09:00:15,2s;153;49,999531;50,000000;689,907705;690,000000;57,978445
16.8.2026 09:00:15,3s;154;49,999410;50,000000;689,974380;690,000000;58,046917
16.8.2026 09:00:15,4s;155;49,999412;50,000000;690,049902;690,000000;58,013234
16.8.2026 09:00:15,5s;156;49,999246;50,000000;690,263454;690,000000;58,005836
16.8.2026 09:00:15,6s;157;49,998769;50,000000;690,189943;690,000000;58,015450
16.8.2026 09:00:15,7s;158;49,998897;50,000000;690,037646;690,000000;58,093523
16.8.2026 09:00:15,8s;159;49,999472;50,000000;689,955978;690,000000;57,985521
16.8.2026 09:00:15,9s;160;49,999780;50,000000;689,945597;690,000000;57,948461
16.8.2026 09:00:16,0s;161;49,999815;50,000000;690,016942;690,000000;57,962913
16.8.2026 09:00:16,1s;162;49,998966;50,000000;690,195721;690,000000;58,000405
16.8.2026 09:00:16,2s;163;49,999356;50,000000;690,044378;690,000000;58,015225
16.8.2026 09:00:16,3s;164;49,999053;50,000000;690,000593;690,000000;57,968903
16.8.2026 09:00:16,4s;165;49,999290;50,000000;689,901459;690,000000;58,070830
16.8.2026 09:00:16,5s;166;49,999129;50,000000;690,095961;690,000000;57,972808
16.8.2026 09:00:16,6s;167;49,999512;50,000000;689,850451;690,000000;58,056356
16.8.2026 09:00:16,7s;168;49,999245;50,000000;689,856659;690,000000;58,019189
16.8.2026 09:00:16,8s;169;49,999418;50,000000;689,884047;690,000000;57,968413
16.8.2026 09:00:16,9s;170;49,999573;50,000000;689,875390;690,000000;57,986462
16.8.2026 09:00:17,0s;171;49,999645;50,000000;690,262573;690,000000;57,978396
16.8.2026 09:00:17,1s;172;49,999205;50,000000;690,098318;690,000000;57,991551
16.8.2026 09:00:17,2s;173;50,000120;50,000000;690,074572;690,000000;57,971012
16.8.2026 09:00:17,3s;174;49,999599;50,000000;689,947945;690,000000;58,031869
16.8.2026 09:00:17,4s;175;49,999250;50,000000;690,074725;690,000000;57,979580
16.8.2026 09:00:17,5s;176;49,999510;50,000000;689,953551;690,000000;57,975620
16.8.2026 09:00:17,6s;177;49,999885;50,000000;690,154518;690,000000;57,957800
16.8.2026 09:00:17,7s;178;49,999227;50,000000;690,051797;690,000000;58,002493
16.8.2026 09:00:17,8s;179;49,999496;50,000000;690,245379;690,000000;57,956368
16.8.2026 09:00:17,9s;180;49,999591;50,000000;690,073562;690,000000;58,059714
16.8.2026 09:00:18,0s;181;49,999619;50,000000;689,867465;690,000000;57,926299
16.8.2026 09:00:18,1s;182;49,999445;50,000000;690,218829;690,000000;57,995290
16.8.2026 09:00:18,2s;183;49,999664;50,000000;689,932179;690,000000;57,987494
16.8.2026 09:00:18,3s;184;49,999969;50,000000;690,022021;690,000000;57,971172
16.8.2026 09:00:18,4s;185;49,999614;50,000000;690,153706;690,000000;57,915367
16.8.2026 09:00:18,5s;186;49,999859;50,000000;689,983581;690,000000;58,071553
16.8.2026 09:00:18,6s;187;50,000208;50,000000;690,055347;690,000000;58,069261
16.8.2026 09:00:18,7s;188;50,000186;50,000000;689,871677;690,000000;57,923019
16.8.2026 09:00:18,8s;189;50,000016;50,000000;690,005538;690,000000;58,025339
16.8.2026 09:00:18,9s;190;50,000077;50,000000;689,949940;690,000000;58,005064
16.8.2026 09:00:19,0s;191;49,999396;50,000000;690,009509;690,000000;57,994769
16.8.2026 09:00:19,1s;192;50,000112;50,000000;689,997301;690,000000;58,044618
16.8.2026 09:00:19,2s;193;50,000296;50,000000;689,889509;690,000000;57,971729
16.8.2026 09:00:19,3s;194;49,999837;50,000000;690,010410;690,000000;57,946129
16.8.2026 09:00:19,4s;195;49,999915;50,000000;689,953098;690,000000;57,962225
16.8.2026 09:00:19,5s;196;50,000357;50,000000;690,018609;690,000000;58,045973
16.8.2026 09:00:19,6s;197;49,999857;50,000000;689,930861;690,000000;57,986800
16.8.2026 09:00:19,7s;198;49,999560;50,000000;689,718100;690,000000;58,044304
16.8.2026 09:00:19,8s;199;50,000198;50,000000;690,060193;690,000000;57,974324
16.8.2026 09:00:19,9s;200;49,999850;50,000000;689,833929;690,000000;58,012194
16.8.2026 09:00:20,0s;201;50,000383;49,800000;689,944493;690,000000;58,054300
16.8.2026 09:00:20,1s;202;50,000092;49,800000;689,883468;690,000000;57,975036
16.8.2026 09:00:20,2s;203;50,000073;49,800000;689,912008;690,000000;58,040006
16.8.2026 09:00:20,3s;204;49,999688;49,800000;689,979948;690,000000;58,046890
16.8.2026 09:00:20,4s;205;50,000122;49,800000;690,133468;690,000000;58,025783
16.8.2026 09:00:20,5s;206;49,999791;49,800000;689,915260;690,000000;58,023162
16.8.2026 09:00:20,6s;207;50,000071;49,800000;689,955061;690,000000;58,048928
16.8.2026 09:00:20,7s;208;50,000409;49,800000;689,947818;690,000000;58,008500
16.8.2026 09:00:20,8s;209;50,000025;49,800000;690,090665;690,000000;57,932215
16.8.2026 09:00:20,9s;210;50,000386;49,800000;690,165428;690,000000;58,060350
16.8.2026 09:00:21,0s;211;50,000316;49,800000;689,936352;690,000000;58,013709
16.8.2026 09:00:21,1s;212;50,000285;49,800000;690,043713;690,000000;58,083365
16.8.2026 09:00:21,2s;213;50,000063;49,800000;689,947023;690,000000;57,927243
16.8.2026 09:00:21,3s;214;50,000151;49,800000;690,043125;690,000000;58,044671
16.8.2026 09:00:21,4s;215;50,000428;49,800000;689,787212;690,000000;57,963925
16.8.2026 09:00:21,5s;216;50,000481;49,800000;690,088577;690,000000;58,082289
16.8.2026 09:00:21,6s;217;50,000476;49,800000;690,170738;690,000000;57,951429
16.8.2026 09:00:21,7s;218;50,000386;49,800000;690,132037;690,000000;57,987537
16.8.2026 09:00:21,8s;219;50,000522;49,800000;690,293509;690,000000;58,032774
16.8.2026 09:00:21,9s;220;50,000615;49,800000;690,298099;690,000000;57,988333
16.8.2026 09:00:22,0s;221;50,000123;49,800000;690,238490;690,000000;58,070696
16.8.2026 09:00:22,1s;222;49,999949;49,800000;690,624100;690,000000;58,075966
16.8.2026 09:00:22,2s;223;50,000479;49,800000;690,643808;690,000000;58,087249
16.8.2026 09:00:22,3s;224;50,000235;49,800000;690,656199;690,000000;58,102210
16.8.2026 09:00:22,4s;225;49,999830;49,800000;691,029787;690,000000;58,154366
16.8.2026 09:00:22,5s;226;50,000472;49,800000;690,957703;690,000000;58,061992
16.8.2026 09:00:22,6s;227;50,000414;49,800000;690,931345;690,000000;58,091776
16.8.2026 09:00:22,7s;228;50,000108;49,800000;691,064053;690,000000;58,183999
16.8.2026 09:00:22,8s;229;50,000148;49,800000;691,285256;690,000000;58,156174
16.8.2026 09:00:22,9s;230;50,001005;49,800000;691,310074;690,000000;58,187075
16.8.2026 09:00:23,0s;231;50,000705;49,800000;691,255932;690,000000;58,216128
16.8.2026 09:00:23,1s;232;50,001057;49,800000;691,765595;690,000000;58,256936
16.8.2026 09:00:23,2s;233;50,000323;49,800000;691,652308;690,000000;58,294448
16.8.2026 09:00:23,3s;234;50,000530;49,800000;691,797593;690,000000;58,263737
16.8.2026 09:00:23,4s;235;50,000998;49,800000;692,042547;690,000000;58,320256
16.8.2026 09:00:23,5s;236;50,000580;49,800000;692,163726;690,000000;58,352959
16.8.2026 09:00:23,6s;237;50,000437;49,800000;692,220449;690,000000;58,388258
16.8.2026 09:00:23,7s;238;50,000219;49,800000;692,432645;690,000000;58,366681
16.8.2026 09:00:23,8s;239;50,000395;49,800000;692,805802;690,000000;58,352192
16.8.2026 09:00:23,9s;240;50,000706;49,800000;692,798052;690,000000;58,369232
16.8.2026 09:00:24,0s;241;50,001041;49,800000;693,207151;690,000000;58,422153
16.8.2026 09:00:24,1s;242;50,001001;49,800000;693,297088;690,000000;58,473256
16.8.2026 09:00:24,2s;243;50,000331;49,800000;693,516142;690,000000;58,538269
16.8.2026 09:00:24,3s;244;50,000247;49,800000;693,565448;690,000000;58,484765
16.8.2026 09:00:24,4s;245;50,000546;49,800000;693,975253;690,000000;58,665638
16.8.2026 09:00:24,5s;246;50,000658;49,800000;693,997079;690,000000;58,561612
16.8.2026 09:00:24,6s;247;50,000571;49,800000;694,225522;690,000000;58,540203
16.8.2026 09:00:24,7s;248;50,000394;49,800000;694,536190;690,000000;58,647283
16.8.2026 09:00:24,8s;249;50,000443;49,800000;694,747859;690,000000;58,688740
16.8.2026 09:00:24,9s;250;50,000711;49,800000;695,201934;690,000000;58,635283
16.8.2026 09:00:25,0s;251;50,000849;49,800000;695,170736;690,000000;58,749841
16.8.2026 09:00:25,1s;252;50,000672;49,800000;695,364281;690,000000;58,745751
16.8.2026 09:00:25,2s;253;50,000739;49,800000;695,460036;690,000000;58,770156
16.8.2026 09:00:25,3s;254;50,001136;49,800000;695,802945;690,000000;58,867239
16.8.2026 09:00:25,4s;255;50,000292;49,800000;696,137171;690,000000;58,858149
16.8.2026 09:00:25,5s;256;50,000951;49,800000;696,193471;690,000000;58,880973
16.8.2026 09:00:25,6s;257;50,000940;49,800000;696,659279;690,000000;59,001331
16.8.2026 09:00:25,7s;258;50,001357;49,800000;696,821316;690,000000;59,032542
16.8.2026 09:00:25,8s;259;50,000959;49,800000;697,062311;690,000000;59,036003
16.8.2026 09:00:25,9s;260;50,000407;49,800000;697,279277;690,000000;59,021757
16.8.2026 09:00:26,0s;261;50,000510;49,800000;697,528033;690,000000;59,084859
16.8.2026 09:00:26,1s;262;50,000804;49,800000;697,826051;690,000000;59,130714
16.8.2026 09:00:26,2s;263;50,000832;49,800000;698,014430;690,000000;59,174016
16.8.2026 09:00:26,3s;264;50,000798;49,800000;698,500713;690,000000;59,232065
16.8.2026 09:00:26,4s;265;50,000867;49,800000;698,500820;690,000000;59,283892
16.8.2026 09:00:26,5s;266;50,000674;49,800000;698,829045;690,000000;59,355196
16.8.2026 09:00:26,6s;267;50,001062;49,800000;699,041283;690,000000;59,347490
16.8.2026 09:00:26,7s;268;50,000640;49,800000;699,434126;690,000000;59,376488
16.8.2026 09:00:26,8s;269;50,000997;49,800000;699,475187;690,000000;59,417155
16.8.2026 09:00:26,9s;270;50,000592;49,800000;700,098872;690,000000;59,512712
16.8.2026 09:00:27,0s;271;50,000656;49,800000;700,166929;690,000000;59,461712
16.8.2026 09:00:27,1s;272;50,001386;49,800000;700,499491;690,000000;59,520049
16.8.2026 09:00:27,2s;273;50,001325;49,800000;700,981406;690,000000;59,573898
16.8.2026 09:00:27,3s;274;50,001378;49,800000;700,879200;690,000000;59,551090
16.8.2026 09:00:27,4s;275;50,000747;49,800000;701,234525;690,000000;59,594098
16.8.2026 09:00:27,5s;276;50,001469;49,800000;701,763975;690,000000;59,597262
16.8.2026 09:00:27,6s;277;50,001258;49,800000;701,786473;690,000000;59,756845
16.8.2026 09:00:27,7s;278;50,000993;49,800000;702,194689;690,000000;59,742489
16.8.2026 09:00:27,8s;279;50,001693;49,800000;702,535534;690,000000;59,801546
16.8.2026 09:00:27,9s;280;50,001207;49,800000;702,710171;690,000000;59,786198
16.8.2026 09:00:28,0s;281;50,001265;49,800000;703,002353;690,000000;59,906969
16.8.2026 09:00:28,1s;282;50,001324;49,800000;703,394663;690,000000;59,892441
16.8.2026 09:00:28,2s;283;50,000717;49,800000;703,441105;690,000000;59,994746
16.8.2026 09:00:28,3s;284;50,001214;49,800000;703,634003;690,000000;59,992655
16.8.2026 09:00:28,4s;285;50,001192;49,800000;704,116322;690,000000;60,122018
16.8.2026 09:00:28,5s;286;50,000913;49,800000;704,426007;690,000000;60,031513
16.8.2026 09:00:28,6s;287;50,001442;49,800000;704,685859;690,000000;60,131497
16.8.2026 09:00:28,7s;288;50,001667;49,800000;704,898310;690,000000;60,162511
16.8.2026 09:00:28,8s;289;50,001638;49,800000;705,206925;690,000000;60,225002
16.8.2026 09:00:28,9s;290;50,000954;49,800000;705,559392;690,000000;60,173794
