# YHDA_VERSION=0.7.2
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=HASSASIYET
# STEP_NAME=Hassasiyet Testi — Birleşik Frekans Adımları
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.2
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# SENSITIVITY_SEGMENTS=SENS_49_990,SENS_49_995,SENS_50_005,SENS_50_010
# DATA_CLASS=ÖRNEK / SENTETİK
# YDA_VERSION=0.7.2
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
16.8.2026 09:00:04,0s;41;49,999879;50,000000;689,975055;690,000000;57,985856
16.8.2026 09:00:04,1s;42;50,000001;50,000000;690,050491;690,000000;57,949096
16.8.2026 09:00:04,2s;43;50,000157;50,000000;689,967936;690,000000;58,019756
16.8.2026 09:00:04,3s;44;49,999934;50,000000;689,983508;690,000000;58,014059
16.8.2026 09:00:04,4s;45;50,000020;50,000000;690,043298;690,000000;58,002139
16.8.2026 09:00:04,5s;46;49,999906;50,000000;690,038094;690,000000;58,003543
16.8.2026 09:00:04,6s;47;50,000265;50,000000;689,940321;690,000000;57,979481
16.8.2026 09:00:04,7s;48;50,000235;50,000000;690,009461;690,000000;57,996346
16.8.2026 09:00:04,8s;49;49,999950;50,000000;690,000475;690,000000;58,014667
16.8.2026 09:00:04,9s;50;50,000072;50,000000;689,949037;690,000000;57,967310
16.8.2026 09:00:05,0s;51;50,000227;50,000000;689,939908;690,000000;58,000105
16.8.2026 09:00:05,1s;52;49,999986;50,000000;690,053874;690,000000;58,024467
16.8.2026 09:00:05,2s;53;50,000021;50,000000;689,990185;690,000000;57,980542
16.8.2026 09:00:05,3s;54;50,000034;50,000000;690,028512;690,000000;58,034579
16.8.2026 09:00:05,4s;55;49,999952;50,000000;689,991171;690,000000;58,009561
16.8.2026 09:00:05,5s;56;49,999852;50,000000;689,931532;690,000000;58,001751
16.8.2026 09:00:05,6s;57;49,999846;50,000000;689,976164;690,000000;57,993028
16.8.2026 09:00:05,7s;58;49,999992;50,000000;690,029587;690,000000;58,019780
16.8.2026 09:00:05,8s;59;50,000063;50,000000;690,003223;690,000000;57,997700
16.8.2026 09:00:05,9s;60;49,999865;50,000000;690,030660;690,000000;58,021466
16.8.2026 09:00:06,0s;61;49,999512;50,000000;690,063214;690,000000;57,978126
16.8.2026 09:00:06,1s;62;50,000175;50,000000;689,940287;690,000000;58,002977
16.8.2026 09:00:06,2s;63;49,999875;50,000000;690,014304;690,000000;57,984867
16.8.2026 09:00:06,3s;64;50,000239;50,000000;690,099106;690,000000;57,998503
16.8.2026 09:00:06,4s;65;50,000070;50,000000;689,996207;690,000000;58,019411
16.8.2026 09:00:06,5s;66;50,000301;50,000000;690,076422;690,000000;57,959248
16.8.2026 09:00:06,6s;67;49,999708;50,000000;690,041348;690,000000;58,017019
16.8.2026 09:00:06,7s;68;49,999920;50,000000;690,051872;690,000000;57,995558
16.8.2026 09:00:06,8s;69;49,999895;50,000000;689,963102;690,000000;57,992333
16.8.2026 09:00:06,9s;70;49,999859;50,000000;690,035508;690,000000;58,005683
16.8.2026 09:00:07,0s;71;49,999821;50,000000;689,975383;690,000000;57,996065
16.8.2026 09:00:07,1s;72;49,999588;50,000000;689,911144;690,000000;58,022337
16.8.2026 09:00:07,2s;73;49,999799;50,000000;689,985528;690,000000;57,991394
16.8.2026 09:00:07,3s;74;49,999999;50,000000;689,941289;690,000000;58,006555
16.8.2026 09:00:07,4s;75;50,000078;50,000000;689,983303;690,000000;58,037833
16.8.2026 09:00:07,5s;76;50,000046;50,000000;689,963217;690,000000;58,038520
16.8.2026 09:00:07,6s;77;50,000058;50,000000;690,040985;690,000000;58,001942
16.8.2026 09:00:07,7s;78;49,999723;50,000000;690,052059;690,000000;57,995608
16.8.2026 09:00:07,8s;79;50,000111;50,000000;690,033838;690,000000;58,002295
16.8.2026 09:00:07,9s;80;49,999962;50,000000;689,969521;690,000000;57,979083
16.8.2026 09:00:08,0s;81;49,999947;50,000000;689,909778;690,000000;57,996916
16.8.2026 09:00:08,1s;82;49,999799;50,000000;690,047099;690,000000;58,004359
16.8.2026 09:00:08,2s;83;49,999834;50,000000;689,992386;690,000000;57,983209
16.8.2026 09:00:08,3s;84;49,999946;50,000000;690,023566;690,000000;57,993088
16.8.2026 09:00:08,4s;85;49,999942;50,000000;690,047035;690,000000;57,976078
16.8.2026 09:00:08,5s;86;50,000029;50,000000;689,991171;690,000000;58,007980
16.8.2026 09:00:08,6s;87;49,999860;50,000000;690,010295;690,000000;57,977937
16.8.2026 09:00:08,7s;88;50,000384;50,000000;689,928205;690,000000;58,006619
16.8.2026 09:00:08,8s;89;50,000085;50,000000;689,985582;690,000000;58,002737
16.8.2026 09:00:08,9s;90;49,999843;50,000000;690,010192;690,000000;58,010057
16.8.2026 09:00:09,0s;91;50,000025;50,000000;689,969875;690,000000;57,998808
16.8.2026 09:00:09,1s;92;50,000031;50,000000;689,995165;690,000000;57,997620
16.8.2026 09:00:09,2s;93;50,000224;50,000000;690,002159;690,000000;58,046569
16.8.2026 09:00:09,3s;94;50,000043;50,000000;689,926407;690,000000;58,014694
16.8.2026 09:00:09,4s;95;50,000055;50,000000;690,044182;690,000000;57,993780
16.8.2026 09:00:09,5s;96;50,000239;50,000000;689,951264;690,000000;57,991922
16.8.2026 09:00:09,6s;97;49,999889;50,000000;689,965580;690,000000;58,007847
16.8.2026 09:00:09,7s;98;50,000177;50,000000;690,004502;690,000000;57,963845
16.8.2026 09:00:09,8s;99;49,999915;50,000000;690,039405;690,000000;58,001224
16.8.2026 09:00:09,9s;100;50,000119;50,000000;690,032511;690,000000;58,030838
16.8.2026 09:00:10,0s;101;49,999920;50,000000;689,967587;690,000000;57,978822
16.8.2026 09:00:10,1s;102;49,999754;50,000000;689,961238;690,000000;57,978380
16.8.2026 09:00:10,2s;103;49,999695;50,000000;690,047465;690,000000;58,031058
16.8.2026 09:00:10,3s;104;49,999850;50,000000;690,007713;690,000000;58,018182
16.8.2026 09:00:10,4s;105;50,000128;50,000000;690,008914;690,000000;57,998935
16.8.2026 09:00:10,5s;106;49,999794;50,000000;690,030428;690,000000;57,989546
16.8.2026 09:00:10,6s;107;50,000037;50,000000;690,081012;690,000000;57,977047
16.8.2026 09:00:10,7s;108;49,999859;50,000000;690,008769;690,000000;57,993816
16.8.2026 09:00:10,8s;109;50,000077;50,000000;689,988058;690,000000;58,000659
16.8.2026 09:00:10,9s;110;49,999928;50,000000;690,036643;690,000000;58,000238
16.8.2026 09:00:11,0s;111;50,000126;50,000000;689,973848;690,000000;58,013567
16.8.2026 09:00:11,1s;112;49,999693;50,000000;690,000848;690,000000;58,003831
16.8.2026 09:00:11,2s;113;50,000360;50,000000;690,010455;690,000000;58,014946
16.8.2026 09:00:11,3s;114;50,000046;50,000000;690,003821;690,000000;57,964775
16.8.2026 09:00:11,4s;115;49,999788;50,000000;689,917328;690,000000;58,028602
16.8.2026 09:00:11,5s;116;50,000102;50,000000;689,931763;690,000000;57,994171
16.8.2026 09:00:11,6s;117;50,000215;50,000000;689,990232;690,000000;57,987545
16.8.2026 09:00:11,7s;118;50,000101;50,000000;689,980108;690,000000;58,005800
16.8.2026 09:00:11,8s;119;50,000166;50,000000;690,049962;690,000000;58,023315
16.8.2026 09:00:11,9s;120;50,000202;50,000000;690,022904;690,000000;57,994872
16.8.2026 09:00:12,0s;121;50,000082;50,000000;689,998251;690,000000;58,030699
16.8.2026 09:00:12,1s;122;50,000191;50,000000;689,997429;690,000000;58,004713
16.8.2026 09:00:12,2s;123;50,000115;50,000000;689,963555;690,000000;58,009312
16.8.2026 09:00:12,3s;124;50,000386;50,000000;689,952470;690,000000;58,006267
16.8.2026 09:00:12,4s;125;50,000258;50,000000;689,963167;690,000000;58,022118
16.8.2026 09:00:12,5s;126;50,000164;50,000000;689,952313;690,000000;58,001262
16.8.2026 09:00:12,6s;127;50,000281;50,000000;689,968264;690,000000;57,996192
16.8.2026 09:00:12,7s;128;49,999832;50,000000;690,013224;690,000000;58,011938
16.8.2026 09:00:12,8s;129;50,000015;50,000000;689,963473;690,000000;58,001103
16.8.2026 09:00:12,9s;130;50,000097;50,000000;689,962845;690,000000;58,015564
16.8.2026 09:00:13,0s;131;49,999538;50,000000;690,084291;690,000000;58,008839
16.8.2026 09:00:13,1s;132;50,000180;50,000000;690,063535;690,000000;58,020828
16.8.2026 09:00:13,2s;133;50,000352;50,000000;689,961862;690,000000;58,011199
16.8.2026 09:00:13,3s;134;50,000299;50,000000;690,074497;690,000000;58,031963
16.8.2026 09:00:13,4s;135;49,999708;50,000000;689,955172;690,000000;57,984540
16.8.2026 09:00:13,5s;136;50,000283;50,000000;689,983151;690,000000;58,025508
16.8.2026 09:00:13,6s;137;50,000087;50,000000;690,081568;690,000000;57,966991
16.8.2026 09:00:13,7s;138;50,000069;50,000000;690,049089;690,000000;57,988891
16.8.2026 09:00:13,8s;139;49,999930;50,000000;690,019464;690,000000;57,956449
16.8.2026 09:00:13,9s;140;50,000065;50,000000;690,020351;690,000000;57,995157
16.8.2026 09:00:14,0s;141;50,000056;50,000000;689,978420;690,000000;57,989980
16.8.2026 09:00:14,1s;142;50,000054;50,000000;689,969486;690,000000;57,996352
16.8.2026 09:00:14,2s;143;50,000258;50,000000;690,063397;690,000000;57,993627
16.8.2026 09:00:14,3s;144;49,999805;50,000000;689,990281;690,000000;58,000945
16.8.2026 09:00:14,4s;145;49,999759;50,000000;689,924312;690,000000;58,020876
16.8.2026 09:00:14,5s;146;49,999858;50,000000;689,962054;690,000000;57,995281
16.8.2026 09:00:14,6s;147;50,000197;50,000000;690,007307;690,000000;57,994222
16.8.2026 09:00:14,7s;148;50,000126;50,000000;689,990683;690,000000;58,041613
16.8.2026 09:00:14,8s;149;49,999810;50,000000;689,957518;690,000000;57,958349
16.8.2026 09:00:14,9s;150;49,999914;50,000000;689,934318;690,000000;57,980700
16.8.2026 09:00:15,0s;151;49,999991;50,000000;690,013083;690,000000;57,994606
16.8.2026 09:00:15,1s;152;49,999939;50,000000;690,001295;690,000000;57,988164
16.8.2026 09:00:15,2s;153;50,000048;50,000000;690,105945;690,000000;58,010441
16.8.2026 09:00:15,3s;154;50,000019;50,000000;690,052927;690,000000;58,020419
16.8.2026 09:00:15,4s;155;49,999920;50,000000;690,013085;690,000000;57,992140
16.8.2026 09:00:15,5s;156;50,000338;50,000000;690,149096;690,000000;58,013021
16.8.2026 09:00:15,6s;157;49,999980;50,000000;689,910098;690,000000;57,986362
16.8.2026 09:00:15,7s;158;49,999885;50,000000;689,992135;690,000000;57,986218
16.8.2026 09:00:15,8s;159;49,999902;50,000000;689,904926;690,000000;57,992577
16.8.2026 09:00:15,9s;160;49,999879;50,000000;689,954550;690,000000;57,989565
16.8.2026 09:00:16,0s;161;49,999985;50,000000;689,978108;690,000000;57,983402
16.8.2026 09:00:16,1s;162;50,000101;50,000000;689,967905;690,000000;58,014671
16.8.2026 09:00:16,2s;163;50,000011;50,000000;689,978490;690,000000;57,970328
16.8.2026 09:00:16,3s;164;49,999975;50,000000;689,967366;690,000000;57,981139
16.8.2026 09:00:16,4s;165;49,999906;50,000000;689,979493;690,000000;57,983916
16.8.2026 09:00:16,5s;166;49,999780;50,000000;689,925865;690,000000;58,000378
16.8.2026 09:00:16,6s;167;50,000230;50,000000;690,091654;690,000000;58,005300
16.8.2026 09:00:16,7s;168;49,999888;50,000000;689,924298;690,000000;57,982418
16.8.2026 09:00:16,8s;169;50,000104;50,000000;690,010490;690,000000;57,998809
16.8.2026 09:00:16,9s;170;49,999891;50,000000;690,071392;690,000000;58,026840
16.8.2026 09:00:17,0s;171;49,999990;50,000000;689,904816;690,000000;58,005729
16.8.2026 09:00:17,1s;172;50,000086;50,000000;690,056832;690,000000;57,991489
16.8.2026 09:00:17,2s;173;49,999938;50,000000;690,072161;690,000000;58,007938
16.8.2026 09:00:17,3s;174;50,000276;50,000000;690,008092;690,000000;58,005484
16.8.2026 09:00:17,4s;175;49,999995;50,000000;689,948707;690,000000;57,974218
16.8.2026 09:00:17,5s;176;50,000105;50,000000;690,095515;690,000000;57,974388
16.8.2026 09:00:17,6s;177;50,000097;50,000000;690,024468;690,000000;57,983879
16.8.2026 09:00:17,7s;178;50,000105;50,000000;689,973140;690,000000;57,993494
16.8.2026 09:00:17,8s;179;49,999955;50,000000;690,036627;690,000000;58,014251
16.8.2026 09:00:17,9s;180;49,999966;50,000000;689,987357;690,000000;58,011517
16.8.2026 09:00:18,0s;181;50,000045;50,000000;690,000549;690,000000;58,013139
16.8.2026 09:00:18,1s;182;49,999642;50,000000;689,998753;690,000000;57,997839
16.8.2026 09:00:18,2s;183;50,000008;50,000000;689,989744;690,000000;57,999168
16.8.2026 09:00:18,3s;184;50,000184;50,000000;689,981939;690,000000;58,003883
16.8.2026 09:00:18,4s;185;50,000146;50,000000;690,055543;690,000000;58,015651
16.8.2026 09:00:18,5s;186;49,999928;50,000000;689,917407;690,000000;58,038241
16.8.2026 09:00:18,6s;187;49,999814;50,000000;689,943525;690,000000;58,010463
16.8.2026 09:00:18,7s;188;50,000087;50,000000;690,017383;690,000000;58,031895
16.8.2026 09:00:18,8s;189;49,999822;50,000000;689,894357;690,000000;57,992619
16.8.2026 09:00:18,9s;190;49,999958;50,000000;689,982251;690,000000;57,998733
16.8.2026 09:00:19,0s;191;50,000221;50,000000;690,091489;690,000000;57,998941
16.8.2026 09:00:19,1s;192;50,000188;50,000000;690,042739;690,000000;57,993533
16.8.2026 09:00:19,2s;193;49,999888;50,000000;689,995013;690,000000;58,002533
16.8.2026 09:00:19,3s;194;49,999766;50,000000;689,899724;690,000000;57,998719
16.8.2026 09:00:19,4s;195;49,999982;50,000000;690,036621;690,000000;58,033032
16.8.2026 09:00:19,5s;196;49,999719;50,000000;689,994756;690,000000;58,002455
16.8.2026 09:00:19,6s;197;50,000030;50,000000;689,883632;690,000000;57,982871
16.8.2026 09:00:19,7s;198;50,000079;50,000000;690,019745;690,000000;58,003906
16.8.2026 09:00:19,8s;199;49,999772;50,000000;690,018783;690,000000;58,015381
16.8.2026 09:00:19,9s;200;50,000096;50,000000;690,014966;690,000000;57,985092
16.8.2026 09:00:20,0s;201;49,999769;50,000000;690,040173;690,000000;58,016478
16.8.2026 09:00:20,1s;202;49,999717;50,000000;689,891991;690,000000;57,997040
16.8.2026 09:00:20,2s;203;50,000348;50,000000;689,992423;690,000000;57,993734
16.8.2026 09:00:20,3s;204;50,000230;50,000000;689,982163;690,000000;57,970218
16.8.2026 09:00:20,4s;205;49,999945;50,000000;689,980076;690,000000;57,956903
16.8.2026 09:00:20,5s;206;49,999984;50,000000;690,068151;690,000000;58,013272
16.8.2026 09:00:20,6s;207;49,999957;50,000000;689,992596;690,000000;58,004328
16.8.2026 09:00:20,7s;208;50,000079;50,000000;689,933589;690,000000;58,015869
16.8.2026 09:00:20,8s;209;50,000310;50,000000;689,926100;690,000000;58,041962
16.8.2026 09:00:20,9s;210;50,000015;50,000000;690,033863;690,000000;58,064210
16.8.2026 09:00:21,0s;211;50,000119;50,000000;690,034059;690,000000;58,003130
16.8.2026 09:00:21,1s;212;49,999912;50,000000;689,998599;690,000000;58,026571
16.8.2026 09:00:21,2s;213;50,000214;50,000000;689,948056;690,000000;57,979226
16.8.2026 09:00:21,3s;214;49,999932;50,000000;690,047835;690,000000;57,998486
16.8.2026 09:00:21,4s;215;49,999831;50,000000;690,033256;690,000000;57,982100
16.8.2026 09:00:21,5s;216;50,000260;50,000000;690,095690;690,000000;58,027663
16.8.2026 09:00:21,6s;217;49,999903;50,000000;690,030648;690,000000;57,968804
16.8.2026 09:00:21,7s;218;50,000188;50,000000;690,055331;690,000000;58,024676
16.8.2026 09:00:21,8s;219;49,999799;50,000000;690,043588;690,000000;58,018564
16.8.2026 09:00:21,9s;220;49,999910;50,000000;689,967785;690,000000;58,011702
16.8.2026 09:00:22,0s;221;49,999760;50,000000;690,032429;690,000000;58,008763
16.8.2026 09:00:22,1s;222;49,999993;50,000000;689,949397;690,000000;57,990572
16.8.2026 09:00:22,2s;223;50,000160;50,000000;689,981124;690,000000;58,001464
16.8.2026 09:00:22,3s;224;49,999868;50,000000;690,001788;690,000000;57,959583
16.8.2026 09:00:22,4s;225;50,000242;50,000000;689,916903;690,000000;58,009284
16.8.2026 09:00:22,5s;226;49,999907;50,000000;689,956409;690,000000;58,035258
16.8.2026 09:00:22,6s;227;49,999717;50,000000;690,032736;690,000000;57,985431
16.8.2026 09:00:22,7s;228;49,999739;50,000000;690,077845;690,000000;57,994017
16.8.2026 09:00:22,8s;229;49,999920;50,000000;689,969233;690,000000;58,000855
16.8.2026 09:00:22,9s;230;49,999851;50,000000;690,049738;690,000000;58,015512
16.8.2026 09:00:23,0s;231;49,999748;50,000000;689,947025;690,000000;58,023446
16.8.2026 09:00:23,1s;232;50,000246;50,000000;690,002690;690,000000;58,005206
16.8.2026 09:00:23,2s;233;49,999815;50,000000;690,002631;690,000000;57,983038
16.8.2026 09:00:23,3s;234;49,999952;50,000000;690,091403;690,000000;58,011944
16.8.2026 09:00:23,4s;235;49,999900;50,000000;690,065146;690,000000;57,998480
16.8.2026 09:00:23,5s;236;50,000085;50,000000;689,981088;690,000000;57,985852
16.8.2026 09:00:23,6s;237;49,999926;50,000000;689,979742;690,000000;57,999187
16.8.2026 09:00:23,7s;238;49,999709;50,000000;689,980976;690,000000;58,003398
16.8.2026 09:00:23,8s;239;49,999907;50,000000;689,971838;690,000000;58,013068
16.8.2026 09:00:23,9s;240;50,000115;50,000000;689,958825;690,000000;58,019183
16.8.2026 09:00:24,0s;241;49,999928;50,000000;690,123652;690,000000;58,018122
16.8.2026 09:00:24,1s;242;50,000027;50,000000;689,965436;690,000000;57,973770
16.8.2026 09:00:24,2s;243;50,000074;50,000000;689,953962;690,000000;58,009257
16.8.2026 09:00:24,3s;244;50,000183;50,000000;690,065050;690,000000;57,974510
16.8.2026 09:00:24,4s;245;50,000181;50,000000;690,026965;690,000000;58,003430
16.8.2026 09:00:24,5s;246;49,999908;50,000000;689,927524;690,000000;57,975822
16.8.2026 09:00:24,6s;247;49,999901;50,000000;689,944097;690,000000;57,992602
16.8.2026 09:00:24,7s;248;49,999998;50,000000;689,927959;690,000000;57,993744
16.8.2026 09:00:24,8s;249;50,000226;50,000000;689,924993;690,000000;57,982408
16.8.2026 09:00:24,9s;250;49,999808;50,000000;690,071120;690,000000;57,997178
16.8.2026 09:00:25,0s;251;50,000025;50,000000;690,005126;690,000000;57,973534
16.8.2026 09:00:25,1s;252;50,000197;50,000000;690,040131;690,000000;57,997584
16.8.2026 09:00:25,2s;253;49,999956;50,000000;690,027716;690,000000;58,036383
16.8.2026 09:00:25,3s;254;50,000303;50,000000;690,024359;690,000000;58,023463
16.8.2026 09:00:25,4s;255;49,999638;50,000000;690,059741;690,000000;57,974578
16.8.2026 09:00:25,5s;256;50,000104;50,000000;689,950292;690,000000;57,993953
16.8.2026 09:00:25,6s;257;49,999872;50,000000;690,079952;690,000000;58,031225
16.8.2026 09:00:25,7s;258;49,999917;50,000000;689,953051;690,000000;57,993574
16.8.2026 09:00:25,8s;259;49,999861;50,000000;690,036654;690,000000;57,983893
16.8.2026 09:00:25,9s;260;49,999862;50,000000;690,038626;690,000000;58,015963
16.8.2026 09:00:26,0s;261;50,000222;50,000000;689,981198;690,000000;57,992926
16.8.2026 09:00:26,1s;262;49,999700;50,000000;689,939666;690,000000;58,034494
16.8.2026 09:00:26,2s;263;49,999756;50,000000;690,054733;690,000000;58,015360
16.8.2026 09:00:26,3s;264;49,999730;50,000000;690,069569;690,000000;57,970129
16.8.2026 09:00:26,4s;265;50,000108;50,000000;690,003747;690,000000;57,965109
16.8.2026 09:00:26,5s;266;49,999961;50,000000;690,020729;690,000000;57,987868
16.8.2026 09:00:26,6s;267;50,000014;50,000000;690,029604;690,000000;57,949737
16.8.2026 09:00:26,7s;268;50,000246;50,000000;690,024670;690,000000;58,029803
16.8.2026 09:00:26,8s;269;49,999812;50,000000;690,004010;690,000000;57,973814
16.8.2026 09:00:26,9s;270;50,000220;50,000000;690,041278;690,000000;57,977253
16.8.2026 09:00:27,0s;271;49,999913;50,000000;689,940069;690,000000;58,013972
16.8.2026 09:00:27,1s;272;49,999863;50,000000;690,070954;690,000000;58,012650
16.8.2026 09:00:27,2s;273;50,000422;50,000000;689,967032;690,000000;57,981424
16.8.2026 09:00:27,3s;274;49,999832;50,000000;689,945457;690,000000;58,010676
16.8.2026 09:00:27,4s;275;50,000186;50,000000;690,007594;690,000000;57,993773
16.8.2026 09:00:27,5s;276;49,999737;50,000000;689,940902;690,000000;58,025326
16.8.2026 09:00:27,6s;277;49,999758;50,000000;690,118678;690,000000;58,003721
16.8.2026 09:00:27,7s;278;49,999921;50,000000;690,057341;690,000000;57,985497
16.8.2026 09:00:27,8s;279;50,000275;50,000000;689,995524;690,000000;58,018281
16.8.2026 09:00:27,9s;280;49,999849;50,000000;690,073496;690,000000;58,008727
16.8.2026 09:00:28,0s;281;50,000047;50,000000;690,000408;690,000000;57,977367
16.8.2026 09:00:28,1s;282;49,999818;50,000000;690,010637;690,000000;57,982783
16.8.2026 09:00:28,2s;283;50,000160;50,000000;690,041830;690,000000;58,026675
16.8.2026 09:00:28,3s;284;50,000007;50,000000;689,999999;690,000000;57,991768
16.8.2026 09:00:28,4s;285;50,000004;50,000000;689,970826;690,000000;57,981193
16.8.2026 09:00:28,5s;286;49,999787;50,000000;690,032195;690,000000;58,053820
16.8.2026 09:00:28,6s;287;50,000010;50,000000;690,090836;690,000000;57,991553
