# YHDA_VERSION=0.6.2
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=RES_MIN_POS200
# STEP_NAME=Minimum çıkış gücü — Δf = +200 mHz / 50,2 Hz
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
16.8.2026 08:59:44,4s;45;49,997890;50,000000;230,064962;230,000000;58,032064
16.8.2026 08:59:44,5s;46;49,997759;50,000000;229,943366;230,000000;58,026509
16.8.2026 08:59:44,6s;47;49,997802;50,000000;230,020075;230,000000;58,076233
16.8.2026 08:59:44,7s;48;49,997752;50,000000;229,942141;230,000000;57,967441
16.8.2026 08:59:44,8s;49;49,998015;50,000000;229,999633;230,000000;57,981219
16.8.2026 08:59:44,9s;50;49,997812;50,000000;229,849745;230,000000;58,022761
16.8.2026 08:59:45,0s;51;49,997616;50,000000;229,919636;230,000000;57,969882
16.8.2026 08:59:45,1s;52;49,997905;50,000000;230,048939;230,000000;58,006525
16.8.2026 08:59:45,2s;53;49,998416;50,000000;229,802146;230,000000;57,992402
16.8.2026 08:59:45,3s;54;49,997817;50,000000;229,954057;230,000000;57,993476
16.8.2026 08:59:45,4s;55;49,998311;50,000000;230,000167;230,000000;58,041648
16.8.2026 08:59:45,5s;56;49,997895;50,000000;229,782715;230,000000;58,017560
16.8.2026 08:59:45,6s;57;49,998105;50,000000;229,915251;230,000000;58,120361
16.8.2026 08:59:45,7s;58;49,997723;50,000000;229,994715;230,000000;58,014382
16.8.2026 08:59:45,8s;59;49,998149;50,000000;230,094378;230,000000;57,961289
16.8.2026 08:59:45,9s;60;49,998248;50,000000;229,990048;230,000000;58,061747
16.8.2026 08:59:46,0s;61;49,998131;50,000000;229,925404;230,000000;58,009802
16.8.2026 08:59:46,1s;62;49,998169;50,000000;229,999445;230,000000;58,008194
16.8.2026 08:59:46,2s;63;49,998408;50,000000;229,913389;230,000000;57,981080
16.8.2026 08:59:46,3s;64;49,998367;50,000000;230,089031;230,000000;57,939199
16.8.2026 08:59:46,4s;65;49,997913;50,000000;230,094819;230,000000;58,026941
16.8.2026 08:59:46,5s;66;49,998400;50,000000;230,002615;230,000000;57,999241
16.8.2026 08:59:46,6s;67;49,998028;50,000000;230,123515;230,000000;57,957780
16.8.2026 08:59:46,7s;68;49,998443;50,000000;230,008633;230,000000;58,025179
16.8.2026 08:59:46,8s;69;49,998406;50,000000;230,037360;230,000000;58,018644
16.8.2026 08:59:46,9s;70;49,998148;50,000000;229,821323;230,000000;58,018836
16.8.2026 08:59:47,0s;71;49,997832;50,000000;229,864251;230,000000;57,955972
16.8.2026 08:59:47,1s;72;49,998276;50,000000;230,012256;230,000000;58,056639
16.8.2026 08:59:47,2s;73;49,998166;50,000000;229,947798;230,000000;57,985612
16.8.2026 08:59:47,3s;74;49,998032;50,000000;229,928852;230,000000;57,997573
16.8.2026 08:59:47,4s;75;49,998368;50,000000;229,942253;230,000000;58,008560
16.8.2026 08:59:47,5s;76;49,998618;50,000000;230,058695;230,000000;57,942672
16.8.2026 08:59:47,6s;77;49,998580;50,000000;230,240273;230,000000;57,962751
16.8.2026 08:59:47,7s;78;49,997896;50,000000;230,099298;230,000000;58,029383
16.8.2026 08:59:47,8s;79;49,998204;50,000000;229,869024;230,000000;57,980608
16.8.2026 08:59:47,9s;80;49,998129;50,000000;229,915999;230,000000;57,974472
16.8.2026 08:59:48,0s;81;49,998368;50,000000;230,095709;230,000000;58,027227
16.8.2026 08:59:48,1s;82;49,999000;50,000000;230,043165;230,000000;57,970089
16.8.2026 08:59:48,2s;83;49,998746;50,000000;230,130530;230,000000;58,043061
16.8.2026 08:59:48,3s;84;49,998509;50,000000;229,886231;230,000000;58,000764
16.8.2026 08:59:48,4s;85;49,998699;50,000000;229,766335;230,000000;58,001700
16.8.2026 08:59:48,5s;86;49,998227;50,000000;230,087707;230,000000;58,036348
16.8.2026 08:59:48,6s;87;49,998751;50,000000;230,331146;230,000000;57,991862
16.8.2026 08:59:48,7s;88;49,998300;50,000000;229,829981;230,000000;57,950704
16.8.2026 08:59:48,8s;89;49,998780;50,000000;229,876028;230,000000;57,977448
16.8.2026 08:59:48,9s;90;49,998767;50,000000;230,074182;230,000000;57,977264
16.8.2026 08:59:49,0s;91;49,998076;50,000000;229,882919;230,000000;58,025769
16.8.2026 08:59:49,1s;92;49,998701;50,000000;230,021464;230,000000;57,989063
16.8.2026 08:59:49,2s;93;49,998354;50,000000;230,080015;230,000000;57,997667
16.8.2026 08:59:49,3s;94;49,998070;50,000000;230,001303;230,000000;57,992641
16.8.2026 08:59:49,4s;95;49,998879;50,000000;230,259695;230,000000;57,993402
16.8.2026 08:59:49,5s;96;49,998426;50,000000;229,945056;230,000000;57,985905
16.8.2026 08:59:49,6s;97;49,999125;50,000000;230,015287;230,000000;57,991919
16.8.2026 08:59:49,7s;98;49,999085;50,000000;230,123578;230,000000;57,962097
16.8.2026 08:59:49,8s;99;49,998276;50,000000;229,996926;230,000000;58,012948
16.8.2026 08:59:49,9s;100;49,998619;50,000000;230,031240;230,000000;58,061465
16.8.2026 08:59:50,0s;101;49,998792;50,000000;229,862177;230,000000;57,994653
16.8.2026 08:59:50,1s;102;49,998798;50,000000;230,044906;230,000000;57,932998
16.8.2026 08:59:50,2s;103;49,998196;50,000000;229,922703;230,000000;58,014241
16.8.2026 08:59:50,3s;104;49,998873;50,000000;230,004890;230,000000;58,033954
16.8.2026 08:59:50,4s;105;49,998726;50,000000;229,841058;230,000000;58,074223
16.8.2026 08:59:50,5s;106;49,999054;50,000000;229,994362;230,000000;57,997469
16.8.2026 08:59:50,6s;107;49,998674;50,000000;229,952085;230,000000;58,014170
16.8.2026 08:59:50,7s;108;49,998492;50,000000;229,950191;230,000000;58,006126
16.8.2026 08:59:50,8s;109;49,998568;50,000000;230,013637;230,000000;58,047248
16.8.2026 08:59:50,9s;110;49,998950;50,000000;230,034364;230,000000;58,019904
16.8.2026 08:59:51,0s;111;49,998573;50,000000;229,801743;230,000000;57,929055
16.8.2026 08:59:51,1s;112;49,999160;50,000000;229,811616;230,000000;57,940397
16.8.2026 08:59:51,2s;113;49,998556;50,000000;229,984210;230,000000;57,953925
16.8.2026 08:59:51,3s;114;49,998430;50,000000;230,032621;230,000000;57,992057
16.8.2026 08:59:51,4s;115;49,998564;50,000000;229,936940;230,000000;57,931204
16.8.2026 08:59:51,5s;116;49,999050;50,000000;229,872064;230,000000;58,009808
16.8.2026 08:59:51,6s;117;49,998916;50,000000;230,188167;230,000000;57,991452
16.8.2026 08:59:51,7s;118;49,998783;50,000000;229,844389;230,000000;58,033389
16.8.2026 08:59:51,8s;119;49,998965;50,000000;229,975222;230,000000;58,000992
16.8.2026 08:59:51,9s;120;49,999075;50,000000;229,932281;230,000000;57,943916
16.8.2026 08:59:52,0s;121;49,998620;50,000000;229,902841;230,000000;57,988170
16.8.2026 08:59:52,1s;122;49,999176;50,000000;229,936181;230,000000;58,055282
16.8.2026 08:59:52,2s;123;49,998831;50,000000;229,901978;230,000000;57,983822
16.8.2026 08:59:52,3s;124;49,999323;50,000000;230,063423;230,000000;58,051165
16.8.2026 08:59:52,4s;125;49,999311;50,000000;230,287305;230,000000;58,069855
16.8.2026 08:59:52,5s;126;49,999049;50,000000;230,148361;230,000000;57,998218
16.8.2026 08:59:52,6s;127;49,999357;50,000000;229,916143;230,000000;58,012556
16.8.2026 08:59:52,7s;128;49,999340;50,000000;229,993152;230,000000;58,004888
16.8.2026 08:59:52,8s;129;49,998933;50,000000;230,018498;230,000000;58,034399
16.8.2026 08:59:52,9s;130;49,999094;50,000000;230,022389;230,000000;58,024751
16.8.2026 08:59:53,0s;131;49,998959;50,000000;230,110199;230,000000;57,939934
16.8.2026 08:59:53,1s;132;49,999089;50,000000;229,892079;230,000000;57,969413
16.8.2026 08:59:53,2s;133;49,999359;50,000000;229,949803;230,000000;58,017922
16.8.2026 08:59:53,3s;134;49,999548;50,000000;230,098930;230,000000;57,999009
16.8.2026 08:59:53,4s;135;49,999318;50,000000;229,827811;230,000000;57,963411
16.8.2026 08:59:53,5s;136;49,999269;50,000000;229,807638;230,000000;57,981178
16.8.2026 08:59:53,6s;137;49,999483;50,000000;229,932823;230,000000;57,999697
16.8.2026 08:59:53,7s;138;49,998905;50,000000;230,147462;230,000000;58,033224
16.8.2026 08:59:53,8s;139;49,999397;50,000000;229,941217;230,000000;57,972384
16.8.2026 08:59:53,9s;140;49,999152;50,000000;229,917576;230,000000;57,976878
16.8.2026 08:59:54,0s;141;49,999200;50,000000;230,076230;230,000000;58,038888
16.8.2026 08:59:54,1s;142;49,998892;50,000000;230,149942;230,000000;57,971513
16.8.2026 08:59:54,2s;143;49,999138;50,000000;230,060459;230,000000;58,042941
16.8.2026 08:59:54,3s;144;49,999286;50,000000;229,898883;230,000000;58,030024
16.8.2026 08:59:54,4s;145;49,999163;50,000000;230,101172;230,000000;57,991256
16.8.2026 08:59:54,5s;146;49,999351;50,000000;229,855162;230,000000;58,000259
16.8.2026 08:59:54,6s;147;49,999502;50,000000;230,086228;230,000000;58,022947
16.8.2026 08:59:54,7s;148;49,999663;50,000000;230,012868;230,000000;58,030965
16.8.2026 08:59:54,8s;149;49,999616;50,000000;229,928011;230,000000;58,019654
16.8.2026 08:59:54,9s;150;49,999186;50,000000;229,925689;230,000000;57,999320
16.8.2026 08:59:55,0s;151;49,999234;50,000000;230,051185;230,000000;57,993864
16.8.2026 08:59:55,1s;152;49,999480;50,000000;229,898878;230,000000;57,987320
16.8.2026 08:59:55,2s;153;49,999537;50,000000;230,049909;230,000000;57,981757
16.8.2026 08:59:55,3s;154;49,999258;50,000000;230,046257;230,000000;57,979680
16.8.2026 08:59:55,4s;155;49,999374;50,000000;230,078935;230,000000;57,987541
16.8.2026 08:59:55,5s;156;49,999106;50,000000;230,031294;230,000000;58,010392
16.8.2026 08:59:55,6s;157;49,999385;50,000000;229,937644;230,000000;57,997050
16.8.2026 08:59:55,7s;158;49,999422;50,000000;229,999196;230,000000;57,957224
16.8.2026 08:59:55,8s;159;49,999513;50,000000;229,915417;230,000000;57,926133
16.8.2026 08:59:55,9s;160;49,999249;50,000000;230,062809;230,000000;57,974586
16.8.2026 08:59:56,0s;161;49,999766;50,000000;230,131424;230,000000;58,037290
16.8.2026 08:59:56,1s;162;49,999637;50,000000;229,956436;230,000000;58,066653
16.8.2026 08:59:56,2s;163;49,999559;50,000000;230,006049;230,000000;57,998975
16.8.2026 08:59:56,3s;164;49,999510;50,000000;229,885097;230,000000;57,950953
16.8.2026 08:59:56,4s;165;49,999259;50,000000;230,030348;230,000000;57,984222
16.8.2026 08:59:56,5s;166;49,999863;50,000000;230,034717;230,000000;58,028364
16.8.2026 08:59:56,6s;167;50,000003;50,000000;230,084216;230,000000;57,980679
16.8.2026 08:59:56,7s;168;49,999726;50,000000;229,986651;230,000000;57,946825
16.8.2026 08:59:56,8s;169;49,999784;50,000000;230,091295;230,000000;58,103792
16.8.2026 08:59:56,9s;170;49,999374;50,000000;230,060519;230,000000;57,983105
16.8.2026 08:59:57,0s;171;49,999039;50,000000;229,958828;230,000000;58,004970
16.8.2026 08:59:57,1s;172;49,999771;50,000000;230,051772;230,000000;57,992547
16.8.2026 08:59:57,2s;173;49,999316;50,000000;230,116901;230,000000;57,991403
16.8.2026 08:59:57,3s;174;49,999256;50,000000;230,035628;230,000000;57,985543
16.8.2026 08:59:57,4s;175;49,999263;50,000000;229,963297;230,000000;57,996308
16.8.2026 08:59:57,5s;176;49,999588;50,000000;230,110901;230,000000;58,016582
16.8.2026 08:59:57,6s;177;49,999606;50,000000;229,874921;230,000000;57,986130
16.8.2026 08:59:57,7s;178;49,999106;50,000000;229,814473;230,000000;58,074982
16.8.2026 08:59:57,8s;179;49,999894;50,000000;229,804115;230,000000;58,005782
16.8.2026 08:59:57,9s;180;50,000142;50,000000;230,018968;230,000000;58,024047
16.8.2026 08:59:58,0s;181;49,999708;50,000000;230,120120;230,000000;57,986245
16.8.2026 08:59:58,1s;182;49,999880;50,000000;229,966386;230,000000;58,066789
16.8.2026 08:59:58,2s;183;49,999666;50,000000;230,121190;230,000000;57,952181
16.8.2026 08:59:58,3s;184;49,999784;50,000000;230,020302;230,000000;57,986998
16.8.2026 08:59:58,4s;185;49,999352;50,000000;229,982997;230,000000;57,949137
16.8.2026 08:59:58,5s;186;50,000204;50,000000;229,768863;230,000000;57,972307
16.8.2026 08:59:58,6s;187;49,999890;50,000000;229,942975;230,000000;58,033872
16.8.2026 08:59:58,7s;188;50,000035;50,000000;230,064976;230,000000;58,068209
16.8.2026 08:59:58,8s;189;49,999973;50,000000;230,043485;230,000000;58,007323
16.8.2026 08:59:58,9s;190;49,999746;50,000000;230,066985;230,000000;58,004735
16.8.2026 08:59:59,0s;191;49,999981;50,000000;229,957376;230,000000;58,011444
16.8.2026 08:59:59,1s;192;49,999891;50,000000;230,054392;230,000000;58,056615
16.8.2026 08:59:59,2s;193;49,999907;50,000000;230,023095;230,000000;57,962559
16.8.2026 08:59:59,3s;194;49,999992;50,000000;229,881595;230,000000;57,970245
16.8.2026 08:59:59,4s;195;50,000297;50,000000;230,071014;230,000000;57,978837
16.8.2026 08:59:59,5s;196;49,999396;50,000000;230,002128;230,000000;58,025048
16.8.2026 08:59:59,6s;197;49,999663;50,000000;229,973379;230,000000;57,933164
16.8.2026 08:59:59,7s;198;50,000085;50,000000;229,987469;230,000000;58,011836
16.8.2026 08:59:59,8s;199;50,000043;50,000000;229,927181;230,000000;57,955530
16.8.2026 08:59:59,9s;200;49,999885;50,000000;230,071648;230,000000;58,036106
16.8.2026 09:00:00,0s;201;49,999985;50,200000;229,885192;230,000000;57,976540
16.8.2026 09:00:00,1s;202;49,999881;50,200000;229,904652;230,000000;58,014042
16.8.2026 09:00:00,2s;203;49,999727;50,200000;230,121229;230,000000;58,045001
16.8.2026 09:00:00,3s;204;50,000073;50,200000;230,132875;230,000000;58,007086
16.8.2026 09:00:00,4s;205;50,000042;50,200000;230,037087;230,000000;58,074601
16.8.2026 09:00:00,5s;206;49,999764;50,200000;230,015662;230,000000;57,984831
16.8.2026 09:00:00,6s;207;50,000159;50,200000;230,120382;230,000000;57,939661
16.8.2026 09:00:00,7s;208;49,999492;50,200000;229,966811;230,000000;58,034222
16.8.2026 09:00:00,8s;209;50,000427;50,200000;230,054699;230,000000;57,935483
16.8.2026 09:00:00,9s;210;49,999769;50,200000;229,874504;230,000000;57,978250
16.8.2026 09:00:01,0s;211;50,000173;50,200000;229,667639;230,000000;58,009948
16.8.2026 09:00:01,1s;212;49,999896;50,200000;229,993556;230,000000;58,113644
16.8.2026 09:00:01,2s;213;49,999941;50,200000;230,087417;230,000000;58,013052
16.8.2026 09:00:01,3s;214;50,000161;50,200000;229,977832;230,000000;58,007769
16.8.2026 09:00:01,4s;215;49,999584;50,200000;230,052028;230,000000;58,080021
16.8.2026 09:00:01,5s;216;50,000155;50,200000;229,938944;230,000000;58,035753
16.8.2026 09:00:01,6s;217;50,000516;50,200000;229,763814;230,000000;57,944373
16.8.2026 09:00:01,7s;218;50,000473;50,200000;229,973968;230,000000;57,983103
16.8.2026 09:00:01,8s;219;50,000204;50,200000;229,904903;230,000000;58,007899
16.8.2026 09:00:01,9s;220;50,000228;50,200000;229,821520;230,000000;57,964577
16.8.2026 09:00:02,0s;221;50,000285;50,200000;229,658745;230,000000;58,002465
16.8.2026 09:00:02,1s;222;50,000765;50,200000;229,570613;230,000000;58,005972
16.8.2026 09:00:02,2s;223;49,999984;50,200000;229,439276;230,000000;57,953548
16.8.2026 09:00:02,3s;224;50,000439;50,200000;229,418484;230,000000;57,885302
16.8.2026 09:00:02,4s;225;50,000039;50,200000;229,070412;230,000000;57,879892
16.8.2026 09:00:02,5s;226;50,000295;50,200000;229,269693;230,000000;57,881951
16.8.2026 09:00:02,6s;227;50,000485;50,200000;229,084951;230,000000;57,870038
16.8.2026 09:00:02,7s;228;50,000380;50,200000;229,097652;230,000000;57,791769
16.8.2026 09:00:02,8s;229;50,000473;50,200000;228,916752;230,000000;57,793959
16.8.2026 09:00:02,9s;230;50,000480;50,200000;228,646806;230,000000;57,862991
16.8.2026 09:00:03,0s;231;50,000516;50,200000;228,516132;230,000000;57,855405
16.8.2026 09:00:03,1s;232;50,000342;50,200000;228,221854;230,000000;57,730626
16.8.2026 09:00:03,2s;233;50,000106;50,200000;228,295015;230,000000;57,808847
16.8.2026 09:00:03,3s;234;50,000690;50,200000;228,340663;230,000000;57,741899
16.8.2026 09:00:03,4s;235;50,000741;50,200000;227,797071;230,000000;57,720943
16.8.2026 09:00:03,5s;236;50,000424;50,200000;227,619531;230,000000;57,721136
16.8.2026 09:00:03,6s;237;50,000235;50,200000;227,829163;230,000000;57,707099
16.8.2026 09:00:03,7s;238;50,000162;50,200000;227,371319;230,000000;57,706413
16.8.2026 09:00:03,8s;239;50,000708;50,200000;227,352278;230,000000;57,608354
16.8.2026 09:00:03,9s;240;50,000717;50,200000;227,198280;230,000000;57,629458
16.8.2026 09:00:04,0s;241;50,000758;50,200000;226,998833;230,000000;57,554580
16.8.2026 09:00:04,1s;242;50,000667;50,200000;226,747526;230,000000;57,492884
16.8.2026 09:00:04,2s;243;50,000266;50,200000;226,704928;230,000000;57,525698
16.8.2026 09:00:04,3s;244;50,000615;50,200000;226,356299;230,000000;57,522542
16.8.2026 09:00:04,4s;245;49,999864;50,200000;226,307801;230,000000;57,391080
16.8.2026 09:00:04,5s;246;50,000745;50,200000;225,958574;230,000000;57,427209
16.8.2026 09:00:04,6s;247;50,000626;50,200000;225,763655;230,000000;57,389320
16.8.2026 09:00:04,7s;248;50,001287;50,200000;225,696538;230,000000;57,443637
16.8.2026 09:00:04,8s;249;50,000521;50,200000;225,258449;230,000000;57,354383
16.8.2026 09:00:04,9s;250;50,000766;50,200000;225,053009;230,000000;57,299340
16.8.2026 09:00:05,0s;251;50,000983;50,200000;224,784068;230,000000;57,257894
16.8.2026 09:00:05,1s;252;50,000449;50,200000;224,515910;230,000000;57,202211
16.8.2026 09:00:05,2s;253;50,000187;50,200000;224,322283;230,000000;57,174542
16.8.2026 09:00:05,3s;254;50,001169;50,200000;224,033418;230,000000;57,187396
16.8.2026 09:00:05,4s;255;50,000535;50,200000;223,905727;230,000000;57,190606
16.8.2026 09:00:05,5s;256;50,000887;50,200000;223,689098;230,000000;57,034002
16.8.2026 09:00:05,6s;257;50,000689;50,200000;223,445766;230,000000;57,053009
16.8.2026 09:00:05,7s;258;50,000928;50,200000;223,062024;230,000000;57,085406
16.8.2026 09:00:05,8s;259;50,000390;50,200000;223,033150;230,000000;56,892556
16.8.2026 09:00:05,9s;260;50,000542;50,200000;222,756606;230,000000;56,904971
16.8.2026 09:00:06,0s;261;50,000731;50,200000;222,450216;230,000000;56,924599
16.8.2026 09:00:06,1s;262;50,000841;50,200000;222,276892;230,000000;56,950358
16.8.2026 09:00:06,2s;263;50,000869;50,200000;221,774911;230,000000;56,822803
16.8.2026 09:00:06,3s;264;50,000958;50,200000;221,808049;230,000000;56,789026
16.8.2026 09:00:06,4s;265;50,000819;50,200000;221,371171;230,000000;56,730316
16.8.2026 09:00:06,5s;266;50,000951;50,200000;221,168662;230,000000;56,676466
16.8.2026 09:00:06,6s;267;50,000900;50,200000;220,808475;230,000000;56,718153
16.8.2026 09:00:06,7s;268;50,001530;50,200000;220,602919;230,000000;56,669045
16.8.2026 09:00:06,8s;269;50,001218;50,200000;220,327157;230,000000;56,552538
16.8.2026 09:00:06,9s;270;50,000478;50,200000;220,039103;230,000000;56,566771
16.8.2026 09:00:07,0s;271;50,000952;50,200000;219,452627;230,000000;56,492981
16.8.2026 09:00:07,1s;272;50,000977;50,200000;219,461601;230,000000;56,479325
16.8.2026 09:00:07,2s;273;50,001068;50,200000;219,179832;230,000000;56,465627
16.8.2026 09:00:07,3s;274;50,001149;50,200000;218,832674;230,000000;56,387204
16.8.2026 09:00:07,4s;275;50,000959;50,200000;218,741165;230,000000;56,403914
16.8.2026 09:00:07,5s;276;50,000715;50,200000;218,194737;230,000000;56,301979
16.8.2026 09:00:07,6s;277;50,001355;50,200000;218,153605;230,000000;56,297058
16.8.2026 09:00:07,7s;278;50,000921;50,200000;217,843290;230,000000;56,246842
16.8.2026 09:00:07,8s;279;50,001309;50,200000;217,590969;230,000000;56,185694
16.8.2026 09:00:07,9s;280;50,001568;50,200000;217,082571;230,000000;56,166949
16.8.2026 09:00:08,0s;281;50,000705;50,200000;216,987419;230,000000;56,153113
16.8.2026 09:00:08,1s;282;50,001165;50,200000;216,569688;230,000000;56,063725
16.8.2026 09:00:08,2s;283;50,001253;50,200000;216,341937;230,000000;56,005049
16.8.2026 09:00:08,3s;284;50,001077;50,200000;216,158607;230,000000;56,097288
16.8.2026 09:00:08,4s;285;50,001422;50,200000;216,042353;230,000000;55,994519
16.8.2026 09:00:08,5s;286;50,000882;50,200000;215,556613;230,000000;55,860722
16.8.2026 09:00:08,6s;287;50,001171;50,200000;215,431436;230,000000;55,886004
16.8.2026 09:00:08,7s;288;50,001563;50,200000;215,054023;230,000000;55,788229
16.8.2026 09:00:08,8s;289;50,001128;50,200000;214,883696;230,000000;55,764888
16.8.2026 09:00:08,9s;290;50,001652;50,200000;214,523028;230,000000;55,749584
16.8.2026 09:00:09,0s;291;50,001376;50,200000;214,293425;230,000000;55,716375
