# YHDA_VERSION=0.6.3
# TEST_SERVICE=SFK
# PLANT_TYPE=EDUEDT
# STEP_ID=LFC_SIGNAL_CHECK
# STEP_NAME=AGC/LFC arayüz ve durum sinyalleri
# TESIS_ADI=YHDA Örnek EDT SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=-40
# SFK_MAX_MW=40
# SFK_RESERVE_MW=40
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
ZAMAN;SIRA_NO;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct;soc_pct;stored_energy_mwh;available_up_mw;available_down_mw
16.8.2026 09:00:10,0s;11;0,000000;-0,004506;0,000000;49,997791;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:11,0s;12;0,000000;0,009505;0,000000;50,002580;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:12,0s;13;0,000000;-0,022953;0,000000;50,001246;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:13,0s;14;0,000000;-0,002586;0,000000;50,000999;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:14,0s;15;0,000000;-0,008829;0,000000;49,998036;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:15,0s;16;0,000000;0,036583;0,000000;50,002425;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:16,0s;17;0,000000;-0,003792;0,000000;49,997858;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:17,0s;18;0,000000;0,059728;0,000000;50,000107;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:18,0s;19;0,000000;-0,059502;0,000000;50,001063;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:19,0s;20;0,000000;0,020032;0,000000;50,000580;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:20,0s;21;0,000000;0,085857;0,000000;49,999735;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:21,0s;22;0,000000;0,082649;0,000000;49,997499;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:22,0s;23;0,000000;-0,069565;0,000000;49,999068;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:23,0s;24;0,000000;-0,060230;0,000000;49,998901;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:24,0s;25;0,000000;-0,023871;0,000000;50,000634;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:25,0s;26;0,000000;-0,025625;0,000000;49,998693;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:26,0s;27;0,000000;-0,118384;0,000000;50,000012;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:27,0s;28;0,000000;-0,033325;0,000000;50,004729;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:28,0s;29;0,000000;-0,006982;0,000000;49,996817;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:29,0s;30;0,000000;0,021940;0,000000;50,000290;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:30,0s;31;0,000000;0,073617;0,000000;50,000545;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:31,0s;32;0,000000;-0,078690;0,000000;49,999123;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:32,0s;33;0,000000;0,125864;0,000000;50,000067;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:33,0s;34;0,000000;-0,037124;0,000000;49,999643;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:34,0s;35;0,000000;-0,022486;0,000000;49,998807;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:35,0s;36;0,000000;0,085331;0,000000;50,001184;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:36,0s;37;0,000000;-0,065370;0,000000;50,000013;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:37,0s;38;0,000000;0,004473;0,000000;50,000336;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:38,0s;39;0,000000;-0,051253;0,000000;50,000864;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:39,0s;40;0,000000;-0,034876;0,000000;50,000464;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:40,0s;41;0,000000;0,056933;0,000000;49,998096;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:41,0s;42;0,000000;0,002258;0,000000;49,998712;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:42,0s;43;0,000000;0,100418;0,000000;49,999435;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:43,0s;44;0,000000;0,009857;0,000000;50,001717;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:44,0s;45;0,000000;-0,031797;0,000000;49,999525;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:45,0s;46;0,000000;0,014353;0,000000;49,999568;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:46,0s;47;0,000000;-0,021017;0,000000;49,999224;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:47,0s;48;0,000000;0,093428;0,000000;49,999028;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:48,0s;49;0,000000;-0,014164;0,000000;50,000893;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:49,0s;50;0,000000;0,015501;0,000000;49,998971;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:50,0s;51;0,000000;-0,104464;0,000000;49,998976;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:51,0s;52;0,000000;-0,024117;0,000000;49,998787;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:52,0s;53;0,000000;-0,097451;0,000000;49,999654;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:53,0s;54;0,000000;-0,071806;0,000000;50,000992;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:54,0s;55;0,000000;-0,012950;0,000000;49,999431;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:55,0s;56;0,000000;-0,017221;0,000000;50,000275;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:56,0s;57;0,000000;-0,053946;0,000000;49,999677;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:57,0s;58;0,000000;-0,065459;0,000000;49,998922;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:58,0s;59;0,000000;0,035984;0,000000;50,000690;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:00:59,0s;60;0,000000;-0,055097;0,000000;49,999232;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:00,0s;61;0,000000;0,055135;0,000000;50,002173;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:01,0s;62;0,000000;-0,100545;0,000000;49,999316;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:02,0s;63;0,000000;0,021804;0,000000;49,997746;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:03,0s;64;0,000000;0,060629;0,000000;49,998175;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:04,0s;65;0,000000;0,048043;0,000000;50,001524;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:05,0s;66;0,000000;-0,094654;0,000000;49,995616;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:06,0s;67;0,000000;0,039129;0,000000;50,001249;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:07,0s;68;0,000000;0,141333;0,000000;49,999530;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:08,0s;69;0,000000;0,012309;0,000000;50,000847;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:09,0s;70;0,000000;0,055255;0,000000;49,998289;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:10,0s;71;0,000000;0,012925;0,000000;49,998261;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:11,0s;72;0,000000;-0,054519;0,000000;49,999776;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:12,0s;73;0,000000;-0,054874;0,000000;49,997162;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:13,0s;74;0,000000;0,036736;0,000000;50,001042;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:14,0s;75;0,000000;0,013758;0,000000;49,999737;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:15,0s;76;0,000000;0,019164;0,000000;49,999871;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:16,0s;77;0,000000;-0,044334;0,000000;50,001619;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:17,0s;78;0,000000;0,082463;0,000000;50,000822;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:18,0s;79;0,000000;-0,022899;0,000000;49,999336;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:19,0s;80;0,000000;0,004431;0,000000;50,001128;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:20,0s;81;0,000000;-0,009844;0,000000;49,999021;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:21,0s;82;0,000000;0,015081;0,000000;49,999750;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:22,0s;83;0,000000;-0,032278;0,000000;50,002085;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:23,0s;84;0,000000;0,020340;0,000000;50,000840;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:24,0s;85;0,000000;-0,043221;0,000000;50,000192;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:25,0s;86;0,000000;-0,030190;0,000000;50,001407;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:26,0s;87;0,000000;0,107510;0,000000;50,000875;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:27,0s;88;0,000000;-0,056630;0,000000;50,001797;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:28,0s;89;0,000000;0,075109;0,000000;49,999543;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:29,0s;90;0,000000;-0,084095;0,000000;49,998916;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:30,0s;91;0,000000;0,002076;0,000000;49,998964;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:31,0s;92;0,000000;-0,105286;0,000000;50,002867;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:32,0s;93;0,000000;-0,007446;0,000000;50,001019;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:33,0s;94;0,000000;-0,015849;0,000000;50,000555;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:34,0s;95;0,000000;-0,056385;0,000000;50,001406;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:35,0s;96;0,000000;0,065395;0,000000;49,997990;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:36,0s;97;0,000000;0,021666;0,000000;50,000776;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:37,0s;98;0,000000;0,013088;0,000000;49,999126;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:38,0s;99;0,000000;0,045119;0,000000;49,998162;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:39,0s;100;0,000000;-0,061433;0,000000;49,997698;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:40,0s;101;0,000000;-0,001785;0,000000;49,998337;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:41,0s;102;0,000000;-0,011290;0,000000;50,001169;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:42,0s;103;0,000000;0,067212;0,000000;49,997817;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:43,0s;104;0,000000;0,011720;0,000000;49,998480;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:44,0s;105;0,000000;-0,025802;0,000000;50,000335;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:45,0s;106;0,000000;-0,010578;0,000000;49,999068;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:46,0s;107;0,000000;0,031537;0,000000;50,000374;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:47,0s;108;0,000000;0,054306;0,000000;49,998553;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:48,0s;109;0,000000;0,042839;0,000000;50,001401;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:49,0s;110;0,000000;0,052509;0,000000;49,998722;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:50,0s;111;0,000000;0,000684;0,000000;49,998851;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:51,0s;112;0,000000;-0,034525;0,000000;50,001552;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:52,0s;113;0,000000;0,048174;0,000000;50,000214;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:53,0s;114;0,000000;-0,068191;0,000000;49,999326;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:54,0s;115;0,000000;-0,041055;0,000000;49,997864;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:55,0s;116;0,000000;0,040684;0,000000;50,000667;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:56,0s;117;0,000000;-0,039345;0,000000;49,997244;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:57,0s;118;0,000000;-0,016178;0,000000;50,000417;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:58,0s;119;0,000000;0,028484;0,000000;49,998098;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:01:59,0s;120;0,000000;0,008243;0,000000;49,999475;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:00,0s;121;0,000000;0,010476;0,000000;50,000363;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:01,0s;122;0,000000;-0,039606;0,000000;50,001123;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:02,0s;123;0,000000;0,021236;0,000000;50,001730;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:03,0s;124;0,000000;-0,026849;0,000000;49,998039;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:04,0s;125;0,000000;-0,000632;0,000000;50,000538;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:05,0s;126;0,000000;0,096978;0,000000;49,999374;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:06,0s;127;0,000000;0,032818;0,000000;49,997649;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:07,0s;128;0,000000;0,022831;0,000000;49,998134;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:08,0s;129;0,000000;-0,051171;0,000000;49,999899;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:09,0s;130;0,000000;0,050912;0,000000;50,002735;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:10,0s;131;0,000000;-0,042686;0,000000;49,997853;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:11,0s;132;0,000000;0,098956;0,000000;50,001271;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:12,0s;133;0,000000;-0,047894;0,000000;50,001481;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:13,0s;134;0,000000;-0,038106;0,000000;50,001542;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:14,0s;135;0,000000;-0,003820;0,000000;49,998925;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:15,0s;136;0,000000;0,020308;0,000000;49,998683;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:16,0s;137;0,000000;0,061140;0,000000;50,000464;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:17,0s;138;0,000000;-0,012906;0,000000;50,000186;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:18,0s;139;0,000000;0,049214;0,000000;50,001126;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:19,0s;140;0,000000;0,005333;0,000000;49,998743;0;1;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:20,0s;141;0,000000;-0,059831;0,000000;49,998325;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:21,0s;142;0,000000;-0,019524;0,000000;50,000218;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:22,0s;143;0,000000;-0,045368;0,000000;49,999617;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:23,0s;144;0,000000;-0,026457;0,000000;50,000336;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:24,0s;145;0,000000;-0,002173;0,000000;50,000812;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:25,0s;146;0,000000;0,035092;0,000000;50,000894;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:26,0s;147;0,000000;0,018311;0,000000;49,999646;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:27,0s;148;0,000000;0,022156;0,000000;50,000387;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:28,0s;149;0,000000;0,010060;0,000000;49,998603;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:29,0s;150;0,000000;-0,022650;0,000000;50,000416;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:30,0s;151;0,000000;-0,014346;0,000000;50,000973;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:31,0s;152;0,000000;-0,022378;0,000000;49,999682;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:32,0s;153;0,000000;-0,004404;0,000000;49,999738;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:33,0s;154;0,000000;0,024547;0,000000;49,997601;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:34,0s;155;0,000000;0,064835;0,000000;49,999494;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:35,0s;156;0,000000;-0,002780;0,000000;50,001963;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:36,0s;157;0,000000;-0,077129;0,000000;50,001331;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:37,0s;158;0,000000;0,028866;0,000000;49,999010;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:38,0s;159;0,000000;0,005794;0,000000;49,998807;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:39,0s;160;0,000000;0,061890;0,000000;49,998061;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:40,0s;161;0,000000;0,057691;0,000000;50,000680;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:41,0s;162;0,000000;-0,024584;0,000000;49,999749;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:42,0s;163;0,000000;0,001925;0,000000;50,000399;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:43,0s;164;0,000000;-0,035551;0,000000;50,002262;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:44,0s;165;0,000000;-0,002579;0,000000;49,998151;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:45,0s;166;0,000000;0,050300;0,000000;50,001044;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:46,0s;167;0,000000;0,043155;0,000000;50,001473;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:47,0s;168;0,000000;0,052617;0,000000;49,998622;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:48,0s;169;0,000000;-0,044533;0,000000;49,999373;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:49,0s;170;0,000000;-0,047046;0,000000;49,999835;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:50,0s;171;0,000000;-0,011692;0,000000;50,000339;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:51,0s;172;0,000000;0,083108;0,000000;50,000093;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:52,0s;173;0,000000;-0,045540;0,000000;49,998000;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:53,0s;174;0,000000;-0,045552;0,000000;49,996616;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:54,0s;175;0,000000;0,027297;0,000000;50,001751;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:55,0s;176;0,000000;-0,069309;0,000000;50,002059;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:56,0s;177;0,000000;0,082521;0,000000;50,001812;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:57,0s;178;0,000000;0,018509;0,000000;50,002148;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:58,0s;179;0,000000;-0,079939;0,000000;50,000966;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:02:59,0s;180;0,000000;-0,024363;0,000000;50,000466;0;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:00,0s;181;0,000000;-0,004287;0,000000;49,999771;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:01,0s;182;0,000000;0,021833;0,000000;49,999804;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:02,0s;183;0,000000;0,004877;0,000000;49,999868;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:03,0s;184;0,000000;-0,001576;0,000000;49,999415;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:04,0s;185;0,000000;0,008247;0,000000;50,000254;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:05,0s;186;0,000000;-0,020560;0,000000;50,000993;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:06,0s;187;0,000000;-0,015676;0,000000;49,997280;1;0;0;1;0;0;1;1;0;8;65;130;45;45
16.8.2026 09:03:07,0s;188;0,000000;0,069809;0,000000;49,998932;1;0;0;1;0;0;1;1;0;8;65;130;45;45
