# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFK
# PLANT_TYPE=EDUEDT
# STEP_ID=AGC_RAISE
# STEP_NAME=AGC — pozitif rezerv etkinleştirme
# TESIS_ADI=YHDA Örnek EDT SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=-40
# SFK_MAX_MW=40
# SFK_RESERVE_MW=40
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
time_s;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct;soc_pct;stored_energy_mwh;available_up_mw;available_down_mw
70;30;30,017099;30;50,000046;1;1;0;1;0;0;1;1;1;8;64,891667;129,783333;45;45
71;30;29,951150;30;49,998975;1;1;0;1;0;0;1;1;1;8;64,887500;129,775000;45;45
72;30;30,036720;30;49,996644;1;1;0;1;0;0;1;1;1;8;64,883333;129,766667;45;45
73;30;29,976552;30;49,999120;1;1;0;1;0;0;1;1;1;8;64,879167;129,758333;45;45
74;30;29,954517;30;50,002142;1;1;0;1;0;0;1;1;1;8;64,875000;129,750000;45;45
75;30;29,974339;30;49,998503;1;1;0;1;0;0;1;1;1;8;64,870833;129,741667;45;45
76;30;30,008682;30;49,999502;1;1;0;1;0;0;1;1;1;8;64,866667;129,733333;45;45
77;30;30,016184;30;50,001879;1;1;0;1;0;0;1;1;1;8;64,862500;129,725000;45;45
78;30;29,985604;30;49,998186;1;1;0;1;0;0;1;1;1;8;64,858333;129,716667;45;45
79;30;29,967310;30;49,998461;1;1;0;1;0;0;1;1;1;8;64,854167;129,708333;45;45
80;30;29,949273;30;50,002357;1;1;0;1;0;0;1;1;1;8;64,850000;129,700000;45;45
81;30;29,886567;30;49,998367;1;1;0;1;0;0;1;1;1;8;64,845833;129,691667;45;45
82;30;29,931226;30;50,000040;1;1;0;1;0;0;1;1;1;8;64,841667;129,683333;45;45
83;30;29,887166;30;49,999563;1;1;0;1;0;0;1;1;1;8;64,837500;129,675000;45;45
84;30;29,936312;30;50,000362;1;1;0;1;0;0;1;1;1;8;64,833333;129,666667;45;45
85;30;29,920378;30;49,998619;1;1;0;1;0;0;1;1;1;8;64,829167;129,658333;45;45
86;30;29,937855;30;50,001343;1;1;0;1;0;0;1;1;1;8;64,825000;129,650000;45;45
87;30;30,031639;30;50,000526;1;1;0;1;0;0;1;1;1;8;64,820833;129,641667;45;45
88;30;30,014314;30;50,000121;1;1;0;1;0;0;1;1;1;8;64,816667;129,633333;45;45
89;30;29,957034;30;49,999323;1;1;0;1;0;0;1;1;1;8;64,812500;129,625000;45;45
90;30;30,044579;30;49,999144;1;1;0;1;0;0;1;1;1;8;64,808333;129,616667;45;45
91;30;29,991332;30;49,999558;1;1;0;1;0;0;1;1;1;8;64,804167;129,608333;45;45
92;30;30,030975;30;50,001096;1;1;0;1;0;0;1;1;1;8;64,800000;129,600000;45;45
93;30;29,907280;30;50,003776;1;1;0;1;0;0;1;1;1;8;64,795833;129,591667;45;45
94;30;30,096646;30;50,003091;1;1;0;1;0;0;1;1;1;8;64,791667;129,583333;45;45
95;30;29,941604;30;50,000027;1;1;0;1;0;0;1;1;1;8;64,787500;129,575000;45;45
96;30;29,900432;30;50,002191;1;1;0;1;0;0;1;1;1;8;64,783333;129,566667;45;45
97;30;29,930889;30;50,001218;1;1;0;1;0;0;1;1;1;8;64,779167;129,558333;45;45
98;30;29,997038;30;49,998516;1;1;0;1;0;0;1;1;1;8;64,775000;129,550000;45;45
99;30;30,107738;30;49,999926;1;1;0;1;0;0;1;1;1;8;64,770833;129,541667;45;45
100;30;30,086964;30;49,997136;1;1;0;1;0;0;1;1;1;8;64,766667;129,533333;45;45
101;30;30,025705;30;50,001860;1;1;0;1;0;0;1;1;1;8;64,762500;129,525000;45;45
102;30;30,009904;30;50,003231;1;1;0;1;0;0;1;1;1;8;64,758333;129,516667;45;45
103;30;29,930796;30;49,998878;1;1;0;1;0;0;1;1;1;8;64,754167;129,508333;45;45
104;30;29,975548;30;49,998653;1;1;0;1;0;0;1;1;1;8;64,750000;129,500000;45;45
105;30;30,002950;30;49,998821;1;1;0;1;0;0;1;1;1;8;64,745833;129,491667;45;45
106;30;30,038846;30;49,995901;1;1;0;1;0;0;1;1;1;8;64,741667;129,483333;45;45
107;30;29,969351;30;50,002172;1;1;0;1;0;0;1;1;1;8;64,737500;129,475000;45;45
108;30;29,964552;30;50,000655;1;1;0;1;0;0;1;1;1;8;64,733333;129,466667;45;45
109;30;30,000861;30;50,000111;1;1;0;1;0;0;1;1;1;8;64,729167;129,458333;45;45
110;30;30,087571;30;49,999891;1;1;0;1;0;0;1;1;1;8;64,725000;129,450000;45;45
111;30;30,032308;30;49,999873;1;1;0;1;0;0;1;1;1;8;64,720833;129,441667;45;45
112;30;29,940181;30;49,999866;1;1;0;1;0;0;1;1;1;8;64,716667;129,433333;45;45
113;30;29,975361;30;49,998796;1;1;0;1;0;0;1;1;1;8;64,712500;129,425000;45;45
114;30;29,957103;30;49,995859;1;1;0;1;0;0;1;1;1;8;64,708333;129,416667;45;45
115;30;29,959553;30;49,999342;1;1;0;1;0;0;1;1;1;8;64,704167;129,408333;45;45
116;30;29,930487;30;49,998693;1;1;0;1;0;0;1;1;1;8;64,700000;129,400000;45;45
117;30;29,990796;30;49,999287;1;1;0;1;0;0;1;1;1;8;64,695833;129,391667;45;45
118;30;30,085871;30;49,998346;1;1;0;1;0;0;1;1;1;8;64,691667;129,383333;45;45
119;30;29,923753;30;49,998769;1;1;0;1;0;0;1;1;1;8;64,687500;129,375000;45;45
120;30;30,107267;30;49,997051;1;1;0;1;0;0;1;1;1;8;64,683333;129,366667;45;45
121;30;29,956245;30;49,999180;1;1;0;1;0;0;1;1;1;8;64,679167;129,358333;45;45
122;30;29,989078;30;50,000125;1;1;0;1;0;0;1;1;1;8;64,675000;129,350000;45;45
123;30;29,953360;30;50,000202;1;1;0;1;0;0;1;1;1;8;64,670833;129,341667;45;45
124;30;29,999344;30;49,999172;1;1;0;1;0;0;1;1;1;8;64,666667;129,333333;45;45
125;30;29,974853;30;50,001116;1;1;0;1;0;0;1;1;1;8;64,662500;129,325000;45;45
126;30;30,039295;30;50,000058;1;1;0;1;0;0;1;1;1;8;64,658333;129,316667;45;45
127;30;29,987743;30;49,999665;1;1;0;1;0;0;1;1;1;8;64,654167;129,308333;45;45
128;30;29,960978;30;49,999302;1;1;0;1;0;0;1;1;1;8;64,650000;129,300000;45;45
129;30;30,065959;30;50,001457;1;1;0;1;0;0;1;1;1;8;64,645833;129,291667;45;45
130;30;29,994507;30;50,000562;1;1;0;1;0;0;1;1;1;8;64,641667;129,283333;45;45
131;30;29,984575;30;49,999257;1;1;0;1;0;0;1;1;1;8;64,637500;129,275000;45;45
132;30;29,951115;30;50,002031;1;1;0;1;0;0;1;1;1;8;64,633333;129,266667;45;45
133;30;30,031291;30;49,996938;1;1;0;1;0;0;1;1;1;8;64,629167;129,258333;45;45
134;30;30,036828;30;50,002170;1;1;0;1;0;0;1;1;1;8;64,625000;129,250000;45;45
135;30;29,967740;30;50,000985;1;1;0;1;0;0;1;1;1;8;64,620833;129,241667;45;45
136;30;29,942418;30;49,999367;1;1;0;1;0;0;1;1;1;8;64,616667;129,233333;45;45
137;30;30,093274;30;50,000126;1;1;0;1;0;0;1;1;1;8;64,612500;129,225000;45;45
138;30;29,932201;30;50,000643;1;1;0;1;0;0;1;1;1;8;64,608333;129,216667;45;45
139;30;29,927999;30;49,999026;1;1;0;1;0;0;1;1;1;8;64,604167;129,208333;45;45
140;30;30,064288;30;50,001324;1;1;0;1;0;0;1;1;1;8;64,600000;129,200000;45;45
141;30;30,001218;30;49,999506;1;1;0;1;0;0;1;1;1;8;64,595833;129,191667;45;45
142;30;30,078395;30;49,999428;1;1;0;1;0;0;1;1;1;8;64,591667;129,183333;45;45
143;30;29,947019;30;50,004784;1;1;0;1;0;0;1;1;1;8;64,587500;129,175000;45;45
144;30;29,988863;30;50,001010;1;1;0;1;0;0;1;1;1;8;64,583333;129,166667;45;45
145;30;30,081990;30;50,000061;1;1;0;1;0;0;1;1;1;8;64,579167;129,158333;45;45
146;30;29,987496;30;49,997650;1;1;0;1;0;0;1;1;1;8;64,575000;129,150000;45;45
147;30;30,033093;30;50,000893;1;1;0;1;0;0;1;1;1;8;64,570833;129,141667;45;45
148;30;29,931021;30;50,001869;1;1;0;1;0;0;1;1;1;8;64,566667;129,133333;45;45
149;30;29,885865;30;49,999956;1;1;0;1;0;0;1;1;1;8;64,562500;129,125000;45;45
150;30;30,050513;30;49,999594;1;1;0;1;0;0;1;1;1;8;64,558333;129,116667;45;45
151;30;30,006862;30;50,000640;1;1;0;1;0;0;1;1;1;8;64,554167;129,108333;45;45
152;30;29,943274;30;50,001466;1;1;0;1;0;0;1;1;1;8;64,550000;129,100000;45;45
153;30;30,053092;30;50,001872;1;1;0;1;0;0;1;1;1;8;64,545833;129,091667;45;45
154;30;29,918793;30;50,001750;1;1;0;1;0;0;1;1;1;8;64,541667;129,083333;45;45
155;30;30,007680;30;50,002485;1;1;0;1;0;0;1;1;1;8;64,537500;129,075000;45;45
156;30;30,068805;30;50,001867;1;1;0;1;0;0;1;1;1;8;64,533333;129,066667;45;45
157;30;29,931147;30;50,000086;1;1;0;1;0;0;1;1;1;8;64,529167;129,058333;45;45
158;30;29,990269;30;50,000659;1;1;0;1;0;0;1;1;1;8;64,525000;129,050000;45;45
159;30;30,000509;30;50,000230;1;1;0;1;0;0;1;1;1;8;64,520833;129,041667;45;45
160;30;29,944155;30;50,000615;1;1;0;1;0;0;1;1;1;8;64,516667;129,033333;45;45
161;30;30,060074;30;50,000679;1;1;0;1;0;0;1;1;1;8;64,512500;129,025000;45;45
162;30;30,063365;30;50,001861;1;1;0;1;0;0;1;1;1;8;64,508333;129,016667;45;45
163;30;29,888859;30;49,998261;1;1;0;1;0;0;1;1;1;8;64,504167;129,008333;45;45
164;30;30,037566;30;50,000471;1;1;0;1;0;0;1;1;1;8;64,500000;129,000000;45;45
165;30;30,049375;30;49,999049;1;1;0;1;0;0;1;1;1;8;64,495833;128,991667;45;45
166;30;29,950380;30;49,998267;1;1;0;1;0;0;1;1;1;8;64,491667;128,983333;45;45
167;30;29,969473;30;50,001367;1;1;0;1;0;0;1;1;1;8;64,487500;128,975000;45;45
168;30;30,001339;30;50,002603;1;1;0;1;0;0;1;1;1;8;64,483333;128,966667;45;45
169;30;30,040775;30;50,000353;1;1;0;1;0;0;1;1;1;8;64,479167;128,958333;45;45
170;30;29,952177;30;49,998051;1;1;0;1;0;0;1;1;1;8;64,475000;128,950000;45;45
171;30;30,032283;30;50,001885;1;1;0;1;0;0;1;1;1;8;64,470833;128,941667;45;45
172;30;29,996707;30;50,000043;1;1;0;1;0;0;1;1;1;8;64,466667;128,933333;45;45
173;30;29,993315;30;49,999114;1;1;0;1;0;0;1;1;1;8;64,462500;128,925000;45;45
174;30;30,007779;30;49,999133;1;1;0;1;0;0;1;1;1;8;64,458333;128,916667;45;45
175;30;29,943536;30;49,999862;1;1;0;1;0;0;1;1;1;8;64,454167;128,908333;45;45
176;30;29,952750;30;49,998752;1;1;0;1;0;0;1;1;1;8;64,450000;128,900000;45;45
177;30;29,992935;30;50,000205;1;1;0;1;0;0;1;1;1;8;64,445833;128,891667;45;45
178;30;30,145507;30;49,999891;1;1;0;1;0;0;1;1;1;8;64,441667;128,883333;45;45
179;30;29,953250;30;50,001457;1;1;0;1;0;0;1;1;1;8;64,437500;128,875000;45;45
180;30;29,892171;30;50,000364;1;1;0;1;0;0;1;1;1;8;64,433333;128,866667;45;45
181;30;30,062471;30;50,002604;1;1;0;1;0;0;1;1;1;8;64,429167;128,858333;45;45
182;30;29,970067;30;49,999352;1;1;0;1;0;0;1;1;1;8;64,425000;128,850000;45;45
183;30;29,952893;30;49,999292;1;1;0;1;0;0;1;1;1;8;64,420833;128,841667;45;45
184;30;30,095768;30;50,000373;1;1;0;1;0;0;1;1;1;8;64,416667;128,833333;45;45
185;30;30,031898;30;50,001573;1;1;0;1;0;0;1;1;1;8;64,412500;128,825000;45;45
186;30;29,898425;30;50,000301;1;1;0;1;0;0;1;1;1;8;64,408333;128,816667;45;45
187;30;29,998801;30;49,998102;1;1;0;1;0;0;1;1;1;8;64,404167;128,808333;45;45
188;30;29,976956;30;49,998091;1;1;0;1;0;0;1;1;1;8;64,400000;128,800000;45;45
189;30;29,988804;30;49,997700;1;1;0;1;0;0;1;1;1;8;64,395833;128,791667;45;45
190;30;30,015288;30;50,000915;1;1;0;1;0;0;1;1;1;8;64,391667;128,783333;45;45
191;30;30,117434;30;49,999728;1;1;0;1;0;0;1;1;1;8;64,387500;128,775000;45;45
192;30;30,000627;30;49,999594;1;1;0;1;0;0;1;1;1;8;64,383333;128,766667;45;45
193;30;30,034174;30;49,999724;1;1;0;1;0;0;1;1;1;8;64,379167;128,758333;45;45
194;30;30,021095;30;50,004659;1;1;0;1;0;0;1;1;1;8;64,375000;128,750000;45;45
195;30;30,038647;30;49,999086;1;1;0;1;0;0;1;1;1;8;64,370833;128,741667;45;45
196;30;30,144848;30;50,001244;1;1;0;1;0;0;1;1;1;8;64,366667;128,733333;45;45
197;30;30,004114;30;50,002548;1;1;0;1;0;0;1;1;1;8;64,362500;128,725000;45;45
198;30;29,954680;30;50,000020;1;1;0;1;0;0;1;1;1;8;64,358333;128,716667;45;45
199;30;29,887260;30;50,001058;1;1;0;1;0;0;1;1;1;8;64,354167;128,708333;45;45
200;30;30,072642;30;50,000939;1;1;0;1;0;0;1;1;1;8;64,350000;128,700000;45;45
201;30;30,051133;30;49,998896;1;1;0;1;0;0;1;1;1;8;64,345833;128,691667;45;45
202;30;29,983124;30;49,998852;1;1;0;1;0;0;1;1;1;8;64,341667;128,683333;45;45
203;30;30,033797;30;49,998881;1;1;0;1;0;0;1;1;1;8;64,337500;128,675000;45;45
204;30;30,139267;30;50,001722;1;1;0;1;0;0;1;1;1;8;64,333333;128,666667;45;45
205;30;29,994930;30;50,001065;1;1;0;1;0;0;1;1;1;8;64,329167;128,658333;45;45
206;30;30,072999;30;49,999654;1;1;0;1;0;0;1;1;1;8;64,325000;128,650000;45;45
207;30;30,106058;30;49,998194;1;1;0;1;0;0;1;1;1;8;64,320833;128,641667;45;45
208;30;29,976432;30;49,998437;1;1;0;1;0;0;1;1;1;8;64,316667;128,633333;45;45
209;30;30,070487;30;49,999562;1;1;0;1;0;0;1;1;1;8;64,312500;128,625000;45;45
210;30;29,961179;30;49,998830;1;1;0;1;0;0;1;1;1;8;64,308333;128,616667;45;45
211;30;29,985231;30;49,998302;1;1;0;1;0;0;1;1;1;8;64,304167;128,608333;45;45
212;30;29,995149;30;50,002369;1;1;0;1;0;0;1;1;1;8;64,300000;128,600000;45;45
213;30;30,037835;30;50,000969;1;1;0;1;0;0;1;1;1;8;64,295833;128,591667;45;45
214;30;29,951477;30;49,998834;1;1;0;1;0;0;1;1;1;8;64,291667;128,583333;45;45
215;30;29,941513;30;49,999516;1;1;0;1;0;0;1;1;1;8;64,287500;128,575000;45;45
216;30;30,030706;30;50,002204;1;1;0;1;0;0;1;1;1;8;64,283333;128,566667;45;45
217;30;30,036255;30;50,002149;1;1;0;1;0;0;1;1;1;8;64,279167;128,558333;45;45
218;30;29,880576;30;49,999969;1;1;0;1;0;0;1;1;1;8;64,275000;128,550000;45;45
219;30;29,973915;30;50,002720;1;1;0;1;0;0;1;1;1;8;64,270833;128,541667;45;45
220;30;29,940551;30;49,998594;1;1;0;1;0;0;1;1;1;8;64,266667;128,533333;45;45
221;30;30,005007;30;49,999547;1;1;0;1;0;0;1;1;1;8;64,262500;128,525000;45;45
222;30;30,018043;30;50,000899;1;1;0;1;0;0;1;1;1;8;64,258333;128,516667;45;45
223;30;30,102744;30;49,997976;1;1;0;1;0;0;1;1;1;8;64,254167;128,508333;45;45
224;30;30,091516;30;50,001882;1;1;0;1;0;0;1;1;1;8;64,250000;128,500000;45;45
225;30;30,036340;30;50,000330;1;1;0;1;0;0;1;1;1;8;64,245833;128,491667;45;45
226;30;30,080787;30;50,002043;1;1;0;1;0;0;1;1;1;8;64,241667;128,483333;45;45
227;30;30,012971;30;49,998806;1;1;0;1;0;0;1;1;1;8;64,237500;128,475000;45;45
228;30;30,036064;30;50,000554;1;1;0;1;0;0;1;1;1;8;64,233333;128,466667;45;45
229;30;29,989967;30;49,998349;1;1;0;1;0;0;1;1;1;8;64,229167;128,458333;45;45
230;30;30,037682;30;50,000184;1;1;0;1;0;0;1;1;1;8;64,225000;128,450000;45;45
231;30;30,074546;30;50,000324;1;1;0;1;0;0;1;1;1;8;64,220833;128,441667;45;45
232;30;30,008299;30;50,003384;1;1;0;1;0;0;1;1;1;8;64,216667;128,433333;45;45
233;30;29,976240;30;50,001167;1;1;0;1;0;0;1;1;1;8;64,212500;128,425000;45;45
234;30;30,068759;30;49,999354;1;1;0;1;0;0;1;1;1;8;64,208333;128,416667;45;45
235;30;30,060626;30;50,001702;1;1;0;1;0;0;1;1;1;8;64,204167;128,408333;45;45
236;30;30,088970;30;50,000371;1;1;0;1;0;0;1;1;1;8;64,200000;128,400000;45;45
237;30;29,947861;30;49,999081;1;1;0;1;0;0;1;1;1;8;64,195833;128,391667;45;45
238;30;30,010359;30;50,000469;1;1;0;1;0;0;1;1;1;8;64,191667;128,383333;45;45
239;30;29,958870;30;49,998721;1;1;0;1;0;0;1;1;1;8;64,187500;128,375000;45;45
240;30;29,995485;30;50,000147;1;1;0;1;0;0;1;1;1;8;64,183333;128,366667;45;45
241;30;29,903281;30;50,001877;1;1;0;1;0;0;1;1;1;8;64,179167;128,358333;45;45
242;30;29,965627;30;49,998763;1;1;0;1;0;0;1;1;1;8;64,175000;128,350000;45;45
243;30;29,979211;30;50,000021;1;1;0;1;0;0;1;1;1;8;64,170833;128,341667;45;45
244;30;30,033858;30;49,998447;1;1;0;1;0;0;1;1;1;8;64,166667;128,333333;45;45
245;30;29,918487;30;49,999982;1;1;0;1;0;0;1;1;1;8;64,162500;128,325000;45;45
246;30;29,947408;30;49,997816;1;1;0;1;0;0;1;1;1;8;64,158333;128,316667;45;45
247;30;29,980512;30;50,002272;1;1;0;1;0;0;1;1;1;8;64,154167;128,308333;45;45
248;30;29,944721;30;49,999177;1;1;0;1;0;0;1;1;1;8;64,150000;128,300000;45;45
249;30;29,963209;30;49,999843;1;1;0;1;0;0;1;1;1;8;64,145833;128,291667;45;45
250;30;30,002086;30;50,002308;1;1;0;1;0;0;1;1;1;8;64,141667;128,283333;45;45
