# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFK
# PLANT_TYPE=EDUEDT
# STEP_ID=ENERGY_RESERVE
# STEP_NAME=Rezerv enerji / SoC yeterlilik kaydı
# TESIS_ADI=YHDA Örnek EDT SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=-40
# SFK_MAX_MW=40
# SFK_RESERVE_MW=40
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
time_s;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct;soc_pct;stored_energy_mwh;available_up_mw;available_down_mw
14;0;0,019853;0;50,002960;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
15;0;-0,002598;0;49,998329;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
16;0;0,066179;0;49,999444;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
17;0;-0,056842;0;50,000063;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
18;0;-0,156158;0;50,001600;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
19;0;0,043075;0;50,000256;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
20;0;0,000898;0;50,001091;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
21;0;-0,029480;0;50,001768;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
22;0;0,019510;0;49,996399;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
23;0;-0,053404;0;50,000892;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
24;0;-0,058749;0;49,999062;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
25;0;0,024324;0;50,001464;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
26;0;0,038104;0;49,999598;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
27;0;-0,041064;0;49,998984;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
28;0;0,007711;0;49,999141;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
29;0;0,039497;0;49,999443;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
30;-30;-0,035308;0;49,977833;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
31;-30;0,063269;0;49,979154;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
32;-30;0,023678;0;49,978032;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
33;-30;-0,066395;0;49,978738;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
34;-30;0,013841;-30;49,978011;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
35;-30;0,070697;-30;49,978926;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
36;-30;-0,033934;-30;49,978166;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
37;-30;0,034009;-30;49,978254;1;1;0;1;0;0;1;1;1;8;65,000000;130,000000;45;45
38;-30;-2,052540;-30;49,981821;1;1;0;1;0;0;1;1;1;8;65,000278;130,000556;45;45
39;-30;-3,932258;-30;49,983864;1;1;0;1;0;0;1;1;1;8;65,000833;130,001667;45;45
40;-30;-5,875938;-30;49,985192;1;1;0;1;0;0;1;1;1;8;65,001667;130,003333;45;45
41;-30;-8,087551;-30;49,981142;1;1;0;1;0;0;1;1;1;8;65,002778;130,005556;45;45
42;-30;-10,010307;-30;49,984569;1;1;0;1;0;0;1;1;1;8;65,004167;130,008333;45;45
43;-30;-11,926477;-30;49,988175;1;1;0;1;0;0;1;1;1;8;65,005833;130,011667;45;45
44;-30;-14,000286;-30;49,989272;1;1;0;1;0;0;1;1;1;8;65,007778;130,015556;45;45
45;-30;-16,029913;-30;49,989533;1;1;0;1;0;0;1;1;1;8;65,010000;130,020000;45;45
46;-30;-17,986074;-30;49,990810;1;1;0;1;0;0;1;1;1;8;65,012500;130,025000;45;45
47;-30;-19,974641;-30;49,993430;1;1;0;1;0;0;1;1;1;8;65,015278;130,030556;45;45
48;-30;-21,963473;-30;49,995428;1;1;0;1;0;0;1;1;1;8;65,018333;130,036667;45;45
49;-30;-23,955244;-30;49,996754;1;1;0;1;0;0;1;1;1;8;65,021667;130,043333;45;45
50;-30;-26,085036;-30;49,998268;1;1;0;1;0;0;1;1;1;8;65,025278;130,050556;45;45
51;-30;-28,071065;-30;50,001919;1;1;0;1;0;0;1;1;1;8;65,029167;130,058333;45;45
52;-30;-30,035163;-30;50,000384;1;1;0;1;0;0;1;1;1;8;65,033333;130,066667;45;45
53;-30;-29,987405;-30;49,999612;1;1;0;1;0;0;1;1;1;8;65,037500;130,075000;45;45
54;-30;-29,997840;-30;49,999543;1;1;0;1;0;0;1;1;1;8;65,041667;130,083333;45;45
55;-30;-30,015720;-30;50,000733;1;1;0;1;0;0;1;1;1;8;65,045833;130,091667;45;45
56;-30;-29,982921;-30;50,001765;1;1;0;1;0;0;1;1;1;8;65,050000;130,100000;45;45
57;-30;-30,028272;-30;49,999411;1;1;0;1;0;0;1;1;1;8;65,054167;130,108333;45;45
58;-30;-29,933134;-30;50,000366;1;1;0;1;0;0;1;1;1;8;65,058333;130,116667;45;45
59;-30;-30,042136;-30;49,996670;1;1;0;1;0;0;1;1;1;8;65,062500;130,125000;45;45
60;-30;-29,968430;-30;50,001569;1;1;0;1;0;0;1;1;1;8;65,066667;130,133333;45;45
61;-30;-29,920469;-30;49,998258;1;1;0;1;0;0;1;1;1;8;65,070833;130,141667;45;45
62;-30;-29,990812;-30;49,999796;1;1;0;1;0;0;1;1;1;8;65,075000;130,150000;45;45
63;-30;-30,039849;-30;49,999673;1;1;0;1;0;0;1;1;1;8;65,079167;130,158333;45;45
64;-30;-29,985856;-30;49,998840;1;1;0;1;0;0;1;1;1;8;65,083333;130,166667;45;45
65;-30;-30,047886;-30;50,002286;1;1;0;1;0;0;1;1;1;8;65,087500;130,175000;45;45
66;-30;-29,918661;-30;50,000634;1;1;0;1;0;0;1;1;1;8;65,091667;130,183333;45;45
67;-30;-29,978259;-30;50,000318;1;1;0;1;0;0;1;1;1;8;65,095833;130,191667;45;45
68;-30;-30,071499;-30;50,001706;1;1;0;1;0;0;1;1;1;8;65,100000;130,200000;45;45
69;-30;-29,993711;-30;50,000509;1;1;0;1;0;0;1;1;1;8;65,104167;130,208333;45;45
70;-30;-29,908242;-30;49,996183;1;1;0;1;0;0;1;1;1;8;65,108333;130,216667;45;45
71;-30;-29,924995;-30;50,001262;1;1;0;1;0;0;1;1;1;8;65,112500;130,225000;45;45
72;-30;-29,951586;-30;50,000634;1;1;0;1;0;0;1;1;1;8;65,116667;130,233333;45;45
73;-30;-29,910301;-30;50,003364;1;1;0;1;0;0;1;1;1;8;65,120833;130,241667;45;45
74;-30;-29,899666;-30;50,000169;1;1;0;1;0;0;1;1;1;8;65,125000;130,250000;45;45
75;-30;-30,081909;-30;50,000826;1;1;0;1;0;0;1;1;1;8;65,129167;130,258333;45;45
76;-30;-29,956869;-30;50,000660;1;1;0;1;0;0;1;1;1;8;65,133333;130,266667;45;45
77;-30;-29,984542;-30;50,000895;1;1;0;1;0;0;1;1;1;8;65,137500;130,275000;45;45
78;-30;-30,009259;-30;49,998152;1;1;0;1;0;0;1;1;1;8;65,141667;130,283333;45;45
79;-30;-29,996286;-30;50,000213;1;1;0;1;0;0;1;1;1;8;65,145833;130,291667;45;45
80;-30;-30,030847;-30;49,999505;1;1;0;1;0;0;1;1;1;8;65,150000;130,300000;45;45
81;-30;-30,058486;-30;49,999883;1;1;0;1;0;0;1;1;1;8;65,154167;130,308333;45;45
82;-30;-30,029929;-30;49,999753;1;1;0;1;0;0;1;1;1;8;65,158333;130,316667;45;45
83;-30;-30,016763;-30;50,001820;1;1;0;1;0;0;1;1;1;8;65,162500;130,325000;45;45
84;-30;-29,982826;-30;49,998067;1;1;0;1;0;0;1;1;1;8;65,166667;130,333333;45;45
85;-30;-30,039602;-30;49,997549;1;1;0;1;0;0;1;1;1;8;65,170833;130,341667;45;45
86;-30;-30,019958;-30;49,999183;1;1;0;1;0;0;1;1;1;8;65,175000;130,350000;45;45
87;-30;-29,888496;-30;49,998703;1;1;0;1;0;0;1;1;1;8;65,179167;130,358333;45;45
88;-30;-30,084321;-30;49,998847;1;1;0;1;0;0;1;1;1;8;65,183333;130,366667;45;45
89;-30;-30,048798;-30;49,998693;1;1;0;1;0;0;1;1;1;8;65,187500;130,375000;45;45
90;-30;-30,008056;-30;49,998038;1;1;0;1;0;0;1;1;1;8;65,191667;130,383333;45;45
91;-30;-29,985576;-30;49,999178;1;1;0;1;0;0;1;1;1;8;65,195833;130,391667;45;45
92;-30;-29,973853;-30;49,996647;1;1;0;1;0;0;1;1;1;8;65,200000;130,400000;45;45
93;-30;-30,064685;-30;49,998829;1;1;0;1;0;0;1;1;1;8;65,204167;130,408333;45;45
94;-30;-29,928032;-30;50,000832;1;1;0;1;0;0;1;1;1;8;65,208333;130,416667;45;45
95;-30;-30,042065;-30;50,000070;1;1;0;1;0;0;1;1;1;8;65,212500;130,425000;45;45
96;-30;-29,926322;-30;49,998135;1;1;0;1;0;0;1;1;1;8;65,216667;130,433333;45;45
97;-30;-29,917970;-30;50,000639;1;1;0;1;0;0;1;1;1;8;65,220833;130,441667;45;45
98;-30;-29,973944;-30;50,000780;1;1;0;1;0;0;1;1;1;8;65,225000;130,450000;45;45
99;-30;-29,992120;-30;50,000896;1;1;0;1;0;0;1;1;1;8;65,229167;130,458333;45;45
100;-30;-30,092543;-30;50,000702;1;1;0;1;0;0;1;1;1;8;65,233333;130,466667;45;45
101;-30;-29,887359;-30;50,001955;1;1;0;1;0;0;1;1;1;8;65,237500;130,475000;45;45
102;-30;-30,051106;-30;50,000800;1;1;0;1;0;0;1;1;1;8;65,241667;130,483333;45;45
103;-30;-30,067599;-30;50,000854;1;1;0;1;0;0;1;1;1;8;65,245833;130,491667;45;45
104;-30;-30,093663;-30;50,000143;1;1;0;1;0;0;1;1;1;8;65,250000;130,500000;45;45
105;-30;-30,009304;-30;49,997636;1;1;0;1;0;0;1;1;1;8;65,254167;130,508333;45;45
106;-30;-29,905188;-30;49,998876;1;1;0;1;0;0;1;1;1;8;65,258333;130,516667;45;45
107;-30;-30,035889;-30;50,000846;1;1;0;1;0;0;1;1;1;8;65,262500;130,525000;45;45
108;-30;-30,038444;-30;49,997974;1;1;0;1;0;0;1;1;1;8;65,266667;130,533333;45;45
109;-30;-30,060581;-30;49,997950;1;1;0;1;0;0;1;1;1;8;65,270833;130,541667;45;45
110;-30;-29,982413;-30;49,998552;1;1;0;1;0;0;1;1;1;8;65,275000;130,550000;45;45
111;-30;-30,016024;-30;50,000434;1;1;0;1;0;0;1;1;1;8;65,279167;130,558333;45;45
112;-30;-29,979757;-30;49,998781;1;1;0;1;0;0;1;1;1;8;65,283333;130,566667;45;45
113;-30;-29,966974;-30;50,001455;1;1;0;1;0;0;1;1;1;8;65,287500;130,575000;45;45
114;-30;-29,969627;-30;49,999994;1;1;0;1;0;0;1;1;1;8;65,291667;130,583333;45;45
115;-30;-29,943126;-30;49,997458;1;1;0;1;0;0;1;1;1;8;65,295833;130,591667;45;45
116;-30;-30,009325;-30;50,001201;1;1;0;1;0;0;1;1;1;8;65,300000;130,600000;45;45
117;-30;-29,865487;-30;49,996419;1;1;0;1;0;0;1;1;1;8;65,304167;130,608333;45;45
118;-30;-29,960114;-30;50,001393;1;1;0;1;0;0;1;1;1;8;65,308333;130,616667;45;45
119;-30;-29,955661;-30;49,999785;1;1;0;1;0;0;1;1;1;8;65,312500;130,625000;45;45
120;-30;-30,021333;-30;50,003488;1;1;0;1;0;0;1;1;1;8;65,316667;130,633333;45;45
121;-30;-29,949649;-30;50,004762;1;1;0;1;0;0;1;1;1;8;65,320833;130,641667;45;45
122;-30;-30,038868;-30;49,998503;1;1;0;1;0;0;1;1;1;8;65,325000;130,650000;45;45
123;-30;-29,879335;-30;49,998119;1;1;0;1;0;0;1;1;1;8;65,329167;130,658333;45;45
124;-30;-30,020594;-30;49,997977;1;1;0;1;0;0;1;1;1;8;65,333333;130,666667;45;45
125;-30;-30,078736;-30;50,000210;1;1;0;1;0;0;1;1;1;8;65,337500;130,675000;45;45
126;-30;-30,039504;-30;50,004882;1;1;0;1;0;0;1;1;1;8;65,341667;130,683333;45;45
127;-30;-29,959111;-30;50,001152;1;1;0;1;0;0;1;1;1;8;65,345833;130,691667;45;45
128;-30;-30,042399;-30;50,000910;1;1;0;1;0;0;1;1;1;8;65,350000;130,700000;45;45
129;-30;-29,935233;-30;50,002600;1;1;0;1;0;0;1;1;1;8;65,354167;130,708333;45;45
130;-30;-30,071184;-30;50,001607;1;1;0;1;0;0;1;1;1;8;65,358333;130,716667;45;45
131;-30;-30,010144;-30;49,999779;1;1;0;1;0;0;1;1;1;8;65,362500;130,725000;45;45
132;-30;-30,076080;-30;50,002039;1;1;0;1;0;0;1;1;1;8;65,366667;130,733333;45;45
133;-30;-29,980524;-30;49,999631;1;1;0;1;0;0;1;1;1;8;65,370833;130,741667;45;45
134;-30;-29,965707;-30;50,000624;1;1;0;1;0;0;1;1;1;8;65,375000;130,750000;45;45
135;-30;-30,044567;-30;49,998763;1;1;0;1;0;0;1;1;1;8;65,379167;130,758333;45;45
136;-30;-29,977488;-30;50,000160;1;1;0;1;0;0;1;1;1;8;65,383333;130,766667;45;45
137;-30;-29,997499;-30;49,998244;1;1;0;1;0;0;1;1;1;8;65,387500;130,775000;45;45
138;-30;-30,061903;-30;49,998234;1;1;0;1;0;0;1;1;1;8;65,391667;130,783333;45;45
139;-30;-29,934255;-30;49,999882;1;1;0;1;0;0;1;1;1;8;65,395833;130,791667;45;45
140;-30;-30,022006;-30;49,999335;1;1;0;1;0;0;1;1;1;8;65,400000;130,800000;45;45
141;-30;-29,951034;-30;49,998402;1;1;0;1;0;0;1;1;1;8;65,404167;130,808333;45;45
142;-30;-29,929363;-30;50,002665;1;1;0;1;0;0;1;1;1;8;65,408333;130,816667;45;45
143;-30;-29,854796;-30;49,998557;1;1;0;1;0;0;1;1;1;8;65,412500;130,825000;45;45
144;-30;-30,097443;-30;50,000140;1;1;0;1;0;0;1;1;1;8;65,416667;130,833333;45;45
145;-30;-30,022856;-30;50,000483;1;1;0;1;0;0;1;1;1;8;65,420833;130,841667;45;45
146;-30;-30,093509;-30;50,001044;1;1;0;1;0;0;1;1;1;8;65,425000;130,850000;45;45
147;-30;-29,999356;-30;49,999753;1;1;0;1;0;0;1;1;1;8;65,429167;130,858333;45;45
148;-30;-30,082661;-30;49,999563;1;1;0;1;0;0;1;1;1;8;65,433333;130,866667;45;45
149;-30;-29,908133;-30;49,999129;1;1;0;1;0;0;1;1;1;8;65,437500;130,875000;45;45
150;-30;-30,075372;-30;49,999925;1;1;0;1;0;0;1;1;1;8;65,441667;130,883333;45;45
151;-30;-29,987498;-30;50,002038;1;1;0;1;0;0;1;1;1;8;65,445833;130,891667;45;45
152;-30;-30,046834;-30;50,002302;1;1;0;1;0;0;1;1;1;8;65,450000;130,900000;45;45
153;-30;-30,081139;-30;50,001425;1;1;0;1;0;0;1;1;1;8;65,454167;130,908333;45;45
154;-30;-29,965073;-30;50,000297;1;1;0;1;0;0;1;1;1;8;65,458333;130,916667;45;45
155;-30;-30,072782;-30;49,999698;1;1;0;1;0;0;1;1;1;8;65,462500;130,925000;45;45
156;-30;-30,060840;-30;49,999945;1;1;0;1;0;0;1;1;1;8;65,466667;130,933333;45;45
157;-30;-29,846241;-30;50,002500;1;1;0;1;0;0;1;1;1;8;65,470833;130,941667;45;45
158;-30;-29,968764;-30;49,998635;1;1;0;1;0;0;1;1;1;8;65,475000;130,950000;45;45
159;-30;-30,009926;-30;49,998664;1;1;0;1;0;0;1;1;1;8;65,479167;130,958333;45;45
160;-30;-29,981968;-30;50,001169;1;1;0;1;0;0;1;1;1;8;65,483333;130,966667;45;45
161;-30;-30,020543;-30;50,000950;1;1;0;1;0;0;1;1;1;8;65,487500;130,975000;45;45
162;-30;-29,915735;-30;49,997913;1;1;0;1;0;0;1;1;1;8;65,491667;130,983333;45;45
163;-30;-30,090474;-30;49,995439;1;1;0;1;0;0;1;1;1;8;65,495833;130,991667;45;45
164;-30;-30,017054;-30;50,000744;1;1;0;1;0;0;1;1;1;8;65,500000;131,000000;45;45
165;-30;-30,049345;-30;50,000362;1;1;0;1;0;0;1;1;1;8;65,504167;131,008333;45;45
166;-30;-29,990247;-30;50,001852;1;1;0;1;0;0;1;1;1;8;65,508333;131,016667;45;45
167;-30;-29,906631;-30;49,997668;1;1;0;1;0;0;1;1;1;8;65,512500;131,025000;45;45
168;-30;-30,041129;-30;49,999715;1;1;0;1;0;0;1;1;1;8;65,516667;131,033333;45;45
169;-30;-30,008487;-30;50,002686;1;1;0;1;0;0;1;1;1;8;65,520833;131,041667;45;45
170;-30;-29,883244;-30;50,001748;1;1;0;1;0;0;1;1;1;8;65,525000;131,050000;45;45
171;-30;-30,030167;-30;49,997917;1;1;0;1;0;0;1;1;1;8;65,529167;131,058333;45;45
172;-30;-29,992148;-30;49,999385;1;1;0;1;0;0;1;1;1;8;65,533333;131,066667;45;45
173;-30;-30,082442;-30;49,999090;1;1;0;1;0;0;1;1;1;8;65,537500;131,075000;45;45
174;-30;-29,971711;-30;49,999254;1;1;0;1;0;0;1;1;1;8;65,541667;131,083333;45;45
175;-30;-30,023308;-30;50,000116;1;1;0;1;0;0;1;1;1;8;65,545833;131,091667;45;45
176;-30;-29,962742;-30;50,000441;1;1;0;1;0;0;1;1;1;8;65,550000;131,100000;45;45
177;-30;-29,976642;-30;50,000541;1;1;0;1;0;0;1;1;1;8;65,554167;131,108333;45;45
178;-30;-29,955111;-30;50,000744;1;1;0;1;0;0;1;1;1;8;65,558333;131,116667;45;45
179;-30;-30,003058;-30;50,000792;1;1;0;1;0;0;1;1;1;8;65,562500;131,125000;45;45
180;-30;-29,919340;-30;50,002540;1;1;0;1;0;0;1;1;1;8;65,566667;131,133333;45;45
181;-30;-30,081178;-30;50,002241;1;1;0;1;0;0;1;1;1;8;65,570833;131,141667;45;45
182;-30;-29,933700;-30;49,998545;1;1;0;1;0;0;1;1;1;8;65,575000;131,150000;45;45
183;-30;-29,942374;-30;50,003913;1;1;0;1;0;0;1;1;1;8;65,579167;131,158333;45;45
184;-30;-29,945521;-30;50,001899;1;1;0;1;0;0;1;1;1;8;65,583333;131,166667;45;45
185;-30;-29,983482;-30;50,000389;1;1;0;1;0;0;1;1;1;8;65,587500;131,175000;45;45
186;-30;-30,004806;-30;49,997898;1;1;0;1;0;0;1;1;1;8;65,591667;131,183333;45;45
187;-30;-29,931325;-30;50,002856;1;1;0;1;0;0;1;1;1;8;65,595833;131,191667;45;45
188;-30;-30,083013;-30;49,997056;1;1;0;1;0;0;1;1;1;8;65,600000;131,200000;45;45
189;-30;-30,036937;-30;49,999786;1;1;0;1;0;0;1;1;1;8;65,604167;131,208333;45;45
190;-30;-29,938395;-30;50,001177;1;1;0;1;0;0;1;1;1;8;65,608333;131,216667;45;45
191;-30;-29,975893;-30;49,999037;1;1;0;1;0;0;1;1;1;8;65,612500;131,225000;45;45
192;-30;-29,969008;-30;50,000439;1;1;0;1;0;0;1;1;1;8;65,616667;131,233333;45;45
193;-30;-29,961678;-30;50,002050;1;1;0;1;0;0;1;1;1;8;65,620833;131,241667;45;45
194;-30;-29,974335;-30;49,999125;1;1;0;1;0;0;1;1;1;8;65,625000;131,250000;45;45
195;-30;-29,988364;-30;50,001607;1;1;0;1;0;0;1;1;1;8;65,629167;131,258333;45;45
196;-30;-30,069268;-30;50,000868;1;1;0;1;0;0;1;1;1;8;65,633333;131,266667;45;45
197;-30;-29,871519;-30;50,000633;1;1;0;1;0;0;1;1;1;8;65,637500;131,275000;45;45
198;-30;-30,051410;-30;50,002192;1;1;0;1;0;0;1;1;1;8;65,641667;131,283333;45;45
199;-30;-30,096774;-30;50,000354;1;1;0;1;0;0;1;1;1;8;65,645833;131,291667;45;45
200;-30;-30,026583;-30;49,998317;1;1;0;1;0;0;1;1;1;8;65,650000;131,300000;45;45
201;-30;-30,101435;-30;49,999973;1;1;0;1;0;0;1;1;1;8;65,654167;131,308333;45;45
202;-30;-30,164024;-30;49,995734;1;1;0;1;0;0;1;1;1;8;65,658333;131,316667;45;45
203;-30;-29,957444;-30;50,000806;1;1;0;1;0;0;1;1;1;8;65,662500;131,325000;45;45
204;-30;-29,988658;-30;49,999260;1;1;0;1;0;0;1;1;1;8;65,666667;131,333333;45;45
205;-30;-30,069760;-30;50,000277;1;1;0;1;0;0;1;1;1;8;65,670833;131,341667;45;45
206;-30;-29,961047;-30;50,000075;1;1;0;1;0;0;1;1;1;8;65,675000;131,350000;45;45
207;-30;-29,954033;-30;49,995588;1;1;0;1;0;0;1;1;1;8;65,679167;131,358333;45;45
208;-30;-29,912867;-30;49,996404;1;1;0;1;0;0;1;1;1;8;65,683333;131,366667;45;45
209;-30;-29,960415;-30;49,999871;1;1;0;1;0;0;1;1;1;8;65,687500;131,375000;45;45
210;-30;-29,894449;-30;50,000068;1;1;0;1;0;0;1;1;1;8;65,691667;131,383333;45;45
211;-30;-29,907769;-30;50,000627;1;1;0;1;0;0;1;1;1;8;65,695833;131,391667;45;45
212;-30;-29,927415;-30;50,000276;1;1;0;1;0;0;1;1;1;8;65,700000;131,400000;45;45
213;-30;-29,999473;-30;50,001072;1;1;0;1;0;0;1;1;1;8;65,704167;131,408333;45;45
214;-30;-30,007521;-30;49,998186;1;1;0;1;0;0;1;1;1;8;65,708333;131,416667;45;45
215;-30;-30,043226;-30;50,001993;1;1;0;1;0;0;1;1;1;8;65,712500;131,425000;45;45
216;-30;-30,011456;-30;50,000067;1;1;0;1;0;0;1;1;1;8;65,716667;131,433333;45;45
217;-30;-29,948991;-30;49,999295;1;1;0;1;0;0;1;1;1;8;65,720833;131,441667;45;45
218;-30;-30,001575;-30;49,999844;1;1;0;1;0;0;1;1;1;8;65,725000;131,450000;45;45
219;-30;-30,003977;-30;49,999093;1;1;0;1;0;0;1;1;1;8;65,729167;131,458333;45;45
220;-30;-30,017892;-30;50,000630;1;1;0;1;0;0;1;1;1;8;65,733333;131,466667;45;45
221;-30;-30,086435;-30;49,999030;1;1;0;1;0;0;1;1;1;8;65,737500;131,475000;45;45
222;-30;-30,099121;-30;50,000684;1;1;0;1;0;0;1;1;1;8;65,741667;131,483333;45;45
223;-30;-29,981332;-30;50,001722;1;1;0;1;0;0;1;1;1;8;65,745833;131,491667;45;45
224;-30;-30,049051;-30;50,005060;1;1;0;1;0;0;1;1;1;8;65,750000;131,500000;45;45
225;-30;-30,005637;-30;49,999494;1;1;0;1;0;0;1;1;1;8;65,754167;131,508333;45;45
226;-30;-30,013064;-30;49,998388;1;1;0;1;0;0;1;1;1;8;65,758333;131,516667;45;45
227;-30;-30,067317;-30;50,000905;1;1;0;1;0;0;1;1;1;8;65,762500;131,525000;45;45
228;-30;-30,062201;-30;50,001043;1;1;0;1;0;0;1;1;1;8;65,766667;131,533333;45;45
229;-30;-29,959440;-30;49,999672;1;1;0;1;0;0;1;1;1;8;65,770833;131,541667;45;45
230;-30;-29,900693;-30;50,000346;1;1;0;1;0;0;1;1;1;8;65,775000;131,550000;45;45
231;-30;-30,062581;-30;50,000186;1;1;0;1;0;0;1;1;1;8;65,779167;131,558333;45;45
232;-30;-30,059886;-30;49,997720;1;1;0;1;0;0;1;1;1;8;65,783333;131,566667;45;45
233;-30;-30,068368;-30;49,999417;1;1;0;1;0;0;1;1;1;8;65,787500;131,575000;45;45
234;-30;-30,055551;-30;49,998738;1;1;0;1;0;0;1;1;1;8;65,791667;131,583333;45;45
235;-30;-30,027014;-30;50,001041;1;1;0;1;0;0;1;1;1;8;65,795833;131,591667;45;45
236;-30;-29,950718;-30;49,998679;1;1;0;1;0;0;1;1;1;8;65,800000;131,600000;45;45
237;-30;-29,995823;-30;49,997499;1;1;0;1;0;0;1;1;1;8;65,804167;131,608333;45;45
