# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFHM
# PLANT_TYPE=EDUEDT
# STEP_ID=LFSM_U_49_6
# STEP_NAME=Sınırlı frekans hassasiyet modu — düşük frekans / 49,6 Hz
# TESIS_ADI=YHDA Örnek SFHM EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=20
# DROOP_PERCENT=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
time_s;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw;soc_pct;stored_energy_mwh;dc_power_mw
-14,300000;50,000063;54,974893;55,000000;20;64,955694;129,911389;55,610921
-14,200000;49,999634;54,996645;55,000000;20;64,954930;129,909861;55,659244
-14,100000;49,999686;54,995249;55,000000;20;64,954167;129,908333;55,711802
-14,000000;50,000041;55,036761;55,000000;20;64,953402;129,906804;55,674081
-13,900000;49,999836;54,981889;55,000000;20;64,952639;129,905277;55,652311
-13,800000;49,999932;55,077099;55,000000;20;64,951874;129,903747;55,745757
-13,700000;50,000009;55,028062;55,000000;20;64,951109;129,902219;55,666797
-13,600000;49,999908;55,013429;55,000000;20;64,950345;129,900690;55,614154
-13,500000;49,999692;55,084376;55,000000;20;64,949580;129,899160;55,770389
-13,400000;49,999715;55,022908;55,000000;20;64,948816;129,897632;55,690932
-13,300000;50,000262;55,009465;55,000000;20;64,948052;129,896104;55,665502
-13,200000;49,999923;55,138703;55,000000;20;64,947286;129,894572;55,831544
-13,100000;49,999827;54,974361;55,000000;20;64,946523;129,893045;55,585188
-13,000000;50,000290;54,918993;55,000000;20;64,945760;129,891520;55,615431
-12,900000;49,999626;54,954355;55,000000;20;64,944997;129,889993;55,660384
-12,800000;50,000089;54,996258;55,000000;20;64,944233;129,888466;55,615312
-12,700000;49,999717;55,022677;55,000000;20;64,943469;129,886937;55,734645
-12,600000;50,000646;54,932981;55,000000;20;64,942706;129,885411;55,646333
-12,500000;49,999505;54,983978;55,000000;20;64,941942;129,883884;55,632761
-12,400000;50,000390;54,986460;55,000000;20;64,941178;129,882356;55,633620
-12,300000;50,000441;55,030563;55,000000;20;64,940414;129,880828;55,705141
-12,200000;49,999877;55,050465;55,000000;20;64,939649;129,879299;55,716366
-12,100000;50,000132;55,009392;55,000000;20;64,938885;129,877771;55,611650
-12,000000;50,000110;54,999852;55,000000;20;64,938121;129,876243;55,637504
-11,900000;49,999757;55,009314;55,000000;20;64,937357;129,874715;55,659984
-11,800000;50,000096;54,962574;55,000000;20;64,936594;129,873188;55,672305
-11,700000;49,999316;54,975661;55,000000;20;64,935830;129,871661;55,604606
-11,600000;49,999481;54,979777;55,000000;20;64,935067;129,870134;55,614526
-11,500000;50,000306;55,007635;55,000000;20;64,934303;129,868606;55,661809
-11,400000;49,999962;55,076951;55,000000;20;64,933538;129,867076;55,797888
-11,300000;49,999982;55,048014;55,000000;20;64,932773;129,865547;55,679783
-11,200000;50,000013;55,031566;55,000000;20;64,932009;129,864018;55,700887
-11,100000;49,999728;55,039038;55,000000;20;64,931245;129,862489;55,646264
-11,000000;49,999879;54,958812;55,000000;20;64,930481;129,860963;55,686758
-10,900000;49,999834;55,006152;55,000000;20;64,929717;129,859435;55,692986
-10,800000;49,999665;54,942678;55,000000;20;64,928954;129,857908;55,579728
-10,700000;50,000030;54,977892;55,000000;20;64,928191;129,856381;55,669515
-10,600000;50,000288;55,017469;55,000000;20;64,927427;129,854853;55,667583
-10,500000;49,999490;54,962019;55,000000;20;64,926663;129,853326;55,536316
-10,400000;49,999990;55,038064;55,000000;20;64,925899;129,851797;55,692733
-10,300000;49,999468;54,956275;55,000000;20;64,925135;129,850271;55,615849
-10,200000;49,999276;54,979814;55,000000;20;64,924372;129,848744;55,659925
-10,100000;49,999926;55,060186;55,000000;20;64,923607;129,847214;55,689572
-10,000000;49,999509;54,982647;55,000000;20;64,922843;129,845687;55,619766
-9,900000;49,999866;54,965057;55,000000;20;64,922080;129,844160;55,660721
-9,800000;49,999941;54,962612;55,000000;20;64,921317;129,842633;55,607233
-9,700000;49,999857;55,062101;55,000000;20;64,920552;129,841104;55,724253
-9,600000;49,999190;55,027824;55,000000;20;64,919788;129,839575;55,681850
-9,500000;49,999894;54,986313;55,000000;20;64,919024;129,838048;55,590183
-9,400000;50,000293;54,988982;55,000000;20;64,918260;129,836520;55,664891
-9,300000;49,999395;55,048644;55,000000;20;64,917496;129,834991;55,759928
-9,200000;49,999543;55,017102;55,000000;20;64,916732;129,833463;55,707607
-9,100000;50,000171;55,026344;55,000000;20;64,915967;129,831935;55,718630
-9,000000;49,999907;54,955108;55,000000;20;64,915204;129,830408;55,606055
-8,900000;49,999848;55,003676;55,000000;20;64,914440;129,828880;55,675024
-8,800000;50,000033;54,885034;55,000000;20;64,913678;129,827356;55,596126
-8,700000;50,000207;55,046885;55,000000;20;64,912913;129,825826;55,747180
-8,600000;49,999881;55,053863;55,000000;20;64,912149;129,824297;55,712798
-8,500000;50,000009;55,031618;55,000000;20;64,911384;129,822769;55,680632
-8,400000;49,999690;54,986948;55,000000;20;64,910621;129,821241;55,586763
-8,300000;49,999809;54,962105;55,000000;20;64,909857;129,819714;55,642923
-8,200000;49,999757;55,051704;55,000000;20;64,909093;129,818185;55,760005
-8,100000;50,000165;55,040467;55,000000;20;64,908328;129,816656;55,719723
-8,000000;50,000155;54,913810;55,000000;20;64,907565;129,815131;55,611275
-7,900000;49,999741;54,996538;55,000000;20;64,906802;129,813603;55,634097
-7,800000;49,999372;54,979438;55,000000;20;64,906038;129,812076;55,664696
-7,700000;49,999581;54,979525;55,000000;20;64,905274;129,810549;55,706007
-7,600000;49,999672;55,027862;55,000000;20;64,904510;129,809020;55,744079
-7,500000;50,000335;54,994495;55,000000;20;64,903746;129,807493;55,643279
-7,400000;49,999957;54,911186;55,000000;20;64,902984;129,805967;55,582339
-7,300000;49,999614;54,994001;55,000000;20;64,902220;129,804440;55,649082
-7,200000;49,999482;55,021316;55,000000;20;64,901456;129,802911;55,721311
-7,100000;50,000114;55,042766;55,000000;20;64,900691;129,801382;55,670900
-7,000000;50,000059;55,056850;55,000000;20;64,899927;129,799853;55,767954
-6,900000;50,000080;55,022007;55,000000;20;64,899162;129,798325;55,674293
-6,800000;50,000129;55,024953;55,000000;20;64,898398;129,796796;55,689506
-6,700000;49,999722;54,973231;55,000000;20;64,897635;129,795269;55,689427
-6,600000;50,000157;55,016478;55,000000;20;64,896870;129,793741;55,639833
-6,500000;49,999650;54,952350;55,000000;20;64,896107;129,792214;55,585067
-6,400000;49,999959;54,976951;55,000000;20;64,895344;129,790687;55,634815
-6,300000;50,000209;54,940670;55,000000;20;64,894581;129,789161;55,517509
-6,200000;49,999557;55,048356;55,000000;20;64,893816;129,787632;55,766637
-6,100000;50,000658;54,986480;55,000000;20;64,893052;129,786105;55,687052
-6,000000;49,999919;55,077428;55,000000;20;64,892287;129,784575;55,759728
-5,900000;49,999986;55,074240;55,000000;20;64,891522;129,783045;55,725063
-5,800000;50,000105;55,087317;55,000000;20;64,890757;129,781515;55,772527
-5,700000;50,000256;55,060681;55,000000;20;64,889993;129,779985;55,760616
-5,600000;50,000063;55,014842;55,000000;20;64,889229;129,778457;55,620738
-5,500000;50,000024;55,015643;55,000000;20;64,888464;129,776929;55,683885
-5,400000;49,999964;54,970959;55,000000;20;64,887701;129,775402;55,682335
-5,300000;49,999504;54,980958;55,000000;20;64,886937;129,773875;55,669612
-5,200000;49,999290;55,027269;55,000000;20;64,886173;129,772346;55,667891
-5,100000;50,000268;55,067302;55,000000;20;64,885408;129,770816;55,742256
-5,000000;49,999822;54,954115;55,000000;20;64,884645;129,769290;55,634119
-4,900000;49,999977;54,930007;55,000000;20;64,883882;129,767764;55,578828
-4,800000;50,000692;54,981172;55,000000;20;64,883118;129,766237;55,669151
-4,700000;50,000250;54,966310;55,000000;20;64,882355;129,764710;55,655554
-4,600000;49,999850;54,981802;55,000000;20;64,881591;129,763183;55,652492
-4,500000;50,000138;54,965520;55,000000;20;64,880828;129,761656;55,592094
-4,400000;49,999877;54,898383;55,000000;20;64,880065;129,760131;55,603431
-4,300000;50,000128;55,050867;55,000000;20;64,879301;129,758602;55,661816
-4,200000;50,000295;54,994585;55,000000;20;64,878537;129,757074;55,640073
-4,100000;49,999665;55,002015;55,000000;20;64,877773;129,755546;55,667502
-4,000000;50,000211;55,009450;55,000000;20;64,877009;129,754018;55,628098
-3,900000;50,000090;55,031652;55,000000;20;64,876245;129,752490;55,693499
-3,800000;50,000118;54,991499;55,000000;20;64,875481;129,750962;55,647926
-3,700000;50,000103;54,937367;55,000000;20;64,874718;129,749436;55,619593
-3,600000;50,000202;54,956656;55,000000;20;64,873955;129,747909;55,543385
-3,500000;49,999897;54,935461;55,000000;20;64,873192;129,746383;55,610191
-3,400000;50,000124;55,046296;55,000000;20;64,872427;129,744854;55,736334
-3,300000;49,999338;55,004124;55,000000;20;64,871663;129,743326;55,705921
-3,200000;49,999863;55,021238;55,000000;20;64,870899;129,741798;55,673061
-3,100000;49,999718;54,954041;55,000000;20;64,870136;129,740272;55,588087
-3,000000;49,999969;54,993037;55,000000;20;64,869372;129,738744;55,677885
-2,900000;49,999970;54,995458;55,000000;20;64,868608;129,737216;55,646183
-2,800000;49,999230;54,974275;55,000000;20;64,867845;129,735689;55,618539
-2,700000;49,999983;55,032246;55,000000;20;64,867080;129,734161;55,728799
-2,600000;50,000157;54,909299;55,000000;20;64,866318;129,732635;55,563207
-2,500000;50,000227;55,007699;55,000000;20;64,865554;129,731107;55,631415
-2,400000;49,999647;54,976067;55,000000;20;64,864790;129,729580;55,598711
-2,300000;49,999807;54,981822;55,000000;20;64,864027;129,728053;55,656542
-2,200000;50,000373;54,965869;55,000000;20;64,863263;129,726526;55,596662
-2,100000;49,999557;55,021633;55,000000;20;64,862499;129,724998;55,665388
-2,000000;49,999489;55,037463;55,000000;20;64,861734;129,723469;55,698950
-1,900000;50,000002;54,993903;55,000000;20;64,860971;129,721941;55,633541
-1,800000;49,999693;55,032224;55,000000;20;64,860206;129,720413;55,700423
-1,700000;50,000043;54,864731;55,000000;20;64,859444;129,718889;55,562486
-1,600000;50,000352;55,026193;55,000000;20;64,858680;129,717360;55,736737
-1,500000;49,999650;55,004738;55,000000;20;64,857916;129,715832;55,674686
-1,400000;50,000145;54,976815;55,000000;20;64,857153;129,714305;55,641903
-1,300000;49,999554;55,092807;55,000000;20;64,856387;129,712775;55,738406
-1,200000;50,000428;54,978119;55,000000;20;64,855624;129,711248;55,671679
-1,100000;50,000664;55,037747;55,000000;20;64,854859;129,709719;55,677689
-1,000000;49,999888;54,947737;55,000000;20;64,854096;129,708192;55,574712
-0,900000;50,000049;54,959851;55,000000;20;64,853333;129,706666;55,664387
-0,800000;49,999990;54,909008;55,000000;20;64,852570;129,705141;55,484951
-0,700000;49,999828;55,027070;55,000000;20;64,851806;129,703612;55,641747
-0,600000;49,999719;55,059502;55,000000;20;64,851041;129,702083;55,657332
-0,500000;49,999906;54,989857;55,000000;20;64,850278;129,700555;55,672691
-0,400000;49,999543;55,035246;55,000000;20;64,849513;129,699026;55,695528
-0,300000;50,000013;55,043446;55,000000;20;64,848749;129,697497;55,672492
-0,200000;49,999800;54,955003;55,000000;20;64,847985;129,695971;55,578909
-0,100000;50,000495;54,984764;55,000000;20;64,847222;129,694443;55,665632
0,000000;49,599588;54,962732;55,000000;20;64,846458;129,692917;55,619120
0,100000;49,599996;55,016979;55,000000;20;64,845694;129,691388;55,690025
0,200000;49,600530;55,027891;55,000000;20;64,844930;129,689860;55,647980
0,300000;49,600290;55,082123;55,000000;20;64,844165;129,688330;55,770467
0,400000;49,600247;55,042616;55,000000;20;64,843400;129,686801;55,708853
0,500000;49,599947;55,017603;55,000000;20;64,842636;129,685273;55,655950
0,600000;49,599903;54,983987;55,000000;20;64,841873;129,683745;55,638176
0,700000;49,600167;55,023836;55,000000;20;64,841108;129,682217;55,653067
0,800000;49,599559;55,068972;55,000000;20;64,840344;129,680687;55,736123
0,900000;49,600305;55,044812;55,000000;20;64,839579;129,679158;55,752460
1,000000;49,599339;55,042187;55,000000;20;64,838815;129,677629;55,690952
1,100000;49,600526;54,988843;55,000000;20;64,838051;129,676102;55,623220
1,200000;49,599584;55,159635;55,000000;20;64,837285;129,674570;55,777532
1,300000;49,599880;55,064120;55,000000;20;64,836520;129,673040;55,743562
1,400000;49,600063;55,104438;55,000000;20;64,835755;129,671509;55,748510
1,500000;49,599565;55,171441;55,000000;20;64,834988;129,669977;55,841094
1,600000;49,600086;55,157181;55,000000;20;64,834222;129,668445;55,796175
1,700000;49,599696;55,210638;55,000000;20;64,833455;129,666911;55,898759
1,800000;49,600094;55,312324;55,000000;20;64,832687;129,665375;56,011542
1,900000;49,599668;55,297029;55,000000;20;64,831919;129,663838;55,958523
2,000000;49,599706;55,372949;55,000000;20;64,831150;129,662300;56,050642
2,100000;49,599820;55,355003;55,000000;20;64,830381;129,660763;56,027216
2,200000;49,600270;55,480223;55,000000;20;64,829611;129,659222;56,142786
2,300000;49,600595;55,495070;55,000000;20;64,828840;129,657680;56,144921
2,400000;49,600177;55,563522;55,000000;20;64,828068;129,656137;56,230438
2,500000;49,600341;55,556968;55,000000;20;64,827297;129,654593;56,188985
2,600000;49,600301;55,689045;55,000000;20;64,826523;129,653046;56,359703
2,700000;49,600597;55,628035;55,000000;20;64,825751;129,651501;56,260270
2,800000;49,599790;55,764060;55,000000;20;64,824976;129,649952;56,382168
2,900000;49,599820;55,873525;55,000000;20;64,824200;129,648400;56,552227
3,000000;49,600444;55,925260;55,000000;20;64,823423;129,646847;56,607420
3,100000;49,599438;55,868057;55,000000;20;64,822647;129,645295;56,546406
3,200000;49,599770;56,074623;55,000000;20;64,821869;129,643737;56,761319
3,300000;49,599974;56,049487;55,000000;20;64,821090;129,642180;56,714797
3,400000;49,600211;56,177917;55,000000;20;64,820310;129,640620;56,865515
3,500000;49,600576;56,162141;55,000000;20;64,819530;129,639060;56,817833
3,600000;49,599782;56,341365;55,000000;20;64,818747;129,637495;57,054169
3,700000;49,599790;56,356431;55,000000;20;64,817965;129,635929;56,994714
3,800000;49,599461;56,507400;55,000000;20;64,817180;129,634360;57,145203
3,900000;49,599831;56,495424;55,000000;20;64,816395;129,632790;57,189714
4,000000;49,600288;56,569303;55,000000;20;64,815609;129,631219;57,247584
4,100000;49,599788;56,687671;55,000000;20;64,814822;129,629644;57,371948
4,200000;49,599810;56,806366;55,000000;20;64,814033;129,628066;57,430901
4,300000;49,600104;56,780957;55,000000;20;64,813245;129,626489;57,460969
4,400000;49,600370;56,978442;55,000000;20;64,812453;129,624906;57,659388
4,500000;49,599768;57,052316;55,000000;20;64,811661;129,623321;57,739717
4,600000;49,599699;57,228946;55,000000;20;64,810866;129,621732;57,892537
4,700000;49,600121;57,215768;55,000000;20;64,810071;129,620142;57,909885
4,800000;49,599260;57,270083;55,000000;20;64,809276;129,618552;57,945942
4,900000;49,600113;57,425143;55,000000;20;64,808478;129,616956;58,118888
5,000000;49,599432;57,477603;55,000000;20;64,807680;129,615360;58,177626
5,100000;49,599741;57,625685;55,000000;20;64,806880;129,613759;58,312713
5,200000;49,599841;57,676717;55,000000;20;64,806079;129,612157;58,409411
5,300000;49,599865;57,873404;55,000000;20;64,805275;129,610549;58,577265
5,400000;49,599814;57,957488;55,000000;20;64,804470;129,608940;58,668373
5,500000;49,599916;58,074439;55,000000;20;64,803663;129,607326;58,807683
5,600000;49,599698;58,120394;55,000000;20;64,802856;129,605712;58,810683
5,700000;49,600392;58,145722;55,000000;20;64,802048;129,604097;58,845539
5,800000;49,600332;58,328789;55,000000;20;64,801238;129,602476;58,986029
5,900000;49,600027;58,416517;55,000000;20;64,800427;129,600854;59,121963
6,000000;49,599778;58,530012;55,000000;20;64,799614;129,599228;59,227519
6,100000;49,600095;58,678567;55,000000;20;64,798799;129,597598;59,375219
6,200000;49,600059;58,778187;55,000000;20;64,797983;129,595965;59,478757
6,300000;49,599655;58,895680;55,000000;20;64,797165;129,594329;59,604911
6,400000;49,600208;58,919792;55,000000;20;64,796346;129,592693;59,638379
6,500000;49,599884;59,049595;55,000000;20;64,795526;129,591052;59,784869
6,600000;49,600205;59,221473;55,000000;20;64,794704;129,589407;59,918681
6,700000;49,600094;59,325699;55,000000;20;64,793880;129,587759;60,039035
6,800000;49,600582;59,310276;55,000000;20;64,793056;129,586112;60,001370
6,900000;49,599813;59,600265;55,000000;20;64,792228;129,584456;60,297303
7,000000;49,600388;59,645037;55,000000;20;64,791400;129,582800;60,318602
7,100000;49,600256;59,767047;55,000000;20;64,790570;129,581139;60,504447
7,200000;49,600569;59,840262;55,000000;20;64,789739;129,579477;60,529267
7,300000;49,600107;60,010465;55,000000;20;64,788905;129,577810;60,739410
7,400000;49,600368;60,162001;55,000000;20;64,788069;129,576139;60,881918
7,500000;49,599512;60,159228;55,000000;20;64,787234;129,574468;60,947818
7,600000;49,600022;60,408303;55,000000;20;64,786395;129,572790;61,150452
7,700000;49,599834;60,527775;55,000000;20;64,785554;129,571109;61,243474
7,800000;49,600361;60,592656;55,000000;20;64,784713;129,569425;61,332652
7,900000;49,599539;60,746595;55,000000;20;64,783869;129,567738;61,451259
8,000000;49,599325;60,859863;55,000000;20;64,783024;129,566047;61,564194
8,100000;49,599706;60,827710;55,000000;20;64,782179;129,564358;61,536190
8,200000;49,600121;61,005027;55,000000;20;64,781332;129,562663;61,733076
8,300000;49,600069;61,137283;55,000000;20;64,780482;129,560965;61,903234
8,400000;49,599893;61,241888;55,000000;20;64,779632;129,559264;61,975186
8,500000;49,599859;61,309884;55,000000;20;64,778780;129,557561;62,112748
8,600000;49,600406;61,535000;55,000000;20;64,777926;129,555851;62,284005
8,700000;49,599939;61,623518;55,000000;20;64,777070;129,554140;62,354953
8,800000;49,599756;61,670317;55,000000;20;64,776213;129,552427;62,411367
8,900000;49,600011;61,784158;55,000000;20;64,775355;129,550710;62,555119
9,000000;49,599350;61,920798;55,000000;20;64,774495;129,548990;62,734998
9,100000;49,599770;62,061665;55,000000;20;64,773633;129,547266;62,766257
9,200000;49,600366;62,090587;55,000000;20;64,772771;129,545542;62,850793
9,300000;49,599577;62,277897;55,000000;20;64,771906;129,543812;62,994562
9,400000;49,600000;62,266589;55,000000;20;64,771041;129,542082;62,987544
9,500000;49,600206;62,402693;55,000000;20;64,770174;129,540349;63,165883
9,600000;49,599935;62,597033;55,000000;20;64,769305;129,538610;63,357593
9,700000;49,600225;62,750147;55,000000;20;64,768433;129,536867;63,520232
9,800000;49,599951;62,794389;55,000000;20;64,767561;129,535123;63,520601
9,900000;49,599705;62,828180;55,000000;20;64,766689;129,533377;63,538700
10,000000;49,599857;62,897436;55,000000;20;64,765815;129,531630;63,673542
10,100000;49,600039;63,030397;55,000000;20;64,764940;129,529879;63,802523
10,200000;49,599914;63,217055;55,000000;20;64,764062;129,528123;63,976320
10,300000;49,600818;63,281433;55,000000;20;64,763183;129,526365;64,038906
10,400000;49,600245;63,336806;55,000000;20;64,762303;129,524606;64,115240
10,500000;49,600446;63,516481;55,000000;20;64,761421;129,522842;64,336741
10,600000;49,599917;63,581136;55,000000;20;64,760538;129,521076;64,355472
10,700000;49,599419;63,609220;55,000000;20;64,759654;129,519309;64,348108
10,800000;49,600032;63,758860;55,000000;20;64,758769;129,517538;64,471088
10,900000;49,600568;63,869127;55,000000;20;64,757882;129,515763;64,631634
11,000000;49,600103;63,939869;55,000000;20;64,756994;129,513987;64,671309
11,100000;49,600270;64,023968;55,000000;20;64,756104;129,512209;64,789080
11,200000;49,600347;64,177366;55,000000;20;64,755213;129,510426;64,961995
11,300000;49,599983;64,192740;55,000000;20;64,754322;129,508643;65,002825
11,400000;49,599945;64,310193;55,000000;20;64,753428;129,506857;65,088311
11,500000;49,599865;64,394362;55,000000;20;64,752534;129,505068;65,170575
11,600000;49,599659;64,457868;55,000000;20;64,751639;129,503277;65,199878
11,700000;49,600178;64,437921;55,000000;20;64,750744;129,501488;65,221906
11,800000;49,599939;64,654666;55,000000;20;64,749846;129,499692;65,472298
11,900000;49,599939;64,635309;55,000000;20;64,748948;129,497896;65,383904
12,000000;49,600556;64,843792;55,000000;20;64,748047;129,496095;65,618241
12,100000;49,600314;64,887235;55,000000;20;64,747146;129,494293;65,623595
12,200000;49,599967;64,936969;55,000000;20;64,746244;129,492489;65,693647
12,300000;49,600011;64,970539;55,000000;20;64,745342;129,490684;65,735964
12,400000;49,599731;65,182256;55,000000;20;64,744437;129,488873;65,927755
12,500000;49,599947;65,127802;55,000000;20;64,743532;129,487064;65,896423
12,600000;49,600245;65,181933;55,000000;20;64,742627;129,485254;65,939802
12,700000;49,599870;65,231800;55,000000;20;64,741721;129,483442;65,975935
12,800000;49,600085;65,351538;55,000000;20;64,740813;129,481626;66,173773
12,900000;49,599861;65,276701;55,000000;20;64,739907;129,479813;66,006699
13,000000;49,599611;65,437857;55,000000;20;64,738998;129,477995;66,235250
13,100000;49,600162;65,521727;55,000000;20;64,738088;129,476175;66,322953
13,200000;49,599980;65,482152;55,000000;20;64,737178;129,474356;66,247366
13,300000;49,599980;65,585957;55,000000;20;64,736267;129,472535;66,383913
13,400000;49,599899;65,601516;55,000000;20;64,735356;129,470712;66,369898
13,500000;49,599745;65,660047;55,000000;20;64,734444;129,468888;66,470003
13,600000;49,600234;65,722091;55,000000;20;64,733531;129,467063;66,496979
13,700000;49,599966;65,739025;55,000000;20;64,732618;129,465237;66,507949
13,800000;49,599680;65,818977;55,000000;20;64,731704;129,463408;66,592167
13,900000;49,600228;65,852404;55,000000;20;64,730790;129,461579;66,616238
