# YHDA_VERSION=0.6.0
# TEST_SERVICE=PFK
# PLANT_TYPE=EDUEDT
# STEP_ID=BESS_SENS_POS10
# STEP_NAME=Hassasiyet — +10 mHz
# TESIS_ADI=YHDA Örnek EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=100.0
# UNIT_PNOM_MW=100.0
# RPMAX_MW=20.0
# RPMIN_MW=5.0
# DROOP_PERCENT=4
# DEADBAND_MHZ=10
# PSET_MAX_MW=20.0
# PSET_MIN_MW=-20.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=70
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;stored_energy_mwh;soc_pct;dc_power_mw
-17,900000;50,000150;50;10,015906;10;69,993889;34,996944;10,123030
-17,800000;50,000094;50;9,967971;10;69,993612;34,996806;10,109952
-17,700000;50,000107;50;10,022663;10;69,993334;34,996667;10,150462
-17,600000;49,999974;50;10,000110;10;69,993056;34,996528;10,102865
-17,500000;49,999906;50;10,016783;10;69,992778;34,996389;10,128574
-17,400000;49,999723;50;10,021810;10;69,992499;34,996250;10,158471
-17,300000;49,999886;50;9,985985;10;69,992222;34,996111;10,132914
-17,200000;49,999962;50;9,996272;10;69,991944;34,995972;10,155673
-17,100000;50,000033;50;10,026475;10;69,991666;34,995833;10,152083
-17,000000;49,999895;50;10,049179;10;69,991387;34,995693;10,196400
-16,900000;50,000073;50;9,986412;10;69,991109;34,995555;10,074499
-16,800000;50,000209;50;10,044156;10;69,990830;34,995415;10,162550
-16,700000;50,000279;50;10,032814;10;69,990551;34,995276;10,133269
-16,600000;49,999758;50;9,988007;10;69,990274;34,995137;10,155421
-16,500000;50,000191;50;10,026625;10;69,989995;34,994998;10,145446
-16,400000;49,999875;50;9,971095;10;69,989718;34,994859;10,059710
-16,300000;49,999958;50;9,986186;10;69,989441;34,994721;10,086805
-16,200000;49,999968;50;9,998187;10;69,989163;34,994582;10,121137
-16,100000;49,999871;50;10,003687;10;69,988885;34,994443;10,150379
-16,000000;50,000246;50;9,970330;10;69,988609;34,994304;10,110358
-15,900000;49,999674;50;9,995843;10;69,988331;34,994165;10,092470
-15,800000;49,999990;50;9,957016;10;69,988054;34,994027;10,071474
-15,700000;49,999668;50;10,001979;10;69,987776;34,993888;10,129113
-15,600000;50,000380;50;10,020195;10;69,987498;34,993749;10,153008
-15,500000;49,999949;50;9,970375;10;69,987221;34,993611;10,089952
-15,400000;50,000155;50;9,988695;10;69,986944;34,993472;10,163651
-15,300000;49,999951;50;10,015377;10;69,986665;34,993333;10,148813
-15,200000;49,999929;50;10,013898;10;69,986387;34,993194;10,119703
-15,100000;49,999999;50;9,986251;10;69,986110;34,993055;10,108753
-15,000000;50,000223;50;9,980161;10;69,985833;34,992916;10,084015
-14,900000;50,000069;50;10,013216;10;69,985555;34,992777;10,139312
-14,800000;50,000241;50;9,998368;10;69,985277;34,992638;10,116379
-14,700000;49,999951;50;9,997763;10;69,984999;34,992500;10,098898
-14,600000;49,999987;50;9,997366;10;69,984721;34,992361;10,100229
-14,500000;49,999915;50;9,988819;10;69,984444;34,992222;10,101691
-14,400000;50,000014;50;10,010948;10;69,984166;34,992083;10,127840
-14,300000;49,999624;50;9,968261;10;69,983889;34,991944;10,028965
-14,200000;49,999856;50;9,995601;10;69,983611;34,991806;10,148423
-14,100000;50,000156;50;9,988740;10;69,983334;34,991667;10,111322
-14,000000;49,999867;50;10,015557;10;69,983056;34,991528;10,138558
-13,900000;49,999794;50;9,992094;10;69,982778;34,991389;10,128947
-13,800000;49,999784;50;9,997307;10;69,982500;34,991250;10,118858
-13,700000;50,000094;50;10,020146;10;69,982222;34,991111;10,180004
-13,600000;49,999700;50;10,057815;10;69,981943;34,990971;10,208209
-13,500000;49,999898;50;10,014244;10;69,981664;34,990832;10,104632
-13,400000;49,999893;50;9,970032;10;69,981388;34,990694;10,093161
-13,300000;49,999951;50;10,008722;10;69,981110;34,990555;10,127758
-13,200000;49,999862;50;10,040731;10;69,980831;34,990415;10,165709
-13,100000;50,000071;50;9,974236;10;69,980554;34,990277;10,095231
-13,000000;50,000005;50;9,987452;10;69,980276;34,990138;10,112334
-12,900000;50,000051;50;10,024193;10;69,979998;34,989999;10,176268
-12,800000;49,999764;50;10,011584;10;69,979720;34,989860;10,136698
-12,700000;49,999860;50;9,983447;10;69,979442;34,989721;10,078890
-12,600000;50,000166;50;10,011496;10;69,979164;34,989582;10,141931
-12,500000;49,999777;50;9,962455;10;69,978887;34,989444;10,082007
-12,400000;50,000029;50;10,009507;10;69,978609;34,989305;10,108631
-12,300000;50,000145;50;10,017851;10;69,978331;34,989166;10,142544
-12,200000;49,999941;50;9,986751;10;69,978054;34,989027;10,112903
-12,100000;49,999835;50;9,983594;10;69,977776;34,988888;10,078825
-12,000000;49,999807;50;10,038857;10;69,977498;34,988749;10,158011
-11,900000;50,000217;50;9,973301;10;69,977220;34,988610;10,097484
-11,800000;49,999757;50;10,008816;10;69,976942;34,988471;10,159397
-11,700000;50,000156;50;10,069513;10;69,976663;34,988331;10,170678
-11,600000;50,000162;50;10,020020;10;69,976384;34,988192;10,119123
-11,500000;50,000118;50;9,979975;10;69,976107;34,988054;10,094066
-11,400000;49,999999;50;10,014609;10;69,975829;34,987914;10,156232
-11,300000;50,000198;50;9,976823;10;69,975552;34,987776;10,100620
-11,200000;49,999780;50;10,018832;10;69,975274;34,987637;10,132914
-11,100000;50,000076;50;9,980477;10;69,974996;34,987498;10,090849
-11,000000;49,999714;50;9,996176;10;69,974719;34,987359;10,108214
-10,900000;50,000050;50;9,980278;10;69,974441;34,987221;10,104124
-10,800000;49,999711;50;10,009393;10;69,974163;34,987082;10,151083
-10,700000;50,000002;50;9,998695;10;69,973886;34,986943;10,115456
-10,600000;49,999616;50;9,990538;10;69,973608;34,986804;10,130218
-10,500000;49,999790;50;9,985568;10;69,973331;34,986665;10,138808
-10,400000;50,000121;50;9,999853;10;69,973053;34,986526;10,122632
-10,300000;49,999823;50;10,012904;10;69,972775;34,986387;10,130798
-10,200000;50,000004;50;9,997067;10;69,972497;34,986249;10,132579
-10,100000;50,000181;50;10,010184;10;69,972219;34,986110;10,113432
-10,000000;49,999892;50;10,013124;10;69,971941;34,985970;10,173366
-9,900000;50,000029;50;10,020223;10;69,971663;34,985831;10,152839
-9,800000;49,999727;50;9,983639;10;69,971385;34,985693;10,099496
-9,700000;49,999904;50;10,002342;10;69,971107;34,985554;10,133055
-9,600000;49,999702;50;10,006941;10;69,970829;34,985415;10,111020
-9,500000;49,999930;50;10,008027;10;69,970551;34,985276;10,146170
-9,400000;49,999767;50;9,985856;10;69,970274;34,985137;10,113420
-9,300000;49,999704;50;9,961001;10;69,969997;34,984999;10,101888
-9,200000;49,999944;50;9,973170;10;69,969720;34,984860;10,114735
-9,100000;50,000197;50;9,976344;10;69,969443;34,984722;10,103460
-9,000000;49,999942;50;10,028110;10;69,969165;34,984582;10,148116
-8,900000;49,999866;50;9,966768;10;69,968888;34,984444;10,083740
-8,800000;50,000155;50;9,960404;10;69,968611;34,984306;10,062132
-8,700000;50,000092;50;10,005632;10;69,968333;34,984167;10,125069
-8,600000;50,000236;50;10,023925;10;69,968055;34,984027;10,137084
-8,500000;50,000272;50;10,008816;10;69,967777;34,983888;10,127310
-8,400000;49,999957;50;10,006611;10;69,967499;34,983749;10,135112
-8,300000;49,999635;50;10,034629;10;69,967220;34,983610;10,150424
-8,200000;50,000088;50;10,028689;10;69,966941;34,983471;10,160647
-8,100000;49,999759;50;10,034951;10;69,966663;34,983331;10,110240
-8,000000;49,999773;50;9,945040;10;69,966386;34,983193;10,076411
-7,900000;49,999668;50;10,063562;10;69,966107;34,983053;10,198677
-7,800000;49,999678;50;10,031013;10;69,965828;34,982914;10,177006
-7,700000;50,000045;50;9,990939;10;69,965551;34,982775;10,108623
-7,600000;49,999757;50;9,998903;10;69,965273;34,982637;10,123853
-7,500000;49,999894;50;10,025546;10;69,964995;34,982497;10,118342
-7,400000;50,000066;50;10,002306;10;69,964717;34,982358;10,106807
-7,300000;49,999793;50;10,007468;10;69,964439;34,982219;10,124338
-7,200000;50,000173;50;10,026614;10;69,964160;34,982080;10,158768
-7,100000;49,999802;50;10,012763;10;69,963882;34,981941;10,166911
-7,000000;49,999866;50;10,014571;10;69,963604;34,981802;10,141632
-6,900000;50,000087;50;10,007851;10;69,963326;34,981663;10,123767
-6,800000;49,999991;50;10,011694;10;69,963048;34,981524;10,138934
-6,700000;49,999857;50;10,006531;10;69,962770;34,981385;10,155688
-6,600000;50,000289;50;10,006128;10;69,962492;34,981246;10,158091
-6,500000;49,999991;50;10,018307;10;69,962214;34,981107;10,172612
-6,400000;50,000192;50;10,008296;10;69,961936;34,980968;10,134781
-6,300000;50,000015;50;9,993478;10;69,961658;34,980829;10,115066
-6,200000;50,000031;50;10,036929;10;69,961379;34,980690;10,156747
-6,100000;49,999789;50;10,043040;10;69,961100;34,980550;10,172633
-6,000000;50,000084;50;9,995801;10;69,960823;34,980411;10,105168
-5,900000;50,000031;50;9,959680;10;69,960546;34,980273;10,099170
-5,800000;49,999881;50;9,980400;10;69,960269;34,980134;10,118922
-5,700000;50,000027;50;9,991791;10;69,959991;34,979996;10,107600
-5,600000;49,999683;50;10,030961;10;69,959712;34,979856;10,160818
-5,500000;49,999894;50;9,933959;10;69,959437;34,979718;10,068135
-5,400000;49,999871;50;9,965940;10;69,959160;34,979580;10,109810
-5,300000;49,999575;50;9,987514;10;69,958882;34,979441;10,121880
-5,200000;49,999872;50;10,031263;10;69,958604;34,979302;10,172527
-5,100000;49,999849;50;10,027852;10;69,958325;34,979163;10,165381
-5,000000;50,000033;50;10,020356;10;69,958047;34,979023;10,128805
-4,900000;49,999998;50;9,990926;10;69,957769;34,978885;10,131298
-4,800000;49,999915;50;9,998013;10;69,957491;34,978746;10,149804
-4,700000;49,999735;50;9,994051;10;69,957214;34,978607;10,085255
-4,600000;50,000006;50;10,033405;10;69,956935;34,978468;10,151438
-4,500000;49,999868;50;9,944862;10;69,956659;34,978329;10,052125
-4,400000;50,000020;50;9,970311;10;69,956382;34,978191;10,118053
-4,300000;49,999974;50;9,997260;10;69,956104;34,978052;10,101700
-4,200000;50,000181;50;9,980892;10;69,955827;34,977913;10,080217
-4,100000;49,999911;50;9,987592;10;69,955550;34,977775;10,132937
-4,000000;50,000193;50;9,991479;10;69,955272;34,977636;10,096673
-3,900000;50,000142;50;10,007544;10;69,954994;34,977497;10,129580
-3,800000;49,999976;50;10,023772;10;69,954716;34,977358;10,138127
-3,700000;49,999887;50;9,992112;10;69,954438;34,977219;10,120571
-3,600000;50,000032;50;10,042862;10;69,954159;34,977080;10,185754
-3,500000;49,999718;50;9,984799;10;69,953882;34,976941;10,074100
-3,400000;49,999849;50;9,992380;10;69,953604;34,976802;10,113130
-3,300000;49,999937;50;10,029295;10;69,953326;34,976663;10,147718
-3,200000;50,000072;50;9,990197;10;69,953048;34,976524;10,144073
-3,100000;49,999990;50;10,013019;10;69,952770;34,976385;10,138831
-3,000000;50,000100;50;10,009403;10;69,952492;34,976246;10,147676
-2,900000;49,999959;50;9,983569;10;69,952215;34,976107;10,115526
-2,800000;50,000147;50;10,016528;10;69,951936;34,975968;10,148808
-2,700000;50,000137;50;9,997491;10;69,951659;34,975829;10,091647
-2,600000;50,000097;50;10,040433;10;69,951380;34,975690;10,137546
-2,500000;50,000222;50;10,042807;10;69,951101;34,975550;10,170900
-2,400000;50,000361;50;10,020096;10;69,950822;34,975411;10,149794
-2,300000;49,999796;50;9,955237;10;69,950546;34,975273;10,063942
-2,200000;49,999954;50;10,007698;10;69,950268;34,975134;10,124555
-2,100000;49,999654;50;10,008407;10;69,949990;34,974995;10,106915
-2,000000;50,000102;50;10,004606;10;69,949712;34,974856;10,107027
-1,900000;49,999894;50;10,032022;10;69,949433;34,974717;10,151459
-1,800000;49,999915;50;10,002688;10;69,949155;34,974578;10,137539
-1,700000;50,000238;50;10,005530;10;69,948878;34,974439;10,139801
-1,600000;50,000133;50;10,013609;10;69,948599;34,974300;10,123929
-1,500000;50,000203;50;10,017964;10;69,948321;34,974161;10,101278
-1,400000;49,999851;50;10,008924;10;69,948043;34,974022;10,122614
-1,300000;49,999593;50;9,980511;10;69,947766;34,973883;10,114824
-1,200000;49,999498;50;10,011305;10;69,947488;34,973744;10,147567
-1,100000;49,999546;50;10,012778;10;69,947210;34,973605;10,161151
-1,000000;50,000126;50;9,998833;10;69,946932;34,973466;10,145396
-0,900000;49,999758;50;10,028899;10;69,946653;34,973327;10,123963
-0,800000;50,000111;50;10,002369;10;69,946375;34,973188;10,105734
-0,700000;50,000305;50;9,982917;10;69,946098;34,973049;10,057075
-0,600000;50,000067;50;9,976311;10;69,945821;34,972910;10,138357
-0,500000;50,000399;50;10,033747;10;69,945542;34,972771;10,138972
-0,400000;49,999851;50;9,974260;10;69,945265;34,972633;10,087668
-0,300000;49,999900;50;9,999653;10;69,944987;34,972494;10,104446
-0,200000;50,000017;50;9,997749;10;69,944710;34,972355;10,135773
-0,100000;49,999999;50;9,975352;10;69,944433;34,972216;10,106003
0,000000;50,000029;50,010000;9,966999;10;69,944156;34,972078;10,055809
0,100000;49,999783;50,010000;9,984167;10;69,943878;34,971939;10,092650
0,200000;50,000240;50,010000;10,011118;10;69,943600;34,971800;10,126199
0,300000;50,000304;50,010000;10,006520;10;69,943322;34,971661;10,111800
0,400000;50,000048;50,010000;10,011374;10;69,943044;34,971522;10,125132
0,500000;49,999796;50,010000;9,968865;10;69,942767;34,971384;10,118056
0,600000;49,999974;50,010000;9,988965;10;69,942490;34,971245;10,098928
0,700000;50,000185;50,010000;9,965282;10;69,942213;34,971107;10,068756
0,800000;50,000216;50,010000;9,967205;10;69,941936;34,970968;10,096650
0,900000;50,000347;50,010000;9,947185;10;69,941660;34,970830;10,072630
1,000000;50,000066;50,010000;9,883156;10;69,941385;34,970693;9,999097
1,100000;50,000361;50,010000;9,893935;10;69,941111;34,970555;10,020191
1,200000;50,000673;50,010000;9,877597;10;69,940836;34,970418;9,987482
1,300000;50,000197;50,010000;9,905498;10;69,940561;34,970281;10,033049
1,400000;49,999861;50,010000;9,816398;10;69,940288;34,970144;9,897833
1,500000;49,999998;50,010000;9,864042;10;69,940014;34,970007;10,005204
1,600000;50,000172;50,010000;9,801807;10;69,939742;34,969871;9,927579
1,700000;50,000271;50,010000;9,796221;10;69,939470;34,969735;9,906283
1,800000;49,999978;50,010000;9,754872;10;69,939199;34,969599;9,852548
1,900000;50,000051;50,010000;9,738078;10;69,938928;34,969464;9,827843
2,000000;49,999795;50,010000;9,744260;10;69,938658;34,969329;9,857304
2,100000;49,999793;50,010000;9,676360;10;69,938389;34,969195;9,785593
2,200000;49,999924;50,010000;9,644608;10;69,938121;34,969061;9,772272
2,300000;49,999782;50,010000;9,683941;10;69,937852;34,968926;9,801645
2,400000;50,000184;50,010000;9,626907;10;69,937585;34,968792;9,779583
2,500000;49,999676;50,010000;9,618568;10;69,937318;34,968659;9,744690
2,600000;50,000086;50,010000;9,554232;10;69,937052;34,968526;9,658639
2,700000;49,999646;50,010000;9,525790;10;69,936788;34,968394;9,631825
2,800000;49,999877;50,010000;9,513651;10;69,936523;34,968262;9,676035
2,900000;49,999925;50,010000;9,519055;10;69,936259;34,968129;9,678960
3,000000;49,999760;50,010000;9,508522;10;69,935995;34,967997;9,613058
3,100000;49,999917;50,010000;9,437779;10;69,935733;34,967866;9,564729
3,200000;50,000008;50,010000;9,433970;10;69,935470;34,967735;9,555458
3,300000;50,000054;50,010000;9,380710;10;69,935210;34,967605;9,492599
3,400000;50,000276;50,010000;9,413610;10;69,934948;34,967474;9,571890
3,500000;50,000082;50,010000;9,421107;10;69,934687;34,967343;9,539251
3,600000;49,999811;50,010000;9,350783;10;69,934427;34,967213;9,479232
3,700000;50,000271;50,010000;9,310672;10;69,934168;34,967084;9,409521
3,800000;50,000131;50,010000;9,324714;10;69,933909;34,966955;9,447919
3,900000;50,000173;50,010000;9,351472;10;69,933650;34,966825;9,438902
4,000000;50,000066;50,010000;9,279255;10;69,933392;34,966696;9,390055
4,100000;49,999711;50,010000;9,246316;10;69,933135;34,966567;9,361366
4,200000;50,000237;50,010000;9,236578;10;69,932878;34,966439;9,319171
4,300000;49,999967;50,010000;9,266272;10;69,932621;34,966311;9,332377
4,400000;49,999857;50,010000;9,230151;10;69,932365;34,966182;9,347213
4,500000;50,000220;50,010000;9,233140;10;69,932108;34,966054;9,348009
4,600000;50,000116;50,010000;9,211082;10;69,931852;34,965926;9,343560
4,700000;50,000117;50,010000;9,201741;10;69,931597;34,965798;9,292889
4,800000;50,000158;50,010000;9,226120;10;69,931340;34,965670;9,374824
4,900000;50,000221;50,010000;9,212773;10;69,931084;34,965542;9,278630
5,000000;49,999969;50,010000;9,194522;10;69,930829;34,965415;9,330935
5,100000;50,000027;50,010000;9,207036;10;69,930573;34,965287;9,320986
5,200000;50,000096;50,010000;9,245112;10;69,930317;34,965158;9,386023
5,300000;49,999693;50,010000;9,207158;10;69,930061;34,965030;9,303139
5,400000;50,000070;50,010000;9,204222;10;69,929805;34,964903;9,323566
5,500000;50,000186;50,010000;9,251367;10;69,929548;34,964774;9,381963
5,600000;50,000013;50,010000;9,231537;10;69,929292;34,964646;9,318990
5,700000;50,000026;50,010000;9,186414;10;69,929037;34,964518;9,292933
5,800000;50,000170;50,010000;9,233367;10;69,928780;34,964390;9,317668
5,900000;49,999928;50,010000;9,152360;10;69,928526;34,964263;9,243339
6,000000;49,999978;50,010000;9,239383;10;69,928269;34,964135;9,312800
6,100000;49,999802;50,010000;9,200218;10;69,928014;34,964007;9,337647
6,200000;49,999730;50,010000;9,184705;10;69,927758;34,963879;9,340727
6,300000;49,999760;50,010000;9,150314;10;69,927504;34,963752;9,249725
6,400000;49,999909;50,010000;9,181557;10;69,927249;34,963625;9,294192
6,500000;49,999507;50,010000;9,210297;10;69,926993;34,963497;9,326562
6,600000;49,999986;50,010000;9,216729;10;69,926737;34,963369;9,344226
6,700000;50,000385;50,010000;9,195163;10;69,926482;34,963241;9,307272
6,800000;49,999772;50,010000;9,234257;10;69,926225;34,963113;9,340869
6,900000;50,000201;50,010000;9,205017;10;69,925970;34,962985;9,311963
7,000000;50,000203;50,010000;9,197179;10;69,925714;34,962857;9,292898
7,100000;50,000131;50,010000;9,198579;10;69,925459;34,962729;9,287765
7,200000;49,999977;50,010000;9,150191;10;69,925205;34,962602;9,220924
7,300000;49,999881;50,010000;9,186624;10;69,924949;34,962475;9,297513
7,400000;49,999952;50,010000;9,194096;10;69,924694;34,962347;9,350774
7,500000;49,999280;50,010000;9,150414;10;69,924440;34,962220;9,254540
7,600000;50,000158;50,010000;9,220000;10;69,924184;34,962092;9,320105
7,700000;50,000132;50,010000;9,193882;10;69,923928;34,961964;9,311028
7,800000;50,000222;50,010000;9,184957;10;69,923673;34,961837;9,295224
7,900000;49,999920;50,010000;9,170415;10;69,923418;34,961709;9,300650
8,000000;49,999735;50,010000;9,175002;10;69,923164;34,961582;9,304266
8,100000;50,000078;50,010000;9,158407;10;69,922909;34,961455;9,280305
8,200000;49,999947;50,010000;9,197772;10;69,922654;34,961327;9,310563
8,300000;50,000164;50,010000;9,242329;10;69,922397;34,961198;9,326480
8,400000;49,999657;50,010000;9,192131;10;69,922142;34,961071;9,341713
8,500000;50,000113;50,010000;9,191982;10;69,921886;34,960943;9,304171
8,600000;50,000052;50,010000;9,179506;10;69,921631;34,960816;9,303116
8,700000;49,999850;50,010000;9,182496;10;69,921376;34,960688;9,288767
8,800000;49,999912;50,010000;9,186877;10;69,921121;34,960561;9,285956
8,900000;49,999936;50,010000;9,195948;10;69,920866;34,960433;9,254331
9,000000;50,000161;50,010000;9,214581;10;69,920610;34,960305;9,331747
9,100000;49,999840;50,010000;9,173651;10;69,920355;34,960177;9,257573
9,200000;50,000021;50,010000;9,201780;10;69,920099;34,960050;9,281370
9,300000;50,000189;50,010000;9,232457;10;69,919843;34,959921;9,338701
9,400000;49,999911;50,010000;9,181703;10;69,919588;34,959794;9,297014
9,500000;50,000143;50,010000;9,201730;10;69,919332;34,959666;9,300015
9,600000;49,999621;50,010000;9,162558;10;69,919078;34,959539;9,256136
9,700000;49,999666;50,010000;9,186555;10;69,918822;34,959411;9,278549
9,800000;49,999960;50,010000;9,217326;10;69,918566;34,959283;9,355067
9,900000;49,999717;50,010000;9,232518;10;69,918310;34,959155;9,327604
10,000000;49,999929;50,010000;9,240644;10;69,918053;34,959027;9,329910
10,100000;50,000046;50,010000;9,185646;10;69,917798;34,958899;9,280945
10,200000;50,000170;50,010000;9,212534;10;69,917542;34,958771;9,344747
10,300000;49,999685;50,010000;9,143375;10;69,917288;34,958644;9,268995
10,400000;49,999892;50,010000;9,221765;10;69,917032;34,958516;9,327196
10,500000;49,999991;50,010000;9,194215;10;69,916777;34,958388;9,303864
10,600000;50,000143;50,010000;9,210962;10;69,916521;34,958260;9,305849
10,700000;50,000191;50,010000;9,212444;10;69,916265;34,958132;9,298966
10,800000;49,999986;50,010000;9,202897;10;69,916009;34,958005;9,303112
10,900000;50,000035;50,010000;9,222695;10;69,915753;34,957877;9,311343
11,000000;49,999703;50,010000;9,177745;10;69,915498;34,957749;9,319663
11,100000;49,999876;50,010000;9,200721;10;69,915243;34,957621;9,304331
11,200000;50,000328;50,010000;9,207141;10;69,914987;34,957493;9,317611
11,300000;50,000045;50,010000;9,223496;10;69,914731;34,957365;9,291527
11,400000;50,000059;50,010000;9,204393;10;69,914475;34,957237;9,275936
11,500000;49,999806;50,010000;9,166767;10;69,914220;34,957110;9,265831
11,600000;49,999918;50,010000;9,223842;10;69,913964;34,956982;9,323412
11,700000;50,000303;50,010000;9,173109;10;69,913709;34,956855;9,273488
11,800000;50,000211;50,010000;9,204374;10;69,913454;34,956727;9,316694
11,900000;50,000044;50,010000;9,160488;10;69,913199;34,956600;9,250200
12,000000;50,000030;50,010000;9,196548;10;69,912944;34,956472;9,302399
12,100000;49,999956;50,010000;9,171600;10;69,912689;34,956344;9,280199
12,200000;50,000024;50,010000;9,222670;10;69,912433;34,956216;9,331835
12,300000;50,000079;50,010000;9,238084;10;69,912176;34,956088;9,385701
12,400000;50,000152;50,010000;9,172543;10;69,911921;34,955961;9,278481
12,500000;50,000156;50,010000;9,197562;10;69,911666;34,955833;9,333365
12,600000;49,999685;50,010000;9,167136;10;69,911411;34,955706;9,260684
12,700000;49,999619;50,010000;9,208289;10;69,911155;34,955578;9,311686
12,800000;50,000359;50,010000;9,244475;10;69,910899;34,955449;9,360870
12,900000;49,999733;50,010000;9,206708;10;69,910643;34,955321;9,302881
13,000000;49,999855;50,010000;9,189960;10;69,910388;34,955194;9,310737
13,100000;50,000123;50,010000;9,212175;10;69,910132;34,955066;9,343365
13,200000;50,000593;50,010000;9,213302;10;69,909876;34,954938;9,332122
13,300000;50,000406;50,010000;9,208745;10;69,909620;34,954810;9,293679
13,400000;49,999939;50,010000;9,194917;10;69,909365;34,954682;9,320464
13,500000;50,000449;50,010000;9,239376;10;69,909108;34,954554;9,337391
13,600000;50,000043;50,010000;9,223839;10;69,908852;34,954426;9,330626
13,700000;50,000304;50,010000;9,205281;10;69,908596;34,954298;9,297188
13,800000;50,000076;50,010000;9,179209;10;69,908341;34,954170;9,288842
13,900000;50,000314;50,010000;9,213276;10;69,908085;34,954043;9,311336
14,000000;49,999989;50,010000;9,183007;10;69,907830;34,953915;9,236330
14,100000;49,999964;50,010000;9,196588;10;69,907575;34,953787;9,295849
14,200000;50,000440;50,010000;9,200158;10;69,907319;34,953659;9,286503
14,300000;50,000114;50,010000;9,185979;10;69,907064;34,953532;9,276001
14,400000;49,999889;50,010000;9,239462;10;69,906807;34,953404;9,332299
14,500000;50,000305;50,010000;9,188136;10;69,906552;34,953276;9,289713
14,600000;49,999839;50,010000;9,178387;10;69,906297;34,953148;9,284634
14,700000;49,999757;50,010000;9,202948;10;69,906041;34,953021;9,333296
