# YHDA_VERSION=0.6.3
# TEST_SERVICE=PFK
# PLANT_TYPE=EDUEDT
# STEP_ID=HASSASIYET
# STEP_NAME=Hassasiyet Testi — Birleşik Frekans Adımları
# TESIS_ADI=YHDA Örnek EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=100.0
# UNIT_PNOM_MW=100.0
# RPMAX_MW=20.0
# RPMIN_MW=5.0
# DROOP_PERCENT=4
# DEADBAND_MHZ=10
# PSET_MAX_MW=20.0
# PSET_MIN_MW=-20.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=70
# SENSITIVITY_SEGMENTS=BESS_SENS_NEG10,BESS_SENS_NEG20,BESS_SENS_POS10,BESS_SENS_POS20
# DATA_CLASS=ÖRNEK / SENTETİK
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;stored_energy_mwh;soc_pct;dc_power_mw
16.8.2026 09:00:11,2s;113;50,000191;50;-10,022708;-10;140,031389;70,015695;-10,111685
16.8.2026 09:00:11,3s;114;49,999738;50;-9,991689;-10;140,031667;70,015833;-10,097921
16.8.2026 09:00:11,4s;115;50,000034;50;-10,014374;-10;140,031945;70,015972;-10,145316
16.8.2026 09:00:11,5s;116;50,000088;50;-9,999746;-10;140,032223;70,016111;-10,114518
16.8.2026 09:00:11,6s;117;50,000079;50;-10,008997;-10;140,032501;70,016250;-10,128699
16.8.2026 09:00:11,7s;118;49,999891;50;-9,981577;-10;140,032778;70,016389;-10,075522
16.8.2026 09:00:11,8s;119;50,000158;50;-9,981276;-10;140,033055;70,016528;-10,061224
16.8.2026 09:00:11,9s;120;50,000169;50;-9,981655;-10;140,033332;70,016666;-10,127639
16.8.2026 09:00:12,0s;121;49,999986;50;-10,029878;-10;140,033611;70,016806;-10,152214
16.8.2026 09:00:12,1s;122;49,999990;50;-10,007376;-10;140,033889;70,016945;-10,136545
16.8.2026 09:00:12,2s;123;50,000215;50;-9,963162;-10;140,034166;70,017083;-10,077530
16.8.2026 09:00:12,3s;124;50,000155;50;-10,054566;-10;140,034445;70,017223;-10,183853
16.8.2026 09:00:12,4s;125;50,000092;50;-9,983171;-10;140,034722;70,017361;-10,105238
16.8.2026 09:00:12,5s;126;50,000191;50;-9,998475;-10;140,035000;70,017500;-10,098433
16.8.2026 09:00:12,6s;127;49,999152;50;-10,010299;-10;140,035278;70,017639;-10,125818
16.8.2026 09:00:12,7s;128;49,999865;50;-10,014192;-10;140,035556;70,017778;-10,111099
16.8.2026 09:00:12,8s;129;49,999490;50;-10,001232;-10;140,035834;70,017917;-10,142697
16.8.2026 09:00:12,9s;130;49,999869;50;-9,991119;-10;140,036112;70,018056;-10,048017
16.8.2026 09:00:13,0s;131;49,999946;50;-10,032127;-10;140,036390;70,018195;-10,160285
16.8.2026 09:00:13,1s;132;49,999799;50;-10,000280;-10;140,036668;70,018334;-10,114200
16.8.2026 09:00:13,2s;133;50,000002;50;-10,014400;-10;140,036946;70,018473;-10,118079
16.8.2026 09:00:13,3s;134;50,000094;50;-10,019973;-10;140,037225;70,018612;-10,150355
16.8.2026 09:00:13,4s;135;50,000225;50;-10,012812;-10;140,037503;70,018751;-10,136054
16.8.2026 09:00:13,5s;136;49,999848;50;-10,005909;-10;140,037781;70,018890;-10,145142
16.8.2026 09:00:13,6s;137;49,999820;50;-9,986669;-10;140,038058;70,019029;-10,110709
16.8.2026 09:00:13,7s;138;50,000182;50;-9,980329;-10;140,038335;70,019168;-10,079170
16.8.2026 09:00:13,8s;139;50,000259;50;-9,982294;-10;140,038613;70,019306;-10,109613
16.8.2026 09:00:13,9s;140;49,999646;50;-10,013345;-10;140,038891;70,019445;-10,162682
16.8.2026 09:00:14,0s;141;50,000181;50;-9,975280;-10;140,039168;70,019584;-10,108255
16.8.2026 09:00:14,1s;142;50,000418;50;-10,054333;-10;140,039447;70,019724;-10,156441
16.8.2026 09:00:14,2s;143;49,999897;50;-10,013195;-10;140,039725;70,019863;-10,144844
16.8.2026 09:00:14,3s;144;50,000255;50;-10,014524;-10;140,040004;70,020002;-10,139008
16.8.2026 09:00:14,4s;145;50,000396;50;-9,965356;-10;140,040280;70,020140;-10,061384
16.8.2026 09:00:14,5s;146;50,000297;50;-10,023544;-10;140,040559;70,020279;-10,135231
16.8.2026 09:00:14,6s;147;50,000023;50;-9,990786;-10;140,040836;70,020418;-10,140365
16.8.2026 09:00:14,7s;148;50,000177;50;-10,007198;-10;140,041114;70,020557;-10,127972
16.8.2026 09:00:14,8s;149;50,000082;50;-10,003809;-10;140,041392;70,020696;-10,151854
16.8.2026 09:00:14,9s;150;50,000074;50;-10,021232;-10;140,041671;70,020835;-10,168123
16.8.2026 09:00:15,0s;151;50,000073;50;-10,018090;-10;140,041949;70,020974;-10,083639
16.8.2026 09:00:15,1s;152;50,000171;50;-10,029205;-10;140,042227;70,021114;-10,137666
16.8.2026 09:00:15,2s;153;49,999852;50;-9,966337;-10;140,042504;70,021252;-10,100175
16.8.2026 09:00:15,3s;154;49,999619;50;-10,008044;-10;140,042782;70,021391;-10,163027
16.8.2026 09:00:15,4s;155;49,999987;50;-9,973095;-10;140,043059;70,021530;-10,086089
16.8.2026 09:00:15,5s;156;50,000158;50;-10,020191;-10;140,043338;70,021669;-10,131682
16.8.2026 09:00:15,6s;157;50,000113;50;-9,995151;-10;140,043615;70,021808;-10,137305
16.8.2026 09:00:15,7s;158;50,000101;50;-9,990688;-10;140,043893;70,021946;-10,107689
16.8.2026 09:00:15,8s;159;50,000067;50;-10,002655;-10;140,044171;70,022085;-10,140117
16.8.2026 09:00:15,9s;160;49,999949;50;-9,998937;-10;140,044448;70,022224;-10,116906
16.8.2026 09:00:16,0s;161;50,000425;50;-10,001074;-10;140,044726;70,022363;-10,135857
16.8.2026 09:00:16,1s;162;49,999584;50;-9,998542;-10;140,045004;70,022502;-10,129098
16.8.2026 09:00:16,2s;163;50,000118;50;-9,994295;-10;140,045282;70,022641;-10,100233
16.8.2026 09:00:16,3s;164;50,000233;50;-10,004402;-10;140,045559;70,022780;-10,133506
16.8.2026 09:00:16,4s;165;49,999823;50;-10,027255;-10;140,045838;70,022919;-10,176992
16.8.2026 09:00:16,5s;166;49,999925;50;-9,973345;-10;140,046115;70,023057;-10,100615
16.8.2026 09:00:16,6s;167;49,999932;50;-9,959208;-10;140,046392;70,023196;-10,092345
16.8.2026 09:00:16,7s;168;49,999799;50;-10,041259;-10;140,046671;70,023335;-10,125347
16.8.2026 09:00:16,8s;169;50,000150;50;-10,016219;-10;140,046949;70,023474;-10,133978
16.8.2026 09:00:16,9s;170;50,000341;50;-10,021173;-10;140,047227;70,023614;-10,140398
16.8.2026 09:00:17,0s;171;50,000061;50;-10,024559;-10;140,047506;70,023753;-10,103406
16.8.2026 09:00:17,1s;172;50,000234;50;-10,024454;-10;140,047784;70,023892;-10,140155
16.8.2026 09:00:17,2s;173;49,999905;50;-10,059348;-10;140,048063;70,024032;-10,151948
16.8.2026 09:00:17,3s;174;49,999763;50;-9,991391;-10;140,048341;70,024171;-10,118920
16.8.2026 09:00:17,4s;175;49,999745;50;-10,036388;-10;140,048620;70,024310;-10,152705
16.8.2026 09:00:17,5s;176;50,000003;50;-10,008572;-10;140,048898;70,024449;-10,115241
16.8.2026 09:00:17,6s;177;49,999806;50;-9,983838;-10;140,049175;70,024588;-10,091409
16.8.2026 09:00:17,7s;178;50,000044;50;-10,003816;-10;140,049453;70,024727;-10,134798
16.8.2026 09:00:17,8s;179;49,999728;50;-9,988482;-10;140,049731;70,024865;-10,102653
16.8.2026 09:00:17,9s;180;50,000074;50;-10,024075;-10;140,050009;70,025004;-10,103827
16.8.2026 09:00:18,0s;181;50,000570;50;-9,965997;-10;140,050286;70,025143;-10,086357
16.8.2026 09:00:18,1s;182;50,000208;50;-9,974181;-10;140,050563;70,025281;-10,110787
16.8.2026 09:00:18,2s;183;49,999804;50;-9,966666;-10;140,050840;70,025420;-10,104614
16.8.2026 09:00:18,3s;184;49,999884;50;-9,974585;-10;140,051117;70,025558;-10,080414
16.8.2026 09:00:18,4s;185;50,000216;50;-9,992882;-10;140,051394;70,025697;-10,075735
16.8.2026 09:00:18,5s;186;50,000055;50;-10,004810;-10;140,051672;70,025836;-10,118455
16.8.2026 09:00:18,6s;187;49,999974;50;-10,048736;-10;140,051951;70,025976;-10,187008
16.8.2026 09:00:18,7s;188;49,999769;50;-10,007820;-10;140,052229;70,026115;-10,145505
16.8.2026 09:00:18,8s;189;49,999967;50;-10,011059;-10;140,052507;70,026254;-10,141577
16.8.2026 09:00:18,9s;190;49,999874;50;-9,980317;-10;140,052785;70,026392;-10,124575
16.8.2026 09:00:19,0s;191;50,000289;50;-9,990165;-10;140,053062;70,026531;-10,080197
16.8.2026 09:00:19,1s;192;50,000134;50;-10,000065;-10;140,053340;70,026670;-10,129915
16.8.2026 09:00:19,2s;193;49,999936;50;-10,019040;-10;140,053618;70,026809;-10,170020
16.8.2026 09:00:19,3s;194;50,000302;50;-10,005295;-10;140,053896;70,026948;-10,125192
16.8.2026 09:00:19,4s;195;49,999990;50;-10,006884;-10;140,054174;70,027087;-10,184207
16.8.2026 09:00:19,5s;196;49,999796;50;-10,026068;-10;140,054453;70,027226;-10,152326
16.8.2026 09:00:19,6s;197;49,999568;50;-9,988394;-10;140,054730;70,027365;-10,115296
16.8.2026 09:00:19,7s;198;49,999973;50;-10,033936;-10;140,055009;70,027504;-10,164068
16.8.2026 09:00:19,8s;199;50,000333;50;-10,008334;-10;140,055287;70,027643;-10,114402
16.8.2026 09:00:19,9s;200;49,999990;50;-10,033409;-10;140,055566;70,027783;-10,145241
16.8.2026 09:00:20,0s;201;50,000099;49,990000;-10,025224;-10;140,055844;70,027922;-10,118219
16.8.2026 09:00:20,1s;202;49,999730;49,990000;-9,978221;-10;140,056121;70,028061;-10,085951
16.8.2026 09:00:20,2s;203;50,000262;49,990000;-10,027807;-10;140,056400;70,028200;-10,138865
16.8.2026 09:00:20,3s;204;49,999917;49,990000;-10,025930;-10;140,056678;70,028339;-10,115588
16.8.2026 09:00:20,4s;205;50,000199;49,990000;-9,958131;-10;140,056955;70,028477;-10,040009
16.8.2026 09:00:20,5s;206;50,000280;49,990000;-9,970704;-10;140,057232;70,028616;-10,092824
16.8.2026 09:00:20,6s;207;49,999726;49,990000;-9,965786;-10;140,057509;70,028754;-10,091990
16.8.2026 09:00:20,7s;208;49,999977;49,990000;-9,995154;-10;140,057786;70,028893;-10,127348
16.8.2026 09:00:20,8s;209;50,000060;49,990000;-9,895004;-10;140,058061;70,029031;-10,051228
16.8.2026 09:00:20,9s;210;49,999620;49,990000;-9,947380;-10;140,058338;70,029169;-10,076325
16.8.2026 09:00:21,0s;211;49,999968;49,990000;-9,902457;-10;140,058613;70,029306;-9,997868
16.8.2026 09:00:21,1s;212;49,999810;49,990000;-9,914387;-10;140,058888;70,029444;-10,002383
16.8.2026 09:00:21,2s;213;49,999953;49,990000;-9,892133;-10;140,059163;70,029581;-9,997758
16.8.2026 09:00:21,3s;214;49,999911;49,990000;-9,820404;-10;140,059436;70,029718;-9,938700
16.8.2026 09:00:21,4s;215;50,000250;49,990000;-9,894748;-10;140,059710;70,029855;-9,984052
16.8.2026 09:00:21,5s;216;50,000104;49,990000;-9,836092;-10;140,059984;70,029992;-9,992228
16.8.2026 09:00:21,6s;217;49,999707;49,990000;-9,805234;-10;140,060256;70,030128;-9,915610
16.8.2026 09:00:21,7s;218;50,000193;49,990000;-9,786097;-10;140,060528;70,030264;-9,921417
16.8.2026 09:00:21,8s;219;49,999996;49,990000;-9,771716;-10;140,060799;70,030400;-9,914062
16.8.2026 09:00:21,9s;220;49,999900;49,990000;-9,769779;-10;140,061071;70,030535;-9,893425
16.8.2026 09:00:22,0s;221;49,999606;49,990000;-9,679579;-10;140,061340;70,030670;-9,809641
16.8.2026 09:00:22,1s;222;50,000104;49,990000;-9,703797;-10;140,061609;70,030805;-9,833442
16.8.2026 09:00:22,2s;223;50,000029;49,990000;-9,643548;-10;140,061877;70,030938;-9,733517
16.8.2026 09:00:22,3s;224;50,000163;49,990000;-9,681083;-10;140,062146;70,031073;-9,765312
16.8.2026 09:00:22,4s;225;49,999889;49,990000;-9,631405;-10;140,062413;70,031207;-9,742506
16.8.2026 09:00:22,5s;226;50,000070;49,990000;-9,616161;-10;140,062681;70,031340;-9,735742
16.8.2026 09:00:22,6s;227;49,999968;49,990000;-9,545277;-10;140,062946;70,031473;-9,664708
16.8.2026 09:00:22,7s;228;50,000146;49,990000;-9,579863;-10;140,063212;70,031606;-9,700385
16.8.2026 09:00:22,8s;229;49,999830;49,990000;-9,535493;-10;140,063477;70,031738;-9,628541
16.8.2026 09:00:22,9s;230;50,000091;49,990000;-9,492430;-10;140,063740;70,031870;-9,623748
16.8.2026 09:00:23,0s;231;50,000043;49,990000;-9,484727;-10;140,064004;70,032002;-9,606316
16.8.2026 09:00:23,1s;232;50,000085;49,990000;-9,502592;-10;140,064268;70,032134;-9,604684
16.8.2026 09:00:23,2s;233;50,000114;49,990000;-9,416429;-10;140,064529;70,032265;-9,518866
16.8.2026 09:00:23,3s;234;49,999630;49,990000;-9,427320;-10;140,064791;70,032396;-9,541085
16.8.2026 09:00:23,4s;235;49,999953;49,990000;-9,437284;-10;140,065053;70,032527;-9,516855
16.8.2026 09:00:23,5s;236;49,999652;49,990000;-9,360474;-10;140,065313;70,032657;-9,483689
16.8.2026 09:00:23,6s;237;49,999887;49,990000;-9,306392;-10;140,065572;70,032786;-9,408207
16.8.2026 09:00:23,7s;238;49,999748;49,990000;-9,335792;-10;140,065831;70,032916;-9,464689
16.8.2026 09:00:23,8s;239;49,999789;49,990000;-9,282814;-10;140,066089;70,033045;-9,395277
16.8.2026 09:00:23,9s;240;49,999832;49,990000;-9,295878;-10;140,066347;70,033174;-9,423807
16.8.2026 09:00:24,0s;241;50,000025;49,990000;-9,290830;-10;140,066605;70,033303;-9,411885
16.8.2026 09:00:24,1s;242;50,000269;49,990000;-9,236715;-10;140,066862;70,033431;-9,329276
