# YHDA_VERSION=0.7.2
# TEST_SERVICE=SFK
# PLANT_TYPE=HES
# STEP_ID=MIN_LOAD_UP
# STEP_NAME=Minimum kapasite bölgesi — yük alma testi
# TESIS_ADI=YHDA Örnek HES SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.2
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=190.0
# SFK_MAX_MW=240.0
# SFK_RESERVE_MW=24
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# YDA_VERSION=0.7.2
ZAMAN;SIRA_NO;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct
16.8.2026 09:01:48,0s;109;214,000000;204,213658;214,000000;50,007941;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:49,0s;110;214,000000;204,363497;214,000000;50,005601;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:50,0s;111;214,000000;204,677349;214,000000;50,006479;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:51,0s;112;214,000000;204,756327;214,000000;50,005860;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:52,0s;113;214,000000;205,027597;214,000000;50,006349;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:53,0s;114;214,000000;205,045974;214,000000;50,004360;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:54,0s;115;214,000000;205,548460;214,000000;50,007973;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:55,0s;116;214,000000;205,451394;214,000000;50,006270;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:56,0s;117;214,000000;205,820799;214,000000;50,004054;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:57,0s;118;214,000000;206,037665;214,000000;50,002040;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:58,0s;119;214,000000;206,247519;214,000000;50,007050;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:01:59,0s;120;214,000000;206,311311;214,000000;50,008765;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:00,0s;121;214,000000;206,585108;214,000000;50,006446;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:01,0s;122;214,000000;206,852226;214,000000;50,000813;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:02,0s;123;214,000000;207,043593;214,000000;50,006314;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:03,0s;124;214,000000;207,289856;214,000000;50,002484;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:04,0s;125;214,000000;207,384390;214,000000;50,004472;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:05,0s;126;214,000000;207,664079;214,000000;50,004203;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:06,0s;127;214,000000;207,758073;214,000000;50,004181;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:07,0s;128;214,000000;208,066254;214,000000;50,004056;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:08,0s;129;214,000000;208,326228;214,000000;50,002544;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:09,0s;130;214,000000;208,249634;214,000000;50,003703;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:10,0s;131;214,000000;208,564876;214,000000;50,003336;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:11,0s;132;214,000000;208,816941;214,000000;50,001111;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:12,0s;133;214,000000;209,014275;214,000000;50,001888;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:13,0s;134;214,000000;209,270613;214,000000;50,007153;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:14,0s;135;214,000000;209,366865;214,000000;50,002993;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:15,0s;136;214,000000;209,529982;214,000000;50,004739;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:16,0s;137;214,000000;209,725195;214,000000;50,004099;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:17,0s;138;214,000000;210,107058;214,000000;50,003070;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:18,0s;139;214,000000;210,214136;214,000000;50,002712;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:19,0s;140;214,000000;210,298292;214,000000;50,001390;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:20,0s;141;214,000000;210,563627;214,000000;50,005758;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:21,0s;142;214,000000;210,796782;214,000000;50,001474;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:22,0s;143;214,000000;211,001079;214,000000;50,000445;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:23,0s;144;214,000000;211,198610;214,000000;50,003665;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:24,0s;145;214,000000;211,387596;214,000000;50,004022;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:25,0s;146;214,000000;211,732984;214,000000;49,999338;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:26,0s;147;214,000000;211,804186;214,000000;50,002843;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:27,0s;148;214,000000;212,011614;214,000000;49,998378;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:28,0s;149;214,000000;212,138704;214,000000;50,001387;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:29,0s;150;214,000000;212,381790;214,000000;50,002984;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:30,0s;151;214,000000;212,673638;214,000000;50,002781;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:31,0s;152;214,000000;212,791426;214,000000;50,002957;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:32,0s;153;214,000000;212,968268;214,000000;50,000668;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:33,0s;154;214,000000;213,227490;214,000000;50,004616;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:34,0s;155;214,000000;213,475394;214,000000;50,000926;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:35,0s;156;214,000000;213,641744;214,000000;50,004373;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:36,0s;157;214,000000;213,793002;214,000000;50,001334;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:37,0s;158;214,000000;213,916147;214,000000;49,999515;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:38,0s;159;214,000000;214,007812;214,000000;49,999346;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:39,0s;160;214,000000;213,931174;214,000000;49,996017;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:40,0s;161;214,000000;213,949639;214,000000;49,994632;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:41,0s;162;214,000000;214,090489;214,000000;49,998546;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:42,0s;163;214,000000;213,953085;214,000000;49,997435;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:43,0s;164;214,000000;213,967872;214,000000;49,997158;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:44,0s;165;214,000000;214,021491;214,000000;50,001010;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:45,0s;166;214,000000;213,986092;214,000000;49,998174;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:46,0s;167;214,000000;214,026071;214,000000;49,999932;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:47,0s;168;214,000000;213,960364;214,000000;49,996637;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:48,0s;169;214,000000;214,072312;214,000000;50,001490;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:49,0s;170;214,000000;214,058242;214,000000;49,998448;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:50,0s;171;214,000000;214,041070;214,000000;49,998582;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:51,0s;172;214,000000;214,015964;214,000000;50,000055;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:52,0s;173;214,000000;214,083261;214,000000;50,001862;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:53,0s;174;214,000000;213,993407;214,000000;49,997360;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:54,0s;175;214,000000;213,997481;214,000000;50,001712;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:55,0s;176;214,000000;213,913193;214,000000;49,999825;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:56,0s;177;214,000000;213,967715;214,000000;49,998739;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:57,0s;178;214,000000;213,906409;214,000000;49,997696;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:58,0s;179;214,000000;214,023747;214,000000;49,998808;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:02:59,0s;180;214,000000;213,960893;214,000000;50,000620;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:00,0s;181;214,000000;213,949646;214,000000;49,998264;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:01,0s;182;214,000000;214,077190;214,000000;49,998723;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:02,0s;183;214,000000;213,954830;214,000000;50,000959;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:03,0s;184;214,000000;213,978909;214,000000;49,999923;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:04,0s;185;214,000000;213,981366;214,000000;49,999421;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:05,0s;186;214,000000;213,910895;214,000000;49,998730;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:06,0s;187;214,000000;213,918443;214,000000;50,001185;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:07,0s;188;214,000000;214,036690;214,000000;49,998975;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:08,0s;189;214,000000;213,909145;214,000000;50,000403;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:09,0s;190;214,000000;213,893483;214,000000;49,996360;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:10,0s;191;214,000000;213,910091;214,000000;49,999215;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:11,0s;192;214,000000;213,927104;214,000000;49,998714;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:12,0s;193;214,000000;213,944326;214,000000;49,999682;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:13,0s;194;214,000000;213,970142;214,000000;49,999005;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:14,0s;195;214,000000;213,934848;214,000000;49,998432;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:15,0s;196;214,000000;214,099254;214,000000;50,000583;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:16,0s;197;214,000000;213,923592;214,000000;50,000211;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:17,0s;198;214,000000;214,092096;214,000000;50,001418;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:18,0s;199;214,000000;213,968905;214,000000;50,003179;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:19,0s;200;214,000000;213,991131;214,000000;49,997048;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:20,0s;201;214,000000;214,001600;214,000000;50,001038;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:21,0s;202;214,000000;213,931272;214,000000;49,998860;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:22,0s;203;214,000000;213,891521;214,000000;50,000130;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:23,0s;204;214,000000;214,078742;214,000000;50,001230;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:24,0s;205;214,000000;214,060761;214,000000;50,000844;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:25,0s;206;214,000000;213,997649;214,000000;50,000981;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:26,0s;207;214,000000;214,067940;214,000000;49,999831;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:27,0s;208;214,000000;213,945382;214,000000;49,999227;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:28,0s;209;214,000000;213,981167;214,000000;49,998815;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:29,0s;210;214,000000;213,988573;214,000000;49,999055;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:30,0s;211;214,000000;214,004908;214,000000;50,000385;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:31,0s;212;214,000000;214,053750;214,000000;49,999444;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:32,0s;213;214,000000;214,007159;214,000000;50,002315;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:33,0s;214;214,000000;213,923218;214,000000;49,998824;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:34,0s;215;214,000000;213,964668;214,000000;50,000620;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:35,0s;216;214,000000;214,006571;214,000000;50,004105;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:36,0s;217;214,000000;213,907241;214,000000;50,003309;1;1;0;1;0;0;1;1;1;8
16.8.2026 09:03:37,0s;218;214,000000;213,918550;214,000000;50,002778;1;1;0;1;0;0;1;1;1;8
