# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFK
# PLANT_TYPE=HES
# STEP_ID=MAX_LOAD_UP
# STEP_NAME=Maksimum kapasite bölgesi — yük alma testi
# TESIS_ADI=YHDA Örnek HES SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=190.0
# SFK_MAX_MW=240.0
# SFK_RESERVE_MW=24
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
time_s;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct
190;240,000000;240,070518;240,000000;50,000250;1;0;0;1;0;0;1;1;1;8
191;240,000000;239,953523;240,000000;49,999255;1;0;0;1;0;0;1;1;1;8
192;240,000000;239,935770;240,000000;50,001079;1;0;0;1;0;0;1;1;1;8
193;240,000000;240,038951;240,000000;50,000700;1;0;0;1;0;0;1;1;1;8
194;240,000000;239,849405;240,000000;49,996256;1;0;0;1;0;0;1;1;1;8
195;240,000000;240,107114;240,000000;49,999780;1;0;0;1;0;0;1;1;1;8
196;240,000000;240,065371;240,000000;49,999685;1;0;0;1;0;0;1;1;1;8
197;240,000000;239,888101;240,000000;49,999203;1;0;0;1;0;0;1;1;1;8
198;240,000000;240,045640;240,000000;50,001256;1;0;0;1;0;0;1;1;1;8
199;240,000000;240,119031;240,000000;50,000849;1;0;0;1;0;0;1;1;1;8
200;240,000000;240,023565;240,000000;49,998169;1;0;0;1;0;0;1;1;1;8
201;240,000000;240,050408;240,000000;50,000380;1;0;0;1;0;0;1;1;1;8
202;240,000000;239,936591;240,000000;50,001437;1;0;0;1;0;0;1;1;1;8
203;240,000000;240,039361;240,000000;50,000508;1;0;0;1;0;0;1;1;1;8
204;240,000000;239,922611;240,000000;50,000982;1;0;0;1;0;0;1;1;1;8
205;240,000000;239,948561;240,000000;50,002342;1;0;0;1;0;0;1;1;1;8
206;240,000000;239,919201;240,000000;49,999123;1;0;0;1;0;0;1;1;1;8
207;240,000000;239,849272;240,000000;50,002575;1;0;0;1;0;0;1;1;1;8
208;240,000000;240,038597;240,000000;49,999302;1;0;0;1;0;0;1;1;1;8
209;240,000000;239,977779;240,000000;50,002296;1;0;0;1;0;0;1;1;1;8
210;240,000000;239,930373;240,000000;49,997633;1;0;0;1;0;0;1;1;1;8
211;240,000000;240,015077;240,000000;50,002184;1;0;0;1;0;0;1;1;1;8
212;240,000000;239,995417;240,000000;49,998766;1;0;0;1;0;0;1;1;1;8
213;240,000000;240,049126;240,000000;49,998002;1;0;0;1;0;0;1;1;1;8
214;240,000000;240,061645;240,000000;50,003163;1;0;0;1;0;0;1;1;1;8
215;240,000000;240,094172;240,000000;50,000474;1;0;0;1;0;0;1;1;1;8
216;240,000000;240,218169;240,000000;49,998825;1;0;0;1;0;0;1;1;1;8
217;240,000000;239,990277;240,000000;50,000904;1;0;0;1;0;0;1;1;1;8
218;240,000000;240,012209;240,000000;50,000461;1;0;0;1;0;0;1;1;1;8
219;240,000000;240,014199;240,000000;49,999805;1;0;0;1;0;0;1;1;1;8
220;240,000000;240,002148;240,000000;49,998566;1;0;0;1;0;0;1;1;1;8
221;240,000000;240,048327;240,000000;49,999757;1;0;0;1;0;0;1;1;1;8
222;240,000000;240,017611;240,000000;50,000537;1;0;0;1;0;0;1;1;1;8
223;240,000000;239,952761;240,000000;50,000421;1;0;0;1;0;0;1;1;1;8
224;240,000000;240,044922;240,000000;49,999578;1;0;0;1;0;0;1;1;1;8
225;240,000000;239,977670;240,000000;49,999057;1;0;0;1;0;0;1;1;1;8
226;240,000000;240,000247;240,000000;49,997673;1;0;0;1;0;0;1;1;1;8
227;240,000000;239,981211;240,000000;50,000764;1;0;0;1;0;0;1;1;1;8
228;240,000000;239,913663;240,000000;49,997951;1;0;0;1;0;0;1;1;1;8
229;240,000000;240,041106;240,000000;49,999259;1;0;0;1;0;0;1;1;1;8
230;240,000000;239,945003;240,000000;49,998262;1;0;0;1;0;0;1;1;1;8
231;240,000000;239,967478;240,000000;49,999338;1;0;0;1;0;0;1;1;1;8
232;240,000000;239,992205;240,000000;49,999005;1;0;0;1;0;0;1;1;1;8
233;240,000000;240,063784;240,000000;49,998334;1;0;0;1;0;0;1;1;1;8
234;240,000000;239,971472;240,000000;50,002418;1;0;0;1;0;0;1;1;1;8
235;240,000000;239,876733;240,000000;50,001554;1;0;0;1;0;0;1;1;1;8
236;240,000000;239,977037;240,000000;50,002358;1;0;0;1;0;0;1;1;1;8
237;240,000000;239,936597;240,000000;50,004660;1;0;0;1;0;0;1;1;1;8
238;240,000000;239,990556;240,000000;49,999154;1;0;0;1;0;0;1;1;1;8
239;240,000000;240,068720;240,000000;49,998823;1;0;0;1;0;0;1;1;1;8
240;240,000000;239,976524;240,000000;49,996909;1;0;0;1;0;0;1;1;1;8
241;240,000000;239,946179;240,000000;50,000515;1;0;0;1;0;0;1;1;1;8
242;240,000000;240,007850;240,000000;49,998403;1;0;0;1;0;0;1;1;1;8
243;240,000000;239,992190;240,000000;49,999241;1;0;0;1;0;0;1;1;1;8
244;240,000000;239,905834;240,000000;50,003431;1;0;0;1;0;0;1;1;1;8
245;240,000000;240,038717;240,000000;50,002632;1;0;0;1;0;0;1;1;1;8
246;240,000000;239,997443;240,000000;49,999187;1;0;0;1;0;0;1;1;1;8
247;240,000000;240,075849;240,000000;50,001462;1;0;0;1;0;0;1;1;1;8
248;240,000000;240,023355;240,000000;50,002010;1;0;0;1;0;0;1;1;1;8
249;240,000000;239,918105;240,000000;50,001608;1;0;0;1;0;0;1;1;1;8
250;240,000000;240,040782;240,000000;50,000024;1;0;0;1;0;0;1;1;1;8
251;240,000000;239,992215;240,000000;49,999882;1;0;0;1;0;0;1;1;1;8
252;240,000000;239,960597;240,000000;49,998082;1;0;0;1;0;0;1;1;1;8
253;240,000000;240,012338;240,000000;49,999528;1;0;0;1;0;0;1;1;1;8
254;240,000000;240,035839;240,000000;50,000041;1;0;0;1;0;0;1;1;1;8
255;240,000000;240,015955;240,000000;49,998881;1;0;0;1;0;0;1;1;1;8
256;240,000000;240,106041;240,000000;49,999055;1;0;0;1;0;0;1;1;1;8
257;240,000000;239,884605;240,000000;50,002695;1;0;0;1;0;0;1;1;1;8
258;240,000000;239,987887;240,000000;49,996634;1;0;0;1;0;0;1;1;1;8
259;240,000000;239,942058;240,000000;50,004482;1;0;0;1;0;0;1;1;1;8
260;240,000000;239,934585;240,000000;50,002025;1;0;0;1;0;0;1;1;1;8
261;240,000000;239,897080;240,000000;49,999373;1;0;0;1;0;0;1;1;1;8
262;240,000000;239,955306;240,000000;50,001894;1;0;0;1;0;0;1;1;1;8
263;240,000000;240,019677;240,000000;50,002839;1;0;0;1;0;0;1;1;1;8
264;240,000000;240,067826;240,000000;49,999412;1;0;0;1;0;0;1;1;1;8
265;240,000000;239,956570;240,000000;50,000621;1;0;0;1;0;0;1;1;1;8
266;240,000000;240,001892;240,000000;50,000036;1;0;0;1;0;0;1;1;1;8
267;240,000000;240,100802;240,000000;49,999778;1;0;0;1;0;0;1;1;1;8
268;240,000000;239,959426;240,000000;50,000214;1;0;0;1;0;0;1;1;1;8
269;240,000000;239,970740;240,000000;50,001947;1;0;0;1;0;0;1;1;1;8
270;240,000000;239,910250;240,000000;49,999731;1;0;0;1;0;0;1;1;1;8
271;240,000000;240,018657;240,000000;49,998950;1;0;0;1;0;0;1;1;1;8
272;240,000000;239,882282;240,000000;50,001157;1;0;0;1;0;0;1;1;1;8
273;240,000000;239,987461;240,000000;49,999657;1;0;0;1;0;0;1;1;1;8
274;240,000000;240,078077;240,000000;49,999232;1;0;0;1;0;0;1;1;1;8
275;240,000000;239,997342;240,000000;50,002221;1;0;0;1;0;0;1;1;1;8
276;240,000000;240,040358;240,000000;49,998931;1;0;0;1;0;0;1;1;1;8
277;240,000000;240,003334;240,000000;50,001945;1;0;0;1;0;0;1;1;1;8
278;240,000000;240,070034;240,000000;50,000494;1;0;0;1;0;0;1;1;1;8
279;240,000000;240,025642;240,000000;50,001069;1;0;0;1;0;0;1;1;1;8
280;240,000000;240,114628;240,000000;49,999982;1;0;0;1;0;0;1;1;1;8
281;240,000000;239,954155;240,000000;50,000287;1;0;0;1;0;0;1;1;1;8
282;240,000000;239,947682;240,000000;49,998583;1;0;0;1;0;0;1;1;1;8
283;240,000000;240,077301;240,000000;50,000136;1;0;0;1;0;0;1;1;1;8
284;240,000000;239,956392;240,000000;49,998995;1;0;0;1;0;0;1;1;1;8
285;240,000000;240,003713;240,000000;50,000280;1;0;0;1;0;0;1;1;1;8
286;240,000000;239,947505;240,000000;49,999401;1;0;0;1;0;0;1;1;1;8
287;240,000000;240,102391;240,000000;49,999196;1;0;0;1;0;0;1;1;1;8
288;240,000000;240,022057;240,000000;50,000299;1;0;0;1;0;0;1;1;1;8
289;240,000000;240,104555;240,000000;50,000091;1;0;0;1;0;0;1;1;1;8
290;240,000000;240,106571;240,000000;49,997703;1;0;0;1;0;0;1;1;1;8
291;240,000000;239,999508;240,000000;50,000991;1;0;0;1;0;0;1;1;1;8
292;240,000000;240,093255;240,000000;50,000458;1;0;0;1;0;0;1;1;1;8
293;240,000000;240,045365;240,000000;50,000316;1;0;0;1;0;0;1;1;1;8
294;240,000000;240,074690;240,000000;49,996444;1;0;0;1;0;0;1;1;1;8
295;240,000000;240,092045;240,000000;49,997845;1;0;0;1;0;0;1;1;1;8
296;240,000000;239,962704;240,000000;49,999161;1;0;0;1;0;0;1;1;1;8
297;240,000000;239,960331;240,000000;50,000672;1;0;0;1;0;0;1;1;1;8
298;240,000000;240,124878;240,000000;49,999281;1;0;0;1;0;0;1;1;1;8
299;240,000000;239,980811;240,000000;49,998051;1;0;0;1;0;0;1;1;1;8
300;240,000000;239,957317;240,000000;50,001838;1;0;0;1;0;0;1;1;1;8
301;240,000000;240,048419;240,000000;49,998962;1;0;0;1;0;0;1;1;1;8
