# YHDA_VERSION=0.6.0
# TEST_SERVICE=RGDH
# PLANT_TYPE=EDUEDT
# STEP_ID=CHARGE_OE_MAX
# STEP_NAME=Sistemden enerji çekerken — aşırı ikaz maksimum
# TESIS_ADI=YHDA Örnek Depolamalı GES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=60
# AUX_SOURCE_PNOM_MW=100
# ONLINE_TOTAL_MW=160
# MAX_ACCESSIBLE_POWER_MW=90
# Q_REQUIRED_OE_MVAR=40
# Q_REQUIRED_UE_MVAR=-40
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# TOTAL_UNIT_COUNT=2
# ONLINE_UNIT_COUNT=2
# STEP_Q_TARGET_MVAR=40
# STEP_PSET_MW=-90
time_s;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar;soc_pct;stored_energy_mwh
178;154,075774;154,000000;-89,994600;40,077493;0;10,019373;-89,994600;30,058119;67,224867;134,449733
179;154,076742;154,000000;-89,879665;39,897528;0;9,974382;-89,879665;29,923146;67,234508;134,469017
180;154,064526;154,000000;-89,992871;40,005703;0;10,001426;-89,992871;30,004277;67,249822;134,499644
181;154,057078;154,000000;-90,041363;39,797404;0;9,949351;-90,041363;29,848053;67,263540;134,527080
182;154,073392;154,000000;-90,069755;39,814072;0;9,953518;-90,069755;29,860554;67,276763;134,553526
183;154,077744;154,000000;-90,028952;40,129940;0;10,032485;-90,028952;30,097455;67,288236;134,576472
184;154,053897;154,000000;-90,024833;39,782497;0;9,945624;-90,024833;29,836873;67,300635;134,601269
185;154,074827;154,000000;-90,094282;39,735602;0;9,933900;-90,094282;29,801701;67,314923;134,629845
186;154,112050;154,000000;-89,989913;40,018711;0;10,004678;-89,989913;30,014033;67,324739;134,649479
187;154,038749;154,000000;-90,001265;39,900231;0;9,975058;-90,001265;29,925173;67,337533;134,675066
188;154,033352;154,000000;-89,983576;40,023235;0;10,005809;-89,983576;30,017426;67,349571;134,699142
189;154,058965;154,000000;-89,960347;39,922086;0;9,980522;-89,960347;29,941565;67,361459;134,722918
190;154,064757;154,000000;-90,051917;40,046056;0;10,011514;-90,051917;30,034542;67,376370;134,752740
191;154,056825;154,000000;-89,939179;40,146092;0;10,036523;-89,939179;30,109569;67,385887;134,771773
192;154,050065;154,000000;-89,936030;39,878053;0;9,969513;-89,936030;29,908539;67,398294;134,796588
193;154,043941;154,000000;-89,989383;39,773317;0;9,943329;-89,989383;29,829988;67,412215;134,824431
194;154,053541;154,000000;-90,057118;39,940462;0;9,985116;-90,057118;29,955347;67,426539;134,853078
195;154,031862;154,000000;-90,102162;39,902462;0;9,975615;-90,102162;29,926846;67,440267;134,880534
196;154,021016;154,000000;-89,990748;40,132684;0;10,033171;-89,990748;30,099513;67,449748;134,899496
197;154,035916;154,000000;-90,038358;39,926873;0;9,981718;-90,038358;29,945154;67,463550;134,927099
198;154,054394;154,000000;-90,086379;40,030077;0;10,007519;-90,086379;30,022558;67,477375;134,954751
199;154,060087;154,000000;-89,934440;40,022876;0;10,005719;-89,934440;30,017157;67,485688;134,971376
200;154,036190;154,000000;-90,088290;39,944211;0;9,986053;-90,088290;29,958158;67,502452;135,004905
201;154,052213;154,000000;-90,032878;40,040138;0;10,010035;-90,032878;30,030104;67,513418;135,026836
202;154,017899;154,000000;-90,005005;39,906427;0;9,976607;-90,005005;29,929820;67,525140;135,050281
203;154,005159;154,000000;-89,922650;40,138252;0;10,034563;-89,922650;30,103689;67,535319;135,070638
204;154,068539;154,000000;-89,958986;39,895386;0;9,973847;-89,958986;29,921540;67,548838;135,097676
205;154,102688;154,000000;-90,013436;40,098034;0;10,024509;-90,013436;30,073526;67,562883;135,125765
206;154,027281;154,000000;-90,068358;40,154823;0;10,038706;-90,068358;30,116117;67,576956;135,153912
207;154,027187;154,000000;-89,977091;40,024131;0;10,006033;-89,977091;30,018098;67,586841;135,173683
208;154,032600;154,000000;-90,017606;40,246393;0;10,061598;-90,017606;30,184795;67,600509;135,201017
209;154,041925;154,000000;-90,047555;39,986070;0;9,996517;-90,047555;29,989552;67,613880;135,227761
210;154,068757;154,000000;-89,923682;40,044394;0;10,011099;-89,923682;30,033296;67,622774;135,245548
211;154,011884;154,000000;-90,011800;40,087280;0;10,021820;-90,011800;30,065460;67,637846;135,275692
212;154,023024;154,000000;-89,897496;40,084110;0;10,021028;-89,897496;30,063083;67,646982;135,293964
213;154,036041;154,000000;-90,012556;40,008647;0;10,002162;-90,012556;30,006485;67,662871;135,325743
214;154,027471;154,000000;-89,951251;39,914511;0;9,978628;-89,951251;29,935884;67,673551;135,347102
215;154,062632;154,000000;-89,975416;39,785288;0;9,946322;-89,975416;29,838966;67,686766;135,373532
216;154,068521;154,000000;-89,980600;39,697395;0;9,924349;-89,980600;29,773047;67,699418;135,398836
217;154,014688;154,000000;-89,963481;40,038479;0;10,009620;-89,963481;30,028859;67,711399;135,422799
218;154,010536;154,000000;-90,059356;39,991284;0;9,997821;-90,059356;29,993463;67,726797;135,453594
219;154,005736;154,000000;-90,077988;40,090998;0;10,022749;-90,077988;30,068248;67,739872;135,479744
220;154,038980;154,000000;-90,030995;39,970466;0;9,992616;-90,030995;29,977849;67,750947;135,501894
221;154,087726;154,000000;-90,021029;39,905202;0;9,976300;-90,021029;29,928901;67,763145;135,526291
222;154,035560;154,000000;-90,031723;40,237707;0;10,059427;-90,031723;30,178280;67,775978;135,551956
223;154,019160;154,000000;-89,980461;39,974718;0;9,993679;-89,980461;29,981038;67,786895;135,573790
224;154,025541;154,000000;-89,944071;40,065364;0;10,016341;-89,944071;30,049023;67,798260;135,596520
225;154,024561;154,000000;-89,936094;40,114411;0;10,028603;-89,936094;30,085808;67,810503;135,621006
226;153,996293;154,000000;-90,004606;39,886483;0;9,971621;-90,004606;29,914862;67,825145;135,650289
227;154,016944;154,000000;-90,017842;39,905844;0;9,976461;-90,017842;29,929383;67,838063;135,676125
228;153,983311;154,000000;-89,907552;39,934159;0;9,983540;-89,907552;29,950619;67,847072;135,694145
229;154,018630;154,000000;-90,010451;39,997832;0;9,999458;-90,010451;29,998374;67,862832;135,725665
230;154,048194;154,000000;-89,969217;39,900187;0;9,975047;-89,969217;29,925140;67,874017;135,748033
231;154,055649;154,000000;-89,986127;40,048558;0;10,012140;-89,986127;30,036419;67,887055;135,774110
232;154,005927;154,000000;-90,021285;40,055600;0;10,013900;-90,021285;30,041700;67,900686;135,801372
233;154,048356;154,000000;-89,867506;39,970998;0;9,992749;-89,867506;29,978248;67,908212;135,816425
234;154,032867;154,000000;-89,959065;39,866202;0;9,966550;-89,959065;29,899651;67,923670;135,847339
235;154,010358;154,000000;-89,977027;39,920784;0;9,980196;-89,977027;29,940588;67,936750;135,873500
236;154,034992;154,000000;-89,987141;40,068568;0;10,017142;-89,987141;30,051426;67,949578;135,899157
237;154,019413;154,000000;-90,022214;39,892566;0;9,973141;-90,022214;29,919424;67,963231;135,926462
238;153,998609;154,000000;-90,047151;40,023799;0;10,005950;-90,047151;30,017849;67,976559;135,953117
