# YHDA_VERSION=0.5
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=OE_MKUD
# STEP_NAME=Aşırı ikaz — MKÜD çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=82
# STEP_PSET_MW=120
time_s;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
15;379,987843;399,695085;119,857213;-0,211592;15,745230;1178,137909;10500,824973;0,999998
16;380,048665;400,082034;120,068420;-0,012802;15,748891;1182,830734;10502,453274;1,000000
17;380,029223;400,145271;120,065740;0,162884;15,752306;1181,964175;10501,163527;0,999999
18;379,980861;400,040775;119,963542;-0,361083;15,749405;1185,653053;10505,778915;0,999995
19;380,024894;400,201489;119,993282;-0,244486;15,747740;1183,676879;10503,803024;0,999998
20;380,005638;400,057180;119,931939;-0,079328;15,751984;1178,149322;10504,620347;1,000000
21;379,997760;400,232906;120,066956;-0,065718;15,757866;1179,117604;10495,830787;1,000000
22;380,027640;399,877323;119,982845;0,004064;15,754235;1183,911059;10501,850776;1,000000
23;380,020784;399,952991;120,004359;0,254530;15,751479;1184,966255;10499,402360;0,999998
24;380,039390;400,056310;119,914564;-0,300391;15,754846;1178,293434;10496,947798;0,999997
25;380,010020;399,740772;120,063720;-0,492683;15,753964;1178,367280;10507,302534;0,999992
26;380,000471;400,109762;119,903913;0,159643;15,754191;1180,105229;10495,890560;0,999999
27;380,024552;400,428269;120,064494;-0,238587;15,748432;1182,317634;10499,479969;0,999998
28;380,004704;399,735649;120,128954;0,436560;15,752315;1181,967062;10509,644950;0,999993
29;380,053704;400,166109;119,862926;-0,000266;15,753089;1177,402266;10496,309664;1,000000
30;380,050447;399,942940;120,154273;-0,043378;15,746705;1180,968454;10501,980838;1,000000
31;380,007553;399,905350;120,000758;0,040497;15,756038;1178,726059;10506,083011;1,000000
32;380,021586;400,138822;119,986430;-0,051472;15,746838;1181,823431;10495,796793;1,000000
33;380,041567;399,849684;119,960966;0,356504;15,744571;1184,846390;10503,176126;0,999996
34;380,046163;399,531671;119,904333;0,736360;15,756321;1188,010220;10512,028322;0,999981
35;380,046455;399,996342;120,028240;1,277826;15,752592;1191,515588;10505,355481;0,999943
36;380,038050;399,979028;120,014025;1,492302;15,754791;1181,071190;10519,793960;0,999923
37;380,031770;400,384259;120,088304;2,077162;15,758632;1195,074079;10526,079087;0,999850
38;380,076216;400,003005;120,072748;2,571543;15,747761;1190,658114;10520,987251;0,999771
39;380,078071;399,936354;120,009759;3,343949;15,764565;1199,573220;10537,800499;0,999612
40;380,050388;399,965137;119,973772;3,945877;15,754372;1202,778320;10535,686102;0,999460
41;380,056265;399,849773;120,001081;4,788385;15,760305;1207,049143;10550,936065;0,999205
42;380,032215;399,925462;119,971274;5,857759;15,766928;1208,205043;10564,355932;0,998810
43;380,029703;400,130849;119,986746;6,556993;15,769546;1210,568734;10571,210263;0,998510
44;380,033573;400,048630;119,985182;7,627420;15,773722;1215,572394;10582,672981;0,997986
45;380,042302;399,644145;119,996896;8,515158;15,772957;1218,205089;10596,457283;0,997492
46;380,066691;400,063074;120,019136;9,482064;15,775936;1228,082903;10596,891138;0,996894
47;380,034902;399,977059;119,992149;10,902146;15,781342;1232,895225;10619,639801;0,995898
48;380,038664;400,153892;120,002275;12,111209;15,779126;1242,100070;10634,090984;0,994946
49;380,043196;399,945814;120,144786;12,985163;15,784916;1242,877358;10647,486492;0,994210
50;380,019608;399,998875;120,090581;14,810359;15,794606;1248,732470;10659,255738;0,992481
51;380,067657;400,255690;119,999695;15,552233;15,793395;1263,237025;10670,826796;0,991706
52;380,067057;399,527769;120,009237;17,256379;15,798498;1270,209737;10694,024897;0,989820
53;380,101783;399,832330;120,066302;18,361161;15,800031;1269,151425;10707,393851;0,988508
54;380,052932;400,092919;119,904739;19,761226;15,802162;1276,134565;10713,420683;0,986690
55;380,030048;400,154866;120,088929;21,008931;15,810442;1284,185810;10730,798797;0,985040
56;380,004284;399,885843;120,053295;22,767709;15,809426;1290,024069;10750,027506;0,982488
57;380,043848;399,922529;119,958688;24,579936;15,818277;1305,391972;10772,599110;0,979646
58;380,077111;400,079180;119,963781;25,549980;15,816679;1311,952521;10785,471179;0,978063
59;380,076294;400,117811;119,984380;27,010507;15,821967;1327,357298;10801,799008;0,975585
60;380,093734;399,980345;119,981646;29,187741;15,831847;1330,020048;10825,243974;0,971662
61;380,062708;399,979914;119,954143;30,661972;15,825276;1335,739818;10839,390610;0,968849
62;380,037118;400,115496;119,910177;31,839806;15,843017;1349,677947;10863,318781;0,966508
63;380,023151;400,178910;120,012563;33,789113;15,833038;1345,671751;10867,578535;0,962577
64;380,010793;399,692149;119,940688;35,258989;15,847461;1358,005876;10891,235618;0,959404
65;380,055051;400,154586;119,989954;37,414581;15,852439;1367,438803;10913,857059;0,954666
66;380,056067;399,909063;119,989256;38,485660;15,853620;1373,682077;10918,712366;0,952219
67;380,125469;400,071314;119,911398;40,640645;15,854008;1383,299038;10941,644937;0,947083
68;380,075960;399,968194;119,999508;41,911699;15,864318;1396,111711;10963,194979;0,944074
69;380,059536;400,044078;120,129308;43,505114;15,863601;1404,713911;10978,449817;0,940241
70;380,067097;400,328162;120,108789;44,997432;15,876131;1412,298869;10994,941528;0,936440
71;380,096966;400,083208;119,904325;46,813686;15,869298;1418,840678;11011,620806;0,931520
72;380,070412;399,936955;119,993355;48,506904;15,885243;1426,643283;11034,761521;0,927113
73;380,076839;400,160373;119,908137;49,795587;15,887560;1439,773056;11051,235875;0,923531
74;380,116667;399,892793;119,999787;51,342146;15,890269;1447,898253;11062,711181;0,919384
75;380,060084;399,861795;120,054198;52,925338;15,893008;1453,095970;11085,744112;0,915030
76;380,081104;400,237056;119,867402;54,442422;15,886817;1463,653997;11102,082973;0,910489
77;380,069912;399,932162;119,992890;56,307803;15,900560;1474,609054;11116,700362;0,905282
78;380,110508;399,983633;120,029155;57,717123;15,906462;1475,130110;11132,749166;0,901221
79;380,079573;400,203587;120,023336;59,209756;15,908999;1486,235585;11152,503966;0,896811
80;380,060680;399,626103;120,001279;60,985966;15,912416;1489,395929;11167,750247;0,891480
81;380,102267;399,910897;119,869260;61,986777;15,917407;1500,835658;11178,648827;0,888262
82;380,106270;399,966659;120,006080;63,338002;15,922921;1507,494378;11189,666695;0,884380
83;380,111744;400,006507;119,963767;64,812743;15,918830;1510,952913;11219,596315;0,879806
84;380,080681;399,713780;120,013272;66,565313;15,933422;1518,169270;11229,683154;0,874493
85;380,089257;399,890001;119,999853;67,499588;15,932895;1523,946970;11247,040044;0,871577
86;380,057389;400,051391;120,040837;68,669921;15,931948;1531,402196;11256,516358;0,868009
87;380,060137;400,023379;119,966130;70,292686;15,941390;1540,751287;11274,502759;0,862799
88;380,084809;399,901355;119,921354;71,280119;15,941822;1548,617959;11285,387716;0,859613
89;380,083728;400,058329;120,013817;72,192648;15,943153;1549,008628;11291,467447;0,856912
90;380,048927;399,896639;119,970931;73,675904;15,942845;1556,387369;11316,662267;0,852141
91;380,037659;400,160169;120,056047;74,328963;15,951532;1561,252928;11323,862152;0,850238
92;380,065301;400,248278;119,927317;75,501479;15,951861;1559,540906;11331,156253;0,846259
93;380,067270;399,878997;120,080161;76,355861;15,952945;1570,186697;11340,270915;0,843849
94;380,057444;400,041098;119,929671;77,302044;15,958671;1574,590550;11347,062329;0,840526
95;380,147861;399,977548;119,913403;77,515284;15,955883;1579,362868;11352,783074;0,839812
96;380,105878;400,082792;119,925700;78,749831;15,959316;1581,661468;11361,370054;0,835893
97;380,088834;400,194934;120,022117;79,136236;15,957915;1587,159103;11377,259449;0,834860
98;380,123077;399,996707;119,956181;79,859496;15,961287;1591,848825;11371,852870;0,832407
99;380,089350;399,878595;119,897691;80,227406;15,969376;1591,693971;11376,448353;0,831103
100;380,097760;399,820838;120,016094;81,235403;15,971203;1596,128546;11398,721023;0,828130
101;380,107753;400,007249;120,025527;81,557299;15,965591;1596,641309;11401,165086;0,827119
102;380,060963;399,913022;120,004800;81,535998;15,970922;1601,979415;11404,648107;0,827142
103;380,059192;399,706494;120,046700;81,770529;15,966684;1599,558231;11398,625034;0,826482
104;380,128820;399,899945;120,025172;82,174976;15,973554;1598,989705;11400,136711;0,825139
105;380,089741;400,031228;119,971850;82,278717;15,972475;1594,326694;11406,965247;0,824689
106;380,055201;399,962556;120,102352;81,638690;15,971835;1599,149341;11394,154496;0,827025
107;380,060556;400,069855;119,947510;81,825224;15,966633;1600,213611;11402,167238;0,826090
108;380,118080;399,899596;120,018031;82,010422;15,974067;1605,601037;11404,878636;0,825651
109;380,069825;400,013024;119,925264;82,289762;15,974448;1600,734338;11401,026594;0,824551
110;380,059345;399,940915;120,051391;81,850220;15,964323;1602,068137;11405,829596;0,826237
111;380,114033;399,726013;120,024537;82,088874;15,966400;1600,207322;11408,837974;0,825414
112;380,106880;399,973198;120,041308;81,898443;15,967876;1603,691114;11395,884503;0,826060
113;380,074095;400,268352;119,963782;82,070218;15,965671;1604,929252;11403,298736;0,825340
114;380,093724;399,913081;120,054264;81,738804;15,967256;1602,138336;11401,668626;0,826600
115;380,102756;400,103242;120,022785;81,682432;15,969912;1602,784123;11393,933377;0,826712
116;380,093592;399,785568;120,007468;82,191525;15,970790;1599,778031;11399,382580;0,825047
117;380,083908;399,915968;119,953235;82,190008;15,975158;1599,529185;11404,810761;0,824933
118;380,082587;400,077027;119,997288;82,020019;15,968442;1597,849230;11410,455999;0,825575
119;380,060334;400,000090;120,056399;81,905382;15,971164;1597,553398;11406,393224;0,826071
120;380,099654;399,897106;119,953508;81,959213;15,974602;1603,513766;11400,345736;0,825674
121;380,124334;400,008392;119,903191;82,074051;15,972500;1602,790430;11407,010239;0,825195
122;380,061303;400,074722;120,052998;82,113830;15,974897;1596,918066;11406,826052;0,825396
123;380,119787;399,998053;120,101817;81,989364;15,967451;1597,706704;11403,697087;0,825901
124;380,108374;400,283652;120,098190;82,089136;15,970001;1594,143493;11401,927774;0,825574
125;380,085935;399,969249;120,108502;81,509620;15,972841;1597,545165;11398,065084;0,827452
126;380,072102;399,686209;119,901979;81,769616;15,971408;1594,909665;11403,578362;0,826169
127;380,085925;400,011220;120,052292;81,808414;15,975419;1603,115785;11400,881315;0,826373
128;380,076062;399,951358;120,106193;81,909718;15,969984;1601,043466;11401,518107;0,826166
129;380,066290;400,117872;119,939233;81,734679;15,965743;1598,460231;11401,381937;0,826362
130;380,113174;400,040561;119,894348;82,107115;15,973833;1602,318430;11407,943444;0,825069
131;380,072010;399,968060;119,996234;82,248293;15,976019;1594,800045;11402,793430;0,824841
132;380,138723;400,210568;120,063726;81,980003;15,968880;1598,256547;11401,003975;0,825848
133;380,101082;399,918638;120,030991;81,783484;15,976671;1600,126256;11394,876467;0,826406
134;380,100751;400,075330;119,989676;81,954594;15,971455;1602,079131;11399,751000;0,825768
135;380,109476;400,358538;120,007200;82,087167;15,966025;1597,715515;11400,865506;0,825381
136;380,100721;400,006698;120,022280;81,795427;15,966559;1600,715292;11399,454289;0,826349
137;380,093590;400,020911;120,036698;82,042427;15,968050;1593,922532;11404,958945;0,825589
138;380,091646;399,779553;119,977773;82,167985;15,972016;1596,882524;11403,889896;0,825057
139;380,099858;399,790983;119,873670;81,973425;15,968647;1600,747155;11398,428930;0,825453
140;380,098010;399,675591;119,916425;82,121451;15,965269;1603,417898;11402,142386;0,825072
141;380,090191;400,152313;119,982612;81,361067;15,965601;1599,824900;11392,998319;0,827654
142;380,132425;399,758275;120,045780;81,935883;15,977664;1602,124757;11408,172078;0,825950
143;380,076602;400,192505;120,035971;81,974026;15,968760;1602,199649;11404,554201;0,825807
144;380,111871;400,429086;120,030065;82,044907;15,973224;1595,541246;11401,452623;0,825567
145;380,099276;400,094024;120,016650;81,921165;15,962696;1598,067418;11396,079853;0,825934
146;380,080953;399,820551;119,992652;81,907244;15,971546;1598,617217;11399,701378;0,825926
147;380,114059;400,042642;119,892675;82,181146;15,971147;1598,009868;11405,797411;0,824828
148;380,079557;400,102597;119,995126;81,790945;15,969811;1599,473559;11404,423055;0,826304
149;380,112793;400,037290;120,123239;81,734012;15,967867;1603,565292;11405,951442;0,826766
150;380,126199;399,578615;119,956135;82,078665;15,972648;1601,408245;11406,057937;0,825296
151;380,089349;399,971219;120,089315;81,958176;15,972571;1605,526715;11401,827744;0,825974
152;380,123322;400,240624;119,985424;81,625584;15,970962;1602,878364;11398,296059;0,826813
153;380,108236;399,926205;119,957334;81,869924;15,971211;1596,306213;11401,412450;0,825968
154;380,086388;400,250906;120,021120;81,745115;15,974142;1598,591019;11396,525131;0,826508
155;380,099501;399,923914;119,951965;82,274667;15,975233;1601,258276;11408,204566;0,824659
156;380,112515;400,089779;120,022549;82,014877;15,965616;1593,509834;11391,469171;0,825646
157;380,103335;399,747301;120,030418;81,855450;15,972209;1599,176125;11401,090506;0,826174
158;380,095641;400,236885;119,980352;81,954480;15,966593;1600,762431;11403,488960;0,825748
159;380,128805;399,969939;119,922097;82,164565;15,975633;1604,954664;11405,087496;0,824946
160;380,130071;399,806760;120,066127;81,792933;15,966814;1600,111002;11403,725528;0,826453
161;380,123306;399,897774;120,057045;82,107066;15,974906;1601,760366;11404,794951;0,825427
162;380,085043;399,850347;119,945373;81,914791;15,965706;1598,483288;11403,414589;0,825798
163;380,121725;400,024005;120,018427;82,050018;15,971148;1597,838302;11398,784260;0,825525
164;380,134881;399,750352;120,077395;82,098625;15,976318;1597,877335;11402,459057;0,825498
165;380,088611;400,014553;119,987007;82,280253;15,967609;1602,017321;11404,226732;0,824718
166;380,136463;400,031562;120,074757;81,955569;15,960897;1601,666745;11402,198373;0,825951
167;380,123824;399,816818;119,942337;81,866064;15,970299;1604,014787;11393,564583;0,825948
168;380,127031;399,473419;119,985228;81,856856;15,971354;1596,315414;11395,343415;0,826071
169;380,070248;399,913461;120,027115;82,015186;15,968786;1600,970441;11408,415396;0,825655
170;380,065713;399,853905;119,975344;81,983333;15,971194;1604,557179;11397,253693;0,825644
171;380,094582;399,959141;119,998509;81,767551;15,978248;1599,417918;11397,560202;0,826386
172;380,052383;400,057622;120,120271;81,977336;15,965686;1598,942474;11406,129323;0,825980
173;380,093768;400,058545;119,999415;82,153736;15,968394;1602,826101;11401,798226;0,825151
174;380,045790;399,884567;120,071613;82,278089;15,972204;1599,173367;11396,618706;0,824911
175;380,077901;400,128927;119,970635;81,851460;15,975677;1602,142462;11407,192916;0,826056
176;380,085944;399,902384;120,088079;81,856393;15,969084;1603,337820;11401,245628;0,826297
177;380,132819;399,719408;120,039108;82,047563;15,968950;1604,978889;11407,483128;0,825578
178;380,068485;400,131451;119,977902;81,979973;15,970415;1604,775027;11399,947542;0,825660
179;380,059579;399,922015;120,005802;82,230198;15,973035;1606,924043;11413,690094;0,824920
180;380,057628;399,924764;119,900571;81,517724;15,966723;1594,984816;11394,916169;0,826974
181;380,094944;399,893378;120,058379;82,048356;15,971808;1600,337183;11406,692820;0,825618
182;380,079502;399,863358;119,899162;81,796495;15,970478;1603,212696;11389,983349;0,826076
183;380,059701;400,083644;119,914239;81,991310;15,966472;1599,852924;11397,369171;0,825485
184;380,107611;399,873491;119,892819;82,017210;15,972007;1594,642683;11398,572634;0,825354
185;380,054345;400,116714;120,007882;82,079889;15,972239;1603,280298;11399,788684;0,825406
186;380,065179;399,943891;119,936230;82,002009;15,972141;1599,647053;11400,414022;0,825498
187;380,091801;399,904300;120,007331;82,381936;15,971764;1599,309495;11411,062318;0,824437
188;380,069923;399,764067;119,944059;82,050682;15,976267;1597,697344;11401,516720;0,825360
189;380,075958;399,728619;119,958806;81,884297;15,975173;1597,287157;11396,601259;0,825925
190;380,055668;399,747660;120,026587;82,065846;15,966249;1599,370658;11402,713800;0,825492
191;380,100824;400,330941;119,972615;81,631537;15,967686;1596,586815;11396,244354;0,826766
192;380,073082;400,050731;119,939373;81,914587;15,971405;1599,473890;11399,968930;0,825786
193;380,037877;399,898185;120,028498;82,009234;15,966277;1601,896079;11401,892248;0,825677
194;380,116743;400,200098;120,019782;82,156434;15,970375;1603,234579;11402,962713;0,825187
195;380,056564;399,930852;119,938218;81,817197;15,975323;1600,014930;11400,469630;0,826095
196;380,081507;399,508710;119,967573;81,851458;15,967197;1598,531137;11403,800968;0,826050
197;380,088990;399,987669;119,922516;82,082895;15,966655;1601,134447;11410,527512;0,825209
198;380,058204;400,117270;120,029948;82,342352;15,973281;1597,922966;11402,676798;0,824613
199;380,049254;399,895208;119,940858;82,046109;15,968512;1596,489914;11400,980150;0,825367
200;380,126103;399,793599;120,050759;82,079288;15,969772;1601,370952;11407,340529;0,825502
201;380,087959;400,025142;120,154051;82,054385;15,974407;1590,372039;11408,294139;0,825808
202;380,071668;400,030966;120,057925;81,969157;15,973919;1600,495823;11405,964072;0,825870
203;380,098470;399,894444;120,028238;81,780090;15,972435;1597,784154;11401,008896;0,826411
204;380,112174;399,893045;119,892691;82,072447;15,970389;1598,650072;11399,492596;0,825177
205;380,066924;400,142213;120,045293;82,161854;15,971597;1598,340719;11402,386986;0,825225
206;380,064236;400,328608;119,901482;81,898401;15,970559;1601,364970;11401,431169;0,825755
207;380,086950;400,200531;119,947679;81,861483;15,976703;1600,983615;11400,269880;0,825974
208;380,072412;400,129441;119,919635;81,666550;15,961801;1604,217927;11391,084812;0,826538
209;380,055289;400,034167;119,863466;81,987547;15,972254;1599,512014;11401,737026;0,825385
210;380,094011;400,010738;120,073948;82,247916;15,966956;1597,622057;11408,443646;0,825012
211;380,119088;399,603261;119,838382;81,964955;15,969030;1593,435084;11400,172260;0,825403
212;380,024440;399,699643;120,078009;81,927581;15,978405;1599,890559;11402,207813;0,826047
213;380,049959;399,999200;119,792890;81,697744;15,973518;1599,577766;11399,561614;0,826161
214;380,071149;400,318723;120,087494;81,861933;15,973709;1597,475730;11402,823116;0,826278
215;380,075827;399,730289;119,983057;81,909584;15,972889;1599,471988;11400,919431;0,825897
216;380,087856;399,897908;119,955366;82,199023;15,977660;1603,998417;11399,781342;0,824909
217;380,101610;400,006502;120,095079;82,003887;15,966324;1598,245760;11399,024931;0,825840
218;380,061522;399,905592;119,900499;82,149048;15,967456;1603,943971;11399,517976;0,824948
219;380,053156;399,812298;120,052029;81,920529;15,968677;1599,137152;11398,760909;0,826013
220;380,094647;400,155904;120,104934;82,019146;15,967767;1598,347272;11396,594306;0,825813
221;380,093027;400,016718;120,007363;81,897049;15,968659;1600,127545;11398,264333;0,825991
222;380,079642;399,961184;119,951527;82,305613;15,971533;1597,279975;11406,236711;0,824558
223;380,065013;400,025209;119,870140;82,144007;15,971220;1599,405690;11409,564251;0,824898
224;380,107385;399,951834;119,881802;82,065692;15,975310;1603,002269;11408,981877;0,825175
225;380,057972;400,045817;119,953383;81,822884;15,965638;1603,393741;11399,301244;0,826110
226;380,059440;400,007274;120,039340;81,934638;15,963343;1597,363725;11410,528737;0,825940
227;380,041391;400,283240;119,964525;82,463714;15,974985;1604,569648;11405,309845;0,824080
228;380,044892;400,030809;119,865788;82,241251;15,968896;1604,065207;11400,842847;0,824576
229;380,096345;399,752203;120,010586;81,947281;15,973130;1603,503689;11402,217689;0,825837
230;380,056934;399,994511;119,816778;81,672487;15,970839;1598,465653;11399,671291;0,826294
231;380,051398;399,734578;120,060836;81,832268;15,972422;1597,576431;11397,952472;0,826315
232;380,023042;399,854495;120,027072;81,775044;15,969245;1603,912483;11406,158498;0,826425
233;380,055595;400,051968;119,909860;82,128192;15,968466;1596,184480;11404,768878;0,825036
234;380,055608;400,075993;119,861357;82,035229;15,970020;1600,420379;11401,186631;0,825228
235;380,029582;400,151846;119,986693;81,854983;15,970644;1599,489280;11395,804220;0,826080
236;380,027090;399,852657;120,004641;81,909889;15,968880;1597,656036;11401,761637;0,825944
237;380,050477;400,102332;120,079835;81,804968;15,969684;1603,270440;11405,503027;0,826444
238;380,094298;400,372533;119,996711;82,043710;15,969828;1602,440651;11403,506240;0,825497
239;380,029079;399,758832;120,015074;82,482952;15,965166;1598,601310;11404,603430;0,824130
240;380,010467;399,911882;119,996698;81,961102;15,968949;1597,644261;11400,874755;0,825762
241;380,050405;400,058363;119,888967;82,252982;15,971279;1599,944817;11400,290034;0,824590
242;380,052610;399,978851;119,966610;81,876913;15,966498;1598,992539;11404,339018;0,825966
243;380,026492;400,239050;120,056953;82,031746;15,967420;1594,513397;11399,065002;0,825668
244;380,062330;399,959571;119,907852;81,986979;15,970773;1600,716062;11405,560232;0,825484
245;380,056207;399,835077;120,113895;82,181026;15,973335;1602,523036;11406,040866;0,825314
246;380,032149;399,779910;120,104221;81,989695;15,971328;1603,349264;11396,452754;0,825906
247;380,025019;400,145927;119,919534;81,981404;15,968220;1606,240984;11394,305089;0,825528
248;380,059508;400,093732;120,065564;81,901657;15,970144;1598,822035;11403,155549;0,826103
249;380,084248;400,111891;119,916803;81,734934;15,963034;1601,152974;11407,140490;0,826312
250;380,061304;399,869381;120,145617;81,883938;15,967914;1599,204731;11401,579079;0,826335
251;380,093788;400,136887;120,007564;81,893475;15,969881;1604,095770;11396,760209;0,826003
252;380,015150;400,054545;120,019675;82,315606;15,978325;1598,040405;11401,997444;0,824676
253;380,052407;399,844092;120,095969;82,055314;15,967805;1599,460601;11408,161037;0,825678
254;380,078142;400,214489;119,878691;82,013287;15,966198;1600,175850;11404,216204;0,825336
255;380,035006;399,906204;119,889212;82,074451;15,972328;1603,065387;11402,810347;0,825163
256;380,023568;399,955662;119,944236;82,098283;15,972954;1600,686990;11405,397649;0,825207
257;380,047349;400,134214;120,092697;82,072976;15,964251;1601,370172;11399,472313;0,825614
258;380,038379;400,236581;119,986980;82,191966;15,969533;1596,680648;11402,708622;0,825001
259;380,015096;400,131096;120,180013;82,032406;15,970814;1599,073858;11402,288670;0,825935
260;379,993966;399,975629;120,004762;82,133854;15,970948;1597,536196;11398,557819;0,825226
261;380,002482;400,194737;119,994862;82,038659;15,966294;1600,085180;11394,608794;0,825509
262;379,991723;400,112659;119,955797;81,802162;15,974377;1604,053831;11401,860129;0,826182
263;380,034256;399,749406;119,982527;82,093007;15,969094;1603,081532;11399,376319;0,825308
264;379,989103;400,195667;119,888067;82,083462;15,973712;1597,658850;11402,289568;0,825132
265;380,007046;399,782312;120,003151;81,823791;15,969670;1601,456433;11393,709930;0,826216
266;380,023671;399,939755;119,882934;81,584757;15,971402;1601,727755;11389,735092;0,826720
267;380,008307;400,159079;120,004872;81,738831;15,970753;1599,296202;11396,665688;0,826492
268;380,022450;399,900080;119,963164;82,031800;15,973442;1601,503747;11399,820896;0,825462
269;380,045580;400,033017;120,095650;82,002698;15,968188;1597,740585;11403,440842;0,825845
270;380,004979;399,765786;120,033921;82,100906;15,963389;1594,952275;11406,427456;0,825396
271;379,990911;399,997448;120,060167;82,067053;15,969964;1606,789446;11395,746575;0,825562
272;379,992704;399,985786;120,014456;82,180562;15,962299;1600,015194;11406,600101;0,825098
273;379,968938;400,370968;120,082423;81,799292;15,970776;1597,523938;11397,492101;0,826468
274;380,040301;399,861791;120,027133;82,148363;15,969162;1598,520601;11410,380460;0,825229
275;380,006612;400,133637;119,964988;82,260778;15,968929;1603,702438;11405,258905;0,824732
276;380,058177;399,751901;120,008855;81,890299;15,968942;1597,493875;11403,876961;0,826016
277;380,017654;400,256496;119,977971;82,223229;15,969208;1602,777503;11403,370635;0,824881
278;379,998292;399,703884;120,042695;82,096105;15,971712;1603,386386;11402,395860;0,825430
279;379,992407;400,142552;119,981079;81,997637;15,969731;1601,498110;11402,070410;0,825611
280;379,972413;399,940698;119,978623;81,990181;15,966435;1606,345652;11402,355857;0,825629
281;380,053763;399,879398;120,067539;82,140566;15,965713;1598,598016;11401,335550;0,825342
282;379,983896;399,985032;119,872172;82,132452;15,964036;1599,163548;11400,696305;0,824939
283;380,001075;400,004230;119,952115;82,414689;15,968008;1599,715530;11409,212565;0,824210
284;379,988821;400,318758;119,964327;82,181716;15,972048;1598,420080;11404,903946;0,824984
