# YHDA_VERSION=0.7.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=OE_MAX
# STEP_NAME=Aşırı ikaz — maksimum çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=155
# STEP_PSET_MW=285
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
16.8.2026 09:00:20,0s;21;380,035244;399,956729;285,178695;0,258499;15,742619;1180,874281;10508,341066;1,000000
16.8.2026 09:00:21,0s;22;380,044297;400,025537;285,094535;-0,055808;15,744482;1183,298377;10496,290114;1,000000
16.8.2026 09:00:22,0s;23;379,993578;400,037191;285,093916;0,292450;15,758644;1178,259493;10510,050636;0,999999
16.8.2026 09:00:23,0s;24;380,044790;399,974702;284,957276;-0,358288;15,754353;1175,743377;10502,876804;0,999999
16.8.2026 09:00:24,0s;25;380,029230;399,578979;285,401397;-0,268656;15,760530;1183,559612;10503,173701;1,000000
16.8.2026 09:00:25,0s;26;380,003087;399,924805;285,097103;-0,063100;15,749369;1181,534114;10496,896353;1,000000
16.8.2026 09:00:26,0s;27;380,017568;400,010791;284,854365;0,102580;15,739884;1180,419855;10494,910057;1,000000
16.8.2026 09:00:27,0s;28;380,016156;399,958895;284,765645;-0,675088;15,751341;1183,234595;10513,358118;0,999997
16.8.2026 09:00:28,0s;29;380,059061;400,096053;285,011957;-0,452444;15,744977;1174,424632;10505,065178;0,999999
16.8.2026 09:00:29,0s;30;380,063948;399,800008;285,110033;-0,783194;15,752322;1181,787437;10511,094938;0,999996
16.8.2026 09:00:30,0s;31;380,030380;400,057435;285,303043;0,241784;15,745677;1180,631305;10507,693298;1,000000
16.8.2026 09:00:31,0s;32;380,041460;400,144535;284,766928;-0,194833;15,748638;1180,873273;10501,034897;1,000000
16.8.2026 09:00:32,0s;33;380,024227;400,205215;285,069113;0,411726;15,754130;1173,931083;10503,287613;0,999999
16.8.2026 09:00:33,0s;34;380,044615;400,324521;284,834169;0,846975;15,742871;1180,714749;10512,237478;0,999996
16.8.2026 09:00:34,0s;35;380,064792;400,279398;284,907549;1,322587;15,750992;1187,238665;10513,441018;0,999989
16.8.2026 09:00:35,0s;36;380,067283;400,199316;285,042240;2,133197;15,748483;1184,164742;10524,449544;0,999972
16.8.2026 09:00:36,0s;37;380,066192;399,870126;285,017319;2,669687;15,750422;1183,771296;10530,115140;0,999956
16.8.2026 09:00:37,0s;38;380,020604;400,092384;284,979936;3,483331;15,753364;1193,212685;10534,623627;0,999925
16.8.2026 09:00:38,0s;39;380,044079;400,189517;284,787987;5,294634;15,749372;1191,506720;10563,685451;0,999827
16.8.2026 09:00:39,0s;40;380,024205;400,216008;285,080350;6,053747;15,755071;1200,274100;10566,908405;0,999775
16.8.2026 09:00:40,0s;41;380,065034;400,045540;285,341760;8,082814;15,754485;1193,921771;10590,999837;0,999599
16.8.2026 09:00:41,0s;42;379,984872;400,025615;284,868685;8,921164;15,764871;1208,389731;10595,041068;0,999510
16.8.2026 09:00:42,0s;43;380,014478;399,952697;284,963228;10,540239;15,764210;1211,518345;10615,452098;0,999317
16.8.2026 09:00:43,0s;44;380,041993;399,964510;284,892186;12,289559;15,774544;1211,910428;10641,477252;0,999071
16.8.2026 09:00:44,0s;45;380,048864;400,069506;284,825332;14,052733;15,772838;1221,096497;10657,008383;0,998785
16.8.2026 09:00:45,0s;46;380,066248;400,189029;285,012150;16,356026;15,773637;1218,596693;10678,762204;0,998357
16.8.2026 09:00:46,0s;47;380,051288;400,128796;285,108079;17,536191;15,770158;1226,992847;10689,311488;0,998114
16.8.2026 09:00:47,0s;48;380,067887;399,939565;285,248134;19,973531;15,774164;1239,258717;10723,345573;0,997557
16.8.2026 09:00:48,0s;49;380,043270;399,983834;285,273439;22,473916;15,780272;1236,419818;10751,228531;0,996911
16.8.2026 09:00:49,0s;50;380,028215;400,007927;285,390392;24,330359;15,783222;1251,656515;10762,029059;0,996386
16.8.2026 09:00:50,0s;51;380,068374;399,765838;285,132941;27,538980;15,788856;1254,074324;10804,923315;0,995368
16.8.2026 09:00:51,0s;52;380,012245;399,839069;284,886535;29,344152;15,784778;1263,977025;10828,165189;0,994737
16.8.2026 09:00:52,0s;53;380,038708;399,829427;284,788116;32,438833;15,797561;1274,527700;10849,714481;0,993575
16.8.2026 09:00:53,0s;54;380,056394;400,248105;284,926725;35,024978;15,802540;1275,462037;10881,180961;0,992529
16.8.2026 09:00:54,0s;55;380,092150;399,773374;285,200812;37,166917;15,799003;1278,408965;10910,554711;0,991615
16.8.2026 09:00:55,0s;56;380,052698;400,063374;285,440692;39,892441;15,807057;1283,142520;10935,218352;0,990375
16.8.2026 09:00:56,0s;57;380,080661;400,103930;284,918856;43,125351;15,811394;1292,269504;10968,984658;0,988738
16.8.2026 09:00:57,0s;58;380,086263;399,912126;285,138961;45,963853;15,814174;1299,144536;11004,182118;0,987255
16.8.2026 09:00:58,0s;59;380,047747;400,350101;284,937983;48,430768;15,815831;1315,182569;11033,939011;0,985861
16.8.2026 09:00:59,0s;60;380,054945;400,332162;284,913790;51,119125;15,821384;1323,620422;11072,385622;0,984283
16.8.2026 09:01:00,0s;61;380,047246;399,960464;285,124013;54,360097;15,826906;1328,203829;11096,636306;0,982306
16.8.2026 09:01:01,0s;62;380,051314;399,923797;285,073979;57,550049;15,829521;1336,545108;11133,116008;0,980225
16.8.2026 09:01:02,0s;63;380,064528;400,198528;284,943592;61,385893;15,839142;1342,804924;11174,053685;0,977572
16.8.2026 09:01:03,0s;64;380,083476;399,998844;285,096857;63,268164;15,842257;1351,870769;11194,704049;0,976250
16.8.2026 09:01:04,0s;65;380,032676;399,665630;284,890682;66,704310;15,844151;1360,401058;11238,397465;0,973667
16.8.2026 09:01:05,0s;66;380,040361;399,460324;285,019604;69,982896;15,846829;1369,076503;11269,735862;0,971154
16.8.2026 09:01:06,0s;67;380,071603;399,649336;285,257126;73,390486;15,863454;1380,358676;11309,554238;0,968461
16.8.2026 09:01:07,0s;68;380,049084;399,932545;285,024110;76,347159;15,858988;1383,892089;11338,345066;0,965947
16.8.2026 09:01:08,0s;69;380,092688;399,919082;285,114277;78,949806;15,860095;1394,995208;11371,364557;0,963734
16.8.2026 09:01:09,0s;70;380,062863;399,829154;284,938117;81,970050;15,865907;1401,994669;11400,201358;0,961024
16.8.2026 09:01:10,0s;71;380,062410;400,050014;284,845952;85,173190;15,871208;1411,237730;11435,504454;0,958086
16.8.2026 09:01:11,0s;72;380,111237;400,175346;284,996911;88,129846;15,877362;1420,111151;11464,569677;0,955365
16.8.2026 09:01:12,0s;73;380,032377;400,537688;284,869398;91,520376;15,885827;1426,244119;11513,017142;0,952072
16.8.2026 09:01:13,0s;74;380,128650;399,875667;285,119393;94,495935;15,881970;1438,419615;11545,140991;0,949225
16.8.2026 09:01:14,0s;75;380,084230;399,818655;285,022053;98,211148;15,887799;1440,330048;11572,956608;0,945447
16.8.2026 09:01:15,0s;76;380,100836;399,890813;285,007332;100,121093;15,888944;1451,348186;11601,176624;0,943477
16.8.2026 09:01:16,0s;77;380,083412;399,743302;284,871869;103,643609;15,901102;1462,979040;11633,831413;0,939736
16.8.2026 09:01:17,0s;78;380,067999;400,000004;285,043865;106,563037;15,896465;1467,368959;11677,063319;0,936684
16.8.2026 09:01:18,0s;79;380,118477;399,846598;284,996696;109,620965;15,904386;1474,060163;11700,920943;0,933338
16.8.2026 09:01:19,0s;80;380,010581;399,973676;284,921691;111,671708;15,908715;1485,236122;11726,271623;0,931042
16.8.2026 09:01:20,0s;81;380,102734;400,212625;284,799156;115,300525;15,915637;1491,345776;11774,556552;0,926919
16.8.2026 09:01:21,0s;82;380,094544;399,964932;284,771734;117,914624;15,918470;1503,377396;11796,772655;0,923927
16.8.2026 09:01:22,0s;83;380,086275;399,763401;285,149133;120,430960;15,920023;1508,519458;11829,016693;0,921209
16.8.2026 09:01:23,0s;84;380,058226;400,169413;284,610045;123,021595;15,922817;1510,279218;11852,644660;0,917919
16.8.2026 09:01:24,0s;85;380,091370;399,766510;284,596271;125,369188;15,935219;1519,168395;11880,143845;0,915141
16.8.2026 09:01:25,0s;86;380,076342;400,056403;285,025225;127,322808;15,928263;1527,904489;11897,952101;0,913043
16.8.2026 09:01:26,0s;87;380,053059;400,076482;285,025170;130,092519;15,935332;1529,954410;11926,085403;0,909721
16.8.2026 09:01:27,0s;88;380,093501;399,999223;285,013934;132,294443;15,937072;1537,270057;11957,987857;0,907050
16.8.2026 09:01:28,0s;89;380,095892;400,070293;284,959969;134,971184;15,939510;1545,831719;11981,968683;0,903750
16.8.2026 09:01:29,0s;90;380,091769;399,885218;284,955945;136,479882;15,944745;1549,148806;12000,362460;0,901892
16.8.2026 09:01:30,0s;91;380,064593;399,721239;284,888476;138,788107;15,942770;1549,079326;12025,136022;0,898994
16.8.2026 09:01:31,0s;92;380,088990;399,917955;284,723036;141,147224;15,955020;1562,577200;12053,288405;0,895950
16.8.2026 09:01:32,0s;93;380,117451;399,968216;284,972463;142,618229;15,956205;1567,759309;12064,171588;0,894261
16.8.2026 09:01:33,0s;94;380,072001;399,737827;284,992819;144,652384;15,956012;1568,730425;12098,603463;0,891713
16.8.2026 09:01:34,0s;95;380,136252;400,010524;285,052099;144,985442;15,951650;1577,577241;12096,815054;0,891330
16.8.2026 09:01:35,0s;96;380,096755;399,945153;284,930297;146,686724;15,952173;1577,218521;12114,299859;0,889096
16.8.2026 09:01:36,0s;97;380,076182;399,765779;285,220746;149,020759;15,962649;1582,988405;12140,451007;0,886317
16.8.2026 09:01:37,0s;98;380,098993;400,045423;284,631202;150,530738;15,960868;1590,585700;12158,936650;0,883989
16.8.2026 09:01:38,0s;99;380,051521;400,032351;285,222209;150,919264;15,963859;1587,713646;12159,182016;0,883891
16.8.2026 09:01:39,0s;100;380,085728;400,124751;285,111939;152,342822;15,975256;1593,826283;12176,088320;0,881989
16.8.2026 09:01:40,0s;101;380,040955;400,079490;285,186406;152,805225;15,962584;1596,242078;12185,447270;0,881445
16.8.2026 09:01:41,0s;102;380,047268;399,949760;284,663422;153,481326;15,962879;1595,093707;12189,860447;0,880211
16.8.2026 09:01:42,0s;103;380,116704;400,141107;285,043218;153,359270;15,968218;1601,291367;12188,919394;0,880633
16.8.2026 09:01:43,0s;104;380,097146;400,256761;285,183724;154,498301;15,964845;1602,568673;12195,722983;0,879261
16.8.2026 09:01:44,0s;105;380,139515;399,845737;284,633154;154,724892;15,970524;1596,909140;12203,845996;0,878582
16.8.2026 09:01:45,0s;106;380,094096;399,809962;285,268004;154,932430;15,971727;1599,507879;12202,084482;0,878760
16.8.2026 09:01:46,0s;107;380,070576;400,140785;285,076628;155,213562;15,972599;1600,145560;12205,151737;0,878262
16.8.2026 09:01:47,0s;108;380,050954;400,146561;284,895055;155,000946;15,967393;1603,512926;12198,073973;0,878409
16.8.2026 09:01:48,0s;109;380,081004;399,734255;285,138493;155,091534;15,973819;1600,704882;12208,485894;0,878463
16.8.2026 09:01:49,0s;110;380,104317;400,078062;285,043281;154,339408;15,970513;1598,214449;12192,994989;0,879368
16.8.2026 09:01:50,0s;111;380,094121;399,897435;284,910754;155,478725;15,965181;1602,864773;12207,895630;0,877801
16.8.2026 09:01:51,0s;112;380,086342;400,031099;285,083351;155,071722;15,970390;1600,796676;12214,338004;0,878450
16.8.2026 09:01:52,0s;113;380,101388;399,744095;284,863509;154,494336;15,969675;1599,359723;12192,667905;0,879042
16.8.2026 09:01:53,0s;114;380,113185;400,142795;285,379302;155,135244;15,969996;1603,554314;12199,242767;0,878576
16.8.2026 09:01:54,0s;115;380,045003;400,075668;284,780843;155,111662;15,968804;1602,470605;12204,867272;0,878185
16.8.2026 09:01:55,0s;116;380,123545;399,726258;284,935491;155,210620;15,974638;1602,328530;12210,081955;0,878166
16.8.2026 09:01:56,0s;117;380,128356;400,266293;285,219181;154,063736;15,963070;1598,727048;12188,170157;0,879847
16.8.2026 09:01:57,0s;118;380,148870;400,109816;285,195968;155,359742;15,971769;1600,145175;12204,723080;0,878157
16.8.2026 09:01:58,0s;119;380,070652;400,081695;284,713837;154,730592;15,963859;1601,255222;12201,460075;0,878631
16.8.2026 09:01:59,0s;120;380,084449;399,872528;285,077700;155,350715;15,976180;1601,553011;12202,725654;0,878085
16.8.2026 09:02:00,0s;121;380,112540;400,403256;284,783646;155,623551;15,973654;1605,339903;12215,425210;0,877524
16.8.2026 09:02:01,0s;122;380,123472;399,797821;285,248366;155,267480;15,967338;1601,226982;12208,175394;0,878313
16.8.2026 09:02:02,0s;123;380,099740;400,276502;284,488809;154,976606;15,970975;1601,607433;12203,580338;0,878154
16.8.2026 09:02:03,0s;124;380,089552;400,097728;285,138465;155,164070;15,976781;1599,792886;12206,093163;0,878369
16.8.2026 09:02:04,0s;125;380,128768;399,884892;285,179821;155,087871;15,976611;1603,352612;12202,649675;0,878497
16.8.2026 09:02:05,0s;126;380,106300;400,268733;285,222270;154,166201;15,965439;1597,874634;12192,684185;0,879717
16.8.2026 09:02:06,0s;127;380,030493;399,903665;284,964702;155,566806;15,967788;1602,031887;12214,876958;0,877725
16.8.2026 09:02:07,0s;128;380,092398;400,370840;284,985440;155,115519;15,971907;1599,341826;12208,962308;0,878324
16.8.2026 09:02:08,0s;129;380,103598;400,148237;285,209687;155,314071;15,967122;1597,206350;12210,727416;0,878225
16.8.2026 09:02:09,0s;130;380,090309;400,019527;284,839920;155,822822;15,970055;1599,474832;12210,713572;0,877305
16.8.2026 09:02:10,0s;131;380,059324;400,236730;284,987098;155,586370;15,967667;1599,830600;12211,793358;0,877716
16.8.2026 09:02:11,0s;132;380,100016;400,172453;284,730902;155,081574;15,981047;1600,101043;12205,264944;0,878189
16.8.2026 09:02:12,0s;133;380,140410;400,261066;284,933536;154,836222;15,970344;1600,772619;12198,923765;0,878649
16.8.2026 09:02:13,0s;134;380,115866;399,881365;284,970359;154,930170;15,966075;1600,189076;12205,253122;0,878553
16.8.2026 09:02:14,0s;135;380,154224;399,902228;284,766526;154,749193;15,971068;1603,000063;12203,212780;0,878644
16.8.2026 09:02:15,0s;136;380,140609;400,171649;284,911729;154,725840;15,971805;1601,694414;12200,581452;0,878777
16.8.2026 09:02:16,0s;137;380,128153;399,824270;285,183638;154,956433;15,978863;1597,564477;12203,912510;0,878669
16.8.2026 09:02:17,0s;138;380,101786;399,895126;285,110559;155,345945;15,973762;1604,161159;12207,861968;0,878114
16.8.2026 09:02:18,0s;139;380,101996;400,334073;284,997826;155,377881;15,964646;1598,174571;12208,980613;0,877993
16.8.2026 09:02:19,0s;140;380,090759;400,025681;285,435151;155,516317;15,976367;1600,069876;12211,819643;0,878123
16.8.2026 09:02:20,0s;141;380,087064;399,857336;284,740418;154,837327;15,970115;1607,929449;12203,998327;0,878512
16.8.2026 09:02:21,0s;142;380,151690;400,173944;285,018009;154,744003;15,968718;1592,729932;12207,104579;0,878828
16.8.2026 09:02:22,0s;143;380,118841;400,253828;284,784601;155,380373;15,968238;1601,613574;12209,121054;0,877839
16.8.2026 09:02:23,0s;144;380,078573;399,890964;285,139818;155,309912;15,966416;1602,063642;12213,587599;0,878181
16.8.2026 09:02:24,0s;145;380,073664;400,149716;285,070548;154,963091;15,972680;1595,462906;12199,631685;0,878581
16.8.2026 09:02:25,0s;146;380,096803;399,860183;284,841083;155,170855;15,972701;1599,568188;12216,857849;0,878151
16.8.2026 09:02:26,0s;147;380,093069;400,162903;285,083058;155,544572;15,968251;1593,588061;12204,360087;0,877838
16.8.2026 09:02:27,0s;148;380,106383;400,326246;284,835736;154,841521;15,977395;1602,607900;12201,957684;0,878573
16.8.2026 09:02:28,0s;149;380,086424;399,845688;284,864299;155,065008;15,965385;1597,647074;12218,499202;0,878304
16.8.2026 09:02:29,0s;150;380,051215;400,031618;284,831659;155,446220;15,969349;1599,586331;12208,577318;0,877787
16.8.2026 09:02:30,0s;151;380,080394;400,170774;284,871310;154,842356;15,970240;1593,182459;12197,924633;0,878597
16.8.2026 09:02:31,0s;152;380,093113;400,216017;285,050898;154,698913;15,974351;1597,693759;12199,349652;0,878909
16.8.2026 09:02:32,0s;153;380,106790;399,835468;284,664027;155,015974;15,976955;1597,773291;12198,558358;0,878226
16.8.2026 09:02:33,0s;154;380,105492;400,428971;284,719751;155,107817;15,975154;1599,973600;12195,859480;0,878147
16.8.2026 09:02:34,0s;155;380,096246;399,759882;285,074279;154,973649;15,977837;1599,301138;12205,263008;0,878570
16.8.2026 09:02:35,0s;156;380,060385;399,855554;285,102035;155,080932;15,967596;1603,068218;12205,182459;0,878451
16.8.2026 09:02:36,0s;157;380,124443;399,797980;284,953361;154,765984;15,968926;1601,857584;12198,879014;0,878754
16.8.2026 09:02:37,0s;158;380,105187;399,894674;284,773408;155,037968;15,962087;1597,568831;12204,090652;0,878275
16.8.2026 09:02:38,0s;159;380,115323;399,932159;284,903247;154,093871;15,964753;1597,965911;12198,984786;0,879588
16.8.2026 09:02:39,0s;160;380,117020;399,801618;285,023545;155,110821;15,967362;1595,670588;12212,029712;0,878357
16.8.2026 09:02:40,0s;161;380,133400;399,917856;285,183609;155,084503;15,975515;1600,324639;12203,762808;0,878504
16.8.2026 09:02:41,0s;162;380,124976;400,240312;285,184423;155,414825;15,972738;1599,985340;12214,117760;0,878077
16.8.2026 09:02:42,0s;163;380,075870;399,753130;284,866558;155,579111;15,971438;1597,836568;12212,158894;0,877640
16.8.2026 09:02:43,0s;164;380,081766;399,885204;285,179617;154,586424;15,966578;1597,317677;12201,919110;0,879145
16.8.2026 09:02:44,0s;165;380,139390;400,158357;284,952277;155,097586;15,968151;1597,154202;12214,281553;0,878324
16.8.2026 09:02:45,0s;166;380,091622;400,085510;285,127324;154,806804;15,969035;1600,732565;12209,200940;0,878823
16.8.2026 09:02:46,0s;167;380,052938;400,110317;285,058778;154,430984;15,971989;1601,831177;12195,185635;0,879261
16.8.2026 09:02:47,0s;168;380,128589;400,164223;285,307658;155,355811;15,972895;1597,889428;12207,093783;0,878240
16.8.2026 09:02:48,0s;169;380,089686;400,083661;284,967894;155,465728;15,973184;1602,375238;12212,362695;0,877858
16.8.2026 09:02:49,0s;170;380,108702;400,232324;284,947640;155,074353;15,981638;1598,194391;12204,314169;0,878351
16.8.2026 09:02:50,0s;171;380,096388;399,779149;284,811903;154,778886;15,967792;1600,686951;12203,988642;0,878638
16.8.2026 09:02:51,0s;172;380,066982;399,872164;285,114056;155,729206;15,974465;1602,561027;12209,439184;0,877621
16.8.2026 09:02:52,0s;173;380,035440;399,860921;285,079185;154,773764;15,970205;1603,016539;12199,953322;0,878832
16.8.2026 09:02:53,0s;174;380,111940;400,015488;284,878489;155,834666;15,966597;1600,420863;12220,809475;0,877317
16.8.2026 09:02:54,0s;175;380,067932;400,030544;285,131532;154,684392;15,971812;1600,663277;12202,352845;0,878984
16.8.2026 09:02:55,0s;176;380,092521;399,693668;284,876066;155,947355;15,965738;1601,659107;12212,404921;0,877169
16.8.2026 09:02:56,0s;177;380,123313;400,222375;285,056666;154,600320;15,973962;1602,361035;12199,754474;0,879040
16.8.2026 09:02:57,0s;178;380,122550;400,163081;284,995120;155,506034;15,974652;1599,440726;12203,857709;0,877825
16.8.2026 09:02:58,0s;179;380,058223;400,045932;284,779910;155,955075;15,971346;1595,949111;12211,691516;0,877091
16.8.2026 09:02:59,0s;180;380,090896;400,057608;284,963903;155,129640;15,968624;1596,620696;12207,141821;0,878291
16.8.2026 09:03:00,0s;181;380,039219;400,012375;285,229798;155,076062;15,971699;1603,228538;12206,800965;0,878547
16.8.2026 09:03:01,0s;182;380,132593;399,805038;285,133553;155,255297;15,967573;1598,613354;12208,881730;0,878248
16.8.2026 09:03:02,0s;183;380,076079;399,987891;285,186455;154,997421;15,968867;1603,766956;12204,717546;0,878618
16.8.2026 09:03:03,0s;184;380,073003;400,166793;284,965979;154,881429;15,958569;1598,070162;12200,317021;0,878613
16.8.2026 09:03:04,0s;185;380,070559;399,649107;284,971230;155,019920;15,979283;1598,459770;12203,806441;0,878438
16.8.2026 09:03:05,0s;186;380,094489;400,099114;284,792434;154,540416;15,977458;1601,529755;12198,372676;0,878933
16.8.2026 09:03:06,0s;187;380,121014;399,748304;284,831545;155,134704;15,977730;1602,188890;12213,787108;0,878191
16.8.2026 09:03:07,0s;188;380,068743;400,037929;285,101815;155,148158;15,971870;1599,769906;12206,224055;0,878364
16.8.2026 09:03:08,0s;189;380,109391;399,945497;284,879107;155,469206;15,972807;1606,833849;12214,799386;0,877791
16.8.2026 09:03:09,0s;190;380,064882;399,957523;285,230151;154,746462;15,965758;1597,032066;12206,692914;0,878973
16.8.2026 09:03:10,0s;191;380,128627;400,422771;285,094451;155,434361;15,967496;1595,879082;12210,262740;0,877988
16.8.2026 09:03:11,0s;192;380,074668;399,987429;285,399930;155,387463;15,975804;1599,345634;12207,787719;0,878264
16.8.2026 09:03:12,0s;193;380,099737;400,198320;285,147530;154,643868;15,961526;1593,198206;12206,502643;0,879048
16.8.2026 09:03:13,0s;194;380,053465;399,651651;284,962153;155,543728;15,972803;1594,994635;12216,527920;0,877753
16.8.2026 09:03:14,0s;195;380,087332;400,110414;284,952252;154,946299;15,967411;1598,186608;12209,254520;0,878520
16.8.2026 09:03:15,0s;196;380,046052;399,598763;284,954609;155,314787;15,970853;1601,054906;12209,355323;0,878044
16.8.2026 09:03:16,0s;197;380,093044;400,251755;285,141420;154,889927;15,972247;1598,972670;12211,470410;0,878726
16.8.2026 09:03:17,0s;198;380,087010;400,002601;285,015596;155,062892;15,973768;1602,513003;12204,038610;0,878414
16.8.2026 09:03:18,0s;199;380,109284;400,256775;284,851623;155,547258;15,965343;1602,416452;12208,383417;0,877671
16.8.2026 09:03:19,0s;200;380,099827;400,118958;284,719764;155,129260;15,971496;1601,388468;12206,435293;0,878119
16.8.2026 09:03:20,0s;201;380,098915;399,967276;285,067076;155,210617;15,965430;1600,165953;12207,258232;0,878259
16.8.2026 09:03:21,0s;202;380,045113;400,192871;285,003358;154,650461;15,970789;1595,958064;12204,702663;0,878938
16.8.2026 09:03:22,0s;203;380,096601;400,088930;285,179012;155,533965;15,973747;1600,288371;12218,549481;0,877919
16.8.2026 09:03:23,0s;204;380,097098;400,217775;285,152839;155,257340;15,970675;1602,924381;12206,875348;0,878259
16.8.2026 09:03:24,0s;205;380,074039;399,845661;285,160074;155,076139;15,972607;1602,534028;12204,055799;0,878498
16.8.2026 09:03:25,0s;206;380,051945;400,040640;284,558466;155,352662;15,968199;1603,820540;12207,352896;0,877715
16.8.2026 09:03:26,0s;207;380,110585;400,034986;285,192913;155,548362;15,972622;1601,072767;12204,502137;0,877910
16.8.2026 09:03:27,0s;208;380,049931;399,790194;284,796484;154,869758;15,965773;1604,181055;12196,519724;0,878509
