# YHDA_VERSION=0.5
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=OE_MID
# STEP_NAME=Aşırı ikaz — ara çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=120
# STEP_PSET_MW=220
time_s;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
28;380,029997;399,972068;219,743851;-0,278753;15,746956;1181,836273;10507,589627;0,999999
29;380,024588;399,794274;220,030150;-0,178621;15,745570;1183,396731;10503,485294;1,000000
30;380,047645;400,024007;219,935470;-0,049176;15,754438;1181,122156;10496,388174;1,000000
31;380,059408;400,181380;220,045135;-0,163032;15,749824;1184,009811;10505,088119;1,000000
32;380,010100;400,201858;220,118500;0,361806;15,744419;1175,214891;10501,096518;0,999999
33;380,030867;399,590162;219,971068;0,372027;15,753463;1180,471683;10505,032288;0,999999
34;380,070758;400,036912;219,955887;1,811099;15,752254;1182,444628;10523,137277;0,999966
35;380,028504;399,982555;219,833283;0,962324;15,758665;1189,976021;10510,646068;0,999990
36;380,023813;400,311896;220,053763;2,561847;15,755642;1185,585218;10529,852493;0,999932
37;380,039279;400,104631;220,089731;2,895243;15,758595;1187,674555;10534,022328;0,999913
38;380,065690;400,061588;219,846017;3,280500;15,762953;1197,721321;10535,696348;0,999889
39;380,051462;399,820387;220,099136;4,653409;15,763101;1204,637648;10559,013414;0,999777
40;380,074068;399,776340;219,820110;5,354458;15,763922;1200,170240;10561,878387;0,999703
41;380,043877;399,797120;219,864290;7,498354;15,758843;1205,135608;10586,605755;0,999419
42;380,048042;399,634786;219,978101;8,335388;15,766322;1209,293699;10594,037924;0,999283
43;380,036127;399,985079;220,173887;9,287417;15,770818;1217,337169;10601,727619;0,999112
44;380,042351;400,168527;219,800070;10,681860;15,763149;1220,804792;10613,428891;0,998821
45;379,983165;400,079643;219,835639;12,164004;15,770538;1222,297935;10634,921678;0,998473
46;380,068462;400,225674;219,855593;13,668370;15,770712;1231,543969;10654,422369;0,998073
47;380,055209;399,412423;220,107760;15,718169;15,778556;1232,768079;10673,490383;0,997460
48;380,048555;400,061846;219,869610;17,021531;15,784083;1242,503460;10678,872596;0,997017
49;380,048640;400,220926;219,945213;19,119269;15,785569;1244,166366;10707,589816;0,996243
50;380,048854;399,937175;219,744627;21,514319;15,783850;1249,232530;10734,963755;0,995241
51;380,068882;399,871934;219,879424;22,829425;15,790544;1255,791762;10747,247827;0,994653
52;380,032130;399,866597;219,874728;25,353829;15,795204;1268,813857;10780,567162;0,993417
53;380,058256;399,927126;220,013329;26,473613;15,803402;1274,847744;10797,384376;0,992838
54;380,090556;399,842521;220,004090;29,173362;15,804833;1283,247303;10822,705897;0,991322
55;380,039123;399,948407;220,027953;31,597702;15,797394;1288,479424;10844,269326;0,989845
56;380,019260;400,384823;220,076416;33,442209;15,816132;1297,746700;10865,868181;0,988651
57;380,041359;399,824046;219,894121;35,523594;15,815439;1304,017611;10894,908641;0,987201
58;380,092902;399,994543;220,014358;37,684230;15,821855;1309,560637;10917,402981;0,985647
59;380,060502;399,901395;219,824101;40,041538;15,820996;1317,687448;10937,301017;0,983812
60;380,071342;399,981154;220,361738;42,607581;15,826679;1324,707430;10974,418184;0,981816
61;380,071262;399,957558;219,910093;44,465154;15,830337;1335,847779;10991,331699;0,980164
62;380,062176;400,026335;220,009115;47,341118;15,835536;1343,346280;11018,259420;0,977623
63;380,054970;399,718276;220,072554;49,390621;15,834648;1357,845907;11043,251796;0,975729
64;380,061527;399,945952;219,946975;51,099426;15,847348;1366,277845;11057,908843;0,974058
65;380,020981;399,918025;220,252123;53,553462;15,850929;1368,069598;11085,529121;0,971689
66;380,077128;400,010119;219,959441;56,344929;15,858495;1375,429695;11120,656838;0,968722
67;380,054196;400,118578;220,120703;58,730703;15,861049;1385,514265;11143,948420;0,966200
68;380,112338;400,172011;220,168194;61,619841;15,860588;1390,378921;11178,433826;0,962995
69;380,066474;399,805550;219,817510;63,339900;15,862106;1408,192912;11206,021325;0,960904
70;380,099648;400,103142;219,836581;65,760174;15,871422;1408,388221;11220,154462;0,958055
71;380,045737;399,766279;219,997324;68,450608;15,873640;1423,346294;11254,979155;0,954848
72;380,112798;399,868601;219,788828;71,034490;15,876835;1429,756814;11280,604893;0,951538
73;380,074617;400,034741;219,990644;73,102609;15,880297;1437,667599;11296,658723;0,948977
74;380,062321;399,890275;219,973551;75,200955;15,888793;1446,334456;11330,819624;0,946234
75;380,095375;400,135586;220,108198;77,480540;15,892947;1450,983477;11352,331587;0,943265
76;380,046488;400,171140;220,193269;79,752843;15,896891;1461,761878;11368,118739;0,940228
77;380,049980;399,993585;220,061598;82,324389;15,906562;1465,708039;11406,226140;0,936607
78;380,145020;399,969903;219,912865;84,631379;15,908763;1475,412143;11427,056662;0,933275
79;380,053792;399,870223;219,789623;86,512958;15,910241;1483,164771;11457,714292;0,930511
80;380,126137;399,912620;219,959080;88,566682;15,919321;1491,785486;11479,001064;0,927626
81;380,093909;400,356085;220,060323;91,226741;15,917267;1497,414396;11512,271075;0,923769
82;380,112641;399,877720;219,942108;92,975865;15,917978;1503,245828;11521,780480;0,921082
83;380,078227;399,791445;220,104100;94,979223;15,923888;1513,980996;11543,224646;0,918162
84;380,058886;399,944066;219,892512;96,668603;15,924692;1521,560360;11561,475029;0,915444
85;380,089715;400,134426;220,122085;98,849503;15,927520;1531,711538;11585,335490;0,912240
86;380,087100;399,750571;220,070628;101,077529;15,934772;1528,798205;11618,610526;0,908733
87;380,099001;400,290877;219,983561;102,261018;15,940506;1544,581414;11622,844001;0,906811
88;380,069591;400,206957;219,980192;104,048440;15,937520;1547,350963;11644,120485;0,903980
89;380,115254;399,948713;219,867395;105,512978;15,945714;1553,107257;11662,015402;0,901560
90;380,088456;400,007276;220,031442;107,655044;15,947045;1556,726058;11679,679695;0,898249
91;380,121110;400,071533;219,918793;108,872047;15,955303;1557,680378;11694,839589;0,896193
92;380,091972;399,966072;219,926420;110,540946;15,955743;1563,453267;11716,845845;0,893486
93;380,062924;400,054728;220,061061;111,582756;15,952548;1577,844409;11723,277986;0,891897
94;380,091516;400,006082;219,898960;113,278758;15,953018;1576,610123;11740,735022;0,888979
95;380,098775;400,115306;220,102509;113,832718;15,963758;1581,238271;11754,888570;0,888240
96;380,100230;399,774978;220,295003;114,935512;15,960462;1586,169898;11766,978336;0,886587
97;380,095680;400,043195;220,083630;116,038293;15,961427;1589,309510;11777,867701;0,884579
98;380,054394;400,378855;219,869799;117,199194;15,960247;1592,569159;11788,382756;0,882461
99;380,036478;400,129813;220,070426;117,941228;15,965051;1592,897211;11799,334553;0,881403
100;380,116106;399,836561;220,070706;118,382683;15,966763;1595,162055;11802,384690;0,880666
101;380,096448;399,911048;219,689100;118,697607;15,961931;1597,549133;11808,076486;0,879796
102;380,093626;399,937959;219,972981;119,771275;15,974262;1596,556528;11815,414864;0,878254
103;380,093347;400,071210;219,800747;120,112687;15,972092;1595,840593;11821,088033;0,877524
104;380,093670;399,754080;219,968241;119,569191;15,977274;1601,482804;11824,880587;0,878589
105;380,101965;399,884524;219,752586;119,332502;15,965821;1602,843626;11816,493410;0,878789
106;380,117343;400,203524;219,994897;119,783770;15,968965;1601,257378;11819,262268;0,878254
107;380,055002;400,064021;220,078885;120,096291;15,976467;1596,767502;11813,713459;0,877806
108;380,080632;400,071164;219,746303;120,091501;15,969061;1596,783458;11822,496345;0,877509
109;380,103563;400,002808;219,967181;119,823225;15,974275;1598,427516;11821,945979;0,878162
110;380,065258;400,197686;220,124895;120,291342;15,972092;1599,755085;11821,470064;0,877521
111;380,118476;400,145761;220,047859;120,291968;15,969462;1604,100918;11826,609645;0,877450
112;380,125117;400,121641;219,932164;119,958909;15,969596;1596,965852;11824,095652;0,877902
113;380,068966;400,227616;219,941346;119,854999;15,969042;1604,390041;11817,535849;0,878085
114;380,085599;400,116906;219,791219;120,145221;15,972607;1596,440936;11821,905295;0,877460
115;380,132086;400,260770;220,207572;119,879944;15,975764;1598,856221;11821,868223;0,878286
116;380,117589;399,840816;219,731774;119,860011;15,967018;1595,382002;11817,580802;0,877885
117;380,102722;400,049419;219,893937;120,251924;15,975059;1600,444270;11826,289474;0,877375
118;380,080057;399,897035;219,689693;119,951791;15,969068;1603,190107;11817,824962;0,877692
119;380,126753;400,133234;220,274679;119,936448;15,961706;1603,459733;11825,509085;0,878253
120;380,110233;399,563859;220,267065;119,248949;15,973536;1597,205116;11819,172100;0,879396
121;380,068839;400,283463;220,267465;120,023242;15,968876;1602,934639;11816,820827;0,878101
122;380,116557;399,704929;219,901120;120,558865;15,969518;1597,191397;11821,086326;0,876866
123;380,091980;399,986567;220,018976;120,131362;15,972682;1596,240486;11816,518833;0,877693
124;380,100245;400,080585;220,026613;120,476463;15,966442;1602,720960;11821,089789;0,877120
125;380,130626;399,964794;219,830986;120,086719;15,975268;1601,018848;11816,773886;0,877595
126;380,067593;399,864168;220,070716;119,719974;15,966336;1596,494133;11818,291923;0,878430
127;380,112046;399,831765;219,963826;120,145000;15,974302;1597,689705;11820,946996;0,877619
128;380,104610;399,944937;220,082109;119,702049;15,973019;1596,185792;11809,882556;0,878470
129;380,143674;399,899314;219,802851;119,574796;15,970164;1600,824448;11821,358454;0,878429
130;380,086732;399,960503;220,180140;120,325758;15,971983;1596,217494;11822,934264;0,877514
131;380,080823;399,928908;219,961984;120,292278;15,973739;1599,376269;11819,137661;0,877370
132;380,136543;400,044907;220,059307;120,312327;15,975660;1602,929280;11821,866178;0,877426
133;380,092627;400,373718;219,871698;120,068321;15,977211;1598,201502;11820,347165;0,877663
134;380,100926;399,886880;219,995710;119,772690;15,971596;1595,700221;11822,496019;0,878273
135;380,147244;399,929011;219,968215;120,380860;15,970316;1597,603920;11823,936892;0,877227
136;380,119655;399,889104;220,018785;120,728845;15,972511;1597,667273;11829,373193;0,876689
137;380,098055;399,936967;219,956431;119,961129;15,961496;1602,804222;11823,204012;0,877921
138;380,091045;399,785977;219,882509;120,123506;15,965325;1600,803607;11825,828484;0,877581
139;380,112749;400,051543;220,124491;119,879330;15,963748;1596,026969;11819,641614;0,878212
140;380,114200;399,923842;220,009557;119,868956;15,974231;1599,659618;11819,113239;0,878124
141;380,134576;400,183949;219,933834;120,722540;15,972896;1600,954585;11825,583711;0,876621
142;380,111196;400,141138;220,015365;119,774096;15,974792;1594,619993;11810,662370;0,878288
143;380,091913;399,968643;220,034658;120,118618;15,971883;1597,536661;11811,956093;0,877728
144;380,134292;400,082655;219,961246;120,020359;15,962690;1598,497723;11821,262397;0,877826
145;380,092914;399,939516;219,865359;120,521441;15,972022;1600,597345;11831,189203;0,876896
146;380,085998;400,107245;220,072554;120,407802;15,965409;1601,837356;11829,171224;0,877278
147;380,092144;399,905896;219,865025;119,684600;15,966724;1600,470345;11811,873289;0,878301
148;380,061917;400,009390;219,900965;120,124605;15,966373;1602,090518;11825,443041;0,877596
149;380,122861;399,789274;220,056769;119,828224;15,968853;1601,307177;11819,914102;0,878235
150;380,103166;399,775817;220,000329;120,053119;15,974326;1600,368694;11813,528621;0,877807
151;380,089982;399,782174;220,087644;120,446683;15,966344;1600,247067;11824,383677;0,877226
152;380,122884;399,844791;220,294277;120,193193;15,974277;1600,249057;11821,400071;0,877841
153;380,052859;399,760304;220,071224;119,955783;15,964848;1598,961955;11826,245174;0,878035
154;380,091034;400,239934;220,069464;120,137659;15,976280;1598,926878;11817,683207;0,877728
155;380,086705;400,028393;219,952010;119,672776;15,975422;1600,566384;11816,073644;0,878400
156;380,113281;399,972490;220,187790;119,711614;15,970261;1601,648195;11819,425886;0,878550
157;380,060706;399,949055;220,100285;119,616268;15,970286;1597,932759;11811,213092;0,878630
158;380,057355;399,982573;220,208825;119,575060;15,972421;1599,392149;11814,166044;0,878798
159;380,140879;399,660766;219,963035;120,161494;15,968902;1600,868183;11824,547542;0,877591
160;380,125729;399,873363;220,148994;119,980987;15,968315;1600,315250;11816,219334;0,878064
161;380,140303;399,843977;220,025331;120,288198;15,972886;1598,157383;11816,107054;0,877435
162;380,127031;400,004766;220,050078;120,055395;15,966476;1598,451117;11821,553146;0,877848
163;380,040003;399,754490;219,964437;119,548842;15,975123;1596,983849;11813,231359;0,878620
164;380,081631;400,064783;220,274348;119,846197;15,963747;1605,605529;11813,007875;0,878404
165;380,107736;400,169509;220,094220;119,689810;15,973117;1600,662425;11818,311470;0,878502
166;380,072739;399,942948;220,020577;119,952122;15,975422;1601,714801;11824,216478;0,877995
167;380,117618;399,932745;220,000309;119,829112;15,963476;1604,388984;11817,467352;0,878182
168;380,097926;400,049559;219,962425;119,882941;15,969979;1605,243863;11822,483186;0,878058
169;380,088331;400,034305;219,953181;119,935430;15,975959;1599,754681;11823,638928;0,877961
170;380,090325;399,942166;219,840004;119,641921;15,962817;1600,661372;11813,749765;0,878350
171;380,082266;400,094651;220,264570;119,320907;15,970705;1601,552408;11814,498988;0,879274
172;380,080972;399,740399;219,834036;119,790420;15,964760;1600,034938;11810,676590;0,878095
173;380,091567;400,103870;219,980032;120,119626;15,969744;1593,338602;11818,588839;0,877677
174;380,077054;399,988340;219,930029;119,749753;15,972202;1599,646109;11813,671283;0,878251
175;380,088268;400,352507;219,834201;119,684804;15,976015;1601,143728;11822,946964;0,878273
176;380,111469;400,305252;219,941228;119,817286;15,969374;1599,939325;11818,682178;0,878148
177;380,041670;400,205309;220,094652;119,993459;15,970082;1599,690535;11811,620200;0,877993
178;380,073127;399,956802;219,769437;120,132889;15,971332;1602,891275;11824,412146;0,877461
179;380,127901;399,733584;219,927067;119,835486;15,974518;1594,422825;11817,717331;0,878105
180;380,096670;400,053523;220,016001;120,556000;15,970740;1602,717256;11831,298501;0,876977
181;380,092188;400,144086;219,674068;120,333543;15,969004;1601,918521;11822,909960;0,877036
182;380,044659;400,054425;220,069014;120,202632;15,969435;1600,439930;11823,389392;0,877619
183;380,126277;400,225279;219,912049;119,938988;15,970389;1598,924952;11820,362707;0,877917
184;380,085108;400,030350;220,032838;120,068765;15,970030;1604,649284;11818,562072;0,877810
185;380,056020;400,053262;219,862454;119,820509;15,965628;1607,012095;11817,025541;0,878071
186;380,078858;399,789899;220,017888;120,243913;15,976494;1597,573430;11824,040269;0,877503
187;380,085421;400,209608;219,810569;119,372198;15,964900;1605,667256;11811,675541;0,878776
188;380,107179;400,118783;220,055391;120,408873;15,965594;1607,261802;11830,313260;0,877260
189;380,093523;400,314907;220,193454;119,929100;15,966114;1600,849254;11816,794218;0,878191
190;380,081735;399,639679;219,670859;120,125992;15,975033;1603,308151;11818,286636;0,877382
191;380,130408;400,230477;220,051700;120,546660;15,971468;1598,852049;11822,969175;0,877025
192;380,063414;400,001726;220,036955;120,377638;15,973113;1599,284565;11818,538568;0,877296
193;380,046841;399,801541;219,914790;119,613595;15,968366;1601,667799;11812,201343;0,878466
194;380,066323;399,803712;220,118863;119,930847;15,966237;1600,984844;11816,313420;0,878120
195;380,076931;400,290731;220,014180;120,135623;15,975345;1605,851963;11822,113230;0,877681
196;380,080869;399,639079;219,747728;119,965766;15,964132;1597,651040;11822,979425;0,877722
197;380,101256;399,892061;220,079973;119,484253;15,972394;1598,930394;11815,777245;0,878833
198;380,075645;399,798970;219,981589;119,738257;15,962403;1600,903185;11817,038319;0,878318
199;380,081573;399,897350;219,911991;120,228056;15,964973;1605,672425;11828,301033;0,877432
200;380,106513;400,099395;219,964147;120,132735;15,970208;1598,069977;11815,548732;0,877640
201;380,056945;400,182450;219,896387;120,151678;15,972189;1601,305104;11821,176367;0,877546
202;380,088695;400,060589;220,061534;119,605077;15,966627;1599,187449;11820,935284;0,878614
203;380,060958;399,945319;219,926570;119,861583;15,966669;1600,205272;11815,096602;0,878061
204;380,080861;400,055185;220,211704;119,435960;15,967947;1602,795764;11809,319593;0,879033
205;380,037459;400,082968;220,096171;119,850376;15,974953;1598,273444;11817,298971;0,878234
206;380,066687;399,881556;219,924623;119,820041;15,969615;1599,368026;11822,028115;0,878129
207;380,028772;399,870107;219,862146;119,812345;15,968037;1598,886867;11813,858614;0,878084
208;380,025419;400,172768;220,179995;120,212525;15,972447;1601,513742;11825,387288;0,877704
209;380,052610;399,827633;219,846666;120,392603;15,972854;1598,249218;11823,746920;0,877096
210;380,077323;400,078266;219,969802;120,379774;15,972795;1605,576760;11825,961414;0,877230
211;380,110603;400,027349;220,169203;120,063411;15,973985;1599,612258;11819,069346;0,877944
212;380,054404;400,032288;219,998524;119,454570;15,968713;1597,451854;11815,994214;0,878809
213;380,080228;400,446661;220,084053;119,900266;15,971468;1601,516618;11810,397614;0,878140
214;380,072290;399,910380;220,038169;120,334614;15,974080;1596,328283;11820,091191;0,877369
215;380,083708;399,974260;219,916036;119,976182;15,966702;1597,497853;11821,920970;0,877859
216;380,097178;400,056112;219,840090;120,112565;15,968124;1599,494871;11817,788627;0,877560
217;380,078860;400,207756;220,025429;119,868402;15,971866;1599,148890;11821,975990;0,878140
218;380,066217;399,834446;219,961453;120,476464;15,966853;1599,319548;11823,411531;0,877060
219;380,051666;400,290570;220,062303;119,668921;15,970870;1597,415094;11814,649675;0,878508
220;380,016125;400,017004;219,953120;119,821368;15,969930;1600,732985;11821,273710;0,878152
221;380,139167;399,829583;219,886691;120,021503;15,973405;1605,469635;11824,153841;0,877756
222;380,066966;399,936831;219,928956;120,249762;15,969847;1599,285471;11824,407654;0,877411
223;380,056976;399,919830;219,879973;119,704944;15,963767;1601,764091;11816,846133;0,878281
224;380,024155;399,879626;219,972804;120,118965;15,968687;1602,455743;11818,914208;0,877671
225;380,022637;400,019902;220,300524;119,934848;15,969024;1604,941166;11825,115003;0,878279
226;380,051436;399,852817;220,114359;119,470168;15,974129;1597,345123;11826,427112;0,878888
227;380,037844;400,169532;220,104166;120,176418;15,971457;1600,343661;11821,665052;0,877695
228;380,015279;400,011386;220,173550;120,431056;15,973569;1599,969560;11826,494900;0,877331
229;380,069316;400,022297;219,903654;119,801810;15,973046;1602,812545;11818,719750;0,878140
230;380,005786;399,628493;219,958354;120,058051;15,970830;1594,260612;11821,443860;0,877760
231;380,077985;399,836466;219,928387;119,323269;15,968213;1600,701888;11813,992421;0,878965
232;380,048248;400,207195;219,941363;120,247642;15,973050;1597,475526;11825,901950;0,877426
233;380,012855;400,079600;219,710828;120,331417;15,968833;1602,093574;11824,945629;0,877073
234;380,076668;400,235020;220,163761;119,839462;15,974384;1601,963077;11818,015422;0,878314
235;380,064856;400,222251;219,794133;119,476799;15,972879;1598,278844;11811,032219;0,878585
236;380,033588;399,984660;219,918444;119,695101;15,966129;1595,059556;11819,424266;0,878332
237;380,027976;400,192958;219,872551;120,534779;15,963054;1599,767302;11825,797875;0,876880
238;380,009842;400,007683;220,061489;119,964827;15,970634;1602,308539;11823,122674;0,878011
239;380,024141;400,021372;220,020030;119,929635;15,964755;1597,352691;11820,202513;0,878032
240;380,035352;399,787898;220,107671;120,186565;15,967157;1598,861964;11819,030382;0,877681
241;380,019251;399,933408;220,083321;120,088543;15,969604;1602,691551;11824,269108;0,877823
242;380,031380;399,932249;219,985765;119,883422;15,970510;1598,922281;11814,651544;0,878078
243;380,036956;399,847378;220,257445;119,573300;15,964203;1599,395727;11816,204739;0,878845
244;380,035701;400,010761;219,851034;119,669633;15,964280;1602,418294;11815,865773;0,878314
245;380,056650;400,214995;220,092286;120,444422;15,963985;1602,983124;11819,280604;0,877234
246;380,076160;399,920935;220,202661;120,260936;15,967608;1602,112284;11821,151919;0,877643
247;380,033540;400,188856;220,014382;120,003078;15,960556;1602,401994;11816,160416;0,877904
248;380,063148;399,893943;219,902863;119,866230;15,967870;1598,702345;11816,015268;0,878031
249;380,024230;400,035042;219,885498;119,955153;15,966745;1601,517808;11818,537257;0,877866
250;380,037753;399,884215;220,172946;120,360961;15,972710;1603,241630;11822,970103;0,877449
251;380,024240;399,904641;220,193191;119,937525;15,974198;1599,466882;11821,255564;0,878177
252;380,059927;400,225569;220,258447;120,222903;15,969337;1598,825117;11815,934526;0,877758
253;380,012231;400,154771;220,156693;120,204661;15,972078;1603,873786;11818,287124;0,877696
254;380,092205;400,331178;219,913493;120,225042;15,965209;1600,526130;11829,173704;0,877439
255;380,049593;400,128508;220,025746;120,351434;15,973882;1597,289005;11821,153927;0,877329
256;380,049176;400,127423;219,995585;119,495519;15,973905;1603,626751;11809,935367;0,878737
257;380,024691;399,837134;220,062577;120,139406;15,974450;1600,469392;11829,427989;0,877719
258;380,045396;399,894350;220,231621;119,508742;15,971142;1600,814190;11813,631186;0,878930
259;380,035427;399,957143;219,853638;119,535182;15,962739;1601,016241;11815,794653;0,878541
260;379,972053;400,060811;219,910464;119,928241;15,965658;1599,220487;11815,418710;0,877934
261;380,026882;400,187174;220,138843;119,868933;15,966948;1601,142491;11815,659709;0,878242
262;380,018779;399,630444;219,739240;120,466826;15,971245;1600,172385;11824,120293;0,876872
263;380,020407;400,168790;220,052219;120,121150;15,967180;1595,990252;11818,162812;0,877740
264;380,007266;399,835962;219,897894;120,736133;15,971667;1601,277654;11837,572016;0,876565
265;380,022505;399,835130;219,851934;120,316494;15,972268;1600,979896;11824,518967;0,877228
266;380,014763;399,935078;219,783307;119,521795;15,964433;1598,678617;11813,361288;0,878500
267;380,044034;399,862289;220,006619;119,709371;15,966128;1601,408200;11819,324127;0,878389
268;379,997669;400,103424;220,086707;120,288094;15,968760;1599,117982;11823,961605;0,877492
269;379,981172;399,702056;219,860806;119,827162;15,969963;1598,884221;11823,133752;0,878058
270;380,047829;399,743901;219,997265;120,585046;15,967520;1600,145584;11828,488733;0,876911
271;380,026752;399,899514;219,904301;120,317727;15,968601;1600,168329;11820,750198;0,877274
272;379,957533;399,954815;220,105036;120,270614;15,969756;1597,535981;11821,286472;0,877538
273;380,101641;399,841588;219,864183;120,095252;15,971139;1591,389037;11826,563623;0,877611
274;379,988021;399,912809;220,072272;120,591031;15,972657;1602,308335;11826,716495;0,876970
275;380,026052;399,714162;220,026350;119,330995;15,964870;1605,077032;11808,421610;0,879041
276;379,970638;399,784205;219,774046;119,825901;15,977426;1596,160124;11822,065581;0,877981
277;379,986630;399,777925;219,720157;119,869845;15,979836;1596,470678;11824,215689;0,877858
278;379,976744;400,136117;219,990878;120,319884;15,969748;1604,373249;11825,694636;0,877350
279;380,006175;399,922276;219,872231;120,467150;15,968028;1601,812700;11816,433377;0,876994
280;380,039097;400,229308;219,937269;119,280844;15,972027;1603,955844;11806,882534;0,879044
281;379,978529;399,836157;219,734341;119,800674;15,964471;1596,104757;11811,660793;0,877987
282;380,013294;400,006018;219,882723;120,102749;15,973973;1600,114843;11828,712390;0,877616
283;380,020894;399,951557;220,029740;119,578478;15,967328;1602,385466;11826,327263;0,878629
284;379,974827;400,262647;220,028554;120,164418;15,966601;1604,072577;11820,042586;0,877646
