# YHDA_VERSION=0.6.3
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=UE_MKUD
# STEP_NAME=Düşük ikaz — MKÜD çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=-52
# STEP_PSET_MW=120
ZAMAN;SIRA_NO;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
16.8.2026 09:00:35,0s;36;380,016720;399,855936;120,101369;-0,726073;15,752424;1179,933458;10508,868237;0,999982
16.8.2026 09:00:36,0s;37;380,078563;399,954597;120,004468;-0,922012;15,737056;1173,763950;10500,986744;0,999970
16.8.2026 09:00:37,0s;38;380,064557;399,894634;120,026674;-1,225251;15,742171;1177,852406;10510,658977;0,999948
16.8.2026 09:00:38,0s;39;380,085160;399,984850;119,919373;-1,502363;15,747555;1171,509934;10511,691641;0,999922
16.8.2026 09:00:39,0s;40;380,054029;400,161809;119,952507;-1,941204;15,744216;1166,637871;10516,702127;0,999869
16.8.2026 09:00:40,0s;41;380,059036;400,444038;120,010164;-2,520224;15,745747;1169,022840;10531,210506;0,999780
16.8.2026 09:00:41,0s;42;380,058422;399,822020;120,089542;-2,930461;15,740157;1160,184462;10530,445400;0,999702
16.8.2026 09:00:42,0s;43;380,054395;400,176691;120,020209;-3,535868;15,739194;1162,933676;10537,421733;0,999566
16.8.2026 09:00:43,0s;44;379,987557;399,953419;119,973887;-4,327984;15,734789;1158,134626;10552,653615;0,999350
16.8.2026 09:00:44,0s;45;380,047090;399,808034;119,947848;-4,817582;15,738437;1155,192066;10546,514617;0,999194
16.8.2026 09:00:45,0s;46;380,033600;400,048729;119,957246;-5,405707;15,732971;1152,325923;10561,414893;0,998986
16.8.2026 09:00:46,0s;47;380,047504;400,222989;119,958831;-6,271778;15,729582;1143,585332;10567,631221;0,998636
16.8.2026 09:00:47,0s;48;380,021247;400,403745;120,043055;-6,732701;15,736277;1146,338105;10565,718591;0,998431
16.8.2026 09:00:48,0s;49;380,010894;400,086525;119,913313;-7,693145;15,725282;1142,799626;10580,302747;0,997948
16.8.2026 09:00:49,0s;50;380,054571;400,128011;119,959643;-8,377173;15,731887;1141,661080;10589,972370;0,997571
16.8.2026 09:00:50,0s;51;380,081897;399,729368;119,997648;-9,067130;15,719053;1132,767804;10600,510904;0,997157
16.8.2026 09:00:51,0s;52;380,074632;400,247225;119,930008;-9,929802;15,718766;1136,097672;10617,101630;0,996590
16.8.2026 09:00:52,0s;53;380,077162;400,032061;120,024195;-10,648575;15,718168;1129,301436;10623,314205;0,996087
16.8.2026 09:00:53,0s;54;380,029871;399,996141;120,084282;-11,482590;15,717486;1120,621754;10629,158966;0,995459
16.8.2026 09:00:54,0s;55;379,997703;400,052267;119,904147;-12,685993;15,711134;1126,482159;10634,082812;0,994450
16.8.2026 09:00:55,0s;56;380,078697;400,141740;119,897998;-13,516116;15,708041;1112,075110;10649,602987;0,993706
16.8.2026 09:00:56,0s;57;380,059343;399,838345;119,984799;-14,471541;15,710449;1113,208568;10661,894045;0,992805
16.8.2026 09:00:57,0s;58;380,081148;399,929519;120,182193;-15,627635;15,699351;1103,893730;10669,960586;0,991651
16.8.2026 09:00:58,0s;59;380,086130;400,038791;119,941338;-16,390364;15,696943;1098,890977;10680,282265;0,990792
16.8.2026 09:00:59,0s;60;380,047053;400,060515;120,108839;-17,491254;15,698118;1098,923253;10695,044519;0,989562
16.8.2026 09:01:00,0s;61;380,035268;399,773453;119,889522;-18,449456;15,685184;1089,047347;10701,067222;0,988366
16.8.2026 09:01:01,0s;62;380,061105;400,155021;119,802320;-19,501822;15,687254;1085,497996;10719,391190;0,987008
16.8.2026 09:01:02,0s;63;380,071705;399,903640;120,015633;-20,476113;15,690538;1083,729666;10723,609080;0,985756
16.8.2026 09:01:03,0s;64;380,069622;399,796682;120,036848;-21,383430;15,685960;1076,752697;10731,536871;0,984501
16.8.2026 09:01:04,0s;65;380,045204;399,999121;119,924222;-22,155878;15,680264;1072,662450;10740,313372;0,983359
16.8.2026 09:01:05,0s;66;380,039260;399,784057;119,961728;-23,510012;15,676354;1065,029549;10757,293107;0,981332
16.8.2026 09:01:06,0s;67;380,038954;400,037364;119,993691;-24,567651;15,681606;1064,404288;10767,245149;0,979677
16.8.2026 09:01:07,0s;68;380,032897;399,873225;120,021836;-25,415396;15,668011;1052,939457;10771,440693;0,978307
16.8.2026 09:01:08,0s;69;380,099277;399,937585;120,096019;-26,572023;15,658033;1051,637777;10790,037953;0,976386
16.8.2026 09:01:09,0s;70;380,083857;399,852677;120,013370;-27,823150;15,672757;1045,722690;10808,867719;0,974163
16.8.2026 09:01:10,0s;71;380,097786;400,138216;119,929261;-28,600632;15,662229;1037,346558;10812,967029;0,972722
16.8.2026 09:01:11,0s;72;380,121658;399,921064;119,952015;-29,761522;15,655133;1037,259062;10833,016267;0,970572
16.8.2026 09:01:12,0s;73;380,096113;399,603471;120,130509;-30,629953;15,643380;1034,799977;10834,737001;0,968998
16.8.2026 09:01:13,0s;74;380,082207;400,085548;119,835769;-31,637155;15,653238;1026,435271;10850,418686;0,966873
16.8.2026 09:01:14,0s;75;380,048354;399,912280;119,987109;-32,583101;15,649769;1020,928419;10854,413808;0,965050
16.8.2026 09:01:15,0s;76;380,095883;399,917318;120,021598;-33,908744;15,641312;1017,058108;10872,797895;0,962331
16.8.2026 09:01:16,0s;77;380,140409;400,123539;120,062076;-34,724107;15,641763;1011,086579;10884,718827;0,960630
16.8.2026 09:01:17,0s;78;380,090464;399,937234;119,973827;-35,370930;15,641167;1006,890551;10890,272882;0,959182
16.8.2026 09:01:18,0s;79;380,069813;400,062780;120,070028;-36,529460;15,635911;1000,315034;10897,785685;0,956704
16.8.2026 09:01:19,0s;80;380,073274;400,323923;120,061262;-37,524534;15,632573;1003,233442;10919,651556;0,954468
16.8.2026 09:01:20,0s;81;380,092542;400,536609;120,001308;-38,309235;15,637474;990,409168;10923,016013;0,952634
16.8.2026 09:01:21,0s;82;380,056074;400,218900;120,053403;-39,466277;15,635744;986,759407;10931,267410;0,949984
16.8.2026 09:01:22,0s;83;380,061609;399,700961;120,100098;-40,330030;15,624159;985,891631;10940,592311;0,947978
16.8.2026 09:01:23,0s;84;380,066338;399,897247;119,868547;-41,314039;15,621550;986,410622;10962,055457;0,945421
16.8.2026 09:01:24,0s;85;380,034406;399,807889;120,057762;-42,210053;15,616185;978,661067;10967,062353;0,943392
16.8.2026 09:01:25,0s;86;380,084006;399,981158;120,019571;-43,177395;15,620801;972,440819;10967,704990;0,940961
16.8.2026 09:01:26,0s;87;380,069557;399,994914;119,981531;-43,547909;15,613296;967,197800;10972,597887;0,939999
16.8.2026 09:01:27,0s;88;380,117845;399,704676;120,169227;-44,524180;15,609457;967,347250;10991,875865;0,937705
16.8.2026 09:01:28,0s;89;380,122569;399,994549;120,044416;-45,110430;15,607654;966,357388;10998,134064;0,936089
16.8.2026 09:01:29,0s;90;380,085433;400,106196;119,993197;-45,599335;15,611895;956,678620;10997,634065;0,934779
16.8.2026 09:01:30,0s;91;380,086585;399,966381;119,944624;-46,468409;15,609619;952,477045;11005,527371;0,932468
16.8.2026 09:01:31,0s;92;380,061340;399,938441;119,998029;-47,265146;15,604044;951,131137;11015,751024;0,930426
16.8.2026 09:01:32,0s;93;380,052114;399,857507;120,009858;-47,926915;15,606276;950,815938;11035,367590;0,928682
16.8.2026 09:01:33,0s;94;380,057316;400,055558;120,012239;-48,507810;15,594260;942,771366;11031,843277;0,927131
16.8.2026 09:01:34,0s;95;380,110131;400,161727;120,084991;-48,936924;15,594300;938,257577;11039,607064;0,926056
16.8.2026 09:01:35,0s;96;380,056630;399,889510;120,032893;-49,373752;15,593458;938,974913;11041,307669;0,924818
16.8.2026 09:01:36,0s;97;380,127128;400,360512;120,096542;-50,038919;15,593307;933,855417;11052,123723;0,923080
16.8.2026 09:01:37,0s;98;380,080747;399,729454;119,994767;-50,090293;15,592979;934,642260;11058,189651;0,922824
16.8.2026 09:01:38,0s;99;380,106335;400,011006;119,927429;-50,605467;15,595104;933,226008;11059,633074;0,921334
16.8.2026 09:01:39,0s;100;380,075294;400,183626;120,015806;-51,326807;15,591408;933,442067;11068,215578;0,919446
16.8.2026 09:01:40,0s;101;380,101307;400,127943;119,920016;-51,410008;15,596217;933,848139;11066,987184;0,919101
16.8.2026 09:01:41,0s;102;380,062699;399,812128;120,097200;-51,793601;15,591329;926,901973;11077,790234;0,918247
16.8.2026 09:01:42,0s;103;380,076593;399,793722;119,991832;-51,762260;15,588691;934,483176;11064,478789;0,918208
16.8.2026 09:01:43,0s;104;380,075640;399,935931;120,036482;-52,094541;15,594345;932,698431;11072,427153;0,917336
16.8.2026 09:01:44,0s;105;380,119191;399,941313;119,936663;-52,052534;15,592039;930,852955;11068,384950;0,917332
16.8.2026 09:01:45,0s;106;380,099501;399,977034;119,962366;-52,056580;15,591926;925,823681;11077,773877;0,917352
16.8.2026 09:01:46,0s;107;380,082596;400,016075;119,901694;-51,918276;15,590521;929,402733;11078,444991;0,917665
16.8.2026 09:01:47,0s;108;380,102700;399,828244;119,929627;-51,832553;15,591039;932,885471;11071,673768;0,917938
16.8.2026 09:01:48,0s;109;380,048441;400,060502;119,955019;-51,833311;15,585975;929,495757;11067,349297;0,917966
16.8.2026 09:01:49,0s;110;380,059805;399,866696;120,130071;-51,815271;15,591215;928,683170;11069,810786;0,918227
16.8.2026 09:01:50,0s;111;380,089412;400,147526;119,918418;-52,018770;15,589446;927,183523;11077,254343;0,917405
16.8.2026 09:01:51,0s;112;380,035433;399,679827;120,019040;-52,084029;15,589093;931,182932;11072,313631;0,917344
16.8.2026 09:01:52,0s;113;380,103429;399,911161;119,955845;-52,028039;15,593849;927,717866;11073,376004;0,917424
16.8.2026 09:01:53,0s;114;380,136272;400,006117;119,958811;-52,055740;15,590818;933,780369;11073,347024;0,917350
16.8.2026 09:01:54,0s;115;380,089173;400,231055;120,045791;-51,821149;15,590877;933,783777;11078,632497;0,918109
16.8.2026 09:01:55,0s;116;380,123846;400,120799;119,985451;-52,076397;15,593102;930,693259;11073,788369;0,917325
16.8.2026 09:01:56,0s;117;380,124212;399,952160;120,071115;-51,931971;15,583316;929,076951;11080,455213;0,917831
16.8.2026 09:01:57,0s;118;380,071409;400,210876;119,934318;-51,990432;15,587783;931,862805;11071,088058;0,917503
16.8.2026 09:01:58,0s;119;380,086070;400,158607;120,038051;-52,328506;15,584794;931,676520;11076,859397;0,916684
16.8.2026 09:01:59,0s;120;380,079353;399,843142;119,922696;-51,974076;15,586280;929,197020;11075,014524;0,917534
16.8.2026 09:02:00,0s;121;380,088072;399,876819;120,012101;-52,011497;15,588352;928,417522;11075,535934;0,917538
16.8.2026 09:02:01,0s;122;380,117714;400,148543;119,940597;-52,061392;15,588343;930,715527;11079,659057;0,917312
16.8.2026 09:02:02,0s;123;380,084864;399,967895;120,028481;-51,939179;15,585164;929,767778;11069,091042;0,917760
16.8.2026 09:02:03,0s;124;380,063339;399,978704;120,033577;-51,811182;15,590778;931,476728;11073,072916;0,918122
16.8.2026 09:02:04,0s;125;380,080057;400,087213;119,929151;-52,323015;15,590196;936,809498;11078,184762;0,916567
16.8.2026 09:02:05,0s;126;380,130729;399,874400;120,049837;-51,972976;15,586869;922,232017;11072,955093;0,917691
16.8.2026 09:02:06,0s;127;380,092841;400,086860;120,070886;-52,132715;15,585810;932,894648;11069,934686;0,917271
16.8.2026 09:02:07,0s;128;380,097640;400,103672;120,017679;-52,047404;15,590919;931,450946;11071,153106;0,917445
16.8.2026 09:02:08,0s;129;380,110134;399,885217;119,955076;-51,907422;15,594754;924,687320;11063,329008;0,917760
16.8.2026 09:02:09,0s;130;380,109163;399,884210;119,861140;-51,952873;15,594297;926,347211;11075,863034;0,917519
16.8.2026 09:02:10,0s;131;380,103735;399,770422;120,025768;-52,006587;15,587536;932,526100;11080,691241;0,917568
16.8.2026 09:02:11,0s;132;380,081083;399,792911;120,053809;-51,989791;15,598271;923,693253;11070,131370;0,917649
16.8.2026 09:02:12,0s;133;380,113881;400,040518;119,990501;-51,971230;15,597931;927,053680;11067,395579;0,917624
16.8.2026 09:02:13,0s;134;380,077709;399,995260;119,920161;-52,111800;15,588934;931,075434;11078,348543;0,917147
16.8.2026 09:02:14,0s;135;380,074911;400,101564;120,059761;-52,009293;15,592048;924,662032;11067,213362;0,917602
16.8.2026 09:02:15,0s;136;380,079112;400,210707;119,960277;-51,991267;15,587210;929,305521;11079,411826;0,917532
16.8.2026 09:02:16,0s;137;380,123126;400,134689;119,935327;-51,714319;15,581369;924,009346;11074,176377;0,918274
16.8.2026 09:02:17,0s;138;380,149905;399,712658;119,931949;-51,966663;15,591109;925,679672;11076,245825;0,917566
16.8.2026 09:02:18,0s;139;380,060795;400,211656;120,070479;-51,985338;15,590453;931,858478;11071,266323;0,917682
16.8.2026 09:02:19,0s;140;380,065958;399,976390;120,106145;-51,997764;15,588644;929,130176;11064,480747;0,917690
16.8.2026 09:02:20,0s;141;380,106567;400,023208;119,937136;-52,033594;15,597754;926,781452;11072,983025;0,917386
16.8.2026 09:02:21,0s;142;380,090725;400,229751;120,141495;-51,948592;15,591325;931,484864;11067,809151;0,917870
16.8.2026 09:02:22,0s;143;380,101035;399,868007;120,044939;-52,018958;15,597476;931,773664;11068,451357;0,917557
16.8.2026 09:02:23,0s;144;380,115117;399,982088;120,027898;-51,920268;15,581936;934,710364;11063,090449;0,917812
16.8.2026 09:02:24,0s;145;380,062714;399,815657;120,106651;-51,938536;15,588501;931,383737;11075,444528;0,917856
16.8.2026 09:02:25,0s;146;380,098022;399,828737;119,864478;-52,098598;15,595106;931,336494;11072,262671;0,917116
16.8.2026 09:02:26,0s;147;380,115522;400,388252;119,915624;-52,046522;15,588570;935,675812;11073,370590;0,917324
16.8.2026 09:02:27,0s;148;380,121033;399,975618;120,018063;-52,298050;15,592459;929,614892;11077,398002;0,916745
16.8.2026 09:02:28,0s;149;380,063181;400,034822;119,962751;-52,093235;15,591378;931,063742;11071,312548;0,917250
16.8.2026 09:02:29,0s;150;380,089404;399,858721;119,948660;-52,140924;15,596996;931,862167;11079,327043;0,917100
16.8.2026 09:02:30,0s;151;380,093808;399,965845;120,100794;-52,041771;15,584664;929,068733;11069,744834;0,917561
16.8.2026 09:02:31,0s;152;380,050267;399,815047;120,004926;-52,132967;15,590419;926,647344;11076,164376;0,917190
16.8.2026 09:02:32,0s;153;380,086348;399,943542;120,021662;-51,988118;15,592895;933,831033;11080,183246;0,917615
16.8.2026 09:02:33,0s;154;380,103704;400,033365;120,061075;-52,051808;15,593780;932,747718;11073,410648;0,917485
16.8.2026 09:02:34,0s;155;380,080426;400,000541;120,035574;-52,030268;15,595275;931,126230;11074,894021;0,917514
16.8.2026 09:02:35,0s;156;380,079684;399,903841;120,004074;-51,878784;15,595321;931,762383;11075,228218;0,917898
16.8.2026 09:02:36,0s;157;380,107650;400,013957;120,017672;-51,912693;15,588462;933,241590;11068,917226;0,917820
16.8.2026 09:02:37,0s;158;380,110375;400,086740;119,957983;-52,062068;15,588238;927,816445;11076,582525;0,917332
16.8.2026 09:02:38,0s;159;380,128728;399,743022;119,960596;-51,971188;15,582869;927,849880;11070,687086;0,917588
16.8.2026 09:02:39,0s;160;380,128231;400,494480;120,021530;-51,925740;15,591622;928,727458;11072,641573;0,917789
16.8.2026 09:02:40,0s;161;380,061289;399,875569;120,160443;-51,917183;15,582928;932,280950;11064,123478;0,917980
16.8.2026 09:02:41,0s;162;380,039977;399,919500;119,947110;-51,879137;15,595077;929,478046;11072,949200;0,917829
16.8.2026 09:02:42,0s;163;380,090158;399,959278;120,142956;-52,129880;15,593528;931,488868;11080,603148;0,917366
16.8.2026 09:02:43,0s;164;380,084544;399,689186;119,889561;-51,940860;15,590845;927,492504;11073,976920;0,917587
16.8.2026 09:02:44,0s;165;380,115113;400,262613;119,973088;-51,883263;15,588176;924,811709;11069,331391;0,917849
16.8.2026 09:02:45,0s;166;380,081724;399,763884;120,157692;-52,180629;15,594745;929,327585;11075,201076;0,917243
16.8.2026 09:02:46,0s;167;380,088672;400,081235;119,883565;-52,074072;15,585407;927,403202;11070,052159;0,917208
16.8.2026 09:02:47,0s;168;380,139723;400,092843;120,108530;-51,994918;15,592485;927,267847;11069,652028;0,917701
16.8.2026 09:02:48,0s;169;380,092568;400,336366;119,879331;-51,966555;15,589273;929,421700;11070,936235;0,917503
16.8.2026 09:02:49,0s;170;380,092084;399,952629;120,152143;-51,929722;15,595010;926,381423;11065,731773;0,917935
16.8.2026 09:02:50,0s;171;380,095068;400,243132;120,048957;-51,968719;15,593586;927,198870;11073,332132;0,917702
16.8.2026 09:02:51,0s;172;380,063422;399,684285;119,912058;-51,898794;15,589309;933,042670;11070,602685;0,917732
16.8.2026 09:02:52,0s;173;380,164308;399,897015;119,997103;-51,859505;15,580602;930,506617;11065,511908;0,917944
16.8.2026 09:02:53,0s;174;380,097844;399,968386;120,107862;-52,215389;15,589530;932,970870;11073,091512;0,917085
16.8.2026 09:02:54,0s;175;380,101671;399,821445;120,068723;-51,979594;15,592180;929,234801;11071,022309;0,917696
16.8.2026 09:02:55,0s;176;380,086739;400,073915;119,977763;-52,095027;15,598417;931,979466;11066,933816;0,917263
16.8.2026 09:02:56,0s;177;380,076619;400,007962;119,908081;-52,013487;15,585828;926,614857;11072,720652;0,917407
16.8.2026 09:02:57,0s;178;380,114327;399,674957;119,996420;-52,041853;15,585263;936,091026;11073,434117;0,917435
16.8.2026 09:02:58,0s;179;380,136144;400,244185;120,003650;-51,991255;15,585691;934,188776;11072,370868;0,917584
16.8.2026 09:02:59,0s;180;380,049613;400,064564;120,030957;-51,765967;15,590966;926,082653;11068,888168;0,918245
16.8.2026 09:03:00,0s;181;380,075487;400,007682;120,054528;-52,200295;15,588782;924,434025;11064,623180;0,917063
16.8.2026 09:03:01,0s;182;380,046231;399,978858;120,002002;-51,991205;15,587510;925,072442;11072,811625;0,917583
16.8.2026 09:03:02,0s;183;380,096271;400,052967;120,058041;-52,341948;15,592380;933,163554;11079,897464;0,916671
16.8.2026 09:03:03,0s;184;380,115461;400,114500;119,922408;-51,897118;15,593575;933,293083;11071,849312;0,917749
16.8.2026 09:03:04,0s;185;380,060073;399,969163;119,997770;-51,757603;15,586347;934,799813;11067,457631;0,918228
16.8.2026 09:03:05,0s;186;380,120044;400,086891;120,055816;-51,919641;15,590287;930,724402;11071,583752;0,917847
16.8.2026 09:03:06,0s;187;380,136559;400,160389;119,918520;-52,101106;15,588645;931,638735;11065,366666;0,917175
16.8.2026 09:03:07,0s;188;380,119475;399,845050;120,006975;-51,949213;15,593255;929,769440;11070,517739;0,917706
16.8.2026 09:03:08,0s;189;380,095681;399,980581;120,131727;-52,026194;15,590431;924,023107;11072,457470;0,917642
16.8.2026 09:03:09,0s;190;380,042102;399,841482;120,084775;-51,864787;15,592631;928,785151;11078,004507;0,918035
16.8.2026 09:03:10,0s;191;380,087328;399,922735;120,047791;-52,000210;15,593996;930,590449;11072,342182;0,917613
16.8.2026 09:03:11,0s;192;380,138691;399,868308;119,944707;-51,676905;15,589280;926,341123;11070,812810;0,918389
16.8.2026 09:03:12,0s;193;380,059544;400,144914;120,023238;-51,864085;15,594070;928,332686;11070,155502;0,917962
16.8.2026 09:03:13,0s;194;380,102214;399,954316;119,960352;-51,878980;15,593345;935,150842;11074,609425;0,917845
16.8.2026 09:03:14,0s;195;380,073393;399,916615;120,056320;-51,863545;15,586278;930,622035;11068,805337;0,918004
16.8.2026 09:03:15,0s;196;380,062963;400,035600;120,035916;-51,934168;15,596488;932,345523;11078,286495;0,917783
16.8.2026 09:03:16,0s;197;380,117240;399,926219;120,006901;-51,905432;15,591137;930,357455;11075,186983;0,917828
16.8.2026 09:03:17,0s;198;380,075871;399,979719;119,926058;-51,943590;15,589754;933,533996;11073,320774;0,917624
16.8.2026 09:03:18,0s;199;380,029215;399,906246;119,949090;-51,901422;15,590072;933,114057;11067,792243;0,917769
16.8.2026 09:03:19,0s;200;380,105530;399,764808;120,028445;-52,127988;15,590066;930,434571;11063,505537;0,917233
16.8.2026 09:03:20,0s;201;380,070332;399,731739;120,038826;-51,847324;15,599409;929,488862;11072,264715;0,918028
16.8.2026 09:03:21,0s;202;380,082871;400,079778;119,935094;-51,786698;15,591496;929,101871;11068,177368;0,918072
16.8.2026 09:03:22,0s;203;380,107776;399,988851;120,017051;-51,953011;15,585224;932,565551;11071,112577;0,917707
16.8.2026 09:03:23,0s;204;380,055611;399,929453;119,989346;-51,982707;15,594486;930,557884;11071,524975;0,917591
16.8.2026 09:03:24,0s;205;380,098060;399,777533;120,076241;-51,947320;15,592316;933,558512;11074,106381;0,917794
16.8.2026 09:03:25,0s;206;380,086065;399,802096;119,984910;-52,129361;15,588439;929,238801;11071,394723;0,917176
16.8.2026 09:03:26,0s;207;380,078350;399,653068;119,922554;-51,783644;15,592174;930,015987;11070,599441;0,918065
16.8.2026 09:03:27,0s;208;380,085311;400,100860;120,077887;-51,952027;15,591150;930,116109;11073,036538;0,917783
