# YHDA_VERSION=0.6.2
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=RES_MIN_POS200
# SAMPLE_PERIOD_MS=100
# TESIS_ADI=Köprü HES — Örnek/Sentetik Kampanya
# TEST_DATE=2026-03-12
# CITY=Örnek İl
# DATA_CLASS=ÖRNEK / SENTETİK
# PNOM_MW=77.924
# UNIT_PNOM_MW=77.924
# RPMAX_MW=7.7924
# RPMIN_MW=7.7924
# PSET_MAX_MW=54.86
# PSET_MIN_MW=36.14
# DROOP_PERCENT=4
# DEADBAND_MHZ=0
# MEASUREMENT_DEVICE_TYPE=Veri toplama cihazı
# MEASUREMENT_BRAND=Sentetik örnek
# MEASUREMENT_MODEL=YHDA-SIM
# MEASUREMENT_SERIAL_NO=SIM-U1-2026
# MEASUREMENT_SOFTWARE=YHDA sentetik veri üreticisi
# CALIBRATION_NO=ÖRNEK
# CALIBRATION_DATE=2026-03-01
# CAMPAIGN_ID=PFK-KOPRU-HES-20260312
# FACILITY_ID=KOPRU-HES
# TEST_SCOPE=MULTI_UNIT
# ENTITY_TYPE=UNIT
# ENTITY_ID=U1
# UNIT_ID=U1
# UNIT_NAME=Ünite-1
# UNIT_COUNT=2
# EVENT_ID=KOPRU-PFK-01
# RUN_ID=RUN-001
# TEST_START=12.3.2026 09:00:00,0s
ZAMAN;SIRA_NO;GRID_FREQUENCY_HZ;TEST_FREQUENCY_HZ;ACTIVE_POWER_MW;ACTIVE_POWER_REFERENCE_MW;GUIDE_VANE_PCT
12.3.2026 09:00:14,6s;147;50,0059;50,0000;36,1157;36,1400;52,112
12.3.2026 09:00:14,7s;148;50,0056;50,0000;36,1162;36,1400;52,113
12.3.2026 09:00:14,8s;149;50,0053;50,0000;36,1169;36,1400;52,113
12.3.2026 09:00:14,9s;150;50,0049;50,0000;36,1177;36,1400;52,113
12.3.2026 09:00:15,0s;151;50,0045;50,0000;36,1186;36,1400;52,113
12.3.2026 09:00:15,1s;152;50,0041;50,0000;36,1197;36,1400;52,114
12.3.2026 09:00:15,2s;153;50,0037;50,0000;36,1208;36,1400;52,114
12.3.2026 09:00:15,3s;154;50,0033;50,0000;36,1221;36,1400;52,114
12.3.2026 09:00:15,4s;155;50,0029;50,0000;36,1235;36,1400;52,115
12.3.2026 09:00:15,5s;156;50,0024;50,0000;36,1250;36,1400;52,115
12.3.2026 09:00:15,6s;157;50,0020;50,0000;36,1266;36,1400;52,115
12.3.2026 09:00:15,7s;158;50,0015;50,0000;36,1282;36,1400;52,116
12.3.2026 09:00:15,8s;159;50,0010;50,0000;36,1300;36,1400;52,116
12.3.2026 09:00:15,9s;160;50,0006;50,0000;36,1318;36,1400;52,117
12.3.2026 09:00:16,0s;161;50,0001;50,0000;36,1336;36,1400;52,117
12.3.2026 09:00:16,1s;162;49,9996;50,0000;36,1355;36,1400;52,118
12.3.2026 09:00:16,2s;163;49,9992;50,0000;36,1374;36,1400;52,118
12.3.2026 09:00:16,3s;164;49,9987;50,0000;36,1393;36,1400;52,119
12.3.2026 09:00:16,4s;165;49,9982;50,0000;36,1412;36,1400;52,120
12.3.2026 09:00:16,5s;166;49,9978;50,0000;36,1431;36,1400;52,120
12.3.2026 09:00:16,6s;167;49,9973;50,0000;36,1450;36,1400;52,121
12.3.2026 09:00:16,7s;168;49,9969;50,0000;36,1469;36,1400;52,121
12.3.2026 09:00:16,8s;169;49,9965;50,0000;36,1487;36,1400;52,122
12.3.2026 09:00:16,9s;170;49,9960;50,0000;36,1505;36,1400;52,122
12.3.2026 09:00:17,0s;171;49,9956;50,0000;36,1522;36,1400;52,123
12.3.2026 09:00:17,1s;172;49,9953;50,0000;36,1539;36,1400;52,123
12.3.2026 09:00:17,2s;173;49,9949;50,0000;36,1554;36,1400;52,124
12.3.2026 09:00:17,3s;174;49,9945;50,0000;36,1569;36,1400;52,124
12.3.2026 09:00:17,4s;175;49,9942;50,0000;36,1582;36,1400;52,124
12.3.2026 09:00:17,5s;176;49,9939;50,0000;36,1595;36,1400;52,125
12.3.2026 09:00:17,6s;177;49,9936;50,0000;36,1607;36,1400;52,125
12.3.2026 09:00:17,7s;178;49,9933;50,0000;36,1617;36,1400;52,125
12.3.2026 09:00:17,8s;179;49,9931;50,0000;36,1626;36,1400;52,126
12.3.2026 09:00:17,9s;180;49,9929;50,0000;36,1633;36,1400;52,126
12.3.2026 09:00:18,0s;181;49,9927;50,0000;36,1639;36,1400;52,126
12.3.2026 09:00:18,1s;182;49,9925;50,0000;36,1644;36,1400;52,126
12.3.2026 09:00:18,2s;183;49,9923;50,0000;36,1648;36,1400;52,126
12.3.2026 09:00:18,3s;184;49,9922;50,0000;36,1650;36,1400;52,126
12.3.2026 09:00:18,4s;185;49,9921;50,0000;36,1650;36,1400;52,126
12.3.2026 09:00:18,5s;186;49,9921;50,0000;36,1649;36,1400;52,126
12.3.2026 09:00:18,6s;187;49,9920;50,0000;36,1646;36,1400;52,126
12.3.2026 09:00:18,7s;188;49,9920;50,0000;36,1642;36,1400;52,126
12.3.2026 09:00:18,8s;189;49,9920;50,0000;36,1637;36,1400;52,126
12.3.2026 09:00:18,9s;190;49,9921;50,0000;36,1630;36,1400;52,126
12.3.2026 09:00:19,0s;191;49,9921;50,0000;36,1622;36,1400;52,125
12.3.2026 09:00:19,1s;192;49,9922;50,0000;36,1612;36,1400;52,125
12.3.2026 09:00:19,2s;193;49,9924;50,0000;36,1602;36,1400;52,125
12.3.2026 09:00:19,3s;194;49,9925;50,0000;36,1590;36,1400;52,125
12.3.2026 09:00:19,4s;195;49,9927;50,0000;36,1577;36,1400;52,124
12.3.2026 09:00:19,5s;196;49,9929;50,0000;36,1563;36,1400;52,124
12.3.2026 09:00:19,6s;197;49,9931;50,0000;36,1547;36,1400;52,123
12.3.2026 09:00:19,7s;198;49,9934;50,0000;36,1532;36,1400;52,123
12.3.2026 09:00:19,8s;199;49,9936;50,0000;36,1515;36,1400;52,122
12.3.2026 09:00:19,9s;200;49,9939;50,0000;36,1497;36,1400;52,122
12.3.2026 09:00:20,0s;201;49,9943;50,2000;36,1479;36,1400;52,121
12.3.2026 09:00:20,1s;202;49,9946;50,2000;36,1061;36,1000;52,110
12.3.2026 09:00:20,2s;203;49,9949;50,2000;36,0643;36,0601;52,098
12.3.2026 09:00:20,3s;204;49,9953;50,2000;36,0224;36,0201;52,086
12.3.2026 09:00:20,4s;205;49,9957;50,2000;35,9805;35,9802;52,075
12.3.2026 09:00:20,5s;206;49,9961;50,2000;35,9387;35,9402;52,063
12.3.2026 09:00:20,6s;207;49,9965;50,2000;35,8968;35,9002;52,051
12.3.2026 09:00:20,7s;208;49,9970;50,2000;35,8549;35,8603;52,039
12.3.2026 09:00:20,8s;209;49,9974;50,2000;35,8131;35,8203;52,028
12.3.2026 09:00:20,9s;210;49,9978;50,2000;35,7713;35,7804;52,016
12.3.2026 09:00:21,0s;211;49,9983;50,2000;35,7296;35,7404;52,004
12.3.2026 09:00:21,1s;212;49,9988;50,2000;35,6879;35,7004;51,993
12.3.2026 09:00:21,2s;213;49,9992;50,2000;35,6464;35,6605;51,981
12.3.2026 09:00:21,3s;214;49,9997;50,2000;35,6049;35,6205;51,969
12.3.2026 09:00:21,4s;215;50,0002;50,2000;35,5634;35,5805;51,958
12.3.2026 09:00:21,5s;216;50,0006;50,2000;35,5221;35,5406;51,946
12.3.2026 09:00:21,6s;217;50,0011;50,2000;35,4809;35,5006;51,935
12.3.2026 09:00:21,7s;218;50,0016;50,2000;35,4398;35,4607;51,923
12.3.2026 09:00:21,8s;219;50,0020;50,2000;35,3989;35,4207;51,912
12.3.2026 09:00:21,9s;220;50,0025;50,2000;35,3580;35,3807;51,900
12.3.2026 09:00:22,0s;221;50,0029;50,2000;35,3173;35,3408;51,889
12.3.2026 09:00:22,1s;222;50,0034;50,2000;35,2768;35,3008;51,877
12.3.2026 09:00:22,2s;223;50,0038;50,2000;35,2364;35,2609;51,866
12.3.2026 09:00:22,3s;224;50,0042;50,2000;35,1961;35,2209;51,855
12.3.2026 09:00:22,4s;225;50,0046;50,2000;35,1560;35,1809;51,844
12.3.2026 09:00:22,5s;226;50,0050;50,2000;35,1160;35,1410;51,832
12.3.2026 09:00:22,6s;227;50,0053;50,2000;35,0762;35,1010;51,821
12.3.2026 09:00:22,7s;228;50,0057;50,2000;35,0365;35,0611;51,810
12.3.2026 09:00:22,8s;229;50,0060;50,2000;34,9969;35,0211;51,799
12.3.2026 09:00:22,9s;230;50,0063;50,2000;34,9575;34,9811;51,788
12.3.2026 09:00:23,0s;231;50,0066;50,2000;34,9183;34,9412;51,777
12.3.2026 09:00:23,1s;232;50,0068;50,2000;34,8792;34,9012;51,766
12.3.2026 09:00:23,2s;233;50,0071;50,2000;34,8402;34,8612;51,755
12.3.2026 09:00:23,3s;234;50,0073;50,2000;34,8013;34,8213;51,744
12.3.2026 09:00:23,4s;235;50,0075;50,2000;34,7626;34,7813;51,734
12.3.2026 09:00:23,5s;236;50,0076;50,2000;34,7239;34,7414;51,723
12.3.2026 09:00:23,6s;237;50,0077;50,2000;34,6854;34,7014;51,712
12.3.2026 09:00:23,7s;238;50,0078;50,2000;34,6469;34,6614;51,701
12.3.2026 09:00:23,8s;239;50,0079;50,2000;34,6086;34,6215;51,690
12.3.2026 09:00:23,9s;240;50,0080;50,2000;34,5703;34,5815;51,680
12.3.2026 09:00:24,0s;241;50,0080;50,2000;34,5321;34,5416;51,669
12.3.2026 09:00:24,1s;242;50,0080;50,2000;34,4939;34,5016;51,658
12.3.2026 09:00:24,2s;243;50,0080;50,2000;34,4558;34,4616;51,648
12.3.2026 09:00:24,3s;244;50,0079;50,2000;34,4178;34,4217;51,637
12.3.2026 09:00:24,4s;245;50,0078;50,2000;34,3797;34,3817;51,626
12.3.2026 09:00:24,5s;246;50,0077;50,2000;34,3417;34,3418;51,616
12.3.2026 09:00:24,6s;247;50,0076;50,2000;34,3036;34,3018;51,605
12.3.2026 09:00:24,7s;248;50,0074;50,2000;34,2656;34,2618;51,594
12.3.2026 09:00:24,8s;249;50,0072;50,2000;34,2275;34,2219;51,584
12.3.2026 09:00:24,9s;250;50,0070;50,2000;34,1894;34,1819;51,573
12.3.2026 09:00:25,0s;251;50,0067;50,2000;34,1512;34,1419;51,562
12.3.2026 09:00:25,1s;252;50,0065;50,2000;34,1130;34,1020;51,552
12.3.2026 09:00:25,2s;253;50,0062;50,2000;34,0748;34,0620;51,541
12.3.2026 09:00:25,3s;254;50,0059;50,2000;34,0364;34,0221;51,530
12.3.2026 09:00:25,4s;255;50,0056;50,2000;33,9980;33,9821;51,519
12.3.2026 09:00:25,5s;256;50,0052;50,2000;33,9595;33,9421;51,509
12.3.2026 09:00:25,6s;257;50,0048;50,2000;33,9208;33,9022;51,498
12.3.2026 09:00:25,7s;258;50,0045;50,2000;33,8821;33,8622;51,487
12.3.2026 09:00:25,8s;259;50,0041;50,2000;33,8433;33,8223;51,476
12.3.2026 09:00:25,9s;260;50,0036;50,2000;33,8043;33,7823;51,465
12.3.2026 09:00:26,0s;261;50,0032;50,2000;33,7652;33,7423;51,454
12.3.2026 09:00:26,1s;262;50,0028;50,2000;33,7259;33,7024;51,443
12.3.2026 09:00:26,2s;263;50,0023;50,2000;33,6865;33,6624;51,432
12.3.2026 09:00:26,3s;264;50,0019;50,2000;33,6470;33,6225;51,421
12.3.2026 09:00:26,4s;265;50,0014;50,2000;33,6073;33,5825;51,410
12.3.2026 09:00:26,5s;266;50,0010;50,2000;33,5675;33,5425;51,399
12.3.2026 09:00:26,6s;267;50,0005;50,2000;33,5276;33,5026;51,388
12.3.2026 09:00:26,7s;268;50,0000;50,2000;33,4874;33,4626;51,376
12.3.2026 09:00:26,8s;269;49,9995;50,2000;33,4472;33,4227;51,365
12.3.2026 09:00:26,9s;270;49,9991;50,2000;33,4068;33,3827;51,354
12.3.2026 09:00:27,0s;271;49,9986;50,2000;33,3662;33,3427;51,343
12.3.2026 09:00:27,1s;272;49,9982;50,2000;33,3255;33,3028;51,331
12.3.2026 09:00:27,2s;273;49,9977;50,2000;33,2847;33,2628;51,320
12.3.2026 09:00:27,3s;274;49,9973;50,2000;33,2438;33,2228;51,308
12.3.2026 09:00:27,4s;275;49,9968;50,2000;33,2027;33,1829;51,297
12.3.2026 09:00:27,5s;276;49,9964;50,2000;33,1615;33,1429;51,285
12.3.2026 09:00:27,6s;277;49,9960;50,2000;33,1202;33,1030;51,274
12.3.2026 09:00:27,7s;278;49,9956;50,2000;33,0788;33,0630;51,262
12.3.2026 09:00:27,8s;279;49,9952;50,2000;33,0373;33,0230;51,250
12.3.2026 09:00:27,9s;280;49,9948;50,2000;32,9957;32,9831;51,239
12.3.2026 09:00:28,0s;281;49,9945;50,2000;32,9541;32,9431;51,227
12.3.2026 09:00:28,1s;282;49,9941;50,2000;32,9123;32,9032;51,215
12.3.2026 09:00:28,2s;283;49,9938;50,2000;32,8706;32,8632;51,204
12.3.2026 09:00:28,3s;284;49,9935;50,2000;32,8287;32,8232;51,192
12.3.2026 09:00:28,4s;285;49,9933;50,2000;32,7869;32,7833;51,180
12.3.2026 09:00:28,5s;286;49,9930;50,2000;32,7450;32,7433;51,169
12.3.2026 09:00:28,6s;287;49,9928;50,2000;32,7031;32,7034;51,157
12.3.2026 09:00:28,7s;288;49,9926;50,2000;32,6612;32,6634;51,145
12.3.2026 09:00:28,8s;289;49,9925;50,2000;32,6194;32,6234;51,133
12.3.2026 09:00:28,9s;290;49,9923;50,2000;32,5775;32,5835;51,122
12.3.2026 09:00:29,0s;291;49,9922;50,2000;32,5357;32,5435;51,110
12.3.2026 09:00:29,1s;292;49,9921;50,2000;32,4940;32,5035;51,098
12.3.2026 09:00:29,2s;293;49,9920;50,2000;32,4523;32,4636;51,087
12.3.2026 09:00:29,3s;294;49,9920;50,2000;32,4106;32,4236;51,075
12.3.2026 09:00:29,4s;295;49,9920;50,2000;32,3691;32,3837;51,063
12.3.2026 09:00:29,5s;296;49,9920;50,2000;32,3276;32,3437;51,052
