# YHDA_VERSION=0.6.5
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=HASSASIYET
# SAMPLE_PERIOD_MS=100
# TESIS_ADI=Köprü HES — Örnek/Sentetik Kampanya
# TEST_DATE=2026-03-12
# CITY=Örnek İl
# DATA_CLASS=ÖRNEK / SENTETİK
# PNOM_MW=77.924
# UNIT_PNOM_MW=77.924
# RPMAX_MW=7.7924
# RPMIN_MW=7.7924
# PSET_MAX_MW=54.86
# PSET_MIN_MW=36.14
# DROOP_PERCENT=4
# DEADBAND_MHZ=0
# MEASUREMENT_DEVICE_TYPE=Veri toplama cihazı
# MEASUREMENT_BRAND=Sentetik örnek
# MEASUREMENT_MODEL=YHDA-SIM
# MEASUREMENT_SERIAL_NO=SIM-U1-2026
# MEASUREMENT_SOFTWARE=YHDA sentetik veri üreticisi
# CALIBRATION_NO=ÖRNEK
# CALIBRATION_DATE=2026-03-01
# CAMPAIGN_ID=PFK-KOPRU-HES-20260312
# FACILITY_ID=KOPRU-HES
# TEST_SCOPE=MULTI_UNIT
# ENTITY_TYPE=UNIT
# ENTITY_ID=U1
# UNIT_ID=U1
# UNIT_NAME=Ünite-1
# UNIT_COUNT=2
# EVENT_ID=KOPRU-PFK-01
# RUN_ID=RUN-001
# TEST_START=12.3.2026 09:00:00,0s
ZAMAN;SIRA_NO;GRID_FREQUENCY_HZ;TEST_FREQUENCY_HZ;ACTIVE_POWER_MW;ACTIVE_POWER_REFERENCE_MW;GUIDE_VANE_PCT
12.3.2026 09:00:07,5s;76;50,0046;50,0000;54,8492;54,8492;56,996
12.3.2026 09:00:07,6s;77;50,0053;50,0000;54,8486;54,8486;56,996
12.3.2026 09:00:07,7s;78;50,0059;50,0000;54,8481;54,8481;56,996
12.3.2026 09:00:07,8s;79;50,0065;50,0000;54,8477;54,8477;56,996
12.3.2026 09:00:07,9s;80;50,0070;50,0000;54,8472;54,8472;56,996
12.3.2026 09:00:08,0s;81;50,0075;50,0000;54,8468;54,8468;56,995
12.3.2026 09:00:08,1s;82;50,0079;50,0000;54,8465;54,8465;56,995
12.3.2026 09:00:08,2s;83;50,0083;50,0000;54,8462;54,8462;56,995
12.3.2026 09:00:08,3s;84;50,0086;50,0000;54,8459;54,8459;56,995
12.3.2026 09:00:08,4s;85;50,0088;50,0000;54,8456;54,8456;56,995
12.3.2026 09:00:08,5s;86;50,0089;50,0000;54,8454;54,8454;56,995
12.3.2026 09:00:08,6s;87;50,0090;50,0000;54,8453;54,8453;56,995
12.3.2026 09:00:08,7s;88;50,0090;50,0000;54,8451;54,8451;56,995
12.3.2026 09:00:08,8s;89;50,0089;50,0000;54,8450;54,8450;56,995
12.3.2026 09:00:08,9s;90;50,0087;50,0000;54,8450;54,8450;56,995
12.3.2026 09:00:09,0s;91;50,0085;50,0000;54,8450;54,8450;56,995
12.3.2026 09:00:09,1s;92;50,0082;50,0000;54,8450;54,8450;56,995
12.3.2026 09:00:09,2s;93;50,0079;50,0000;54,8451;54,8451;56,995
12.3.2026 09:00:09,3s;94;50,0074;50,0000;54,8452;54,8452;56,995
12.3.2026 09:00:09,4s;95;50,0069;50,0000;54,8454;54,8454;56,995
12.3.2026 09:00:09,5s;96;50,0064;50,0000;54,8456;54,8456;56,995
12.3.2026 09:00:09,6s;97;50,0058;50,0000;54,8459;54,8459;56,995
12.3.2026 09:00:09,7s;98;50,0051;50,0000;54,8461;54,8461;56,995
12.3.2026 09:00:09,8s;99;50,0044;50,0000;54,8465;54,8465;56,995
12.3.2026 09:00:09,9s;100;50,0037;50,0000;54,8468;54,8468;56,995
12.3.2026 09:00:10,0s;101;50,0029;50,0050;52,8972;52,8972;56,313
12.3.2026 09:00:10,1s;102;50,0022;50,0050;52,8976;52,8976;56,313
12.3.2026 09:00:10,2s;103;50,0014;50,0050;52,8981;52,8981;56,313
12.3.2026 09:00:10,3s;104;50,0005;50,0050;52,8986;52,8986;56,314
12.3.2026 09:00:10,4s;105;49,9997;50,0050;52,8991;52,8991;56,314
12.3.2026 09:00:10,5s;106;49,9989;50,0050;52,8997;52,8997;56,314
12.3.2026 09:00:10,6s;107;49,9981;50,0050;52,9003;52,9003;56,314
12.3.2026 09:00:10,7s;108;49,9973;50,0050;52,9009;52,9009;56,314
12.3.2026 09:00:10,8s;109;49,9965;50,0050;52,9015;52,9015;56,315
12.3.2026 09:00:10,9s;110;49,9958;50,0050;52,9022;52,9022;56,315
12.3.2026 09:00:11,0s;111;49,9951;50,0050;52,9029;52,9029;56,315
12.3.2026 09:00:11,1s;112;49,9944;50,0050;52,9036;52,9036;56,315
12.3.2026 09:00:11,2s;113;49,9938;50,0050;52,9043;52,9043;56,316
12.3.2026 09:00:11,3s;114;49,9933;50,0050;52,9051;52,9051;56,316
12.3.2026 09:00:11,4s;115;49,9927;50,0050;52,9058;52,9058;56,316
12.3.2026 09:00:11,5s;116;49,9923;50,0050;52,9066;52,9066;56,316
12.3.2026 09:00:11,6s;117;49,9919;50,0050;52,9073;52,9073;56,317
12.3.2026 09:00:11,7s;118;49,9916;50,0050;52,9081;52,9081;56,317
12.3.2026 09:00:11,8s;119;49,9913;50,0050;52,9089;52,9089;56,317
12.3.2026 09:00:11,9s;120;49,9911;50,0050;52,9097;52,9097;56,317
12.3.2026 09:00:12,0s;121;49,9910;50,0050;52,9105;52,9105;56,318
12.3.2026 09:00:12,1s;122;49,9910;50,0050;52,9113;52,9113;56,318
12.3.2026 09:00:12,2s;123;49,9910;50,0050;52,9121;52,9121;56,318
12.3.2026 09:00:12,3s;124;49,9912;50,0050;52,9128;52,9128;56,318
12.3.2026 09:00:12,4s;125;49,9913;50,0050;52,9136;52,9136;56,319
12.3.2026 09:00:12,5s;126;49,9916;50,0050;52,9144;52,9144;56,319
12.3.2026 09:00:12,6s;127;49,9919;50,0050;52,9151;52,9151;56,319
12.3.2026 09:00:12,7s;128;49,9923;50,0050;52,9159;52,9159;56,320
12.3.2026 09:00:12,8s;129;49,9928;50,0050;52,9166;52,9166;56,320
12.3.2026 09:00:12,9s;130;49,9933;50,0050;52,9173;52,9173;56,320
12.3.2026 09:00:13,0s;131;49,9939;50,0050;52,9180;52,9180;56,320
12.3.2026 09:00:13,1s;132;49,9945;50,0050;52,9186;52,9186;56,321
12.3.2026 09:00:13,2s;133;49,9952;50,0050;52,9192;52,9192;56,321
12.3.2026 09:00:13,3s;134;49,9959;50,0050;52,9199;52,9199;56,321
12.3.2026 09:00:13,4s;135;49,9966;50,0050;52,9204;52,9204;56,321
12.3.2026 09:00:13,5s;136;49,9974;50,0050;52,9210;52,9210;56,321
12.3.2026 09:00:13,6s;137;49,9982;50,0050;52,9215;52,9215;56,322
12.3.2026 09:00:13,7s;138;49,9990;50,0050;52,9220;52,9220;56,322
12.3.2026 09:00:13,8s;139;49,9998;50,0050;52,9225;52,9225;56,322
12.3.2026 09:00:13,9s;140;50,0006;50,0050;52,9229;52,9229;56,322
12.3.2026 09:00:14,0s;141;50,0014;50,0050;52,9233;52,9233;56,322
12.3.2026 09:00:14,1s;142;50,0022;50,0050;52,9236;52,9236;56,322
12.3.2026 09:00:14,2s;143;50,0030;50,0050;52,9239;52,9239;56,322
12.3.2026 09:00:14,3s;144;50,0038;50,0050;52,9242;52,9242;56,322
12.3.2026 09:00:14,4s;145;50,0045;50,0050;52,9244;52,9244;56,323
12.3.2026 09:00:14,5s;146;50,0052;50,0050;52,9246;52,9246;56,323
12.3.2026 09:00:14,6s;147;50,0058;50,0050;52,9248;52,9248;56,323
12.3.2026 09:00:14,7s;148;50,0064;50,0050;52,9249;52,9249;56,323
12.3.2026 09:00:14,8s;149;50,0070;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:14,9s;150;50,0075;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:15,0s;151;50,0079;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:15,1s;152;50,0083;50,0050;52,9249;52,9249;56,323
12.3.2026 09:00:15,2s;153;50,0085;50,0050;52,9248;52,9248;56,323
12.3.2026 09:00:15,3s;154;50,0088;50,0050;52,9247;52,9247;56,323
12.3.2026 09:00:15,4s;155;50,0089;50,0050;52,9245;52,9245;56,323
12.3.2026 09:00:15,5s;156;50,0090;50,0050;52,9243;52,9243;56,323
12.3.2026 09:00:15,6s;157;50,0090;50,0050;52,9241;52,9241;56,322
12.3.2026 09:00:15,7s;158;50,0089;50,0050;52,9238;52,9238;56,322
12.3.2026 09:00:15,8s;159;50,0088;50,0050;52,9234;52,9234;56,322
12.3.2026 09:00:15,9s;160;50,0086;50,0050;52,9231;52,9231;56,322
12.3.2026 09:00:16,0s;161;50,0083;50,0050;52,9227;52,9227;56,322
12.3.2026 09:00:16,1s;162;50,0079;50,0050;52,9222;52,9222;56,322
12.3.2026 09:00:16,2s;163;50,0075;50,0050;52,9217;52,9217;56,322
12.3.2026 09:00:16,3s;164;50,0070;50,0050;52,9212;52,9212;56,321
12.3.2026 09:00:16,4s;165;50,0064;50,0050;52,9207;52,9207;56,321
12.3.2026 09:00:16,5s;166;50,0059;50,0050;52,9201;52,9201;56,321
12.3.2026 09:00:16,6s;167;50,0052;50,0050;52,9195;52,9195;56,321
12.3.2026 09:00:16,7s;168;50,0045;50,0050;52,9189;52,9189;56,321
12.3.2026 09:00:16,8s;169;50,0038;50,0050;52,9183;52,9183;56,320
12.3.2026 09:00:16,9s;170;50,0030;50,0050;52,9176;52,9176;56,320
12.3.2026 09:00:17,0s;171;50,0023;50,0050;52,9169;52,9169;56,320
12.3.2026 09:00:17,1s;172;50,0015;50,0050;52,9162;52,9162;56,320
12.3.2026 09:00:17,2s;173;50,0006;50,0050;52,9155;52,9155;56,319
12.3.2026 09:00:17,3s;174;49,9998;50,0050;52,9147;52,9147;56,319
12.3.2026 09:00:17,4s;175;49,9990;50,0050;52,9140;52,9140;56,319
12.3.2026 09:00:17,5s;176;49,9982;50,0050;52,9132;52,9132;56,319
12.3.2026 09:00:17,6s;177;49,9974;50,0050;52,9124;52,9124;56,318
12.3.2026 09:00:17,7s;178;49,9966;50,0050;52,9116;52,9116;56,318
12.3.2026 09:00:17,8s;179;49,9959;50,0050;52,9108;52,9108;56,318
12.3.2026 09:00:17,9s;180;49,9952;50,0050;52,9101;52,9101;56,318
12.3.2026 09:00:18,0s;181;49,9945;50,0050;52,9093;52,9093;56,317
12.3.2026 09:00:18,1s;182;49,9939;50,0050;52,9085;52,9085;56,317
12.3.2026 09:00:18,2s;183;49,9933;50,0050;52,9077;52,9077;56,317
12.3.2026 09:00:18,3s;184;49,9928;50,0050;52,9069;52,9069;56,316
12.3.2026 09:00:18,4s;185;49,9923;50,0050;52,9062;52,9062;56,316
12.3.2026 09:00:18,5s;186;49,9919;50,0050;52,9054;52,9054;56,316
12.3.2026 09:00:18,6s;187;49,9916;50,0050;52,9047;52,9047;56,316
12.3.2026 09:00:18,7s;188;49,9913;50,0050;52,9039;52,9039;56,315
12.3.2026 09:00:18,8s;189;49,9912;50,0050;52,9032;52,9032;56,315
12.3.2026 09:00:18,9s;190;49,9910;50,0050;52,9025;52,9025;56,315
12.3.2026 09:00:19,0s;191;49,9910;50,0050;52,9018;52,9018;56,315
12.3.2026 09:00:19,1s;192;49,9910;50,0050;52,9012;52,9012;56,314
12.3.2026 09:00:19,2s;193;49,9911;50,0050;52,9006;52,9006;56,314
12.3.2026 09:00:19,3s;194;49,9913;50,0050;52,9000;52,9000;56,314
12.3.2026 09:00:19,4s;195;49,9916;50,0050;52,8994;52,8994;56,314
12.3.2026 09:00:19,5s;196;49,9919;50,0050;52,8988;52,8988;56,314
12.3.2026 09:00:19,6s;197;49,9923;50,0050;52,8983;52,8983;56,313
12.3.2026 09:00:19,7s;198;49,9927;50,0050;52,8979;52,8979;56,313
12.3.2026 09:00:19,8s;199;49,9932;50,0050;52,8974;52,8974;56,313
12.3.2026 09:00:19,9s;200;49,9938;50,0050;52,8970;52,8970;56,313
12.3.2026 09:00:20,0s;201;49,9944;50,0050;52,8966;52,8966;56,313
12.3.2026 09:00:20,1s;202;49,9951;50,0050;52,8963;52,8963;56,313
12.3.2026 09:00:20,2s;203;49,9958;50,0050;52,8960;52,8960;56,313
12.3.2026 09:00:20,3s;204;49,9965;50,0050;52,8957;52,8957;56,313
12.3.2026 09:00:20,4s;205;49,9973;50,0050;52,8955;52,8955;56,312
12.3.2026 09:00:20,5s;206;49,9981;50,0050;52,8953;52,8953;56,312
12.3.2026 09:00:20,6s;207;49,9989;50,0050;52,8952;52,8952;56,312
12.3.2026 09:00:20,7s;208;49,9997;50,0050;52,8951;52,8951;56,312
12.3.2026 09:00:20,8s;209;50,0005;50,0050;52,8950;52,8950;56,312
12.3.2026 09:00:20,9s;210;50,0013;50,0050;52,8950;52,8950;56,312
12.3.2026 09:00:21,0s;211;50,0022;50,0050;52,8950;52,8950;56,312
12.3.2026 09:00:21,1s;212;50,0029;50,0050;52,8951;52,8951;56,312
12.3.2026 09:00:21,2s;213;50,0037;50,0050;52,8952;52,8952;56,312
12.3.2026 09:00:21,3s;214;50,0044;50,0050;52,8953;52,8953;56,312
12.3.2026 09:00:21,4s;215;50,0051;50,0050;52,8955;52,8955;56,312
12.3.2026 09:00:21,5s;216;50,0058;50,0050;52,8958;52,8958;56,313
12.3.2026 09:00:21,6s;217;50,0064;50,0050;52,8960;52,8960;56,313
12.3.2026 09:00:21,7s;218;50,0069;50,0050;52,8963;52,8963;56,313
12.3.2026 09:00:21,8s;219;50,0074;50,0050;52,8967;52,8967;56,313
12.3.2026 09:00:21,9s;220;50,0078;50,0050;52,8971;52,8971;56,313
12.3.2026 09:00:22,0s;221;50,0082;50,0050;52,8975;52,8975;56,313
12.3.2026 09:00:22,1s;222;50,0085;50,0050;52,8979;52,8979;56,313
12.3.2026 09:00:22,2s;223;50,0087;50,0050;52,8984;52,8984;56,313
12.3.2026 09:00:22,3s;224;50,0089;50,0050;52,8989;52,8989;56,314
12.3.2026 09:00:22,4s;225;50,0090;50,0050;52,8995;52,8995;56,314
12.3.2026 09:00:22,5s;226;50,0090;50,0050;52,9001;52,9001;56,314
12.3.2026 09:00:22,6s;227;50,0089;50,0050;52,9007;52,9007;56,314
12.3.2026 09:00:22,7s;228;50,0088;50,0050;52,9013;52,9013;56,314
12.3.2026 09:00:22,8s;229;50,0086;50,0050;52,9020;52,9020;56,315
12.3.2026 09:00:22,9s;230;50,0083;50,0050;52,9026;52,9026;56,315
12.3.2026 09:00:23,0s;231;50,0079;50,0050;52,9033;52,9033;56,315
12.3.2026 09:00:23,1s;232;50,0075;50,0050;52,9040;52,9040;56,315
12.3.2026 09:00:23,2s;233;50,0071;50,0050;52,9048;52,9048;56,316
12.3.2026 09:00:23,3s;234;50,0065;50,0050;52,9055;52,9055;56,316
12.3.2026 09:00:23,4s;235;50,0059;50,0050;52,9063;52,9063;56,316
12.3.2026 09:00:23,5s;236;50,0053;50,0050;52,9071;52,9071;56,316
12.3.2026 09:00:23,6s;237;50,0046;50,0050;52,9078;52,9078;56,317
12.3.2026 09:00:23,7s;238;50,0039;50,0050;52,9086;52,9086;56,317
12.3.2026 09:00:23,8s;239;50,0031;50,0050;52,9094;52,9094;56,317
12.3.2026 09:00:23,9s;240;50,0023;50,0050;52,9102;52,9102;56,318
12.3.2026 09:00:24,0s;241;50,0015;50,0050;52,9110;52,9110;56,318
12.3.2026 09:00:24,1s;242;50,0007;50,0050;52,9118;52,9118;56,318
12.3.2026 09:00:24,2s;243;49,9999;50,0050;52,9125;52,9125;56,318
12.3.2026 09:00:24,3s;244;49,9991;50,0050;52,9133;52,9133;56,319
12.3.2026 09:00:24,4s;245;49,9983;50,0050;52,9141;52,9141;56,319
12.3.2026 09:00:24,5s;246;49,9975;50,0050;52,9148;52,9148;56,319
12.3.2026 09:00:24,6s;247;49,9967;50,0050;52,9156;52,9156;56,319
12.3.2026 09:00:24,7s;248;49,9960;50,0050;52,9163;52,9163;56,320
12.3.2026 09:00:24,8s;249;49,9953;50,0050;52,9170;52,9170;56,320
12.3.2026 09:00:24,9s;250;49,9946;50,0050;52,9177;52,9177;56,320
12.3.2026 09:00:25,0s;251;49,9940;50,0050;52,9184;52,9184;56,320
12.3.2026 09:00:25,1s;252;49,9934;50,0050;52,9190;52,9190;56,321
12.3.2026 09:00:25,2s;253;49,9929;50,0050;52,9196;52,9196;56,321
12.3.2026 09:00:25,3s;254;49,9924;50,0050;52,9202;52,9202;56,321
12.3.2026 09:00:25,4s;255;49,9920;50,0050;52,9208;52,9208;56,321
12.3.2026 09:00:25,5s;256;49,9916;50,0050;52,9213;52,9213;56,321
12.3.2026 09:00:25,6s;257;49,9914;50,0050;52,9218;52,9218;56,322
12.3.2026 09:00:25,7s;258;49,9912;50,0050;52,9223;52,9223;56,322
12.3.2026 09:00:25,8s;259;49,9911;50,0050;52,9227;52,9227;56,322
12.3.2026 09:00:25,9s;260;49,9910;50,0050;52,9231;52,9231;56,322
12.3.2026 09:00:26,0s;261;49,9910;50,0050;52,9235;52,9235;56,322
12.3.2026 09:00:26,1s;262;49,9911;50,0050;52,9238;52,9238;56,322
12.3.2026 09:00:26,2s;263;49,9913;50,0050;52,9241;52,9241;56,322
12.3.2026 09:00:26,3s;264;49,9915;50,0050;52,9244;52,9244;56,323
12.3.2026 09:00:26,4s;265;49,9918;50,0050;52,9246;52,9246;56,323
12.3.2026 09:00:26,5s;266;49,9922;50,0050;52,9247;52,9247;56,323
12.3.2026 09:00:26,6s;267;49,9927;50,0050;52,9249;52,9249;56,323
12.3.2026 09:00:26,7s;268;49,9932;50,0050;52,9249;52,9249;56,323
12.3.2026 09:00:26,8s;269;49,9937;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:26,9s;270;49,9944;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:27,0s;271;49,9950;50,0050;52,9250;52,9250;56,323
12.3.2026 09:00:27,1s;272;49,9957;50,0050;52,9249;52,9249;56,323
12.3.2026 09:00:27,2s;273;49,9964;50,0050;52,9248;52,9248;56,323
12.3.2026 09:00:27,3s;274;49,9972;50,0050;52,9246;52,9246;56,323
12.3.2026 09:00:27,4s;275;49,9980;50,0050;52,9244;52,9244;56,323
12.3.2026 09:00:27,5s;276;49,9988;50,0050;52,9242;52,9242;56,322
12.3.2026 09:00:27,6s;277;49,9996;50,0050;52,9239;52,9239;56,322
12.3.2026 09:00:27,7s;278;50,0004;50,0050;52,9236;52,9236;56,322
12.3.2026 09:00:27,8s;279;50,0013;50,0050;52,9232;52,9232;56,322
12.3.2026 09:00:27,9s;280;50,0021;50,0050;52,9228;52,9228;56,322
12.3.2026 09:00:28,0s;281;50,0028;50,0050;52,9224;52,9224;56,322
12.3.2026 09:00:28,1s;282;50,0036;50,0050;52,9219;52,9219;56,322
12.3.2026 09:00:28,2s;283;50,0043;50,0050;52,9214;52,9214;56,321
12.3.2026 09:00:28,3s;284;50,0050;50,0050;52,9209;52,9209;56,321
12.3.2026 09:00:28,4s;285;50,0057;50,0050;52,9203;52,9203;56,321
12.3.2026 09:00:28,5s;286;50,0063;50,0050;52,9198;52,9198;56,321
12.3.2026 09:00:28,6s;287;50,0069;50,0050;52,9191;52,9191;56,321
12.3.2026 09:00:28,7s;288;50,0074;50,0050;52,9185;52,9185;56,320
12.3.2026 09:00:28,8s;289;50,0078;50,0050;52,9178;52,9178;56,320
12.3.2026 09:00:28,9s;290;50,0082;50,0050;52,9172;52,9172;56,320
12.3.2026 09:00:29,0s;291;50,0085;50,0050;52,9165;52,9165;56,320
12.3.2026 09:00:29,1s;292;50,0087;50,0050;52,9157;52,9157;56,320
12.3.2026 09:00:29,2s;293;50,0089;50,0050;52,9150;52,9150;56,319
12.3.2026 09:00:29,3s;294;50,0090;50,0050;52,9142;52,9142;56,319
12.3.2026 09:00:29,4s;295;50,0090;50,0050;52,9135;52,9135;56,319
12.3.2026 09:00:29,5s;296;50,0089;50,0050;52,9127;52,9127;56,318
