# YHDA_VERSION=0.5
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=UE_P50
# STEP_NAME=Düşük ikaz — %50 çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=-33
# STEP_PSET_MW=50
time_s;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
36;154,062216;154,000000;49,921571;-0,738260;49,921571;-0,738260;0;0
37;154,031531;154,000000;49,938923;-0,821795;49,938923;-0,821795;0;0
38;154,062181;154,000000;50,044783;-1,084017;50,044783;-1,084017;0;0
39;154,064829;154,000000;50,054363;-1,345471;50,054363;-1,345471;0;0
40;154,043013;154,000000;50,073114;-1,576907;50,073114;-1,576907;0;0
41;154,011316;154,000000;49,991229;-1,871756;49,991229;-1,871756;0;0
42;153,999376;154,000000;50,029264;-2,116039;50,029264;-2,116039;0;0
43;154,007002;154,000000;49,970321;-2,512625;49,970321;-2,512625;0;0
44;154,069209;154,000000;50,006799;-3,011825;50,006799;-3,011825;0;0
45;154,098391;154,000000;50,016314;-3,543193;50,016314;-3,543193;0;0
46;154,091346;154,000000;50,000298;-3,994612;50,000298;-3,994612;0;0
47;154,046195;154,000000;50,014563;-4,360554;50,014563;-4,360554;0;0
48;154,052410;154,000000;50,024915;-4,877928;50,024915;-4,877928;0;0
49;154,048887;154,000000;49,988687;-5,269975;49,988687;-5,269975;0;0
50;154,045263;154,000000;49,964129;-5,859125;49,964129;-5,859125;0;0
51;154,049560;154,000000;50,011127;-6,241840;50,011127;-6,241840;0;0
52;154,061201;154,000000;49,934584;-6,976733;49,934584;-6,976733;0;0
53;154,039802;154,000000;49,955035;-7,361822;49,955035;-7,361822;0;0
54;154,024559;154,000000;50,034573;-7,876651;50,034573;-7,876651;0;0
55;154,071139;154,000000;49,985269;-8,479831;49,985269;-8,479831;0;0
56;154,072484;154,000000;50,022415;-9,264386;50,022415;-9,264386;0;0
57;154,096602;154,000000;49,981755;-9,679490;49,981755;-9,679490;0;0
58;154,063659;154,000000;49,997729;-10,489658;49,997729;-10,489658;0;0
59;154,068969;154,000000;50,020396;-10,948104;50,020396;-10,948104;0;0
60;154,063389;154,000000;50,016952;-11,575348;50,016952;-11,575348;0;0
61;154,065041;154,000000;49,990167;-12,132180;49,990167;-12,132180;0;0
62;154,038743;154,000000;49,957674;-12,747772;49,957674;-12,747772;0;0
63;154,060162;154,000000;49,986057;-13,432661;49,986057;-13,432661;0;0
64;154,035460;154,000000;50,028961;-14,214314;50,028961;-14,214314;0;0
65;154,064635;154,000000;49,963507;-15,011516;49,963507;-15,011516;0;0
66;154,056182;154,000000;50,011590;-15,416684;50,011590;-15,416684;0;0
67;154,041208;154,000000;50,003607;-16,153408;50,003607;-16,153408;0;0
68;154,073764;154,000000;50,019493;-16,863360;50,019493;-16,863360;0;0
69;154,104901;154,000000;49,980040;-17,656816;49,980040;-17,656816;0;0
70;154,095057;154,000000;49,995740;-18,082566;49,995740;-18,082566;0;0
71;154,072949;154,000000;49,990863;-18,986866;49,990863;-18,986866;0;0
72;154,060437;154,000000;49,994021;-19,488228;49,994021;-19,488228;0;0
73;154,078128;154,000000;50,032840;-20,224792;50,032840;-20,224792;0;0
74;154,027122;154,000000;49,998184;-20,931346;49,998184;-20,931346;0;0
75;154,061275;154,000000;49,983878;-21,379355;49,983878;-21,379355;0;0
76;154,088055;154,000000;50,056146;-21,988852;50,056146;-21,988852;0;0
77;154,058053;154,000000;50,018979;-22,643568;50,018979;-22,643568;0;0
78;154,056063;154,000000;49,999226;-23,238302;49,999226;-23,238302;0;0
79;154,078938;154,000000;50,029329;-23,890440;50,029329;-23,890440;0;0
80;154,085169;154,000000;50,024723;-24,561183;50,024723;-24,561183;0;0
81;154,070466;154,000000;49,985720;-24,952097;49,985720;-24,952097;0;0
82;154,108870;154,000000;49,982865;-25,431380;49,982865;-25,431380;0;0
83;154,046136;154,000000;50,017522;-26,170372;50,017522;-26,170372;0;0
84;154,081878;154,000000;50,006957;-26,667364;50,006957;-26,667364;0;0
85;154,100787;154,000000;50,035979;-27,063888;50,035979;-27,063888;0;0
86;154,069308;154,000000;49,965903;-27,739030;49,965903;-27,739030;0;0
87;154,045259;154,000000;50,007115;-28,155757;50,007115;-28,155757;0;0
88;154,072849;154,000000;49,988392;-28,772558;49,988392;-28,772558;0;0
89;154,067145;154,000000;49,988928;-29,190699;49,988928;-29,190699;0;0
90;154,024640;154,000000;49,974792;-29,581500;49,974792;-29,581500;0;0
91;154,048449;154,000000;50,034158;-29,975654;50,034158;-29,975654;0;0
92;154,067997;154,000000;49,978384;-30,434616;49,978384;-30,434616;0;0
93;154,072109;154,000000;49,954590;-30,689222;49,954590;-30,689222;0;0
94;154,101578;154,000000;50,052541;-31,091027;50,052541;-31,091027;0;0
95;154,091906;154,000000;49,995051;-31,272119;49,995051;-31,272119;0;0
96;154,064981;154,000000;49,951365;-31,673969;49,951365;-31,673969;0;0
97;154,068765;154,000000;49,951567;-31,848043;49,951567;-31,848043;0;0
98;154,071930;154,000000;50,062911;-32,183791;50,062911;-32,183791;0;0
99;154,071683;154,000000;50,046038;-32,332362;50,046038;-32,332362;0;0
100;154,087270;154,000000;49,975943;-32,532283;49,975943;-32,532283;0;0
101;154,093021;154,000000;49,996260;-32,727044;49,996260;-32,727044;0;0
102;154,068030;154,000000;49,984728;-32,709512;49,984728;-32,709512;0;0
103;154,086314;154,000000;50,024479;-32,854029;50,024479;-32,854029;0;0
104;154,114419;154,000000;50,029137;-32,928726;50,029137;-32,928726;0;0
105;154,131988;154,000000;50,021034;-32,997210;50,021034;-32,997210;0;0
106;154,047790;154,000000;50,002718;-33,130863;50,002718;-33,130863;0;0
107;154,080507;154,000000;49,979578;-32,934037;49,979578;-32,934037;0;0
108;154,076197;154,000000;49,961033;-33,066219;49,961033;-33,066219;0;0
109;154,114015;154,000000;49,990716;-32,998310;49,990716;-32,998310;0;0
110;154,097265;154,000000;49,966649;-33,006767;49,966649;-33,006767;0;0
111;154,071493;154,000000;50,035953;-33,070273;50,035953;-33,070273;0;0
112;154,067905;154,000000;49,982397;-32,919607;49,982397;-32,919607;0;0
113;154,078097;154,000000;50,006962;-32,983155;50,006962;-32,983155;0;0
114;154,069175;154,000000;50,032090;-33,061288;50,032090;-33,061288;0;0
115;154,097775;154,000000;49,997920;-33,104395;49,997920;-33,104395;0;0
116;154,057353;154,000000;50,043780;-33,001931;50,043780;-33,001931;0;0
117;154,056575;154,000000;50,043914;-33,066779;50,043914;-33,066779;0;0
118;154,092071;154,000000;50,037539;-33,033312;50,037539;-33,033312;0;0
119;154,078819;154,000000;49,980326;-33,039950;49,980326;-33,039950;0;0
120;154,106762;154,000000;49,940644;-33,083193;49,940644;-33,083193;0;0
121;154,047524;154,000000;49,982733;-33,040296;49,982733;-33,040296;0;0
122;154,075364;154,000000;49,984440;-32,839588;49,984440;-32,839588;0;0
123;154,088497;154,000000;49,972586;-33,048919;49,972586;-33,048919;0;0
124;154,028029;154,000000;49,987267;-33,005433;49,987267;-33,005433;0;0
125;154,113739;154,000000;49,998392;-33,052568;49,998392;-33,052568;0;0
126;154,093667;154,000000;49,962449;-32,970375;49,962449;-32,970375;0;0
127;154,093250;154,000000;49,983721;-32,927591;49,983721;-32,927591;0;0
128;154,063860;154,000000;50,007959;-33,058956;50,007959;-33,058956;0;0
129;154,103448;154,000000;49,970617;-33,016521;49,970617;-33,016521;0;0
130;154,055353;154,000000;50,011061;-32,962118;50,011061;-32,962118;0;0
131;154,065148;154,000000;50,052369;-33,081656;50,052369;-33,081656;0;0
132;154,087627;154,000000;49,940619;-32,821460;49,940619;-32,821460;0;0
133;154,091406;154,000000;49,993739;-32,964586;49,993739;-32,964586;0;0
134;154,058611;154,000000;50,012170;-33,170032;50,012170;-33,170032;0;0
135;154,069358;154,000000;50,007264;-32,963800;50,007264;-32,963800;0;0
136;154,093165;154,000000;49,984651;-32,972019;49,984651;-32,972019;0;0
137;154,029312;154,000000;50,007137;-32,874447;50,007137;-32,874447;0;0
138;154,062845;154,000000;50,022271;-32,957045;50,022271;-32,957045;0;0
139;154,068927;154,000000;49,943527;-32,872239;49,943527;-32,872239;0;0
140;154,055496;154,000000;50,048280;-33,044973;50,048280;-33,044973;0;0
141;154,080749;154,000000;49,958157;-33,155689;49,958157;-33,155689;0;0
142;154,078344;154,000000;50,040339;-32,942514;50,040339;-32,942514;0;0
143;154,103847;154,000000;50,009502;-33,112255;50,009502;-33,112255;0;0
144;154,103807;154,000000;49,997999;-32,835573;49,997999;-32,835573;0;0
145;154,077178;154,000000;49,985421;-32,908372;49,985421;-32,908372;0;0
146;154,077368;154,000000;50,026509;-32,852072;50,026509;-32,852072;0;0
147;154,082867;154,000000;50,003316;-33,105973;50,003316;-33,105973;0;0
148;154,082295;154,000000;50,037928;-32,956903;50,037928;-32,956903;0;0
149;154,045998;154,000000;50,032316;-33,108071;50,032316;-33,108071;0;0
150;154,040106;154,000000;50,014089;-32,976785;50,014089;-32,976785;0;0
151;154,106787;154,000000;50,012123;-32,838775;50,012123;-32,838775;0;0
152;154,065230;154,000000;50,063745;-32,905994;50,063745;-32,905994;0;0
153;154,082496;154,000000;50,008421;-33,169623;50,008421;-33,169623;0;0
154;154,079567;154,000000;49,982945;-32,910386;49,982945;-32,910386;0;0
155;154,098539;154,000000;50,031103;-32,878534;50,031103;-32,878534;0;0
156;154,064688;154,000000;49,996774;-32,899395;49,996774;-32,899395;0;0
157;154,043251;154,000000;50,032081;-32,981114;50,032081;-32,981114;0;0
158;154,080488;154,000000;50,002794;-33,009769;50,002794;-33,009769;0;0
159;154,075506;154,000000;49,954383;-33,020960;49,954383;-33,020960;0;0
160;154,084258;154,000000;50,013161;-32,793128;50,013161;-32,793128;0;0
161;154,068335;154,000000;49,957318;-32,982377;49,957318;-32,982377;0;0
162;154,052135;154,000000;50,003648;-33,133798;50,003648;-33,133798;0;0
163;154,046699;154,000000;50,011539;-32,997430;50,011539;-32,997430;0;0
164;154,052117;154,000000;50,029103;-32,918092;50,029103;-32,918092;0;0
165;154,057836;154,000000;50,007303;-32,800423;50,007303;-32,800423;0;0
166;154,061429;154,000000;50,033621;-33,097827;50,033621;-33,097827;0;0
167;154,082321;154,000000;50,052306;-33,091156;50,052306;-33,091156;0;0
168;154,094371;154,000000;49,965439;-32,885545;49,965439;-32,885545;0;0
169;154,068267;154,000000;50,002509;-32,864036;50,002509;-32,864036;0;0
170;154,094100;154,000000;49,967149;-32,917323;49,967149;-32,917323;0;0
171;154,075640;154,000000;50,028269;-32,865808;50,028269;-32,865808;0;0
172;154,040835;154,000000;50,026410;-32,982805;50,026410;-32,982805;0;0
173;154,061340;154,000000;50,011406;-33,003747;50,011406;-33,003747;0;0
174;154,111430;154,000000;50,002962;-33,092403;50,002962;-33,092403;0;0
175;154,055918;154,000000;49,970435;-32,893415;49,970435;-32,893415;0;0
176;154,032440;154,000000;49,974811;-32,943410;49,974811;-32,943410;0;0
177;154,079278;154,000000;50,005357;-32,906751;50,005357;-32,906751;0;0
178;154,071515;154,000000;49,988466;-32,995459;49,988466;-32,995459;0;0
179;154,054382;154,000000;49,987170;-33,081802;49,987170;-33,081802;0;0
180;154,064886;154,000000;49,954661;-32,978168;49,954661;-32,978168;0;0
181;154,115877;154,000000;49,998476;-32,970581;49,998476;-32,970581;0;0
182;154,047173;154,000000;50,008988;-32,874708;50,008988;-32,874708;0;0
183;154,050074;154,000000;50,009344;-33,050117;50,009344;-33,050117;0;0
184;154,088852;154,000000;50,022263;-32,980791;50,022263;-32,980791;0;0
185;154,052905;154,000000;49,988791;-32,982906;49,988791;-32,982906;0;0
186;154,091290;154,000000;49,964416;-33,025873;49,964416;-33,025873;0;0
187;154,044560;154,000000;50,019973;-33,085505;50,019973;-33,085505;0;0
188;154,066036;154,000000;50,070418;-32,910878;50,070418;-32,910878;0;0
189;154,054928;154,000000;50,000475;-32,922218;50,000475;-32,922218;0;0
190;154,060113;154,000000;49,994328;-33,131666;49,994328;-33,131666;0;0
191;154,077715;154,000000;50,040447;-32,946994;50,040447;-32,946994;0;0
192;154,056870;154,000000;50,023989;-32,963450;50,023989;-32,963450;0;0
193;154,048757;154,000000;49,974778;-33,058559;49,974778;-33,058559;0;0
194;154,065703;154,000000;49,990251;-32,977721;49,990251;-32,977721;0;0
195;154,051776;154,000000;50,012734;-33,065926;50,012734;-33,065926;0;0
196;154,051595;154,000000;49,972238;-33,013118;49,972238;-33,013118;0;0
197;154,078847;154,000000;50,000916;-32,801067;50,000916;-32,801067;0;0
198;154,064655;154,000000;49,982342;-32,975172;49,982342;-32,975172;0;0
199;154,037183;154,000000;49,967347;-32,898106;49,967347;-32,898106;0;0
200;154,028699;154,000000;49,998115;-33,051484;49,998115;-33,051484;0;0
201;154,041400;154,000000;49,998041;-32,963149;49,998041;-32,963149;0;0
202;154,058082;154,000000;50,082931;-32,940907;50,082931;-32,940907;0;0
203;154,083047;154,000000;50,032047;-32,905368;50,032047;-32,905368;0;0
204;154,042009;154,000000;50,021334;-32,907201;50,021334;-32,907201;0;0
205;154,065702;154,000000;50,022902;-32,941048;50,022902;-32,941048;0;0
206;154,027336;154,000000;50,026871;-32,878283;50,026871;-32,878283;0;0
207;154,042590;154,000000;50,044971;-33,041453;50,044971;-33,041453;0;0
208;154,046383;154,000000;50,031186;-32,863752;50,031186;-32,863752;0;0
209;154,063544;154,000000;49,954522;-32,821471;49,954522;-32,821471;0;0
210;154,041508;154,000000;49,985750;-33,202554;49,985750;-33,202554;0;0
211;154,049339;154,000000;49,996827;-32,984447;49,996827;-32,984447;0;0
212;154,047361;154,000000;49,983092;-32,910094;49,983092;-32,910094;0;0
213;154,033086;154,000000;50,034855;-32,947685;50,034855;-32,947685;0;0
214;154,049097;154,000000;50,002385;-33,064898;50,002385;-33,064898;0;0
215;154,027005;154,000000;50,010980;-33,030760;50,010980;-33,030760;0;0
216;153,984852;154,000000;49,991229;-32,982120;49,991229;-32,982120;0;0
217;154,008223;154,000000;50,014849;-32,970941;50,014849;-32,970941;0;0
218;154,072748;154,000000;49,984765;-33,099551;49,984765;-33,099551;0;0
219;154,024748;154,000000;49,982588;-32,965927;49,982588;-32,965927;0;0
220;154,037380;154,000000;49,972545;-32,957716;49,972545;-32,957716;0;0
221;154,036981;154,000000;50,007103;-32,942557;50,007103;-32,942557;0;0
222;154,025921;154,000000;50,054839;-33,028014;50,054839;-33,028014;0;0
223;154,033876;154,000000;49,998793;-32,925850;49,998793;-32,925850;0;0
224;154,023538;154,000000;49,999688;-32,956389;49,999688;-32,956389;0;0
225;153,999457;154,000000;49,979043;-33,001508;49,979043;-33,001508;0;0
226;154,003617;154,000000;50,013814;-33,015427;50,013814;-33,015427;0;0
227;154,013856;154,000000;49,964083;-33,028390;49,964083;-33,028390;0;0
228;153,984439;154,000000;49,974895;-32,984968;49,974895;-32,984968;0;0
229;154,019996;154,000000;49,970436;-32,996243;49,970436;-32,996243;0;0
230;153,987977;154,000000;49,986913;-32,838092;49,986913;-32,838092;0;0
231;154,004192;154,000000;50,022400;-33,085879;50,022400;-33,085879;0;0
232;154,045720;154,000000;50,003005;-33,042074;50,003005;-33,042074;0;0
233;154,051658;154,000000;49,965915;-33,096458;49,965915;-33,096458;0;0
234;154,026275;154,000000;50,022182;-33,028867;50,022182;-33,028867;0;0
235;154,007674;154,000000;49,960410;-32,897093;49,960410;-32,897093;0;0
236;154,017443;154,000000;49,999276;-32,863205;49,999276;-32,863205;0;0
237;154,018022;154,000000;49,996573;-33,015909;49,996573;-33,015909;0;0
238;153,979125;154,000000;50,003149;-33,138180;50,003149;-33,138180;0;0
239;154,014073;154,000000;50,011751;-33,115014;50,011751;-33,115014;0;0
240;153,966632;154,000000;49,999836;-33,077873;49,999836;-33,077873;0;0
241;154,006185;154,000000;49,991282;-32,782754;49,991282;-32,782754;0;0
242;154,057451;154,000000;50,053427;-32,968837;50,053427;-32,968837;0;0
243;153,978351;154,000000;49,991628;-33,017620;49,991628;-33,017620;0;0
244;153,986732;154,000000;50,050333;-32,911768;50,050333;-32,911768;0;0
245;153,987433;154,000000;49,937918;-33,016829;49,937918;-33,016829;0;0
246;154,007057;154,000000;49,953842;-33,004236;49,953842;-33,004236;0;0
247;153,995431;154,000000;49,994728;-32,910388;49,994728;-32,910388;0;0
248;154,002783;154,000000;49,970126;-32,986816;49,970126;-32,986816;0;0
249;154,000015;154,000000;49,950303;-33,129796;49,950303;-33,129796;0;0
250;154,032216;154,000000;50,012301;-33,040626;50,012301;-33,040626;0;0
251;154,010933;154,000000;50,001037;-33,066957;50,001037;-33,066957;0;0
252;153,957711;154,000000;50,011948;-32,984667;50,011948;-32,984667;0;0
253;154,015967;154,000000;49,988512;-33,004982;49,988512;-33,004982;0;0
254;153,993712;154,000000;49,994169;-33,027176;49,994169;-33,027176;0;0
255;154,041375;154,000000;49,971778;-33,068970;49,971778;-33,068970;0;0
256;153,996255;154,000000;50,014530;-33,111031;50,014530;-33,111031;0;0
257;153,987220;154,000000;49,976648;-32,935537;49,976648;-32,935537;0;0
258;154,015776;154,000000;50,050922;-33,021170;50,050922;-33,021170;0;0
259;153,981493;154,000000;50,013214;-33,115546;50,013214;-33,115546;0;0
260;153,948294;154,000000;49,983023;-33,037345;49,983023;-33,037345;0;0
261;153,996485;154,000000;50,021047;-32,868531;50,021047;-32,868531;0;0
262;153,962717;154,000000;50,091606;-32,993929;50,091606;-32,993929;0;0
263;154,000156;154,000000;50,012228;-32,858421;50,012228;-32,858421;0;0
264;153,997959;154,000000;50,008042;-32,982939;50,008042;-32,982939;0;0
265;153,987224;154,000000;49,941335;-32,959753;49,941335;-32,959753;0;0
266;154,014674;154,000000;50,004192;-33,077178;50,004192;-33,077178;0;0
267;154,010120;154,000000;50,027995;-32,953480;50,027995;-32,953480;0;0
268;153,991697;154,000000;49,969906;-32,864625;49,969906;-32,864625;0;0
269;153,981072;154,000000;50,031351;-33,003849;50,031351;-33,003849;0;0
270;153,964160;154,000000;50,012141;-32,866139;50,012141;-32,866139;0;0
271;154,009020;154,000000;49,961840;-33,050955;49,961840;-33,050955;0;0
272;154,013274;154,000000;50,006635;-32,940921;50,006635;-32,940921;0;0
273;153,993846;154,000000;49,982417;-33,004996;49,982417;-33,004996;0;0
274;153,961766;154,000000;49,983740;-33,007943;49,983740;-33,007943;0;0
275;154,025626;154,000000;50,001013;-33,100301;50,001013;-33,100301;0;0
276;154,003491;154,000000;49,987774;-32,932281;49,987774;-32,932281;0;0
277;153,985361;154,000000;50,012586;-33,015876;50,012586;-33,015876;0;0
278;154,020341;154,000000;50,058406;-32,995794;50,058406;-32,995794;0;0
279;153,978493;154,000000;49,986508;-33,068038;49,986508;-33,068038;0;0
280;154,000768;154,000000;49,943055;-32,902105;49,943055;-32,902105;0;0
281;153,961620;154,000000;50,053686;-33,000610;50,053686;-33,000610;0;0
282;153,990427;154,000000;49,995697;-33,095272;49,995697;-33,095272;0;0
283;153,989982;154,000000;49,977799;-32,861878;49,977799;-32,861878;0;0
284;153,981673;154,000000;50,044101;-33,008869;50,044101;-33,008869;0;0
285;153,957427;154,000000;49,979742;-33,040632;49,979742;-33,040632;0;0
286;153,964868;154,000000;50,033633;-33,163396;50,033633;-33,163396;0;0
287;153,955668;154,000000;49,993060;-32,865378;49,993060;-32,865378;0;0
288;153,970849;154,000000;50,016639;-33,003895;50,016639;-33,003895;0;0
289;153,977275;154,000000;50,024115;-32,936809;50,024115;-32,936809;0;0
290;153,981558;154,000000;50,007047;-33,030709;50,007047;-33,030709;0;0
291;153,933467;154,000000;50,024562;-32,957245;50,024562;-32,957245;0;0
292;153,979876;154,000000;50,000500;-32,956351;50,000500;-32,956351;0;0
293;153,950006;154,000000;50,021585;-32,849587;50,021585;-32,849587;0;0
294;153,964379;154,000000;50,025431;-33,074130;50,025431;-33,074130;0;0
295;153,939094;154,000000;50,035411;-32,894108;50,035411;-32,894108;0;0
296;154,010373;154,000000;50,000760;-33,062852;50,000760;-33,062852;0;0
297;153,972183;154,000000;49,983569;-32,925636;49,983569;-32,925636;0;0
298;153,967937;154,000000;50,004106;-32,910848;50,004106;-32,910848;0;0
299;153,951902;154,000000;50,016074;-32,799893;50,016074;-32,799893;0;0
300;153,954282;154,000000;50,010572;-33,089310;50,010572;-33,089310;0;0
301;153,921137;154,000000;50,006753;-33,087763;50,006753;-33,087763;0;0
302;153,924881;154,000000;50,054266;-32,970284;50,054266;-32,970284;0;0
303;153,969583;154,000000;50,013724;-32,936745;50,013724;-32,936745;0;0
304;153,982923;154,000000;49,935117;-33,075876;49,935117;-33,075876;0;0
305;153,949310;154,000000;50,013037;-33,050564;50,013037;-33,050564;0;0
306;153,929548;154,000000;49,998960;-33,068717;49,998960;-33,068717;0;0
307;153,969458;154,000000;49,977052;-32,990929;49,977052;-32,990929;0;0
308;153,942796;154,000000;49,997757;-33,064746;49,997757;-33,064746;0;0
309;153,933759;154,000000;49,999731;-33,055477;49,999731;-33,055477;0;0
310;153,920156;154,000000;49,966907;-32,989063;49,966907;-32,989063;0;0
311;153,948237;154,000000;49,967153;-32,817234;49,967153;-32,817234;0;0
312;153,968859;154,000000;49,980730;-32,958754;49,980730;-32,958754;0;0
313;153,944084;154,000000;49,989369;-32,876443;49,989369;-32,876443;0;0
314;153,947565;154,000000;49,976710;-33,034238;49,976710;-33,034238;0;0
315;153,956279;154,000000;49,996035;-32,986968;49,996035;-32,986968;0;0
316;153,918390;154,000000;50,008670;-32,960911;50,008670;-32,960911;0;0
317;153,936394;154,000000;50,022218;-32,958762;50,022218;-32,958762;0;0
318;153,907154;154,000000;50,006458;-32,993149;50,006458;-32,993149;0;0
319;153,927274;154,000000;50,018803;-33,095337;50,018803;-33,095337;0;0
320;153,956698;154,000000;50,020182;-32,948021;50,020182;-32,948021;0;0
321;153,921784;154,000000;49,987698;-33,052995;49,987698;-33,052995;0;0
322;153,938296;154,000000;50,010461;-32,898393;50,010461;-32,898393;0;0
323;153,927737;154,000000;50,052478;-33,060964;50,052478;-33,060964;0;0
324;153,942513;154,000000;50,001434;-32,871034;50,001434;-32,871034;0;0
325;153,942311;154,000000;50,046853;-33,047148;50,046853;-33,047148;0;0
326;153,914578;154,000000;49,991759;-32,953772;49,991759;-32,953772;0;0
327;153,961103;154,000000;49,984407;-33,145920;49,984407;-33,145920;0;0
