# YHDA_VERSION=0.6.4
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=OE_P50
# STEP_NAME=Aşırı ikaz — %50 çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.4
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=33
# STEP_PSET_MW=50
ZAMAN;SIRA_NO;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
16.8.2026 09:00:44,0s;45;154,040993;154,000000;50,008318;3,028507;50,008318;3,028507;0;0
16.8.2026 09:00:45,0s;46;154,038426;154,000000;49,954074;3,383335;49,954074;3,383335;0;0
16.8.2026 09:00:46,0s;47;154,028718;154,000000;50,038668;3,867367;50,038668;3,867367;0;0
16.8.2026 09:00:47,0s;48;154,064165;154,000000;49,977786;4,262706;49,977786;4,262706;0;0
16.8.2026 09:00:48,0s;49;154,049023;154,000000;50,026352;4,681514;50,026352;4,681514;0;0
16.8.2026 09:00:49,0s;50;154,035392;154,000000;50,036393;5,300299;50,036393;5,300299;0;0
16.8.2026 09:00:50,0s;51;154,038350;154,000000;49,986064;5,904103;49,986064;5,904103;0;0
16.8.2026 09:00:51,0s;52;154,059085;154,000000;50,063350;6,349008;50,063350;6,349008;0;0
16.8.2026 09:00:52,0s;53;154,064233;154,000000;49,944779;6,907964;49,944779;6,907964;0;0
16.8.2026 09:00:53,0s;54;154,014245;154,000000;50,007421;7,410775;50,007421;7,410775;0;0
16.8.2026 09:00:54,0s;55;154,021914;154,000000;50,033599;7,906587;50,033599;7,906587;0;0
16.8.2026 09:00:55,0s;56;154,035400;154,000000;49,992643;8,497828;49,992643;8,497828;0;0
16.8.2026 09:00:56,0s;57;154,030503;154,000000;50,002350;9,057902;50,002350;9,057902;0;0
16.8.2026 09:00:57,0s;58;154,056701;154,000000;49,993403;9,809132;49,993403;9,809132;0;0
16.8.2026 09:00:58,0s;59;154,029798;154,000000;50,005966;10,267794;50,005966;10,267794;0;0
16.8.2026 09:00:59,0s;60;154,057137;154,000000;50,015074;10,971141;50,015074;10,971141;0;0
16.8.2026 09:01:00,0s;61;154,053431;154,000000;50,007851;11,554516;50,007851;11,554516;0;0
16.8.2026 09:01:01,0s;62;154,069940;154,000000;50,004784;12,282805;50,004784;12,282805;0;0
16.8.2026 09:01:02,0s;63;154,053632;154,000000;49,974389;12,902048;49,974389;12,902048;0;0
16.8.2026 09:01:03,0s;64;154,059774;154,000000;49,898422;13,585480;49,898422;13,585480;0;0
16.8.2026 09:01:04,0s;65;154,045368;154,000000;50,014674;14,297114;50,014674;14,297114;0;0
16.8.2026 09:01:05,0s;66;154,107832;154,000000;50,038609;14,789568;50,038609;14,789568;0;0
16.8.2026 09:01:06,0s;67;154,057960;154,000000;50,053013;15,539513;50,053013;15,539513;0;0
16.8.2026 09:01:07,0s;68;154,068617;154,000000;50,023745;16,282909;50,023745;16,282909;0;0
16.8.2026 09:01:08,0s;69;154,073447;154,000000;49,974521;16,734880;49,974521;16,734880;0;0
16.8.2026 09:01:09,0s;70;154,102972;154,000000;49,979455;17,500919;49,979455;17,500919;0;0
16.8.2026 09:01:10,0s;71;154,076269;154,000000;49,996563;18,084917;49,996563;18,084917;0;0
16.8.2026 09:01:11,0s;72;154,053525;154,000000;49,997600;18,791085;49,997600;18,791085;0;0
16.8.2026 09:01:12,0s;73;154,054299;154,000000;50,043009;19,569235;50,043009;19,569235;0;0
16.8.2026 09:01:13,0s;74;154,045985;154,000000;50,015927;20,127347;50,015927;20,127347;0;0
16.8.2026 09:01:14,0s;75;154,090167;154,000000;50,032523;20,680996;50,032523;20,680996;0;0
16.8.2026 09:01:15,0s;76;154,067547;154,000000;50,006109;21,398566;50,006109;21,398566;0;0
16.8.2026 09:01:16,0s;77;154,075192;154,000000;50,020974;22,109801;50,020974;22,109801;0;0
16.8.2026 09:01:17,0s;78;154,066914;154,000000;49,986568;22,693591;49,986568;22,693591;0;0
16.8.2026 09:01:18,0s;79;154,058290;154,000000;49,953051;23,163401;49,953051;23,163401;0;0
16.8.2026 09:01:19,0s;80;154,072592;154,000000;50,030503;23,801924;50,030503;23,801924;0;0
16.8.2026 09:01:20,0s;81;154,088655;154,000000;49,969700;24,480864;49,969700;24,480864;0;0
16.8.2026 09:01:21,0s;82;154,065685;154,000000;49,983816;24,958070;49,983816;24,958070;0;0
16.8.2026 09:01:22,0s;83;154,079980;154,000000;49,960237;25,728024;49,960237;25,728024;0;0
16.8.2026 09:01:23,0s;84;154,049820;154,000000;50,065181;26,192112;50,065181;26,192112;0;0
16.8.2026 09:01:24,0s;85;154,080303;154,000000;50,023207;26,661928;50,023207;26,661928;0;0
16.8.2026 09:01:25,0s;86;154,087915;154,000000;50,021051;27,331126;50,021051;27,331126;0;0
16.8.2026 09:01:26,0s;87;154,091464;154,000000;50,009937;27,772555;50,009937;27,772555;0;0
16.8.2026 09:01:27,0s;88;154,105300;154,000000;50,073650;28,156373;50,073650;28,156373;0;0
16.8.2026 09:01:28,0s;89;154,071228;154,000000;49,989318;28,495801;49,989318;28,495801;0;0
16.8.2026 09:01:29,0s;90;154,064653;154,000000;50,021045;29,149324;50,021045;29,149324;0;0
16.8.2026 09:01:30,0s;91;154,046558;154,000000;49,966397;29,623607;49,966397;29,623607;0;0
16.8.2026 09:01:31,0s;92;154,073508;154,000000;49,992883;29,965825;49,992883;29,965825;0;0
16.8.2026 09:01:32,0s;93;154,061106;154,000000;50,052113;30,481642;50,052113;30,481642;0;0
16.8.2026 09:01:33,0s;94;154,075062;154,000000;49,979560;30,841385;49,979560;30,841385;0;0
16.8.2026 09:01:34,0s;95;154,078935;154,000000;50,028821;31,150390;50,028821;31,150390;0;0
16.8.2026 09:01:35,0s;96;154,072835;154,000000;49,960890;31,257557;49,960890;31,257557;0;0
16.8.2026 09:01:36,0s;97;154,067209;154,000000;50,010466;31,641626;50,010466;31,641626;0;0
16.8.2026 09:01:37,0s;98;154,101235;154,000000;49,995089;32,049108;49,995089;32,049108;0;0
16.8.2026 09:01:38,0s;99;154,098764;154,000000;50,025052;32,112975;50,025052;32,112975;0;0
16.8.2026 09:01:39,0s;100;154,078543;154,000000;49,964197;32,418590;49,964197;32,418590;0;0
16.8.2026 09:01:40,0s;101;154,071193;154,000000;49,983859;32,825922;49,983859;32,825922;0;0
16.8.2026 09:01:41,0s;102;154,085679;154,000000;50,003321;32,548461;50,003321;32,548461;0;0
16.8.2026 09:01:42,0s;103;154,044521;154,000000;50,019728;32,784263;50,019728;32,784263;0;0
16.8.2026 09:01:43,0s;104;154,074164;154,000000;49,988113;32,960741;49,988113;32,960741;0;0
16.8.2026 09:01:44,0s;105;154,059307;154,000000;50,000234;33,157779;50,000234;33,157779;0;0
16.8.2026 09:01:45,0s;106;154,079731;154,000000;49,983308;32,987957;49,983308;32,987957;0;0
16.8.2026 09:01:46,0s;107;154,058294;154,000000;50,009479;32,878152;50,009479;32,878152;0;0
16.8.2026 09:01:47,0s;108;154,052862;154,000000;50,005654;33,008190;50,005654;33,008190;0;0
16.8.2026 09:01:48,0s;109;154,087079;154,000000;49,991831;32,992960;49,991831;32,992960;0;0
16.8.2026 09:01:49,0s;110;154,075084;154,000000;49,942397;32,996153;49,942397;32,996153;0;0
16.8.2026 09:01:50,0s;111;154,085648;154,000000;49,977537;32,944283;49,977537;32,944283;0;0
16.8.2026 09:01:51,0s;112;154,066851;154,000000;49,976139;32,881292;49,976139;32,881292;0;0
16.8.2026 09:01:52,0s;113;154,085125;154,000000;49,976146;33,082535;49,976146;33,082535;0;0
16.8.2026 09:01:53,0s;114;154,078362;154,000000;50,050720;33,023063;50,050720;33,023063;0;0
16.8.2026 09:01:54,0s;115;154,084450;154,000000;49,978370;32,855338;49,978370;32,855338;0;0
16.8.2026 09:01:55,0s;116;154,080287;154,000000;50,026777;32,903154;50,026777;32,903154;0;0
16.8.2026 09:01:56,0s;117;154,079774;154,000000;49,972976;32,997040;49,972976;32,997040;0;0
16.8.2026 09:01:57,0s;118;154,074185;154,000000;50,020737;33,176203;50,020737;33,176203;0;0
16.8.2026 09:01:58,0s;119;154,090244;154,000000;49,991449;32,989002;49,991449;32,989002;0;0
16.8.2026 09:01:59,0s;120;154,087562;154,000000;50,045966;33,081568;50,045966;33,081568;0;0
16.8.2026 09:02:00,0s;121;154,115018;154,000000;50,001909;33,019803;50,001909;33,019803;0;0
16.8.2026 09:02:01,0s;122;154,114383;154,000000;49,980023;33,009571;49,980023;33,009571;0;0
16.8.2026 09:02:02,0s;123;154,088573;154,000000;49,959311;33,101211;49,959311;33,101211;0;0
16.8.2026 09:02:03,0s;124;154,088676;154,000000;50,030689;33,024418;50,030689;33,024418;0;0
16.8.2026 09:02:04,0s;125;154,058598;154,000000;50,029471;32,910413;50,029471;32,910413;0;0
16.8.2026 09:02:05,0s;126;154,114471;154,000000;49,978105;32,984191;49,978105;32,984191;0;0
16.8.2026 09:02:06,0s;127;154,068602;154,000000;49,970501;32,780482;49,970501;32,780482;0;0
16.8.2026 09:02:07,0s;128;154,084970;154,000000;50,026262;33,019267;50,026262;33,019267;0;0
16.8.2026 09:02:08,0s;129;154,093538;154,000000;49,919436;32,904940;49,919436;32,904940;0;0
16.8.2026 09:02:09,0s;130;154,118561;154,000000;50,026950;32,975693;50,026950;32,975693;0;0
16.8.2026 09:02:10,0s;131;154,086073;154,000000;50,000354;32,976236;50,000354;32,976236;0;0
16.8.2026 09:02:11,0s;132;154,083397;154,000000;50,046931;32,936431;50,046931;32,936431;0;0
16.8.2026 09:02:12,0s;133;154,106407;154,000000;50,058970;32,927065;50,058970;32,927065;0;0
16.8.2026 09:02:13,0s;134;154,072026;154,000000;50,051231;33,019324;50,051231;33,019324;0;0
16.8.2026 09:02:14,0s;135;154,095938;154,000000;49,979384;33,023137;49,979384;33,023137;0;0
16.8.2026 09:02:15,0s;136;154,104594;154,000000;50,020150;32,894202;50,020150;32,894202;0;0
16.8.2026 09:02:16,0s;137;154,071923;154,000000;50,002096;32,876615;50,002096;32,876615;0;0
16.8.2026 09:02:17,0s;138;154,108840;154,000000;50,072745;32,897455;50,072745;32,897455;0;0
16.8.2026 09:02:18,0s;139;154,086117;154,000000;49,960889;33,047412;49,960889;33,047412;0;0
16.8.2026 09:02:19,0s;140;154,093635;154,000000;50,008555;32,929739;50,008555;32,929739;0;0
16.8.2026 09:02:20,0s;141;154,078535;154,000000;49,976834;33,141967;49,976834;33,141967;0;0
16.8.2026 09:02:21,0s;142;154,070170;154,000000;49,981615;32,929189;49,981615;32,929189;0;0
16.8.2026 09:02:22,0s;143;154,078680;154,000000;50,016499;32,998654;50,016499;32,998654;0;0
16.8.2026 09:02:23,0s;144;154,079005;154,000000;50,004963;33,020643;50,004963;33,020643;0;0
16.8.2026 09:02:24,0s;145;154,063537;154,000000;50,001281;32,975337;50,001281;32,975337;0;0
16.8.2026 09:02:25,0s;146;154,044112;154,000000;49,972615;33,125055;49,972615;33,125055;0;0
16.8.2026 09:02:26,0s;147;154,082787;154,000000;50,041634;33,056720;50,041634;33,056720;0;0
16.8.2026 09:02:27,0s;148;154,066583;154,000000;50,032650;33,123274;50,032650;33,123274;0;0
16.8.2026 09:02:28,0s;149;154,059176;154,000000;49,970179;33,053450;49,970179;33,053450;0;0
16.8.2026 09:02:29,0s;150;154,076486;154,000000;49,996163;32,847506;49,996163;32,847506;0;0
16.8.2026 09:02:30,0s;151;154,071578;154,000000;50,035459;32,972769;50,035459;32,972769;0;0
16.8.2026 09:02:31,0s;152;154,072953;154,000000;49,984732;32,986511;49,984732;32,986511;0;0
16.8.2026 09:02:32,0s;153;154,051691;154,000000;49,984587;33,122810;49,984587;33,122810;0;0
16.8.2026 09:02:33,0s;154;154,069275;154,000000;49,997059;33,128011;49,997059;33,128011;0;0
16.8.2026 09:02:34,0s;155;154,047664;154,000000;49,935041;33,041992;49,935041;33,041992;0;0
16.8.2026 09:02:35,0s;156;154,055509;154,000000;49,984310;33,069297;49,984310;33,069297;0;0
16.8.2026 09:02:36,0s;157;154,054008;154,000000;49,971618;33,094782;49,971618;33,094782;0;0
16.8.2026 09:02:37,0s;158;154,056726;154,000000;50,028991;32,918473;50,028991;32,918473;0;0
16.8.2026 09:02:38,0s;159;154,054531;154,000000;50,008714;32,813359;50,008714;32,813359;0;0
16.8.2026 09:02:39,0s;160;154,037687;154,000000;50,024324;33,031336;50,024324;33,031336;0;0
16.8.2026 09:02:40,0s;161;154,059276;154,000000;50,022170;32,946347;50,022170;32,946347;0;0
16.8.2026 09:02:41,0s;162;154,119064;154,000000;50,021611;33,152099;50,021611;33,152099;0;0
16.8.2026 09:02:42,0s;163;154,033495;154,000000;50,012543;32,890879;50,012543;32,890879;0;0
16.8.2026 09:02:43,0s;164;154,042200;154,000000;50,006364;33,026397;50,006364;33,026397;0;0
16.8.2026 09:02:44,0s;165;154,067523;154,000000;50,014305;32,978968;50,014305;32,978968;0;0
16.8.2026 09:02:45,0s;166;154,077137;154,000000;49,974547;33,048055;49,974547;33,048055;0;0
16.8.2026 09:02:46,0s;167;154,072814;154,000000;49,961964;32,970317;49,961964;32,970317;0;0
16.8.2026 09:02:47,0s;168;154,063400;154,000000;49,982851;32,937664;49,982851;32,937664;0;0
16.8.2026 09:02:48,0s;169;154,096079;154,000000;50,013664;33,102331;50,013664;33,102331;0;0
16.8.2026 09:02:49,0s;170;154,051092;154,000000;49,976260;32,935806;49,976260;32,935806;0;0
16.8.2026 09:02:50,0s;171;154,065395;154,000000;50,002061;33,021857;50,002061;33,021857;0;0
16.8.2026 09:02:51,0s;172;154,055553;154,000000;50,004961;33,029181;50,004961;33,029181;0;0
16.8.2026 09:02:52,0s;173;154,084129;154,000000;49,996967;32,913330;49,996967;32,913330;0;0
16.8.2026 09:02:53,0s;174;154,089385;154,000000;49,914687;32,989972;49,914687;32,989972;0;0
16.8.2026 09:02:54,0s;175;154,058991;154,000000;50,024794;33,038052;50,024794;33,038052;0;0
16.8.2026 09:02:55,0s;176;154,049569;154,000000;49,987683;33,137705;49,987683;33,137705;0;0
16.8.2026 09:02:56,0s;177;154,024881;154,000000;49,939384;32,903141;49,939384;32,903141;0;0
16.8.2026 09:02:57,0s;178;154,066920;154,000000;50,004493;33,113989;50,004493;33,113989;0;0
16.8.2026 09:02:58,0s;179;154,063974;154,000000;50,012352;32,937369;50,012352;32,937369;0;0
16.8.2026 09:02:59,0s;180;154,079336;154,000000;50,023380;32,988666;50,023380;32,988666;0;0
16.8.2026 09:03:00,0s;181;154,068492;154,000000;50,036589;33,124987;50,036589;33,124987;0;0
16.8.2026 09:03:01,0s;182;154,067351;154,000000;50,006119;33,070477;50,006119;33,070477;0;0
16.8.2026 09:03:02,0s;183;154,065785;154,000000;50,062644;32,952888;50,062644;32,952888;0;0
16.8.2026 09:03:03,0s;184;154,070204;154,000000;50,075783;33,211895;50,075783;33,211895;0;0
16.8.2026 09:03:04,0s;185;154,070266;154,000000;50,018389;33,100424;50,018389;33,100424;0;0
16.8.2026 09:03:05,0s;186;154,077721;154,000000;50,059626;33,082117;50,059626;33,082117;0;0
16.8.2026 09:03:06,0s;187;154,062640;154,000000;50,007724;32,880604;50,007724;32,880604;0;0
16.8.2026 09:03:07,0s;188;154,073137;154,000000;49,991224;32,937061;49,991224;32,937061;0;0
16.8.2026 09:03:08,0s;189;154,057714;154,000000;49,993610;32,873368;49,993610;32,873368;0;0
16.8.2026 09:03:09,0s;190;154,049163;154,000000;49,963091;33,101236;49,963091;33,101236;0;0
16.8.2026 09:03:10,0s;191;154,088208;154,000000;50,000430;32,975692;50,000430;32,975692;0;0
16.8.2026 09:03:11,0s;192;154,035750;154,000000;49,998538;33,015897;49,998538;33,015897;0;0
16.8.2026 09:03:12,0s;193;154,061553;154,000000;49,999163;32,929805;49,999163;32,929805;0;0
16.8.2026 09:03:13,0s;194;154,081359;154,000000;50,008408;32,947310;50,008408;32,947310;0;0
16.8.2026 09:03:14,0s;195;154,072822;154,000000;50,042154;33,035426;50,042154;33,035426;0;0
16.8.2026 09:03:15,0s;196;154,089985;154,000000;50,006659;33,121459;50,006659;33,121459;0;0
16.8.2026 09:03:16,0s;197;154,043659;154,000000;50,012596;33,121033;50,012596;33,121033;0;0
16.8.2026 09:03:17,0s;198;154,021183;154,000000;49,985666;32,913971;49,985666;32,913971;0;0
16.8.2026 09:03:18,0s;199;154,058869;154,000000;50,048410;33,070852;50,048410;33,070852;0;0
16.8.2026 09:03:19,0s;200;154,078411;154,000000;49,943580;33,064958;49,943580;33,064958;0;0
16.8.2026 09:03:20,0s;201;154,045533;154,000000;49,970443;32,929228;49,970443;32,929228;0;0
16.8.2026 09:03:21,0s;202;154,061754;154,000000;50,041208;32,981948;50,041208;32,981948;0;0
16.8.2026 09:03:22,0s;203;154,024324;154,000000;50,010110;32,995733;50,010110;32,995733;0;0
16.8.2026 09:03:23,0s;204;154,012920;154,000000;50,002355;33,100071;50,002355;33,100071;0;0
16.8.2026 09:03:24,0s;205;154,039286;154,000000;50,008207;33,081431;50,008207;33,081431;0;0
16.8.2026 09:03:25,0s;206;154,050269;154,000000;49,990880;32,991912;49,990880;32,991912;0;0
16.8.2026 09:03:26,0s;207;154,017653;154,000000;49,970637;32,971660;49,970637;32,971660;0;0
16.8.2026 09:03:27,0s;208;154,064644;154,000000;49,985325;32,991715;49,985325;32,991715;0;0
16.8.2026 09:03:28,0s;209;154,077721;154,000000;49,986615;33,047303;49,986615;33,047303;0;0
16.8.2026 09:03:29,0s;210;154,038075;154,000000;50,015796;33,003932;50,015796;33,003932;0;0
16.8.2026 09:03:30,0s;211;154,040192;154,000000;49,977797;33,005861;49,977797;33,005861;0;0
16.8.2026 09:03:31,0s;212;154,062901;154,000000;50,014467;33,124886;50,014467;33,124886;0;0
16.8.2026 09:03:32,0s;213;154,053595;154,000000;49,923082;33,042650;49,923082;33,042650;0;0
16.8.2026 09:03:33,0s;214;154,064435;154,000000;49,977023;33,172099;49,977023;33,172099;0;0
16.8.2026 09:03:34,0s;215;154,052130;154,000000;49,951711;32,968321;49,951711;32,968321;0;0
16.8.2026 09:03:35,0s;216;154,036828;154,000000;50,011813;33,074587;50,011813;33,074587;0;0
16.8.2026 09:03:36,0s;217;154,046952;154,000000;49,994501;32,959412;49,994501;32,959412;0;0
16.8.2026 09:03:37,0s;218;154,032614;154,000000;49,982015;33,037508;49,982015;33,037508;0;0
16.8.2026 09:03:38,0s;219;154,034952;154,000000;49,992548;32,974100;49,992548;32,974100;0;0
16.8.2026 09:03:39,0s;220;154,042731;154,000000;50,044893;33,033220;50,044893;33,033220;0;0
16.8.2026 09:03:40,0s;221;154,007256;154,000000;50,020288;33,025142;50,020288;33,025142;0;0
16.8.2026 09:03:41,0s;222;154,049588;154,000000;50,010200;32,946690;50,010200;32,946690;0;0
16.8.2026 09:03:42,0s;223;154,029579;154,000000;49,963307;33,076543;49,963307;33,076543;0;0
16.8.2026 09:03:43,0s;224;154,020484;154,000000;49,952311;32,928081;49,952311;32,928081;0;0
16.8.2026 09:03:44,0s;225;154,008185;154,000000;50,000279;32,907622;50,000279;32,907622;0;0
16.8.2026 09:03:45,0s;226;154,023851;154,000000;50,017230;32,845667;50,017230;32,845667;0;0
16.8.2026 09:03:46,0s;227;154,011968;154,000000;49,971876;33,100575;49,971876;33,100575;0;0
16.8.2026 09:03:47,0s;228;154,039810;154,000000;49,965760;32,833382;49,965760;32,833382;0;0
16.8.2026 09:03:48,0s;229;154,029927;154,000000;50,036971;32,909186;50,036971;32,909186;0;0
16.8.2026 09:03:49,0s;230;154,020886;154,000000;49,988363;33,153770;49,988363;33,153770;0;0
16.8.2026 09:03:50,0s;231;154,017850;154,000000;50,026596;32,978088;50,026596;32,978088;0;0
16.8.2026 09:03:51,0s;232;153,984761;154,000000;49,989022;33,051654;49,989022;33,051654;0;0
16.8.2026 09:03:52,0s;233;154,008020;154,000000;49,992681;32,894094;49,992681;32,894094;0;0
16.8.2026 09:03:53,0s;234;154,006030;154,000000;50,016632;32,989566;50,016632;32,989566;0;0
16.8.2026 09:03:54,0s;235;153,980570;154,000000;50,039721;32,840563;50,039721;32,840563;0;0
16.8.2026 09:03:55,0s;236;154,007702;154,000000;49,981165;32,960590;49,981165;32,960590;0;0
16.8.2026 09:03:56,0s;237;154,044543;154,000000;50,031140;32,874580;50,031140;32,874580;0;0
