# YHDA_VERSION=0.6.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=UE_MAX
# STEP_NAME=Düşük ikaz — ulaşılabilir maksimum çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=-33
# STEP_PSET_MW=70
time_s;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
251;154,013877;154,000000;70,008990;-33,013109;70,008990;-33,013109;0;0
252;154,025585;154,000000;70,099878;-32,908611;70,099878;-32,908611;0;0
253;154,026350;154,000000;70,060356;-33,017134;70,060356;-33,017134;0;0
254;154,032316;154,000000;69,960951;-32,942697;69,960951;-32,942697;0;0
255;154,007698;154,000000;69,971354;-33,045002;69,971354;-33,045002;0;0
256;154,010099;154,000000;69,980985;-32,939332;69,980985;-32,939332;0;0
257;154,023351;154,000000;69,992526;-32,941179;69,992526;-32,941179;0;0
258;153,963647;154,000000;70,050818;-32,997870;70,050818;-32,997870;0;0
259;153,969509;154,000000;70,045291;-33,031362;70,045291;-33,031362;0;0
260;154,000722;154,000000;70,041324;-32,957023;70,041324;-32,957023;0;0
261;154,000058;154,000000;70,000090;-32,954336;70,000090;-32,954336;0;0
262;153,971275;154,000000;69,999249;-32,979454;69,999249;-32,979454;0;0
263;153,975843;154,000000;70,017096;-33,001782;70,017096;-33,001782;0;0
264;153,978516;154,000000;69,936983;-32,986960;69,936983;-32,986960;0;0
265;153,941133;154,000000;69,976115;-32,912352;69,976115;-32,912352;0;0
266;153,989656;154,000000;69,999213;-32,961540;69,999213;-32,961540;0;0
267;153,991776;154,000000;70,036438;-33,025775;70,036438;-33,025775;0;0
268;153,989673;154,000000;70,009386;-32,966639;70,009386;-32,966639;0;0
269;153,956922;154,000000;70,022530;-32,988148;70,022530;-32,988148;0;0
270;153,973235;154,000000;70,025021;-32,970866;70,025021;-32,970866;0;0
271;153,987213;154,000000;69,970147;-33,131577;69,970147;-33,131577;0;0
272;153,950908;154,000000;70,135343;-32,979582;70,135343;-32,979582;0;0
273;153,991088;154,000000;69,950795;-32,973616;69,950795;-32,973616;0;0
274;153,984808;154,000000;70,068577;-32,991476;70,068577;-32,991476;0;0
275;153,967029;154,000000;70,015256;-33,049489;70,015256;-33,049489;0;0
276;153,982398;154,000000;69,982355;-32,746025;69,982355;-32,746025;0;0
277;154,005093;154,000000;69,975960;-33,022292;69,975960;-33,022292;0;0
278;153,970163;154,000000;70,010020;-32,928599;70,010020;-32,928599;0;0
279;153,949113;154,000000;70,008000;-33,058860;70,008000;-33,058860;0;0
280;153,930634;154,000000;70,006870;-33,083606;70,006870;-33,083606;0;0
281;153,977568;154,000000;69,989225;-33,002406;69,989225;-33,002406;0;0
282;153,957373;154,000000;69,949307;-33,015722;69,949307;-33,015722;0;0
283;153,961495;154,000000;70,026095;-33,101334;70,026095;-33,101334;0;0
284;153,978255;154,000000;70,014083;-32,916879;70,014083;-32,916879;0;0
285;153,955994;154,000000;70,039247;-32,920305;70,039247;-32,920305;0;0
286;154,002879;154,000000;70,011188;-33,148942;70,011188;-33,148942;0;0
287;153,984359;154,000000;70,006603;-33,075350;70,006603;-33,075350;0;0
288;153,985728;154,000000;70,013455;-33,034287;70,013455;-33,034287;0;0
289;153,967149;154,000000;70,022243;-33,088625;70,022243;-33,088625;0;0
290;153,954511;154,000000;69,991149;-33,016938;69,991149;-33,016938;0;0
291;153,971410;154,000000;69,955681;-32,860200;69,955681;-32,860200;0;0
292;153,953131;154,000000;70,067438;-33,070272;70,067438;-33,070272;0;0
293;153,967593;154,000000;69,967899;-32,918759;69,967899;-32,918759;0;0
294;153,931470;154,000000;69,980949;-32,888168;69,980949;-32,888168;0;0
295;153,935262;154,000000;69,945690;-32,885866;69,945690;-32,885866;0;0
296;153,924775;154,000000;69,941846;-33,160920;69,941846;-33,160920;0;0
297;153,953395;154,000000;69,941984;-33,011554;69,941984;-33,011554;0;0
298;153,970356;154,000000;70,046127;-33,204644;70,046127;-33,204644;0;0
299;153,966580;154,000000;70,006122;-32,967003;70,006122;-32,967003;0;0
300;153,945607;154,000000;70,061223;-32,944114;70,061223;-32,944114;0;0
301;153,955033;154,000000;69,988659;-33,189306;69,988659;-33,189306;0;0
302;153,963393;154,000000;70,077561;-33,095909;70,077561;-33,095909;0;0
303;153,974713;154,000000;69,966919;-33,006141;69,966919;-33,006141;0;0
304;153,976719;154,000000;70,005673;-32,960613;70,005673;-32,960613;0;0
305;153,936217;154,000000;70,042567;-32,936923;70,042567;-32,936923;0;0
306;153,928073;154,000000;69,939401;-33,054402;69,939401;-33,054402;0;0
307;153,910424;154,000000;70,004061;-33,050756;70,004061;-33,050756;0;0
308;153,950266;154,000000;70,003711;-33,136026;70,003711;-33,136026;0;0
309;153,956693;154,000000;69,964441;-33,070767;69,964441;-33,070767;0;0
310;153,921739;154,000000;70,035113;-33,168091;70,035113;-33,168091;0;0
311;153,943409;154,000000;70,051197;-32,904081;70,051197;-32,904081;0;0
312;153,960354;154,000000;69,946987;-32,906639;69,946987;-32,906639;0;0
313;153,906136;154,000000;70,025851;-33,005497;70,025851;-33,005497;0;0
314;153,950069;154,000000;69,989679;-32,887405;69,989679;-32,887405;0;0
315;153,959842;154,000000;70,014276;-33,107872;70,014276;-33,107872;0;0
316;153,942124;154,000000;70,006814;-32,936752;70,006814;-32,936752;0;0
317;153,907160;154,000000;70,018259;-32,804600;70,018259;-32,804600;0;0
318;153,907880;154,000000;69,996810;-33,081499;69,996810;-33,081499;0;0
319;153,953127;154,000000;70,001111;-32,954576;70,001111;-32,954576;0;0
320;153,917031;154,000000;69,984532;-33,067162;69,984532;-33,067162;0;0
321;153,899322;154,000000;70,039818;-33,086088;70,039818;-33,086088;0;0
322;153,924009;154,000000;70,011264;-33,121854;70,011264;-33,121854;0;0
323;153,897663;154,000000;69,989157;-33,056568;69,989157;-33,056568;0;0
324;153,927965;154,000000;69,964532;-32,949824;69,964532;-32,949824;0;0
325;153,913511;154,000000;69,922362;-32,965878;69,922362;-32,965878;0;0
326;153,945660;154,000000;70,054867;-33,048521;70,054867;-33,048521;0;0
