# YHDA_VERSION=0.6.5
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=UE_P20
# STEP_NAME=Düşük ikaz — %20 çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=-13.2
# STEP_PSET_MW=20
ZAMAN;SIRA_NO;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
16.8.2026 09:01:04,0s;65;154,097091;154,000000;20,031428;-5,645385;20,031428;-5,645385;0;0
16.8.2026 09:01:05,0s;66;154,072013;154,000000;19,996474;-5,994624;19,996474;-5,994624;0;0
16.8.2026 09:01:06,0s;67;154,068939;154,000000;19,987263;-6,235731;19,987263;-6,235731;0;0
16.8.2026 09:01:07,0s;68;154,064964;154,000000;19,983605;-6,412609;19,983605;-6,412609;0;0
16.8.2026 09:01:08,0s;69;154,049377;154,000000;19,972955;-6,718862;19,972955;-6,718862;0;0
16.8.2026 09:01:09,0s;70;154,070716;154,000000;20,014909;-6,999390;20,014909;-6,999390;0;0
16.8.2026 09:01:10,0s;71;154,065463;154,000000;20,032542;-7,224694;20,032542;-7,224694;0;0
16.8.2026 09:01:11,0s;72;154,088245;154,000000;20,007314;-7,527928;20,007314;-7,527928;0;0
16.8.2026 09:01:12,0s;73;154,057637;154,000000;19,978222;-7,782926;19,978222;-7,782926;0;0
16.8.2026 09:01:13,0s;74;154,061202;154,000000;19,986911;-8,058908;19,986911;-8,058908;0;0
16.8.2026 09:01:14,0s;75;154,062703;154,000000;19,964573;-8,230363;19,964573;-8,230363;0;0
16.8.2026 09:01:15,0s;76;154,062943;154,000000;19,978399;-8,559829;19,978399;-8,559829;0;0
16.8.2026 09:01:16,0s;77;154,030959;154,000000;19,959123;-8,797164;19,959123;-8,797164;0;0
16.8.2026 09:01:17,0s;78;154,083845;154,000000;20,025573;-9,017797;20,025573;-9,017797;0;0
16.8.2026 09:01:18,0s;79;154,060316;154,000000;20,019920;-9,403678;20,019920;-9,403678;0;0
16.8.2026 09:01:19,0s;80;154,046126;154,000000;19,966000;-9,584864;19,966000;-9,584864;0;0
16.8.2026 09:01:20,0s;81;154,065199;154,000000;20,021527;-9,808651;20,021527;-9,808651;0;0
16.8.2026 09:01:21,0s;82;154,082687;154,000000;19,960133;-10,052023;19,960133;-10,052023;0;0
16.8.2026 09:01:22,0s;83;154,096960;154,000000;19,958636;-10,202382;19,958636;-10,202382;0;0
16.8.2026 09:01:23,0s;84;154,054815;154,000000;19,957715;-10,419026;19,957715;-10,419026;0;0
16.8.2026 09:01:24,0s;85;154,059337;154,000000;19,999310;-10,767977;19,999310;-10,767977;0;0
16.8.2026 09:01:25,0s;86;154,095959;154,000000;19,965612;-10,897418;19,965612;-10,897418;0;0
16.8.2026 09:01:26,0s;87;154,074330;154,000000;19,998182;-11,054648;19,998182;-11,054648;0;0
16.8.2026 09:01:27,0s;88;154,048451;154,000000;19,994180;-11,228862;19,994180;-11,228862;0;0
16.8.2026 09:01:28,0s;89;154,084846;154,000000;20,010085;-11,508644;20,010085;-11,508644;0;0
16.8.2026 09:01:29,0s;90;154,078262;154,000000;19,990269;-11,699382;19,990269;-11,699382;0;0
16.8.2026 09:01:30,0s;91;154,056413;154,000000;19,974194;-11,808093;19,974194;-11,808093;0;0
16.8.2026 09:01:31,0s;92;154,036331;154,000000;20,068081;-12,013449;20,068081;-12,013449;0;0
16.8.2026 09:01:32,0s;93;154,088801;154,000000;19,991628;-12,162257;19,991628;-12,162257;0;0
16.8.2026 09:01:33,0s;94;154,088405;154,000000;19,970078;-12,302006;19,970078;-12,302006;0;0
16.8.2026 09:01:34,0s;95;154,100837;154,000000;20,025964;-12,415527;20,025964;-12,415527;0;0
16.8.2026 09:01:35,0s;96;154,062827;154,000000;20,031159;-12,599982;20,031159;-12,599982;0;0
16.8.2026 09:01:36,0s;97;154,061055;154,000000;20,025508;-12,729236;20,025508;-12,729236;0;0
16.8.2026 09:01:37,0s;98;154,081336;154,000000;20,040201;-12,752577;20,040201;-12,752577;0;0
16.8.2026 09:01:38,0s;99;154,097318;154,000000;19,962325;-12,847483;19,962325;-12,847483;0;0
16.8.2026 09:01:39,0s;100;154,056744;154,000000;20,009224;-12,955341;20,009224;-12,955341;0;0
16.8.2026 09:01:40,0s;101;154,064110;154,000000;20,023524;-12,997954;20,023524;-12,997954;0;0
16.8.2026 09:01:41,0s;102;154,046409;154,000000;20,009837;-13,120894;20,009837;-13,120894;0;0
16.8.2026 09:01:42,0s;103;154,096108;154,000000;19,964744;-13,197951;19,964744;-13,197951;0;0
16.8.2026 09:01:43,0s;104;154,107585;154,000000;19,968095;-13,199241;19,968095;-13,199241;0;0
16.8.2026 09:01:44,0s;105;154,067204;154,000000;19,946049;-13,149367;19,946049;-13,149367;0;0
16.8.2026 09:01:45,0s;106;154,070432;154,000000;20,011401;-13,196237;20,011401;-13,196237;0;0
16.8.2026 09:01:46,0s;107;154,081870;154,000000;19,988804;-13,287873;19,988804;-13,287873;0;0
16.8.2026 09:01:47,0s;108;154,070428;154,000000;19,999739;-13,238253;19,999739;-13,238253;0;0
16.8.2026 09:01:48,0s;109;154,057326;154,000000;19,988166;-13,196835;19,988166;-13,196835;0;0
16.8.2026 09:01:49,0s;110;154,085925;154,000000;19,982447;-13,255943;19,982447;-13,255943;0;0
16.8.2026 09:01:50,0s;111;154,060106;154,000000;19,977178;-13,211683;19,977178;-13,211683;0;0
16.8.2026 09:01:51,0s;112;154,073820;154,000000;19,968431;-13,165400;19,968431;-13,165400;0;0
16.8.2026 09:01:52,0s;113;154,083653;154,000000;19,975760;-13,275459;19,975760;-13,275459;0;0
16.8.2026 09:01:53,0s;114;154,102195;154,000000;20,005735;-13,126182;20,005735;-13,126182;0;0
16.8.2026 09:01:54,0s;115;154,104107;154,000000;20,009568;-13,154193;20,009568;-13,154193;0;0
16.8.2026 09:01:55,0s;116;154,066277;154,000000;19,973372;-13,166835;19,973372;-13,166835;0;0
16.8.2026 09:01:56,0s;117;154,069399;154,000000;20,005302;-13,116613;20,005302;-13,116613;0;0
16.8.2026 09:01:57,0s;118;154,059344;154,000000;20,004457;-13,244776;20,004457;-13,244776;0;0
16.8.2026 09:01:58,0s;119;154,063800;154,000000;19,962357;-13,278222;19,962357;-13,278222;0;0
16.8.2026 09:01:59,0s;120;154,109499;154,000000;20,016202;-13,181561;20,016202;-13,181561;0;0
16.8.2026 09:02:00,0s;121;154,080913;154,000000;20,003581;-13,246533;20,003581;-13,246533;0;0
16.8.2026 09:02:01,0s;122;154,091033;154,000000;19,984641;-13,230403;19,984641;-13,230403;0;0
16.8.2026 09:02:02,0s;123;154,096067;154,000000;19,994223;-13,250114;19,994223;-13,250114;0;0
16.8.2026 09:02:03,0s;124;154,097839;154,000000;19,998499;-13,326008;19,998499;-13,326008;0;0
16.8.2026 09:02:04,0s;125;154,107291;154,000000;19,977760;-13,158966;19,977760;-13,158966;0;0
16.8.2026 09:02:05,0s;126;154,084227;154,000000;19,993265;-13,285669;19,993265;-13,285669;0;0
16.8.2026 09:02:06,0s;127;154,054359;154,000000;20,032425;-13,237391;20,032425;-13,237391;0;0
16.8.2026 09:02:07,0s;128;154,039744;154,000000;20,006965;-13,161055;20,006965;-13,161055;0;0
16.8.2026 09:02:08,0s;129;154,083886;154,000000;19,988712;-13,283930;19,988712;-13,283930;0;0
16.8.2026 09:02:09,0s;130;154,097434;154,000000;20,011654;-13,144101;20,011654;-13,144101;0;0
16.8.2026 09:02:10,0s;131;154,090121;154,000000;19,978687;-13,159248;19,978687;-13,159248;0;0
16.8.2026 09:02:11,0s;132;154,064120;154,000000;20,016873;-13,227778;20,016873;-13,227778;0;0
16.8.2026 09:02:12,0s;133;154,053942;154,000000;20,023423;-13,165001;20,023423;-13,165001;0;0
16.8.2026 09:02:13,0s;134;154,064992;154,000000;19,995605;-13,190686;19,995605;-13,190686;0;0
16.8.2026 09:02:14,0s;135;154,059603;154,000000;19,958889;-13,206947;19,958889;-13,206947;0;0
16.8.2026 09:02:15,0s;136;154,066782;154,000000;19,997709;-13,264410;19,997709;-13,264410;0;0
16.8.2026 09:02:16,0s;137;154,069409;154,000000;20,038825;-13,156444;20,038825;-13,156444;0;0
16.8.2026 09:02:17,0s;138;154,077212;154,000000;20,035617;-13,124979;20,035617;-13,124979;0;0
16.8.2026 09:02:18,0s;139;154,104260;154,000000;19,999669;-13,224509;19,999669;-13,224509;0;0
16.8.2026 09:02:19,0s;140;154,082533;154,000000;19,999505;-13,140453;19,999505;-13,140453;0;0
16.8.2026 09:02:20,0s;141;154,068741;154,000000;19,973345;-13,187240;19,973345;-13,187240;0;0
16.8.2026 09:02:21,0s;142;154,073611;154,000000;20,015765;-13,122991;20,015765;-13,122991;0;0
16.8.2026 09:02:22,0s;143;154,069980;154,000000;20,051021;-13,319310;20,051021;-13,319310;0;0
16.8.2026 09:02:23,0s;144;154,061703;154,000000;20,007645;-13,220325;20,007645;-13,220325;0;0
16.8.2026 09:02:24,0s;145;154,091600;154,000000;20,003669;-13,182018;20,003669;-13,182018;0;0
16.8.2026 09:02:25,0s;146;154,095006;154,000000;20,013383;-13,219658;20,013383;-13,219658;0;0
16.8.2026 09:02:26,0s;147;154,061889;154,000000;19,964762;-13,248491;19,964762;-13,248491;0;0
16.8.2026 09:02:27,0s;148;154,066653;154,000000;19,977978;-13,207500;19,977978;-13,207500;0;0
16.8.2026 09:02:28,0s;149;154,079437;154,000000;20,010434;-13,204169;20,010434;-13,204169;0;0
16.8.2026 09:02:29,0s;150;154,072235;154,000000;19,989220;-13,182624;19,989220;-13,182624;0;0
16.8.2026 09:02:30,0s;151;154,137178;154,000000;19,971726;-13,192607;19,971726;-13,192607;0;0
16.8.2026 09:02:31,0s;152;154,065102;154,000000;20,005752;-13,223350;20,005752;-13,223350;0;0
16.8.2026 09:02:32,0s;153;154,050058;154,000000;20,007575;-13,212934;20,007575;-13,212934;0;0
16.8.2026 09:02:33,0s;154;154,074286;154,000000;20,008246;-13,190437;20,008246;-13,190437;0;0
16.8.2026 09:02:34,0s;155;154,069797;154,000000;19,997076;-13,213080;19,997076;-13,213080;0;0
16.8.2026 09:02:35,0s;156;154,055587;154,000000;19,994489;-13,186589;19,994489;-13,186589;0;0
16.8.2026 09:02:36,0s;157;154,107991;154,000000;20,002274;-13,154507;20,002274;-13,154507;0;0
16.8.2026 09:02:37,0s;158;154,120014;154,000000;19,981024;-13,159162;19,981024;-13,159162;0;0
16.8.2026 09:02:38,0s;159;154,095141;154,000000;20,015977;-13,078399;20,015977;-13,078399;0;0
16.8.2026 09:02:39,0s;160;154,101500;154,000000;19,972411;-13,185421;19,972411;-13,185421;0;0
16.8.2026 09:02:40,0s;161;154,074113;154,000000;19,988250;-13,227617;19,988250;-13,227617;0;0
16.8.2026 09:02:41,0s;162;154,035066;154,000000;20,002810;-13,156293;20,002810;-13,156293;0;0
16.8.2026 09:02:42,0s;163;154,068044;154,000000;19,988690;-13,218835;19,988690;-13,218835;0;0
16.8.2026 09:02:43,0s;164;154,063923;154,000000;20,001513;-13,268101;20,001513;-13,268101;0;0
16.8.2026 09:02:44,0s;165;154,072630;154,000000;19,975708;-13,144346;19,975708;-13,144346;0;0
16.8.2026 09:02:45,0s;166;154,055179;154,000000;20,013073;-13,243818;20,013073;-13,243818;0;0
16.8.2026 09:02:46,0s;167;154,065898;154,000000;19,960745;-13,121131;19,960745;-13,121131;0;0
16.8.2026 09:02:47,0s;168;154,067260;154,000000;19,972790;-13,143884;19,972790;-13,143884;0;0
16.8.2026 09:02:48,0s;169;154,051639;154,000000;19,934686;-13,105150;19,934686;-13,105150;0;0
16.8.2026 09:02:49,0s;170;154,094091;154,000000;19,962146;-13,093388;19,962146;-13,093388;0;0
16.8.2026 09:02:50,0s;171;154,082209;154,000000;19,946506;-13,199098;19,946506;-13,199098;0;0
16.8.2026 09:02:51,0s;172;154,069515;154,000000;20,007995;-13,229795;20,007995;-13,229795;0;0
16.8.2026 09:02:52,0s;173;154,053812;154,000000;19,990166;-13,180439;19,990166;-13,180439;0;0
16.8.2026 09:02:53,0s;174;154,080481;154,000000;20,013575;-13,166745;20,013575;-13,166745;0;0
16.8.2026 09:02:54,0s;175;154,043286;154,000000;20,025256;-13,255869;20,025256;-13,255869;0;0
16.8.2026 09:02:55,0s;176;154,068649;154,000000;19,942082;-13,222089;19,942082;-13,222089;0;0
16.8.2026 09:02:56,0s;177;154,069776;154,000000;19,981410;-13,210705;19,981410;-13,210705;0;0
16.8.2026 09:02:57,0s;178;154,045278;154,000000;20,026939;-13,116389;20,026939;-13,116389;0;0
16.8.2026 09:02:58,0s;179;154,073939;154,000000;20,019724;-13,124773;20,019724;-13,124773;0;0
16.8.2026 09:02:59,0s;180;154,096266;154,000000;20,022359;-13,171818;20,022359;-13,171818;0;0
16.8.2026 09:03:00,0s;181;154,068209;154,000000;20,017498;-13,183217;20,017498;-13,183217;0;0
16.8.2026 09:03:01,0s;182;154,052946;154,000000;19,989349;-13,193102;19,989349;-13,193102;0;0
16.8.2026 09:03:02,0s;183;154,074320;154,000000;19,987398;-13,180403;19,987398;-13,180403;0;0
16.8.2026 09:03:03,0s;184;154,039710;154,000000;19,942596;-13,232455;19,942596;-13,232455;0;0
16.8.2026 09:03:04,0s;185;154,068520;154,000000;20,008957;-13,125003;20,008957;-13,125003;0;0
16.8.2026 09:03:05,0s;186;154,078624;154,000000;19,979638;-13,256566;19,979638;-13,256566;0;0
16.8.2026 09:03:06,0s;187;154,024223;154,000000;20,032575;-13,188153;20,032575;-13,188153;0;0
16.8.2026 09:03:07,0s;188;154,041106;154,000000;20,028702;-13,132863;20,028702;-13,132863;0;0
16.8.2026 09:03:08,0s;189;154,049081;154,000000;20,019995;-13,131208;20,019995;-13,131208;0;0
16.8.2026 09:03:09,0s;190;154,009514;154,000000;20,008445;-13,145609;20,008445;-13,145609;0;0
16.8.2026 09:03:10,0s;191;154,075666;154,000000;20,011871;-13,198148;20,011871;-13,198148;0;0
16.8.2026 09:03:11,0s;192;154,022146;154,000000;20,059815;-13,204087;20,059815;-13,204087;0;0
16.8.2026 09:03:12,0s;193;154,022897;154,000000;19,975896;-13,149969;19,975896;-13,149969;0;0
16.8.2026 09:03:13,0s;194;154,049155;154,000000;19,945838;-13,115195;19,945838;-13,115195;0;0
16.8.2026 09:03:14,0s;195;154,037756;154,000000;19,980401;-13,164507;19,980401;-13,164507;0;0
16.8.2026 09:03:15,0s;196;154,076819;154,000000;20,019023;-13,271322;20,019023;-13,271322;0;0
16.8.2026 09:03:16,0s;197;154,060657;154,000000;20,009025;-13,153330;20,009025;-13,153330;0;0
16.8.2026 09:03:17,0s;198;154,042574;154,000000;20,006454;-13,250261;20,006454;-13,250261;0;0
16.8.2026 09:03:18,0s;199;154,072281;154,000000;20,026712;-13,258861;20,026712;-13,258861;0;0
16.8.2026 09:03:19,0s;200;154,060160;154,000000;19,976860;-13,245439;19,976860;-13,245439;0;0
16.8.2026 09:03:20,0s;201;154,061586;154,000000;20,003147;-13,174977;20,003147;-13,174977;0;0
16.8.2026 09:03:21,0s;202;154,046565;154,000000;19,983493;-13,246928;19,983493;-13,246928;0;0
16.8.2026 09:03:22,0s;203;154,047136;154,000000;20,041846;-13,178590;20,041846;-13,178590;0;0
16.8.2026 09:03:23,0s;204;154,038705;154,000000;19,972423;-13,196182;19,972423;-13,196182;0;0
16.8.2026 09:03:24,0s;205;154,067510;154,000000;19,972738;-13,189875;19,972738;-13,189875;0;0
16.8.2026 09:03:25,0s;206;154,045956;154,000000;19,979788;-13,168197;19,979788;-13,168197;0;0
16.8.2026 09:03:26,0s;207;154,049967;154,000000;20,005980;-13,223300;20,005980;-13,223300;0;0
16.8.2026 09:03:27,0s;208;154,015762;154,000000;19,985057;-13,113746;19,985057;-13,113746;0;0
16.8.2026 09:03:28,0s;209;154,015058;154,000000;20,020700;-13,160177;20,020700;-13,160177;0;0
16.8.2026 09:03:29,0s;210;154,047155;154,000000;20,031187;-13,233886;20,031187;-13,233886;0;0
16.8.2026 09:03:30,0s;211;154,048794;154,000000;20,003131;-13,147694;20,003131;-13,147694;0;0
16.8.2026 09:03:31,0s;212;154,021237;154,000000;20,002753;-13,212892;20,002753;-13,212892;0;0
16.8.2026 09:03:32,0s;213;154,041949;154,000000;20,040344;-13,153455;20,040344;-13,153455;0;0
16.8.2026 09:03:33,0s;214;154,040538;154,000000;20,017353;-13,170884;20,017353;-13,170884;0;0
16.8.2026 09:03:34,0s;215;154,046105;154,000000;20,021265;-13,159489;20,021265;-13,159489;0;0
16.8.2026 09:03:35,0s;216;154,053923;154,000000;19,954542;-13,156634;19,954542;-13,156634;0;0
16.8.2026 09:03:36,0s;217;154,029271;154,000000;20,030739;-13,284882;20,030739;-13,284882;0;0
16.8.2026 09:03:37,0s;218;154,022135;154,000000;19,946013;-13,189147;19,946013;-13,189147;0;0
16.8.2026 09:03:38,0s;219;154,057115;154,000000;20,016307;-13,175394;20,016307;-13,175394;0;0
16.8.2026 09:03:39,0s;220;154,020795;154,000000;20,003677;-13,198730;20,003677;-13,198730;0;0
16.8.2026 09:03:40,0s;221;154,035484;154,000000;20,008495;-13,147916;20,008495;-13,147916;0;0
16.8.2026 09:03:41,0s;222;154,038981;154,000000;20,010775;-13,252856;20,010775;-13,252856;0;0
16.8.2026 09:03:42,0s;223;154,023772;154,000000;20,025808;-13,168170;20,025808;-13,168170;0;0
16.8.2026 09:03:43,0s;224;153,989990;154,000000;19,964575;-13,190084;19,964575;-13,190084;0;0
16.8.2026 09:03:44,0s;225;154,019133;154,000000;19,996140;-13,230176;19,996140;-13,230176;0;0
16.8.2026 09:03:45,0s;226;154,041010;154,000000;19,965935;-13,257230;19,965935;-13,257230;0;0
16.8.2026 09:03:46,0s;227;154,024404;154,000000;20,001116;-13,200624;20,001116;-13,200624;0;0
16.8.2026 09:03:47,0s;228;154,007719;154,000000;19,981676;-13,239478;19,981676;-13,239478;0;0
16.8.2026 09:03:48,0s;229;154,000882;154,000000;19,999761;-13,255444;19,999761;-13,255444;0;0
16.8.2026 09:03:49,0s;230;154,015866;154,000000;19,996129;-13,249544;19,996129;-13,249544;0;0
