# YHDA_VERSION=0.6.3
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=OE_P20
# STEP_NAME=Aşırı ikaz — %20 çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=13.2
# STEP_PSET_MW=20
ZAMAN;SIRA_NO;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
16.8.2026 09:00:56,0s;57;154,083944;154,000000;19,999758;3,674156;19,999758;3,674156;0;0
16.8.2026 09:00:57,0s;58;154,075530;154,000000;20,005335;3,962309;20,005335;3,962309;0;0
16.8.2026 09:00:58,0s;59;154,093577;154,000000;19,947018;4,154551;19,947018;4,154551;0;0
16.8.2026 09:00:59,0s;60;154,071306;154,000000;20,041241;4,467131;20,041241;4,467131;0;0
16.8.2026 09:01:00,0s;61;154,065789;154,000000;20,020411;4,772249;20,020411;4,772249;0;0
16.8.2026 09:01:01,0s;62;154,043954;154,000000;19,987699;4,889336;19,987699;4,889336;0;0
16.8.2026 09:01:02,0s;63;154,046119;154,000000;19,957019;5,164972;19,957019;5,164972;0;0
16.8.2026 09:01:03,0s;64;154,026892;154,000000;19,986109;5,486336;19,986109;5,486336;0;0
16.8.2026 09:01:04,0s;65;154,069816;154,000000;19,996296;5,677569;19,996296;5,677569;0;0
16.8.2026 09:01:05,0s;66;154,073143;154,000000;20,031553;5,980748;20,031553;5,980748;0;0
16.8.2026 09:01:06,0s;67;154,067454;154,000000;19,970952;6,153950;19,970952;6,153950;0;0
16.8.2026 09:01:07,0s;68;154,032238;154,000000;20,007980;6,540672;20,007980;6,540672;0;0
16.8.2026 09:01:08,0s;69;154,069879;154,000000;20,031246;6,734047;20,031246;6,734047;0;0
16.8.2026 09:01:09,0s;70;154,085618;154,000000;19,974714;6,980298;19,974714;6,980298;0;0
16.8.2026 09:01:10,0s;71;154,053052;154,000000;20,051356;7,192484;20,051356;7,192484;0;0
16.8.2026 09:01:11,0s;72;154,080346;154,000000;20,010435;7,504380;20,010435;7,504380;0;0
16.8.2026 09:01:12,0s;73;154,086844;154,000000;19,981044;7,829265;19,981044;7,829265;0;0
16.8.2026 09:01:13,0s;74;154,057281;154,000000;20,019146;8,005020;20,019146;8,005020;0;0
16.8.2026 09:01:14,0s;75;154,039975;154,000000;20,001459;8,239014;20,001459;8,239014;0;0
16.8.2026 09:01:15,0s;76;154,073376;154,000000;20,020069;8,562986;20,020069;8,562986;0;0
16.8.2026 09:01:16,0s;77;154,087240;154,000000;19,996342;8,763225;19,996342;8,763225;0;0
16.8.2026 09:01:17,0s;78;154,101866;154,000000;19,985469;9,072789;19,985469;9,072789;0;0
16.8.2026 09:01:18,0s;79;154,076470;154,000000;20,019890;9,178247;20,019890;9,178247;0;0
16.8.2026 09:01:19,0s;80;154,047986;154,000000;19,989247;9,581819;19,989247;9,581819;0;0
16.8.2026 09:01:20,0s;81;154,060069;154,000000;20,002055;9,816439;20,002055;9,816439;0;0
16.8.2026 09:01:21,0s;82;154,094906;154,000000;20,040511;9,885902;20,040511;9,885902;0;0
16.8.2026 09:01:22,0s;83;154,059813;154,000000;19,981717;10,181351;19,981717;10,181351;0;0
16.8.2026 09:01:23,0s;84;154,095901;154,000000;19,961916;10,528328;19,961916;10,528328;0;0
16.8.2026 09:01:24,0s;85;154,068731;154,000000;20,018907;10,697303;20,018907;10,697303;0;0
16.8.2026 09:01:25,0s;86;154,053565;154,000000;19,970776;10,922600;19,970776;10,922600;0;0
16.8.2026 09:01:26,0s;87;154,081925;154,000000;20,041230;11,153532;20,041230;11,153532;0;0
16.8.2026 09:01:27,0s;88;154,094648;154,000000;20,042898;11,257432;20,042898;11,257432;0;0
16.8.2026 09:01:28,0s;89;154,039527;154,000000;20,016711;11,429939;20,016711;11,429939;0;0
16.8.2026 09:01:29,0s;90;154,059196;154,000000;19,991422;11,725145;19,991422;11,725145;0;0
16.8.2026 09:01:30,0s;91;154,058541;154,000000;19,994090;11,770708;19,994090;11,770708;0;0
16.8.2026 09:01:31,0s;92;154,068684;154,000000;20,020645;11,986572;20,020645;11,986572;0;0
16.8.2026 09:01:32,0s;93;154,067675;154,000000;19,990969;12,083074;19,990969;12,083074;0;0
16.8.2026 09:01:33,0s;94;154,076020;154,000000;20,069014;12,311362;20,069014;12,311362;0;0
16.8.2026 09:01:34,0s;95;154,045109;154,000000;19,977979;12,430481;19,977979;12,430481;0;0
16.8.2026 09:01:35,0s;96;154,097413;154,000000;19,969399;12,492397;19,969399;12,492397;0;0
16.8.2026 09:01:36,0s;97;154,059049;154,000000;20,036112;12,675213;20,036112;12,675213;0;0
16.8.2026 09:01:37,0s;98;154,070166;154,000000;20,041157;12,793857;20,041157;12,793857;0;0
16.8.2026 09:01:38,0s;99;154,058885;154,000000;19,931426;12,836661;19,931426;12,836661;0;0
16.8.2026 09:01:39,0s;100;154,073525;154,000000;20,014408;12,871691;20,014408;12,871691;0;0
16.8.2026 09:01:40,0s;101;154,062087;154,000000;20,020372;13,033886;20,020372;13,033886;0;0
16.8.2026 09:01:41,0s;102;154,068009;154,000000;20,034096;12,980821;20,034096;12,980821;0;0
16.8.2026 09:01:42,0s;103;154,066934;154,000000;19,987572;13,149340;19,987572;13,149340;0;0
16.8.2026 09:01:43,0s;104;154,093503;154,000000;19,975994;13,158676;19,975994;13,158676;0;0
16.8.2026 09:01:44,0s;105;154,070771;154,000000;19,956326;13,214875;19,956326;13,214875;0;0
16.8.2026 09:01:45,0s;106;154,068693;154,000000;19,910391;13,216852;19,910391;13,216852;0;0
16.8.2026 09:01:46,0s;107;154,097707;154,000000;20,010805;13,257035;20,010805;13,257035;0;0
16.8.2026 09:01:47,0s;108;154,077185;154,000000;19,970919;13,307937;19,970919;13,307937;0;0
16.8.2026 09:01:48,0s;109;154,104321;154,000000;20,010450;13,152686;20,010450;13,152686;0;0
16.8.2026 09:01:49,0s;110;154,075124;154,000000;19,965823;13,238533;19,965823;13,238533;0;0
16.8.2026 09:01:50,0s;111;154,079329;154,000000;19,956732;13,224095;19,956732;13,224095;0;0
16.8.2026 09:01:51,0s;112;154,075225;154,000000;20,022123;13,104863;20,022123;13,104863;0;0
16.8.2026 09:01:52,0s;113;154,070382;154,000000;19,973373;13,177864;19,973373;13,177864;0;0
16.8.2026 09:01:53,0s;114;154,109929;154,000000;19,958203;13,227100;19,958203;13,227100;0;0
16.8.2026 09:01:54,0s;115;154,076302;154,000000;20,008622;13,231070;20,008622;13,231070;0;0
16.8.2026 09:01:55,0s;116;154,073708;154,000000;19,977451;13,219485;19,977451;13,219485;0;0
16.8.2026 09:01:56,0s;117;154,074312;154,000000;19,935766;13,265520;19,935766;13,265520;0;0
16.8.2026 09:01:57,0s;118;154,057108;154,000000;19,985667;13,112371;19,985667;13,112371;0;0
16.8.2026 09:01:58,0s;119;154,103682;154,000000;19,982997;13,171863;19,982997;13,171863;0;0
16.8.2026 09:01:59,0s;120;154,086659;154,000000;19,969943;13,167733;19,969943;13,167733;0;0
16.8.2026 09:02:00,0s;121;154,070176;154,000000;20,013079;13,149580;20,013079;13,149580;0;0
16.8.2026 09:02:01,0s;122;154,088855;154,000000;20,027726;13,157989;20,027726;13,157989;0;0
16.8.2026 09:02:02,0s;123;154,069936;154,000000;19,993601;13,251797;19,993601;13,251797;0;0
16.8.2026 09:02:03,0s;124;154,109799;154,000000;19,992501;13,237685;19,992501;13,237685;0;0
16.8.2026 09:02:04,0s;125;154,081063;154,000000;19,975520;13,160590;19,975520;13,160590;0;0
16.8.2026 09:02:05,0s;126;154,082351;154,000000;20,018782;13,132010;20,018782;13,132010;0;0
16.8.2026 09:02:06,0s;127;154,069368;154,000000;20,025457;13,126535;20,025457;13,126535;0;0
16.8.2026 09:02:07,0s;128;154,067017;154,000000;19,983631;13,164282;19,983631;13,164282;0;0
16.8.2026 09:02:08,0s;129;154,080330;154,000000;20,000740;13,221199;20,000740;13,221199;0;0
16.8.2026 09:02:09,0s;130;154,072399;154,000000;20,053601;13,111760;20,053601;13,111760;0;0
16.8.2026 09:02:10,0s;131;154,064680;154,000000;19,991245;13,129343;19,991245;13,129343;0;0
16.8.2026 09:02:11,0s;132;154,075246;154,000000;20,001822;13,235891;20,001822;13,235891;0;0
16.8.2026 09:02:12,0s;133;154,095035;154,000000;19,980168;13,256875;19,980168;13,256875;0;0
16.8.2026 09:02:13,0s;134;154,112797;154,000000;20,006274;13,184270;20,006274;13,184270;0;0
16.8.2026 09:02:14,0s;135;154,081591;154,000000;20,006535;13,211276;20,006535;13,211276;0;0
16.8.2026 09:02:15,0s;136;154,122480;154,000000;19,982390;13,120262;19,982390;13,120262;0;0
16.8.2026 09:02:16,0s;137;154,089863;154,000000;20,018356;13,209324;20,018356;13,209324;0;0
16.8.2026 09:02:17,0s;138;154,066163;154,000000;19,995570;13,103769;19,995570;13,103769;0;0
16.8.2026 09:02:18,0s;139;154,056393;154,000000;19,998462;13,173054;19,998462;13,173054;0;0
16.8.2026 09:02:19,0s;140;154,086749;154,000000;20,066066;13,190524;20,066066;13,190524;0;0
16.8.2026 09:02:20,0s;141;154,081589;154,000000;19,991154;13,196772;19,991154;13,196772;0;0
16.8.2026 09:02:21,0s;142;154,058623;154,000000;20,026905;13,119717;20,026905;13,119717;0;0
16.8.2026 09:02:22,0s;143;154,076766;154,000000;20,037950;13,141057;20,037950;13,141057;0;0
16.8.2026 09:02:23,0s;144;154,040587;154,000000;20,030498;13,281203;20,030498;13,281203;0;0
16.8.2026 09:02:24,0s;145;154,068810;154,000000;20,007760;13,163923;20,007760;13,163923;0;0
16.8.2026 09:02:25,0s;146;154,071311;154,000000;19,997465;13,176648;19,997465;13,176648;0;0
16.8.2026 09:02:26,0s;147;154,066692;154,000000;19,984458;13,133574;19,984458;13,133574;0;0
16.8.2026 09:02:27,0s;148;154,050683;154,000000;19,967607;13,192080;19,967607;13,192080;0;0
16.8.2026 09:02:28,0s;149;154,073399;154,000000;20,013332;13,196963;20,013332;13,196963;0;0
16.8.2026 09:02:29,0s;150;154,104073;154,000000;19,986893;13,198843;19,986893;13,198843;0;0
16.8.2026 09:02:30,0s;151;154,081976;154,000000;19,970122;13,150918;19,970122;13,150918;0;0
16.8.2026 09:02:31,0s;152;154,052762;154,000000;19,996554;13,244572;19,996554;13,244572;0;0
16.8.2026 09:02:32,0s;153;154,091832;154,000000;19,973625;13,159561;19,973625;13,159561;0;0
16.8.2026 09:02:33,0s;154;154,127198;154,000000;20,035868;13,123783;20,035868;13,123783;0;0
16.8.2026 09:02:34,0s;155;154,051281;154,000000;19,976638;13,151176;19,976638;13,151176;0;0
16.8.2026 09:02:35,0s;156;154,095214;154,000000;19,928292;13,209248;19,928292;13,209248;0;0
16.8.2026 09:02:36,0s;157;154,099142;154,000000;20,013939;13,186828;20,013939;13,186828;0;0
16.8.2026 09:02:37,0s;158;154,038467;154,000000;19,975846;13,204465;19,975846;13,204465;0;0
16.8.2026 09:02:38,0s;159;154,082535;154,000000;20,031599;13,190235;20,031599;13,190235;0;0
16.8.2026 09:02:39,0s;160;154,055271;154,000000;19,958724;13,197018;19,958724;13,197018;0;0
16.8.2026 09:02:40,0s;161;154,076453;154,000000;20,020012;13,220635;20,020012;13,220635;0;0
16.8.2026 09:02:41,0s;162;154,089589;154,000000;19,997407;13,227484;19,997407;13,227484;0;0
16.8.2026 09:02:42,0s;163;154,055096;154,000000;20,025894;13,244015;20,025894;13,244015;0;0
16.8.2026 09:02:43,0s;164;154,087271;154,000000;19,994926;13,138489;19,994926;13,138489;0;0
16.8.2026 09:02:44,0s;165;154,048091;154,000000;19,965364;13,198610;19,965364;13,198610;0;0
16.8.2026 09:02:45,0s;166;154,100066;154,000000;19,996719;13,198047;19,996719;13,198047;0;0
16.8.2026 09:02:46,0s;167;154,055732;154,000000;20,039271;13,170152;20,039271;13,170152;0;0
16.8.2026 09:02:47,0s;168;154,057850;154,000000;20,026367;13,227449;20,026367;13,227449;0;0
16.8.2026 09:02:48,0s;169;154,094095;154,000000;19,981644;13,183148;19,981644;13,183148;0;0
16.8.2026 09:02:49,0s;170;154,039297;154,000000;20,008671;13,129772;20,008671;13,129772;0;0
16.8.2026 09:02:50,0s;171;154,064452;154,000000;20,036289;13,187456;20,036289;13,187456;0;0
16.8.2026 09:02:51,0s;172;154,053026;154,000000;20,072512;13,210794;20,072512;13,210794;0;0
16.8.2026 09:02:52,0s;173;154,082379;154,000000;20,021195;13,119440;20,021195;13,119440;0;0
16.8.2026 09:02:53,0s;174;154,078773;154,000000;19,942561;13,210781;19,942561;13,210781;0;0
16.8.2026 09:02:54,0s;175;154,062175;154,000000;19,967823;13,295350;19,967823;13,295350;0;0
16.8.2026 09:02:55,0s;176;154,017682;154,000000;20,002614;13,130957;20,002614;13,130957;0;0
16.8.2026 09:02:56,0s;177;154,050141;154,000000;19,997289;13,219067;19,997289;13,219067;0;0
16.8.2026 09:02:57,0s;178;154,078397;154,000000;20,019111;13,217612;20,019111;13,217612;0;0
16.8.2026 09:02:58,0s;179;154,104898;154,000000;20,018200;13,202973;20,018200;13,202973;0;0
16.8.2026 09:02:59,0s;180;154,065127;154,000000;20,027204;13,171965;20,027204;13,171965;0;0
16.8.2026 09:03:00,0s;181;154,045790;154,000000;19,962864;13,230351;19,962864;13,230351;0;0
16.8.2026 09:03:01,0s;182;154,062419;154,000000;19,975955;13,131021;19,975955;13,131021;0;0
16.8.2026 09:03:02,0s;183;154,094662;154,000000;20,016532;13,241566;20,016532;13,241566;0;0
16.8.2026 09:03:03,0s;184;154,032721;154,000000;20,029533;13,209933;20,029533;13,209933;0;0
16.8.2026 09:03:04,0s;185;154,065886;154,000000;20,013666;13,198681;20,013666;13,198681;0;0
16.8.2026 09:03:05,0s;186;154,049907;154,000000;20,030125;13,125281;20,030125;13,125281;0;0
16.8.2026 09:03:06,0s;187;154,070397;154,000000;20,019555;13,235732;20,019555;13,235732;0;0
16.8.2026 09:03:07,0s;188;154,057456;154,000000;19,953748;13,154340;19,953748;13,154340;0;0
16.8.2026 09:03:08,0s;189;154,080234;154,000000;20,009370;13,205711;20,009370;13,205711;0;0
16.8.2026 09:03:09,0s;190;154,035028;154,000000;20,025876;13,194705;20,025876;13,194705;0;0
16.8.2026 09:03:10,0s;191;154,022537;154,000000;20,060065;13,057239;20,060065;13,057239;0;0
16.8.2026 09:03:11,0s;192;154,042590;154,000000;20,027121;13,200670;20,027121;13,200670;0;0
16.8.2026 09:03:12,0s;193;154,065987;154,000000;19,978429;13,212343;19,978429;13,212343;0;0
16.8.2026 09:03:13,0s;194;154,076694;154,000000;20,044127;13,217994;20,044127;13,217994;0;0
16.8.2026 09:03:14,0s;195;154,045850;154,000000;20,055864;13,192872;20,055864;13,192872;0;0
16.8.2026 09:03:15,0s;196;154,073215;154,000000;19,971986;13,221978;19,971986;13,221978;0;0
16.8.2026 09:03:16,0s;197;154,041889;154,000000;20,016173;13,281271;20,016173;13,281271;0;0
16.8.2026 09:03:17,0s;198;154,034836;154,000000;20,015770;13,181943;20,015770;13,181943;0;0
16.8.2026 09:03:18,0s;199;154,035810;154,000000;20,003591;13,100022;20,003591;13,100022;0;0
16.8.2026 09:03:19,0s;200;154,077820;154,000000;19,973915;13,311033;19,973915;13,311033;0;0
16.8.2026 09:03:20,0s;201;154,047621;154,000000;20,002750;13,158339;20,002750;13,158339;0;0
16.8.2026 09:03:21,0s;202;154,061386;154,000000;20,024430;13,196467;20,024430;13,196467;0;0
16.8.2026 09:03:22,0s;203;154,044506;154,000000;20,027298;13,180790;20,027298;13,180790;0;0
16.8.2026 09:03:23,0s;204;154,058397;154,000000;19,991628;13,152416;19,991628;13,152416;0;0
16.8.2026 09:03:24,0s;205;154,049411;154,000000;20,025852;13,263676;20,025852;13,263676;0;0
16.8.2026 09:03:25,0s;206;154,022735;154,000000;20,013817;13,183816;20,013817;13,183816;0;0
16.8.2026 09:03:26,0s;207;154,028579;154,000000;20,015741;13,183665;20,015741;13,183665;0;0
16.8.2026 09:03:27,0s;208;154,045192;154,000000;20,013408;13,248523;20,013408;13,248523;0;0
16.8.2026 09:03:28,0s;209;154,052827;154,000000;20,049189;13,128079;20,049189;13,128079;0;0
16.8.2026 09:03:29,0s;210;154,076122;154,000000;20,036599;13,215368;20,036599;13,215368;0;0
16.8.2026 09:03:30,0s;211;154,024918;154,000000;19,994441;13,247346;19,994441;13,247346;0;0
16.8.2026 09:03:31,0s;212;154,031861;154,000000;19,983343;13,271285;19,983343;13,271285;0;0
16.8.2026 09:03:32,0s;213;154,057030;154,000000;19,959360;13,200004;19,959360;13,200004;0;0
16.8.2026 09:03:33,0s;214;154,049318;154,000000;19,987923;13,264138;19,987923;13,264138;0;0
16.8.2026 09:03:34,0s;215;154,038203;154,000000;20,032872;13,201901;20,032872;13,201901;0;0
16.8.2026 09:03:35,0s;216;154,001186;154,000000;20,020300;13,235925;20,020300;13,235925;0;0
16.8.2026 09:03:36,0s;217;154,064276;154,000000;19,982784;13,285274;19,982784;13,285274;0;0
16.8.2026 09:03:37,0s;218;154,011280;154,000000;20,036340;13,211227;20,036340;13,211227;0;0
16.8.2026 09:03:38,0s;219;154,031445;154,000000;19,968885;13,242028;19,968885;13,242028;0;0
16.8.2026 09:03:39,0s;220;154,033086;154,000000;20,004480;13,234254;20,004480;13,234254;0;0
16.8.2026 09:03:40,0s;221;154,032082;154,000000;19,945935;13,227115;19,945935;13,227115;0;0
16.8.2026 09:03:41,0s;222;153,998313;154,000000;20,031401;13,160845;20,031401;13,160845;0;0
16.8.2026 09:03:42,0s;223;154,018313;154,000000;19,922543;13,169260;19,922543;13,169260;0;0
16.8.2026 09:03:43,0s;224;154,004870;154,000000;20,028153;13,214040;20,028153;13,214040;0;0
16.8.2026 09:03:44,0s;225;154,046296;154,000000;19,984173;13,086207;19,984173;13,086207;0;0
16.8.2026 09:03:45,0s;226;154,008357;154,000000;20,020660;13,149871;20,020660;13,149871;0;0
16.8.2026 09:03:46,0s;227;154,002335;154,000000;20,016779;13,153289;20,016779;13,153289;0;0
16.8.2026 09:03:47,0s;228;154,018897;154,000000;19,989192;13,113938;19,989192;13,113938;0;0
16.8.2026 09:03:48,0s;229;154,043052;154,000000;19,975335;13,145669;19,975335;13,145669;0;0
16.8.2026 09:03:49,0s;230;154,058405;154,000000;20,000617;13,218220;20,000617;13,218220;0;0
16.8.2026 09:03:50,0s;231;154,029639;154,000000;20,020646;13,252956;20,020646;13,252956;0;0
16.8.2026 09:03:51,0s;232;153,996213;154,000000;19,976039;13,227503;19,976039;13,227503;0;0
16.8.2026 09:03:52,0s;233;154,026610;154,000000;19,989654;13,161697;19,989654;13,161697;0;0
16.8.2026 09:03:53,0s;234;154,014900;154,000000;19,974079;13,172390;19,974079;13,172390;0;0
16.8.2026 09:03:54,0s;235;153,986180;154,000000;20,010609;13,245666;20,010609;13,245666;0;0
16.8.2026 09:03:55,0s;236;154,008800;154,000000;19,978509;13,139096;19,978509;13,139096;0;0
16.8.2026 09:03:56,0s;237;154,014293;154,000000;20,025071;13,325424;20,025071;13,325424;0;0
