# YHDA_VERSION=0.6.5
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=HASSASIYET
# STEP_NAME=Hassasiyet Testi — Birleşik Frekans Adımları
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# SENSITIVITY_SEGMENTS=SENS_49_990,SENS_49_995,SENS_50_005,SENS_50_010
# DATA_CLASS=ÖRNEK / SENTETİK
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
16.8.2026 09:00:01,5s;16;50,000120;50,000000;516,003042;516,000000;50,957102;164,978490;538,067588
16.8.2026 09:00:01,6s;17;49,999887;50,000000;515,991765;516,000000;51,017070;164,994907;538,056305
16.8.2026 09:00:01,7s;18;49,999788;50,000000;515,996142;516,000000;50,992786;164,998382;538,015855
16.8.2026 09:00:01,8s;19;50,000201;50,000000;515,997860;516,000000;51,020542;165,035779;538,043433
16.8.2026 09:00:01,9s;20;50,000267;50,000000;516,052474;516,000000;51,014740;164,985307;538,038452
16.8.2026 09:00:02,0s;21;49,999921;50,000000;515,990193;516,000000;51,026554;165,034596;538,016101
16.8.2026 09:00:02,1s;22;49,999937;50,000000;515,971545;516,000000;51,005967;165,009968;537,960251
16.8.2026 09:00:02,2s;23;49,999763;50,000000;516,013161;516,000000;51,021473;164,953128;537,994754
16.8.2026 09:00:02,3s;24;50,000044;50,000000;516,013113;516,000000;50,979689;165,052360;537,977230
16.8.2026 09:00:02,4s;25;50,000066;50,000000;515,977004;516,000000;51,007739;165,030335;537,948721
16.8.2026 09:00:02,5s;26;50,000285;50,000000;516,019030;516,000000;50,977739;164,979602;537,990321
16.8.2026 09:00:02,6s;27;50,000107;50,000000;515,973596;516,000000;51,051002;165,014510;538,058013
16.8.2026 09:00:02,7s;28;49,999883;50,000000;515,910187;516,000000;50,984179;165,012528;538,022654
16.8.2026 09:00:02,8s;29;50,000234;50,000000;515,982024;516,000000;51,014718;164,993671;537,982538
16.8.2026 09:00:02,9s;30;49,999880;50,000000;515,990724;516,000000;50,999129;165,029980;537,960884
16.8.2026 09:00:03,0s;31;50,000362;50,000000;516,092986;516,000000;50,991979;165,031152;537,955559
16.8.2026 09:00:03,1s;32;49,999880;50,000000;516,036613;516,000000;50,984044;164,971030;538,057639
16.8.2026 09:00:03,2s;33;49,999745;50,000000;516,023741;516,000000;50,979949;164,982311;537,977551
16.8.2026 09:00:03,3s;34;49,999822;50,000000;515,966231;516,000000;51,011749;164,983834;538,018558
16.8.2026 09:00:03,4s;35;50,000067;50,000000;515,967447;516,000000;50,990615;165,032209;537,956664
16.8.2026 09:00:03,5s;36;49,999666;50,000000;515,951243;516,000000;50,993082;165,011912;537,984048
16.8.2026 09:00:03,6s;37;49,999971;50,000000;515,997483;516,000000;50,985352;164,980695;538,012071
16.8.2026 09:00:03,7s;38;50,000107;50,000000;516,004895;516,000000;50,999355;165,058905;538,005940
16.8.2026 09:00:03,8s;39;50,000143;50,000000;515,940135;516,000000;51,025836;165,001106;538,028272
16.8.2026 09:00:03,9s;40;50,000115;50,000000;515,984014;516,000000;50,970841;165,003262;537,978737
16.8.2026 09:00:04,0s;41;49,999899;50,000000;515,964842;516,000000;51,021918;164,983472;537,951358
16.8.2026 09:00:04,1s;42;50,000111;50,000000;516,118376;516,000000;50,957450;164,967700;538,027721
16.8.2026 09:00:04,2s;43;49,999932;50,000000;515,975007;516,000000;50,991764;164,971350;538,052268
16.8.2026 09:00:04,3s;44;49,999958;50,000000;515,986140;516,000000;51,003307;165,021343;537,977764
16.8.2026 09:00:04,4s;45;50,000255;50,000000;515,954102;516,000000;50,998154;164,993754;538,016633
16.8.2026 09:00:04,5s;46;49,999787;50,000000;515,946128;516,000000;51,021389;164,978813;537,980455
16.8.2026 09:00:04,6s;47;49,999986;50,000000;515,995447;516,000000;51,007841;164,995183;537,970582
16.8.2026 09:00:04,7s;48;49,999952;50,000000;516,058274;516,000000;50,997963;165,021878;537,958902
16.8.2026 09:00:04,8s;49;50,000205;50,000000;515,988336;516,000000;50,981635;164,986862;538,027664
16.8.2026 09:00:04,9s;50;50,000142;50,000000;515,996987;516,000000;51,005345;164,981633;538,077084
16.8.2026 09:00:05,0s;51;50,000222;50,000000;516,017107;516,000000;50,977326;164,998054;538,005854
16.8.2026 09:00:05,1s;52;49,999958;50,000000;516,036027;516,000000;51,026177;165,006697;538,050846
16.8.2026 09:00:05,2s;53;50,000026;50,000000;515,962732;516,000000;50,992064;165,027617;538,004293
16.8.2026 09:00:05,3s;54;50,000044;50,000000;516,092441;516,000000;50,987906;165,026693;537,991029
16.8.2026 09:00:05,4s;55;49,999979;50,000000;515,939061;516,000000;51,024292;164,975972;537,966434
16.8.2026 09:00:05,5s;56;49,999559;50,000000;516,005118;516,000000;51,020190;164,995784;538,011809
16.8.2026 09:00:05,6s;57;49,999799;50,000000;516,003697;516,000000;50,982420;164,986728;537,975719
16.8.2026 09:00:05,7s;58;50,000067;50,000000;515,983309;516,000000;50,975536;165,039064;538,006347
16.8.2026 09:00:05,8s;59;49,999993;50,000000;516,013801;516,000000;50,995209;164,998924;538,038980
16.8.2026 09:00:05,9s;60;50,000032;50,000000;516,002372;516,000000;51,052927;165,016777;537,986746
16.8.2026 09:00:06,0s;61;49,999952;50,000000;515,998112;516,000000;51,007179;164,973094;537,977508
16.8.2026 09:00:06,1s;62;50,000183;50,000000;515,977886;516,000000;51,007438;164,976670;537,955782
16.8.2026 09:00:06,2s;63;49,999953;50,000000;516,055415;516,000000;50,968285;164,982322;538,063844
16.8.2026 09:00:06,3s;64;50,000169;50,000000;515,974525;516,000000;50,995284;165,020808;537,934754
16.8.2026 09:00:06,4s;65;50,000060;50,000000;516,047702;516,000000;51,032882;164,975912;538,044129
16.8.2026 09:00:06,5s;66;49,999821;50,000000;516,010985;516,000000;51,025443;164,969474;537,998227
16.8.2026 09:00:06,6s;67;50,000100;50,000000;516,007807;516,000000;51,000918;165,007320;537,985929
16.8.2026 09:00:06,7s;68;49,999658;50,000000;516,017914;516,000000;50,980612;164,981882;537,978371
16.8.2026 09:00:06,8s;69;50,000077;50,000000;515,972118;516,000000;50,986540;164,991986;538,003027
16.8.2026 09:00:06,9s;70;49,999823;50,000000;515,996258;516,000000;50,978873;164,961548;538,004829
16.8.2026 09:00:07,0s;71;50,000252;50,000000;516,027523;516,000000;51,022395;164,997130;538,001914
16.8.2026 09:00:07,1s;72;50,000148;50,000000;516,002821;516,000000;50,993897;165,079518;537,959568
16.8.2026 09:00:07,2s;73;49,999799;50,000000;515,949921;516,000000;51,000343;164,954217;537,958988
16.8.2026 09:00:07,3s;74;50,000066;50,000000;515,997086;516,000000;51,030254;165,055076;537,993324
16.8.2026 09:00:07,4s;75;49,999916;50,000000;516,029420;516,000000;51,030067;164,984794;537,976534
16.8.2026 09:00:07,5s;76;49,999962;50,000000;516,063531;516,000000;51,035593;164,979211;537,914803
16.8.2026 09:00:07,6s;77;49,999731;50,000000;516,030494;516,000000;50,975222;165,008526;538,050307
16.8.2026 09:00:07,7s;78;49,999973;50,000000;515,936948;516,000000;51,041523;164,960424;538,017398
16.8.2026 09:00:07,8s;79;49,999630;50,000000;515,940504;516,000000;51,009386;165,005733;537,948552
16.8.2026 09:00:07,9s;80;50,000424;50,000000;516,037035;516,000000;50,968645;164,954645;538,027787
16.8.2026 09:00:08,0s;81;50,000145;50,000000;516,007206;516,000000;51,002689;164,975387;537,998122
16.8.2026 09:00:08,1s;82;49,999921;50,000000;516,050075;516,000000;50,995655;164,993649;538,066418
16.8.2026 09:00:08,2s;83;50,000070;50,000000;516,051001;516,000000;51,000017;165,027367;538,141480
16.8.2026 09:00:08,3s;84;49,999932;50,000000;515,955181;516,000000;51,004014;164,980309;538,029889
16.8.2026 09:00:08,4s;85;50,000263;50,000000;516,065096;516,000000;51,001226;165,001309;537,987049
16.8.2026 09:00:08,5s;86;50,000142;50,000000;516,006573;516,000000;50,981477;165,001396;538,017507
16.8.2026 09:00:08,6s;87;50,000256;50,000000;516,060818;516,000000;50,994791;164,989518;538,041820
16.8.2026 09:00:08,7s;88;50,000404;50,000000;515,976135;516,000000;50,976559;165,023226;537,992965
16.8.2026 09:00:08,8s;89;49,999595;50,000000;516,046566;516,000000;50,980885;165,003676;538,020766
16.8.2026 09:00:08,9s;90;50,000158;50,000000;516,008284;516,000000;51,002259;165,009556;538,000252
16.8.2026 09:00:09,0s;91;50,000142;50,000000;515,938628;516,000000;50,981519;165,053872;537,993393
16.8.2026 09:00:09,1s;92;49,999734;50,000000;516,032258;516,000000;50,973831;165,017931;538,005490
16.8.2026 09:00:09,2s;93;50,000068;50,000000;515,964814;516,000000;51,005626;165,012452;538,041220
16.8.2026 09:00:09,3s;94;50,000138;50,000000;516,020290;516,000000;50,988522;164,938845;537,991938
16.8.2026 09:00:09,4s;95;49,999917;50,000000;516,003163;516,000000;50,998362;164,972966;538,034423
16.8.2026 09:00:09,5s;96;49,999788;50,000000;515,974379;516,000000;50,976137;165,008479;537,978438
16.8.2026 09:00:09,6s;97;49,999771;50,000000;515,959911;516,000000;51,001452;165,006984;537,998589
16.8.2026 09:00:09,7s;98;49,999988;50,000000;516,054221;516,000000;50,995809;164,993563;538,001589
16.8.2026 09:00:09,8s;99;50,000143;50,000000;515,918818;516,000000;50,960076;164,972059;537,973201
16.8.2026 09:00:09,9s;100;49,999846;50,000000;515,989025;516,000000;50,980793;164,962100;537,993292
16.8.2026 09:00:10,0s;101;49,999731;50,000000;516,038424;516,000000;50,979874;165,029386;537,936983
16.8.2026 09:00:10,1s;102;49,999983;50,000000;515,967473;516,000000;50,999628;164,988386;538,026187
16.8.2026 09:00:10,2s;103;49,999979;50,000000;516,064342;516,000000;51,000241;165,033077;538,030357
16.8.2026 09:00:10,3s;104;50,000109;50,000000;516,013881;516,000000;51,017731;164,981787;538,035516
16.8.2026 09:00:10,4s;105;49,999920;50,000000;516,017808;516,000000;50,992132;165,010144;538,023521
16.8.2026 09:00:10,5s;106;49,999948;50,000000;515,998572;516,000000;50,996446;165,006709;538,002306
16.8.2026 09:00:10,6s;107;49,999994;50,000000;516,009434;516,000000;50,996065;165,002300;537,987620
16.8.2026 09:00:10,7s;108;50,000090;50,000000;516,024042;516,000000;51,031651;165,006101;538,055744
16.8.2026 09:00:10,8s;109;49,999931;50,000000;516,006327;516,000000;50,996209;165,021710;538,026403
16.8.2026 09:00:10,9s;110;49,999850;50,000000;515,994780;516,000000;50,988170;165,006927;538,030399
16.8.2026 09:00:11,0s;111;50,000136;50,000000;515,984312;516,000000;50,997228;164,953499;537,977591
16.8.2026 09:00:11,1s;112;50,000429;50,000000;515,991059;516,000000;50,968773;165,094085;537,982255
16.8.2026 09:00:11,2s;113;50,000009;50,000000;515,940091;516,000000;51,022730;165,009357;538,007078
16.8.2026 09:00:11,3s;114;50,000041;50,000000;516,100347;516,000000;50,996389;165,040133;537,949644
16.8.2026 09:00:11,4s;115;50,000035;50,000000;516,023624;516,000000;51,002488;165,020327;538,003124
16.8.2026 09:00:11,5s;116;50,000086;50,000000;515,955816;516,000000;50,980747;165,024720;537,905142
16.8.2026 09:00:11,6s;117;49,999648;50,000000;515,886968;516,000000;51,004050;165,016739;538,013232
16.8.2026 09:00:11,7s;118;50,000046;50,000000;516,035484;516,000000;50,991822;165,033724;538,007267
16.8.2026 09:00:11,8s;119;50,000032;50,000000;516,104014;516,000000;50,993780;165,031428;538,056981
16.8.2026 09:00:11,9s;120;49,999952;50,000000;515,977267;516,000000;51,023685;165,049520;537,990055
16.8.2026 09:00:12,0s;121;50,000182;50,000000;516,000564;516,000000;50,990544;165,011561;538,079689
16.8.2026 09:00:12,1s;122;49,999795;50,000000;515,991598;516,000000;51,005948;165,052745;537,988350
16.8.2026 09:00:12,2s;123;49,999774;50,000000;516,006219;516,000000;51,022484;164,968715;537,988475
16.8.2026 09:00:12,3s;124;50,000272;50,000000;515,983150;516,000000;51,022491;165,012708;537,923516
16.8.2026 09:00:12,4s;125;50,000068;50,000000;516,030451;516,000000;50,977808;165,040221;538,062495
16.8.2026 09:00:12,5s;126;50,000140;50,000000;516,000562;516,000000;50,982656;164,994666;538,036112
16.8.2026 09:00:12,6s;127;50,000022;50,000000;515,955181;516,000000;50,998464;164,986442;537,968117
16.8.2026 09:00:12,7s;128;49,999983;50,000000;516,052993;516,000000;50,999928;164,985927;537,957879
16.8.2026 09:00:12,8s;129;49,999861;50,000000;516,015134;516,000000;50,976317;165,049497;537,956257
16.8.2026 09:00:12,9s;130;49,999956;50,000000;515,985012;516,000000;50,985076;165,001693;537,998428
16.8.2026 09:00:13,0s;131;50,000002;50,000000;516,002024;516,000000;50,967675;164,962747;538,007299
16.8.2026 09:00:13,1s;132;49,999929;50,000000;515,961785;516,000000;51,017911;164,963206;537,973707
16.8.2026 09:00:13,2s;133;49,999807;50,000000;516,052664;516,000000;50,974447;165,012572;537,988472
16.8.2026 09:00:13,3s;134;49,999972;50,000000;516,012880;516,000000;50,994526;165,016823;538,015496
16.8.2026 09:00:13,4s;135;50,000028;50,000000;516,047065;516,000000;50,996150;165,028398;537,969941
16.8.2026 09:00:13,5s;136;50,000060;50,000000;515,990519;516,000000;51,012434;165,021230;538,032865
16.8.2026 09:00:13,6s;137;50,000094;50,000000;515,924467;516,000000;50,998331;164,992311;537,981804
16.8.2026 09:00:13,7s;138;49,999797;50,000000;515,986845;516,000000;51,030596;164,994623;537,979971
16.8.2026 09:00:13,8s;139;49,999994;50,000000;515,990422;516,000000;50,997186;164,991850;538,002273
16.8.2026 09:00:13,9s;140;49,999899;50,000000;515,976050;516,000000;50,993486;165,025610;538,030428
16.8.2026 09:00:14,0s;141;50,000178;50,000000;516,014339;516,000000;50,993526;164,962797;538,015121
16.8.2026 09:00:14,1s;142;50,000179;50,000000;516,054273;516,000000;51,019458;165,033298;538,004758
16.8.2026 09:00:14,2s;143;49,999604;50,000000;515,917246;516,000000;50,978405;164,954173;537,932866
16.8.2026 09:00:14,3s;144;49,999954;50,000000;516,046785;516,000000;50,999088;164,982816;538,021155
16.8.2026 09:00:14,4s;145;50,000232;50,000000;516,001279;516,000000;51,018569;164,976502;537,989206
16.8.2026 09:00:14,5s;146;50,000321;50,000000;516,011888;516,000000;51,040216;165,057639;537,986057
16.8.2026 09:00:14,6s;147;50,000197;50,000000;515,900947;516,000000;51,013069;164,988717;538,033876
16.8.2026 09:00:14,7s;148;49,999868;50,000000;516,043365;516,000000;51,003542;164,992764;537,992535
16.8.2026 09:00:14,8s;149;49,999951;50,000000;515,969535;516,000000;50,998571;164,997529;537,958221
16.8.2026 09:00:14,9s;150;50,000040;50,000000;516,050893;516,000000;50,991439;165,025152;537,971306
16.8.2026 09:00:15,0s;151;49,999884;50,000000;516,014658;516,000000;50,993380;165,037101;538,028234
16.8.2026 09:00:15,1s;152;49,999748;50,000000;515,957901;516,000000;50,959579;164,984082;538,014501
16.8.2026 09:00:15,2s;153;50,000318;50,000000;515,976699;516,000000;51,021351;165,035872;537,979457
16.8.2026 09:00:15,3s;154;49,999647;50,000000;515,963638;516,000000;51,027207;165,000436;538,013462
16.8.2026 09:00:15,4s;155;49,999882;50,000000;516,043896;516,000000;51,000723;164,971993;538,031683
16.8.2026 09:00:15,5s;156;50,000075;50,000000;516,042756;516,000000;50,989641;164,990401;537,998312
16.8.2026 09:00:15,6s;157;49,999767;50,000000;516,057672;516,000000;51,040610;164,994924;537,974982
16.8.2026 09:00:15,7s;158;49,999953;50,000000;515,966657;516,000000;51,002434;165,012010;537,958892
16.8.2026 09:00:15,8s;159;50,000035;50,000000;516,079832;516,000000;50,991680;165,009202;537,980272
16.8.2026 09:00:15,9s;160;50,000256;50,000000;516,037969;516,000000;51,009426;165,031009;537,974826
16.8.2026 09:00:16,0s;161;49,999947;50,000000;515,957051;516,000000;51,038470;165,030998;538,005173
16.8.2026 09:00:16,1s;162;50,000073;50,000000;515,883312;516,000000;51,003629;164,977081;538,006862
16.8.2026 09:00:16,2s;163;49,999831;50,000000;515,947384;516,000000;51,011951;165,015642;538,000645
16.8.2026 09:00:16,3s;164;50,000266;50,000000;515,996923;516,000000;50,992260;165,046747;537,951564
16.8.2026 09:00:16,4s;165;50,000072;50,000000;516,050057;516,000000;51,021581;164,966438;538,022622
16.8.2026 09:00:16,5s;166;50,000287;50,000000;515,992256;516,000000;51,027909;164,973302;538,037540
16.8.2026 09:00:16,6s;167;49,999924;50,000000;515,919789;516,000000;51,052969;164,942861;538,024367
16.8.2026 09:00:16,7s;168;49,999841;50,000000;515,958078;516,000000;51,012425;164,990219;538,065948
16.8.2026 09:00:16,8s;169;49,999939;50,000000;516,041712;516,000000;51,009697;164,978880;538,018372
16.8.2026 09:00:16,9s;170;49,999972;50,000000;516,049432;516,000000;51,011370;165,031696;538,053422
16.8.2026 09:00:17,0s;171;50,000252;50,000000;515,998235;516,000000;50,980376;165,014532;537,967541
16.8.2026 09:00:17,1s;172;49,999900;50,000000;516,023180;516,000000;50,999441;164,957918;538,019592
16.8.2026 09:00:17,2s;173;49,999913;50,000000;515,961801;516,000000;51,008699;164,985202;537,981002
16.8.2026 09:00:17,3s;174;49,999876;50,000000;515,977618;516,000000;50,993234;165,053448;538,030200
16.8.2026 09:00:17,4s;175;50,000554;50,000000;516,008413;516,000000;50,981000;164,999804;537,960205
16.8.2026 09:00:17,5s;176;50,000217;50,000000;515,926901;516,000000;51,014757;165,033368;538,027273
16.8.2026 09:00:17,6s;177;50,000242;50,000000;515,956185;516,000000;51,002376;164,957652;538,044167
16.8.2026 09:00:17,7s;178;49,999819;50,000000;515,996798;516,000000;51,014844;164,963536;537,952236
16.8.2026 09:00:17,8s;179;50,000039;50,000000;515,945578;516,000000;50,996349;165,043970;537,984329
16.8.2026 09:00:17,9s;180;50,000069;50,000000;516,054187;516,000000;51,000889;165,004252;538,060872
16.8.2026 09:00:18,0s;181;49,999948;50,000000;515,903168;516,000000;50,985332;165,019524;537,998507
16.8.2026 09:00:18,1s;182;50,000188;50,000000;515,978512;516,000000;51,017367;164,990067;537,954948
16.8.2026 09:00:18,2s;183;50,000138;50,000000;515,993684;516,000000;51,015304;164,986734;537,933129
16.8.2026 09:00:18,3s;184;49,999939;50,000000;516,050432;516,000000;50,974622;165,018344;538,048119
16.8.2026 09:00:18,4s;185;49,999898;50,000000;515,986876;516,000000;50,993593;164,989751;537,932469
16.8.2026 09:00:18,5s;186;50,000106;50,000000;515,953646;516,000000;50,979351;164,987997;538,023750
16.8.2026 09:00:18,6s;187;49,999881;50,000000;516,093940;516,000000;51,035296;165,033700;537,992655
16.8.2026 09:00:18,7s;188;49,999948;50,000000;515,968210;516,000000;50,965902;165,068693;537,988059
16.8.2026 09:00:18,8s;189;49,999891;50,000000;516,035735;516,000000;51,034517;165,008763;538,098695
16.8.2026 09:00:18,9s;190;50,000082;50,000000;516,010845;516,000000;50,979699;165,007479;538,030196
16.8.2026 09:00:19,0s;191;50,000077;50,000000;516,073744;516,000000;50,998925;165,049341;538,041501
16.8.2026 09:00:19,1s;192;50,000176;50,000000;515,994362;516,000000;51,025389;164,962044;538,049454
16.8.2026 09:00:19,2s;193;50,000237;50,000000;516,018843;516,000000;50,977961;165,050203;537,971068
16.8.2026 09:00:19,3s;194;49,999866;50,000000;516,049520;516,000000;51,034445;165,028983;538,039563
16.8.2026 09:00:19,4s;195;49,999890;50,000000;515,930916;516,000000;51,000530;165,014709;538,015493
16.8.2026 09:00:19,5s;196;49,999858;50,000000;516,008840;516,000000;50,989282;165,011242;538,001023
16.8.2026 09:00:19,6s;197;49,999749;50,000000;516,032860;516,000000;50,985964;164,978592;538,056320
16.8.2026 09:00:19,7s;198;50,000089;50,000000;515,915444;516,000000;50,993064;164,971464;538,016847
16.8.2026 09:00:19,8s;199;50,000138;50,000000;516,003916;516,000000;50,989825;164,995618;538,029346
16.8.2026 09:00:19,9s;200;50,000189;50,000000;515,955680;516,000000;50,976749;165,031063;537,962124
16.8.2026 09:00:20,0s;201;49,999997;50,000000;516,026214;516,000000;50,988892;164,973518;537,980631
16.8.2026 09:00:20,1s;202;49,999776;50,000000;516,016263;516,000000;50,996691;165,033192;537,926920
16.8.2026 09:00:20,2s;203;49,999947;50,000000;516,024237;516,000000;50,996960;165,012642;538,073351
16.8.2026 09:00:20,3s;204;50,000205;50,000000;515,927249;516,000000;50,973965;165,001154;538,008085
16.8.2026 09:00:20,4s;205;50,000005;50,000000;516,057910;516,000000;50,998443;164,962203;538,021815
16.8.2026 09:00:20,5s;206;49,999812;50,000000;516,001318;516,000000;50,986059;165,052389;537,968193
16.8.2026 09:00:20,6s;207;50,000289;50,000000;516,056382;516,000000;51,006739;164,938934;537,965730
16.8.2026 09:00:20,7s;208;49,999820;50,000000;515,971589;516,000000;50,967663;165,003367;538,034564
16.8.2026 09:00:20,8s;209;50,000109;50,000000;516,001307;516,000000;51,025366;165,001051;538,007707
16.8.2026 09:00:20,9s;210;50,000293;50,000000;515,973427;516,000000;50,971058;165,016489;537,994629
16.8.2026 09:00:21,0s;211;49,999974;50,000000;516,031302;516,000000;50,988127;165,008476;538,028817
16.8.2026 09:00:21,1s;212;49,999970;50,000000;516,067279;516,000000;50,997324;164,976653;537,976120
16.8.2026 09:00:21,2s;213;49,999828;50,000000;516,056844;516,000000;50,993066;165,027229;537,926526
16.8.2026 09:00:21,3s;214;50,000105;50,000000;515,922656;516,000000;50,990943;165,026486;538,018971
16.8.2026 09:00:21,4s;215;49,999979;50,000000;516,042669;516,000000;50,954878;164,988673;538,014906
16.8.2026 09:00:21,5s;216;50,000130;50,000000;515,999935;516,000000;50,989933;164,972049;538,009620
16.8.2026 09:00:21,6s;217;49,999861;50,000000;516,060258;516,000000;51,006374;165,015492;538,041025
16.8.2026 09:00:21,7s;218;50,000040;50,000000;516,039910;516,000000;51,027523;164,938711;537,990463
16.8.2026 09:00:21,8s;219;50,000045;50,000000;516,049736;516,000000;50,972831;164,979187;537,963026
16.8.2026 09:00:21,9s;220;50,000307;50,000000;516,064672;516,000000;51,045636;165,012683;538,064137
16.8.2026 09:00:22,0s;221;50,000089;50,000000;515,913542;516,000000;50,985098;164,994906;537,971252
16.8.2026 09:00:22,1s;222;50,000147;50,000000;515,903217;516,000000;51,011107;164,968252;538,010946
16.8.2026 09:00:22,2s;223;49,999895;50,000000;516,072123;516,000000;51,055209;165,015649;537,968142
16.8.2026 09:00:22,3s;224;49,999846;50,000000;516,017236;516,000000;50,989491;164,949681;538,037702
16.8.2026 09:00:22,4s;225;50,000266;50,000000;515,888285;516,000000;51,012415;165,022839;538,018891
16.8.2026 09:00:22,5s;226;50,000361;50,000000;515,968986;516,000000;50,986164;164,988944;537,991949
16.8.2026 09:00:22,6s;227;49,999851;50,000000;515,954036;516,000000;51,002427;165,007075;538,055941
16.8.2026 09:00:22,7s;228;49,999731;50,000000;515,938238;516,000000;51,002110;165,048712;537,956009
16.8.2026 09:00:22,8s;229;49,999982;50,000000;515,929504;516,000000;50,984644;164,973197;538,024860
16.8.2026 09:00:22,9s;230;50,000150;50,000000;515,936195;516,000000;51,010686;165,033071;537,919958
16.8.2026 09:00:23,0s;231;50,000142;50,000000;516,015937;516,000000;50,983737;165,019301;537,980826
16.8.2026 09:00:23,1s;232;50,000001;50,000000;516,020262;516,000000;51,013086;164,975963;538,026518
16.8.2026 09:00:23,2s;233;50,000232;50,000000;516,030276;516,000000;50,998219;165,023208;538,032036
