# YHDA_VERSION=0.6.4
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=RES_MIN_POS200
# STEP_NAME=Minimum çıkış gücü — Δf = +200 mHz / 50,2 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.4
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
16.8.2026 08:59:43,5s;36;49,997654;50,000000;189,892000;190,000000;51,034520;164,791511;537,871379
16.8.2026 08:59:43,6s;37;49,997836;50,000000;190,181193;190,000000;51,027633;164,892090;537,896025
16.8.2026 08:59:43,7s;38;49,997885;50,000000;190,109977;190,000000;50,986474;164,828036;537,839451
16.8.2026 08:59:43,8s;39;49,998255;50,000000;190,081664;190,000000;51,086147;164,906858;537,903693
16.8.2026 08:59:43,9s;40;49,997700;50,000000;190,094347;190,000000;51,038621;164,872311;537,864832
16.8.2026 08:59:44,0s;41;49,997877;50,000000;189,917910;190,000000;50,912123;164,911416;537,958071
16.8.2026 08:59:44,1s;42;49,997329;50,000000;189,867936;190,000000;50,997030;164,957565;537,866750
16.8.2026 08:59:44,2s;43;49,997582;50,000000;189,892654;190,000000;51,016897;164,927516;537,774691
16.8.2026 08:59:44,3s;44;49,997425;50,000000;190,136687;190,000000;51,064857;164,859312;537,829733
16.8.2026 08:59:44,4s;45;49,998081;50,000000;189,964744;190,000000;50,988601;164,868638;537,874749
16.8.2026 08:59:44,5s;46;49,997479;50,000000;190,112689;190,000000;50,988827;164,855074;537,827928
16.8.2026 08:59:44,6s;47;49,998061;50,000000;190,055358;190,000000;51,028988;164,899513;537,945085
16.8.2026 08:59:44,7s;48;49,997923;50,000000;190,103312;190,000000;50,993867;164,886936;537,864995
16.8.2026 08:59:44,8s;49;49,997746;50,000000;190,032261;190,000000;51,038909;164,823831;537,965751
16.8.2026 08:59:44,9s;50;49,997537;50,000000;189,991742;190,000000;50,975240;164,906129;537,816761
16.8.2026 08:59:45,0s;51;49,997941;50,000000;189,916226;190,000000;50,972379;164,850573;537,848265
16.8.2026 08:59:45,1s;52;49,998339;50,000000;190,033233;190,000000;50,979013;164,901439;537,869294
16.8.2026 08:59:45,2s;53;49,997882;50,000000;190,188488;190,000000;51,028810;164,906072;537,748583
16.8.2026 08:59:45,3s;54;49,997967;50,000000;190,114491;190,000000;50,961195;164,858272;537,866155
16.8.2026 08:59:45,4s;55;49,998188;50,000000;189,970438;190,000000;51,033730;164,843719;537,779767
16.8.2026 08:59:45,5s;56;49,997801;50,000000;189,979992;190,000000;51,033688;164,874727;537,882854
16.8.2026 08:59:45,6s;57;49,997916;50,000000;189,868838;190,000000;50,903415;164,842802;537,916412
16.8.2026 08:59:45,7s;58;49,998122;50,000000;189,913923;190,000000;51,110517;164,813670;537,827176
16.8.2026 08:59:45,8s;59;49,998020;50,000000;189,949131;190,000000;51,085963;164,901658;537,950163
16.8.2026 08:59:45,9s;60;49,998375;50,000000;190,056127;190,000000;50,988868;164,913673;537,974585
16.8.2026 08:59:46,0s;61;49,998136;50,000000;189,935687;190,000000;51,015408;164,857140;537,923823
16.8.2026 08:59:46,1s;62;49,997894;50,000000;190,030136;190,000000;51,051528;164,890089;537,977760
16.8.2026 08:59:46,2s;63;49,998159;50,000000;190,175537;190,000000;51,021688;164,852293;537,896482
16.8.2026 08:59:46,3s;64;49,998291;50,000000;190,050228;190,000000;50,950552;164,928390;537,921612
16.8.2026 08:59:46,4s;65;49,997686;50,000000;189,975757;190,000000;50,948142;164,837305;537,909004
16.8.2026 08:59:46,5s;66;49,997748;50,000000;190,236003;190,000000;50,919990;164,883766;537,879513
16.8.2026 08:59:46,6s;67;49,998157;50,000000;190,003618;190,000000;51,041056;164,802064;537,881923
16.8.2026 08:59:46,7s;68;49,997959;50,000000;189,900622;190,000000;50,943825;164,923156;537,875790
16.8.2026 08:59:46,8s;69;49,998269;50,000000;190,068195;190,000000;50,956731;164,860376;537,926056
16.8.2026 08:59:46,9s;70;49,997938;50,000000;190,153907;190,000000;51,015245;164,953587;537,835352
16.8.2026 08:59:47,0s;71;49,998474;50,000000;190,169416;190,000000;50,983724;164,906534;537,832061
16.8.2026 08:59:47,1s;72;49,998048;50,000000;189,996736;190,000000;50,952913;164,803869;537,899807
16.8.2026 08:59:47,2s;73;49,998926;50,000000;190,190163;190,000000;51,010958;164,883840;537,886952
16.8.2026 08:59:47,3s;74;49,998418;50,000000;189,991615;190,000000;51,011400;164,879479;537,802791
16.8.2026 08:59:47,4s;75;49,998007;50,000000;190,060704;190,000000;51,021913;164,875317;537,798428
16.8.2026 08:59:47,5s;76;49,998318;50,000000;189,999970;190,000000;51,025641;164,885247;537,851243
16.8.2026 08:59:47,6s;77;49,998118;50,000000;189,991484;190,000000;51,010604;164,801087;537,862114
16.8.2026 08:59:47,7s;78;49,998479;50,000000;189,913098;190,000000;51,060551;164,849718;537,846017
16.8.2026 08:59:47,8s;79;49,998385;50,000000;189,975416;190,000000;50,992446;164,956538;538,018603
16.8.2026 08:59:47,9s;80;49,998442;50,000000;190,092443;190,000000;50,939227;164,900995;537,830997
16.8.2026 08:59:48,0s;81;49,998221;50,000000;189,859506;190,000000;50,954949;164,889635;537,843083
16.8.2026 08:59:48,1s;82;49,998227;50,000000;189,839049;190,000000;51,015569;164,916921;537,961922
16.8.2026 08:59:48,2s;83;49,998195;50,000000;189,946793;190,000000;50,992102;164,876566;537,948041
16.8.2026 08:59:48,3s;84;49,998724;50,000000;190,115844;190,000000;51,028494;164,867349;537,805054
16.8.2026 08:59:48,4s;85;49,997987;50,000000;189,951900;190,000000;50,985016;164,851873;537,937992
16.8.2026 08:59:48,5s;86;49,998135;50,000000;189,744047;190,000000;51,047097;164,903174;537,853248
16.8.2026 08:59:48,6s;87;49,998354;50,000000;190,072077;190,000000;51,000321;164,870768;537,942424
16.8.2026 08:59:48,7s;88;49,998384;50,000000;190,057590;190,000000;50,958742;164,914914;537,852530
16.8.2026 08:59:48,8s;89;49,998144;50,000000;190,052471;190,000000;50,992142;164,859463;537,868380
16.8.2026 08:59:48,9s;90;49,998599;50,000000;189,826675;190,000000;50,893995;164,916266;537,904240
16.8.2026 08:59:49,0s;91;49,998423;50,000000;190,110985;190,000000;51,018394;164,877023;537,865945
16.8.2026 08:59:49,1s;92;49,998587;50,000000;189,977126;190,000000;50,997679;164,811579;537,886648
16.8.2026 08:59:49,2s;93;49,998354;50,000000;190,154666;190,000000;50,949912;164,989151;537,885230
16.8.2026 08:59:49,3s;94;49,998135;50,000000;189,971027;190,000000;50,942264;164,965793;537,948431
16.8.2026 08:59:49,4s;95;49,998458;50,000000;189,862801;190,000000;50,918642;164,887027;537,847368
16.8.2026 08:59:49,5s;96;49,998398;50,000000;189,831907;190,000000;50,977880;164,908247;537,850895
16.8.2026 08:59:49,6s;97;49,998686;50,000000;190,015244;190,000000;51,014214;164,896750;537,868955
16.8.2026 08:59:49,7s;98;49,998277;50,000000;190,098076;190,000000;51,033935;164,864266;537,911538
16.8.2026 08:59:49,8s;99;49,998576;50,000000;189,994735;190,000000;51,044842;164,838653;537,875723
16.8.2026 08:59:49,9s;100;49,998433;50,000000;190,116070;190,000000;51,009029;164,903039;537,893653
16.8.2026 08:59:50,0s;101;49,998640;50,000000;190,009242;190,000000;50,991480;164,911314;537,935601
16.8.2026 08:59:50,1s;102;49,998747;50,000000;190,014432;190,000000;50,972607;164,965748;537,948142
16.8.2026 08:59:50,2s;103;49,998240;50,000000;190,106394;190,000000;50,958289;164,897075;537,924902
16.8.2026 08:59:50,3s;104;49,998805;50,000000;190,058392;190,000000;50,920257;164,865899;537,943801
16.8.2026 08:59:50,4s;105;49,998641;50,000000;190,032423;190,000000;50,946003;164,848402;537,922880
16.8.2026 08:59:50,5s;106;49,998754;50,000000;190,020683;190,000000;51,031271;164,915895;538,034165
16.8.2026 08:59:50,6s;107;49,998766;50,000000;190,084239;190,000000;51,018149;164,805063;538,039046
16.8.2026 08:59:50,7s;108;49,998681;50,000000;190,062492;190,000000;50,983869;165,006806;537,915245
16.8.2026 08:59:50,8s;109;49,998555;50,000000;189,998013;190,000000;50,999284;164,939949;537,916735
16.8.2026 08:59:50,9s;110;49,998257;50,000000;190,083073;190,000000;50,986358;164,875081;537,857970
16.8.2026 08:59:51,0s;111;49,999042;50,000000;190,017027;190,000000;50,977872;164,974646;537,923898
16.8.2026 08:59:51,1s;112;49,998797;50,000000;190,080897;190,000000;50,968130;164,945424;537,993259
16.8.2026 08:59:51,2s;113;49,998428;50,000000;189,980559;190,000000;50,971535;164,911874;537,988907
16.8.2026 08:59:51,3s;114;49,998913;50,000000;189,985533;190,000000;50,930669;164,873885;537,917116
16.8.2026 08:59:51,4s;115;49,998855;50,000000;189,934842;190,000000;50,958541;164,875642;537,962439
16.8.2026 08:59:51,5s;116;49,998595;50,000000;189,933636;190,000000;50,988556;164,979071;537,935677
16.8.2026 08:59:51,6s;117;49,998628;50,000000;190,149997;190,000000;51,075283;164,892505;537,960438
16.8.2026 08:59:51,7s;118;49,998871;50,000000;189,879498;190,000000;50,950961;164,868966;537,944366
16.8.2026 08:59:51,8s;119;49,998497;50,000000;189,954456;190,000000;51,055246;164,968730;537,882346
16.8.2026 08:59:51,9s;120;49,999260;50,000000;189,855581;190,000000;50,888232;164,897767;537,967639
16.8.2026 08:59:52,0s;121;49,998957;50,000000;190,141353;190,000000;50,962267;164,855233;537,956489
16.8.2026 08:59:52,1s;122;49,998963;50,000000;190,129426;190,000000;51,006695;164,933700;537,976029
16.8.2026 08:59:52,2s;123;49,998950;50,000000;190,049343;190,000000;51,020644;164,892993;537,905114
16.8.2026 08:59:52,3s;124;49,999073;50,000000;190,123463;190,000000;51,020463;164,882313;537,885590
16.8.2026 08:59:52,4s;125;49,998262;50,000000;189,995980;190,000000;50,951606;164,943519;537,960858
16.8.2026 08:59:52,5s;126;49,998836;50,000000;190,071183;190,000000;51,035725;164,926513;538,067440
16.8.2026 08:59:52,6s;127;49,999532;50,000000;189,891968;190,000000;51,068526;164,908247;537,878617
16.8.2026 08:59:52,7s;128;49,999037;50,000000;190,048583;190,000000;51,014188;164,961521;537,938706
16.8.2026 08:59:52,8s;129;49,999074;50,000000;189,839207;190,000000;51,034198;164,936328;537,901989
16.8.2026 08:59:52,9s;130;49,999086;50,000000;189,955283;190,000000;50,985629;164,945687;537,938481
16.8.2026 08:59:53,0s;131;49,998801;50,000000;190,051222;190,000000;50,959613;164,905986;537,996857
16.8.2026 08:59:53,1s;132;49,998989;50,000000;190,116752;190,000000;51,064869;164,921084;537,918836
16.8.2026 08:59:53,2s;133;49,999059;50,000000;189,976312;190,000000;50,950768;164,883111;537,962478
16.8.2026 08:59:53,3s;134;49,999007;50,000000;190,157432;190,000000;51,013342;164,968370;537,872858
16.8.2026 08:59:53,4s;135;49,998770;50,000000;189,823675;190,000000;51,006283;164,956428;537,962205
16.8.2026 08:59:53,5s;136;49,998951;50,000000;189,965214;190,000000;51,016265;164,961351;537,940727
16.8.2026 08:59:53,6s;137;49,999436;50,000000;190,074565;190,000000;51,074774;164,881476;537,857919
16.8.2026 08:59:53,7s;138;49,999167;50,000000;190,070026;190,000000;50,966664;164,905435;537,958303
16.8.2026 08:59:53,8s;139;49,999244;50,000000;189,897830;190,000000;50,985363;164,956200;538,072799
16.8.2026 08:59:53,9s;140;49,999333;50,000000;189,972605;190,000000;50,920837;164,914460;537,920067
16.8.2026 08:59:54,0s;141;49,999345;50,000000;189,977328;190,000000;50,969415;164,887284;538,020407
16.8.2026 08:59:54,1s;142;49,999360;50,000000;189,942834;190,000000;51,026751;164,887188;537,993210
16.8.2026 08:59:54,2s;143;49,998957;50,000000;189,856067;190,000000;50,996513;164,929424;537,984672
16.8.2026 08:59:54,3s;144;49,998892;50,000000;189,864485;190,000000;50,991344;164,934230;538,085668
16.8.2026 08:59:54,4s;145;49,998933;50,000000;189,910461;190,000000;51,021187;164,888269;537,908077
16.8.2026 08:59:54,5s;146;49,999289;50,000000;189,890874;190,000000;50,980827;164,963600;537,976388
16.8.2026 08:59:54,6s;147;49,999068;50,000000;190,188376;190,000000;51,020957;164,893275;537,870262
16.8.2026 08:59:54,7s;148;49,999515;50,000000;190,159210;190,000000;51,007694;164,921715;538,008428
16.8.2026 08:59:54,8s;149;49,999160;50,000000;189,969248;190,000000;50,991939;164,965263;537,978595
16.8.2026 08:59:54,9s;150;49,999173;50,000000;189,973473;190,000000;50,944657;164,992168;538,013234
16.8.2026 08:59:55,0s;151;49,999607;50,000000;190,076290;190,000000;51,037345;164,918928;538,011255
16.8.2026 08:59:55,1s;152;49,999681;50,000000;190,104641;190,000000;50,989720;164,973312;537,961557
16.8.2026 08:59:55,2s;153;49,999801;50,000000;189,995469;190,000000;50,994470;164,998488;537,979752
16.8.2026 08:59:55,3s;154;49,999462;50,000000;190,125808;190,000000;50,990779;164,971050;538,007063
16.8.2026 08:59:55,4s;155;49,999379;50,000000;190,103891;190,000000;50,944732;164,925216;538,014041
16.8.2026 08:59:55,5s;156;49,999682;50,000000;190,089975;190,000000;50,964487;165,006201;537,942158
16.8.2026 08:59:55,6s;157;49,999447;50,000000;189,886498;190,000000;51,019767;164,958798;538,007148
16.8.2026 08:59:55,7s;158;49,999705;50,000000;190,250046;190,000000;50,937975;164,899698;537,927764
16.8.2026 08:59:55,8s;159;49,999293;50,000000;189,934976;190,000000;51,046199;164,934231;537,968148
16.8.2026 08:59:55,9s;160;49,999374;50,000000;190,071352;190,000000;51,028140;164,929250;538,071102
16.8.2026 08:59:56,0s;161;49,999168;50,000000;190,025728;190,000000;51,082583;164,935794;537,928445
16.8.2026 08:59:56,1s;162;49,999378;50,000000;189,927466;190,000000;50,987922;164,946905;538,007544
16.8.2026 08:59:56,2s;163;49,999371;50,000000;189,896747;190,000000;50,988508;164,938821;538,022596
16.8.2026 08:59:56,3s;164;49,999662;50,000000;190,173507;190,000000;51,019013;164,938628;538,045774
16.8.2026 08:59:56,4s;165;49,999517;50,000000;189,838377;190,000000;50,928952;164,953777;538,096101
16.8.2026 08:59:56,5s;166;49,999233;50,000000;190,078609;190,000000;51,052883;165,025387;537,990949
16.8.2026 08:59:56,6s;167;50,000024;50,000000;190,087121;190,000000;51,000266;164,978664;538,007186
16.8.2026 08:59:56,7s;168;49,999880;50,000000;190,193985;190,000000;51,028292;164,979164;538,013480
16.8.2026 08:59:56,8s;169;49,999321;50,000000;189,899063;190,000000;50,987152;165,070497;537,885529
16.8.2026 08:59:56,9s;170;49,999483;50,000000;189,804596;190,000000;50,967707;164,922636;538,011432
16.8.2026 08:59:57,0s;171;49,999558;50,000000;189,851348;190,000000;51,042846;164,943260;537,929713
16.8.2026 08:59:57,1s;172;49,999271;50,000000;190,189549;190,000000;50,925716;164,977266;537,996766
16.8.2026 08:59:57,2s;173;49,999904;50,000000;190,014796;190,000000;51,011428;164,944748;538,034453
16.8.2026 08:59:57,3s;174;49,999968;50,000000;190,087794;190,000000;51,026247;164,967902;538,022642
16.8.2026 08:59:57,4s;175;49,999827;50,000000;189,961014;190,000000;50,994347;164,999802;537,956168
16.8.2026 08:59:57,5s;176;49,999288;50,000000;190,007348;190,000000;50,974647;164,982125;538,125372
16.8.2026 08:59:57,6s;177;49,999439;50,000000;190,019442;190,000000;50,999683;165,009680;538,008418
16.8.2026 08:59:57,7s;178;49,999789;50,000000;189,883751;190,000000;50,928567;164,935122;538,065813
16.8.2026 08:59:57,8s;179;49,999910;50,000000;190,141695;190,000000;51,052137;165,054759;538,018604
16.8.2026 08:59:57,9s;180;49,999543;50,000000;190,078220;190,000000;50,982463;164,966304;538,019012
16.8.2026 08:59:58,0s;181;49,999538;50,000000;190,048185;190,000000;50,974784;164,989562;538,020121
16.8.2026 08:59:58,1s;182;49,999535;50,000000;190,081854;190,000000;51,045312;164,998275;537,978122
16.8.2026 08:59:58,2s;183;49,999929;50,000000;189,939593;190,000000;51,032049;164,943585;537,920930
16.8.2026 08:59:58,3s;184;49,999817;50,000000;189,967054;190,000000;51,036887;164,973711;537,864362
16.8.2026 08:59:58,4s;185;49,999687;50,000000;190,074648;190,000000;50,966997;164,950164;537,971814
16.8.2026 08:59:58,5s;186;49,999455;50,000000;189,918924;190,000000;51,055050;165,009839;538,010855
16.8.2026 08:59:58,6s;187;50,000024;50,000000;189,867627;190,000000;51,038744;164,994792;537,948746
16.8.2026 08:59:58,7s;188;49,999840;50,000000;189,955783;190,000000;50,998320;164,955651;538,091201
16.8.2026 08:59:58,8s;189;50,000329;50,000000;189,988558;190,000000;51,047040;165,006492;537,954959
16.8.2026 08:59:58,9s;190;49,999847;50,000000;189,966450;190,000000;51,025944;164,979132;537,926995
16.8.2026 08:59:59,0s;191;49,999854;50,000000;190,004958;190,000000;51,047495;165,015393;538,013337
16.8.2026 08:59:59,1s;192;49,999753;50,000000;190,072676;190,000000;50,996061;164,960335;538,041650
16.8.2026 08:59:59,2s;193;50,000104;50,000000;190,102190;190,000000;51,029581;165,031164;537,974311
16.8.2026 08:59:59,3s;194;49,999907;50,000000;189,945565;190,000000;51,010803;164,959550;537,952724
16.8.2026 08:59:59,4s;195;49,999503;50,000000;190,028909;190,000000;51,005537;164,990378;537,943478
16.8.2026 08:59:59,5s;196;49,999984;50,000000;190,123207;190,000000;50,932119;165,034752;538,024500
16.8.2026 08:59:59,6s;197;50,000103;50,000000;190,117672;190,000000;51,042473;164,977256;537,988675
16.8.2026 08:59:59,7s;198;50,000036;50,000000;189,948063;190,000000;51,022828;164,971876;538,029905
16.8.2026 08:59:59,8s;199;50,000021;50,000000;190,213395;190,000000;51,046651;164,954953;537,976002
16.8.2026 08:59:59,9s;200;50,000393;50,000000;189,998372;190,000000;51,027936;164,899792;537,999489
16.8.2026 09:00:00,0s;201;50,000433;50,200000;190,022918;190,000000;50,982752;165,054950;537,982682
16.8.2026 09:00:00,1s;202;49,999866;50,200000;190,001090;190,000000;50,971182;164,955648;537,980075
16.8.2026 09:00:00,2s;203;50,000221;50,200000;190,090766;190,000000;50,988315;164,908617;538,030062
16.8.2026 09:00:00,3s;204;49,999989;50,200000;189,941525;190,000000;50,984695;164,957448;538,021216
16.8.2026 09:00:00,4s;205;49,999879;50,200000;190,039693;190,000000;50,924980;164,953525;538,000095
16.8.2026 09:00:00,5s;206;50,000482;50,200000;190,168744;190,000000;51,015645;165,037094;538,095775
16.8.2026 09:00:00,6s;207;50,000154;50,200000;190,016183;190,000000;51,039060;165,001255;538,022145
16.8.2026 09:00:00,7s;208;50,000252;50,200000;190,102587;190,000000;50,995103;164,970287;537,985855
16.8.2026 09:00:00,8s;209;50,000024;50,200000;189,821362;190,000000;51,001777;165,033083;537,975516
16.8.2026 09:00:00,9s;210;50,000317;50,200000;189,942942;190,000000;51,025788;165,028170;538,018380
16.8.2026 09:00:01,0s;211;50,000410;50,200000;189,962176;190,000000;51,020410;165,022677;538,020817
16.8.2026 09:00:01,1s;212;50,000258;50,200000;190,128552;190,000000;50,999051;164,939612;538,025431
16.8.2026 09:00:01,2s;213;50,000278;50,200000;189,996536;190,000000;51,025485;165,002750;538,067448
16.8.2026 09:00:01,3s;214;49,999943;50,200000;190,074874;190,000000;51,034096;164,992603;538,105374
16.8.2026 09:00:01,4s;215;50,000317;50,200000;189,912875;190,000000;51,004413;165,065821;538,020383
16.8.2026 09:00:01,5s;216;50,000028;50,200000;189,850235;190,000000;51,019947;165,007060;538,030128
16.8.2026 09:00:01,6s;217;49,999998;50,200000;189,962574;190,000000;51,025123;165,078300;538,013439
16.8.2026 09:00:01,7s;218;50,000667;50,200000;189,788744;190,000000;50,961811;165,003585;537,973785
16.8.2026 09:00:01,8s;219;50,000438;50,200000;189,716694;190,000000;50,995645;164,985538;538,010172
16.8.2026 09:00:01,9s;220;49,999664;50,200000;189,799382;190,000000;50,996080;164,988904;537,973263
16.8.2026 09:00:02,0s;221;50,000447;50,200000;189,991743;190,000000;50,960517;165,035497;538,070722
16.8.2026 09:00:02,1s;222;49,999946;50,200000;189,863620;190,000000;50,945951;164,999305;538,093338
16.8.2026 09:00:02,2s;223;50,000415;50,200000;189,742546;190,000000;50,976221;164,949098;538,047695
16.8.2026 09:00:02,3s;224;50,000438;50,200000;189,701594;190,000000;50,996304;165,104372;537,960857
16.8.2026 09:00:02,4s;225;50,000029;50,200000;189,778441;190,000000;50,835106;165,066554;537,979821
16.8.2026 09:00:02,5s;226;50,000280;50,200000;189,663595;190,000000;50,948439;165,053480;538,033744
16.8.2026 09:00:02,6s;227;50,000349;50,200000;189,598151;190,000000;50,943871;165,047618;538,100663
16.8.2026 09:00:02,7s;228;50,000719;50,200000;189,505246;190,000000;50,934498;165,123023;538,027342
16.8.2026 09:00:02,8s;229;50,000265;50,200000;189,532984;190,000000;50,882451;165,067225;538,070078
16.8.2026 09:00:02,9s;230;50,000598;50,200000;189,449669;190,000000;50,912114;164,992842;537,851467
16.8.2026 09:00:03,0s;231;50,000815;50,200000;189,281986;190,000000;50,846023;165,027206;537,966021
16.8.2026 09:00:03,1s;232;49,999998;50,200000;188,987027;190,000000;50,849141;165,004643;538,000501
16.8.2026 09:00:03,2s;233;50,000414;50,200000;189,009918;190,000000;50,812540;165,073396;537,953049
16.8.2026 09:00:03,3s;234;50,000029;50,200000;189,093324;190,000000;50,778981;165,063562;537,966321
16.8.2026 09:00:03,4s;235;50,000338;50,200000;188,886438;190,000000;50,841962;165,078876;538,026164
16.8.2026 09:00:03,5s;236;50,000503;50,200000;188,770592;190,000000;50,791366;165,084904;537,957217
