# YHDA_VERSION=0.6.2
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=RES_MAX_POS200
# STEP_NAME=Maksimum çıkış gücü — Δf = +200 mHz / 50,2 Hz
# TESIS_ADI=YHDA Örnek HES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=500.0
# UNIT_PNOM_MW=500.0
# RPMAX_MW=25.0
# RPMIN_MW=25.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=460.0
# PSET_MIN_MW=140.0
# UNIT_NOMINAL_SPEED_RPM=150
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;guide_vane_pct
16.8.2026 08:59:45,2s;53;49,997951;50,000000;460,063564;460,000000;55,017687
16.8.2026 08:59:45,3s;54;49,998300;50,000000;459,880202;460,000000;55,057906
16.8.2026 08:59:45,4s;55;49,997773;50,000000;460,048985;460,000000;55,074120
16.8.2026 08:59:45,5s;56;49,998085;50,000000;460,072482;460,000000;54,996135
16.8.2026 08:59:45,6s;57;49,998108;50,000000;459,994436;460,000000;54,970708
16.8.2026 08:59:45,7s;58;49,997774;50,000000;460,022319;460,000000;55,040958
16.8.2026 08:59:45,8s;59;49,998136;50,000000;459,874287;460,000000;54,993916
16.8.2026 08:59:45,9s;60;49,997949;50,000000;459,903734;460,000000;55,016285
16.8.2026 08:59:46,0s;61;49,997747;50,000000;460,058119;460,000000;54,971502
16.8.2026 08:59:46,1s;62;49,998121;50,000000;459,952967;460,000000;54,952201
16.8.2026 08:59:46,2s;63;49,998060;50,000000;459,968619;460,000000;55,030456
16.8.2026 08:59:46,3s;64;49,998040;50,000000;460,138213;460,000000;55,030785
16.8.2026 08:59:46,4s;65;49,998362;50,000000;460,035115;460,000000;54,955167
16.8.2026 08:59:46,5s;66;49,998165;50,000000;460,081850;460,000000;54,982243
16.8.2026 08:59:46,6s;67;49,998578;50,000000;459,933898;460,000000;55,001923
16.8.2026 08:59:46,7s;68;49,997846;50,000000;459,978538;460,000000;54,958577
16.8.2026 08:59:46,8s;69;49,998165;50,000000;460,042395;460,000000;54,960021
16.8.2026 08:59:46,9s;70;49,998039;50,000000;460,105887;460,000000;55,018557
16.8.2026 08:59:47,0s;71;49,998169;50,000000;459,923862;460,000000;55,016791
16.8.2026 08:59:47,1s;72;49,998242;50,000000;460,040415;460,000000;55,000660
16.8.2026 08:59:47,2s;73;49,998355;50,000000;459,863464;460,000000;54,995159
16.8.2026 08:59:47,3s;74;49,998123;50,000000;459,942008;460,000000;54,973966
16.8.2026 08:59:47,4s;75;49,997954;50,000000;459,989160;460,000000;55,059155
16.8.2026 08:59:47,5s;76;49,998235;50,000000;460,028441;460,000000;55,001404
16.8.2026 08:59:47,6s;77;49,998544;50,000000;460,047954;460,000000;55,063147
16.8.2026 08:59:47,7s;78;49,998448;50,000000;459,903091;460,000000;55,070360
16.8.2026 08:59:47,8s;79;49,998238;50,000000;459,951466;460,000000;55,018386
16.8.2026 08:59:47,9s;80;49,998124;50,000000;460,045868;460,000000;55,016545
16.8.2026 08:59:48,0s;81;49,998322;50,000000;459,926652;460,000000;55,024519
16.8.2026 08:59:48,1s;82;49,998740;50,000000;459,849604;460,000000;54,959925
16.8.2026 08:59:48,2s;83;49,998886;50,000000;459,996259;460,000000;55,035602
16.8.2026 08:59:48,3s;84;49,998384;50,000000;460,026545;460,000000;54,926673
16.8.2026 08:59:48,4s;85;49,998169;50,000000;459,986540;460,000000;55,049796
16.8.2026 08:59:48,5s;86;49,998617;50,000000;460,023415;460,000000;55,005935
16.8.2026 08:59:48,6s;87;49,998693;50,000000;460,078006;460,000000;54,967749
16.8.2026 08:59:48,7s;88;49,998366;50,000000;460,138316;460,000000;55,015306
16.8.2026 08:59:48,8s;89;49,998380;50,000000;459,934536;460,000000;54,989180
16.8.2026 08:59:48,9s;90;49,998476;50,000000;459,985992;460,000000;55,038382
16.8.2026 08:59:49,0s;91;49,998332;50,000000;460,021699;460,000000;55,051267
16.8.2026 08:59:49,1s;92;49,998637;50,000000;459,969873;460,000000;54,986751
16.8.2026 08:59:49,2s;93;49,997843;50,000000;459,955249;460,000000;54,972917
16.8.2026 08:59:49,3s;94;49,998865;50,000000;459,964201;460,000000;55,052585
16.8.2026 08:59:49,4s;95;49,998508;50,000000;459,990897;460,000000;55,032554
16.8.2026 08:59:49,5s;96;49,998603;50,000000;460,002470;460,000000;55,026530
16.8.2026 08:59:49,6s;97;49,998425;50,000000;460,139881;460,000000;55,018131
16.8.2026 08:59:49,7s;98;49,998470;50,000000;460,085501;460,000000;54,982949
16.8.2026 08:59:49,8s;99;49,998299;50,000000;460,018579;460,000000;54,927007
16.8.2026 08:59:49,9s;100;49,998641;50,000000;459,952756;460,000000;55,040488
16.8.2026 08:59:50,0s;101;49,998844;50,000000;460,028146;460,000000;55,004488
16.8.2026 08:59:50,1s;102;49,998394;50,000000;459,885779;460,000000;54,985974
16.8.2026 08:59:50,2s;103;49,998693;50,000000;459,877399;460,000000;55,003704
16.8.2026 08:59:50,3s;104;49,998351;50,000000;460,022885;460,000000;55,040804
16.8.2026 08:59:50,4s;105;49,998544;50,000000;460,051298;460,000000;55,070527
16.8.2026 08:59:50,5s;106;49,998235;50,000000;459,930507;460,000000;55,029099
16.8.2026 08:59:50,6s;107;49,998836;50,000000;459,979546;460,000000;55,001316
16.8.2026 08:59:50,7s;108;49,998462;50,000000;460,112281;460,000000;54,996747
16.8.2026 08:59:50,8s;109;49,998571;50,000000;460,079157;460,000000;54,992998
16.8.2026 08:59:50,9s;110;49,998979;50,000000;459,878027;460,000000;54,965656
16.8.2026 08:59:51,0s;111;49,998790;50,000000;459,963987;460,000000;54,941742
16.8.2026 08:59:51,1s;112;49,998999;50,000000;459,990359;460,000000;54,990373
16.8.2026 08:59:51,2s;113;49,998602;50,000000;459,852296;460,000000;54,981848
16.8.2026 08:59:51,3s;114;49,998795;50,000000;459,899988;460,000000;54,986733
16.8.2026 08:59:51,4s;115;49,998313;50,000000;460,034077;460,000000;54,950619
16.8.2026 08:59:51,5s;116;49,998830;50,000000;460,013092;460,000000;54,966247
16.8.2026 08:59:51,6s;117;49,999105;50,000000;459,978605;460,000000;55,013581
16.8.2026 08:59:51,7s;118;49,998693;50,000000;459,973832;460,000000;54,971227
16.8.2026 08:59:51,8s;119;49,999162;50,000000;459,920415;460,000000;54,967377
16.8.2026 08:59:51,9s;120;49,999034;50,000000;460,025758;460,000000;55,054500
16.8.2026 08:59:52,0s;121;49,998826;50,000000;459,943540;460,000000;54,946622
16.8.2026 08:59:52,1s;122;49,999171;50,000000;460,065786;460,000000;55,002921
16.8.2026 08:59:52,2s;123;49,998786;50,000000;459,960516;460,000000;54,954828
16.8.2026 08:59:52,3s;124;49,998537;50,000000;459,926352;460,000000;55,034578
16.8.2026 08:59:52,4s;125;49,998768;50,000000;460,065852;460,000000;55,041614
16.8.2026 08:59:52,5s;126;49,998879;50,000000;460,081014;460,000000;55,027056
16.8.2026 08:59:52,6s;127;49,998559;50,000000;460,065033;460,000000;54,987972
16.8.2026 08:59:52,7s;128;49,999062;50,000000;459,884174;460,000000;55,039383
16.8.2026 08:59:52,8s;129;49,999228;50,000000;460,014186;460,000000;54,980164
16.8.2026 08:59:52,9s;130;49,999332;50,000000;460,010390;460,000000;55,021585
16.8.2026 08:59:53,0s;131;49,998821;50,000000;459,933272;460,000000;54,973516
16.8.2026 08:59:53,1s;132;49,998650;50,000000;460,023119;460,000000;55,023925
16.8.2026 08:59:53,2s;133;49,998880;50,000000;459,925649;460,000000;55,085236
16.8.2026 08:59:53,3s;134;49,999532;50,000000;460,050133;460,000000;54,969595
16.8.2026 08:59:53,4s;135;49,999075;50,000000;460,046723;460,000000;54,910707
16.8.2026 08:59:53,5s;136;49,999360;50,000000;459,932945;460,000000;54,975480
16.8.2026 08:59:53,6s;137;49,999031;50,000000;460,001555;460,000000;54,955529
16.8.2026 08:59:53,7s;138;49,999295;50,000000;460,133005;460,000000;54,983200
16.8.2026 08:59:53,8s;139;49,999042;50,000000;459,995124;460,000000;54,937377
16.8.2026 08:59:53,9s;140;49,999112;50,000000;459,948857;460,000000;55,018061
16.8.2026 08:59:54,0s;141;49,998586;50,000000;459,987047;460,000000;54,972181
16.8.2026 08:59:54,1s;142;49,999644;50,000000;460,017687;460,000000;54,981689
16.8.2026 08:59:54,2s;143;49,999229;50,000000;459,941271;460,000000;55,048830
16.8.2026 08:59:54,3s;144;49,999271;50,000000;460,028861;460,000000;54,989859
16.8.2026 08:59:54,4s;145;49,999122;50,000000;460,063395;460,000000;55,012465
16.8.2026 08:59:54,5s;146;49,999715;50,000000;460,032638;460,000000;54,941712
16.8.2026 08:59:54,6s;147;49,999104;50,000000;460,034550;460,000000;55,038656
16.8.2026 08:59:54,7s;148;49,999493;50,000000;460,015427;460,000000;54,989630
16.8.2026 08:59:54,8s;149;49,999183;50,000000;459,923722;460,000000;55,016051
16.8.2026 08:59:54,9s;150;49,999326;50,000000;460,172677;460,000000;55,014231
16.8.2026 08:59:55,0s;151;49,999299;50,000000;460,111602;460,000000;55,007906
16.8.2026 08:59:55,1s;152;49,999510;50,000000;460,108322;460,000000;54,991312
16.8.2026 08:59:55,2s;153;49,999343;50,000000;460,006880;460,000000;54,941755
16.8.2026 08:59:55,3s;154;49,999052;50,000000;459,892695;460,000000;54,985104
16.8.2026 08:59:55,4s;155;49,999580;50,000000;460,119858;460,000000;55,002475
16.8.2026 08:59:55,5s;156;49,999595;50,000000;460,061602;460,000000;55,029271
16.8.2026 08:59:55,6s;157;49,999387;50,000000;460,100334;460,000000;54,977467
16.8.2026 08:59:55,7s;158;49,999367;50,000000;459,913315;460,000000;54,975459
16.8.2026 08:59:55,8s;159;49,999283;50,000000;460,122102;460,000000;55,002100
16.8.2026 08:59:55,9s;160;49,999567;50,000000;459,991010;460,000000;55,000827
16.8.2026 08:59:56,0s;161;49,999278;50,000000;460,056752;460,000000;54,926038
16.8.2026 08:59:56,1s;162;49,999454;50,000000;459,901760;460,000000;55,033771
16.8.2026 08:59:56,2s;163;49,999225;50,000000;459,939681;460,000000;54,973565
16.8.2026 08:59:56,3s;164;49,999334;50,000000;459,917603;460,000000;54,941670
16.8.2026 08:59:56,4s;165;49,999291;50,000000;459,979941;460,000000;54,963483
16.8.2026 08:59:56,5s;166;49,999598;50,000000;459,989795;460,000000;54,975209
16.8.2026 08:59:56,6s;167;49,999519;50,000000;459,929049;460,000000;54,984100
16.8.2026 08:59:56,7s;168;49,999443;50,000000;459,978360;460,000000;55,030728
16.8.2026 08:59:56,8s;169;49,999515;50,000000;459,865748;460,000000;55,076987
16.8.2026 08:59:56,9s;170;50,000098;50,000000;459,883252;460,000000;54,993599
16.8.2026 08:59:57,0s;171;49,999578;50,000000;460,085142;460,000000;54,932542
16.8.2026 08:59:57,1s;172;49,999534;50,000000;460,038713;460,000000;55,014243
16.8.2026 08:59:57,2s;173;49,999555;50,000000;460,011946;460,000000;54,988939
16.8.2026 08:59:57,3s;174;49,999771;50,000000;460,010174;460,000000;55,000035
16.8.2026 08:59:57,4s;175;49,999476;50,000000;459,893936;460,000000;54,976156
16.8.2026 08:59:57,5s;176;49,999753;50,000000;460,088119;460,000000;55,002064
16.8.2026 08:59:57,6s;177;50,000028;50,000000;460,160269;460,000000;54,996457
16.8.2026 08:59:57,7s;178;49,999451;50,000000;459,962869;460,000000;55,015132
16.8.2026 08:59:57,8s;179;49,999682;50,000000;460,000161;460,000000;54,985531
16.8.2026 08:59:57,9s;180;49,999839;50,000000;460,070001;460,000000;55,013912
16.8.2026 08:59:58,0s;181;50,000010;50,000000;460,073576;460,000000;54,996226
16.8.2026 08:59:58,1s;182;50,000118;50,000000;459,957108;460,000000;55,040914
16.8.2026 08:59:58,2s;183;49,999772;50,000000;459,991875;460,000000;54,938978
16.8.2026 08:59:58,3s;184;49,999644;50,000000;460,018522;460,000000;54,987934
16.8.2026 08:59:58,4s;185;49,999718;50,000000;460,041326;460,000000;54,991370
16.8.2026 08:59:58,5s;186;50,000121;50,000000;460,088594;460,000000;55,040259
16.8.2026 08:59:58,6s;187;50,000050;50,000000;460,034076;460,000000;54,985339
16.8.2026 08:59:58,7s;188;50,000323;50,000000;459,963599;460,000000;55,041510
16.8.2026 08:59:58,8s;189;49,999823;50,000000;460,155574;460,000000;55,060584
16.8.2026 08:59:58,9s;190;49,999826;50,000000;459,861585;460,000000;54,977535
16.8.2026 08:59:59,0s;191;50,000660;50,000000;460,108958;460,000000;55,002992
16.8.2026 08:59:59,1s;192;49,999726;50,000000;459,910732;460,000000;54,972322
16.8.2026 08:59:59,2s;193;49,999627;50,000000;459,949787;460,000000;54,994072
16.8.2026 08:59:59,3s;194;49,999371;50,000000;459,971957;460,000000;54,947557
16.8.2026 08:59:59,4s;195;49,999923;50,000000;460,064006;460,000000;55,027234
16.8.2026 08:59:59,5s;196;49,999944;50,000000;460,052563;460,000000;54,986070
16.8.2026 08:59:59,6s;197;50,000141;50,000000;460,028330;460,000000;54,937115
16.8.2026 08:59:59,7s;198;50,000033;50,000000;460,073107;460,000000;55,013346
16.8.2026 08:59:59,8s;199;49,999689;50,000000;460,074478;460,000000;55,024020
16.8.2026 08:59:59,9s;200;50,000244;50,000000;460,099498;460,000000;55,070778
16.8.2026 09:00:00,0s;201;49,999877;50,200000;459,936951;460,000000;54,985911
16.8.2026 09:00:00,1s;202;49,999844;50,200000;459,989005;460,000000;54,951108
16.8.2026 09:00:00,2s;203;49,999815;50,200000;459,947423;460,000000;54,998307
16.8.2026 09:00:00,3s;204;49,999832;50,200000;459,981999;460,000000;54,996237
16.8.2026 09:00:00,4s;205;49,999689;50,200000;460,082681;460,000000;54,991867
16.8.2026 09:00:00,5s;206;50,000244;50,200000;460,075220;460,000000;54,978832
16.8.2026 09:00:00,6s;207;50,000193;50,200000;460,070219;460,000000;55,034681
16.8.2026 09:00:00,7s;208;49,999984;50,200000;459,951128;460,000000;55,001227
16.8.2026 09:00:00,8s;209;50,000498;50,200000;459,780553;460,000000;55,006486
16.8.2026 09:00:00,9s;210;50,000252;50,200000;460,011609;460,000000;54,986182
16.8.2026 09:00:01,0s;211;50,000204;50,200000;459,903179;460,000000;54,951737
16.8.2026 09:00:01,1s;212;50,000018;50,200000;460,034187;460,000000;54,961495
16.8.2026 09:00:01,2s;213;50,000218;50,200000;459,941711;460,000000;54,987662
16.8.2026 09:00:01,3s;214;50,000201;50,200000;459,969529;460,000000;55,046793
16.8.2026 09:00:01,4s;215;50,000362;50,200000;460,130613;460,000000;54,981139
16.8.2026 09:00:01,5s;216;50,000351;50,200000;459,954020;460,000000;54,973503
16.8.2026 09:00:01,6s;217;50,000058;50,200000;459,942162;460,000000;55,046278
16.8.2026 09:00:01,7s;218;50,000884;50,200000;460,037334;460,000000;55,057723
16.8.2026 09:00:01,8s;219;50,000148;50,200000;459,924591;460,000000;55,032823
16.8.2026 09:00:01,9s;220;50,000066;50,200000;460,010526;460,000000;55,009065
16.8.2026 09:00:02,0s;221;50,000140;50,200000;460,019929;460,000000;55,006184
16.8.2026 09:00:02,1s;222;50,000718;50,200000;460,026610;460,000000;54,962585
16.8.2026 09:00:02,2s;223;50,000455;50,200000;459,919519;460,000000;55,056055
16.8.2026 09:00:02,3s;224;50,000743;50,200000;459,956999;460,000000;55,007816
16.8.2026 09:00:02,4s;225;50,000318;50,200000;460,004880;460,000000;55,034199
16.8.2026 09:00:02,5s;226;50,000446;50,200000;460,148873;460,000000;54,976149
16.8.2026 09:00:02,6s;227;49,999892;50,200000;460,109039;460,000000;54,916034
16.8.2026 09:00:02,7s;228;50,000276;50,200000;459,759149;460,000000;54,998488
16.8.2026 09:00:02,8s;229;50,000447;50,200000;459,808812;460,000000;54,916684
16.8.2026 09:00:02,9s;230;50,000516;50,200000;459,662593;460,000000;54,909754
16.8.2026 09:00:03,0s;231;50,000570;50,200000;459,778835;460,000000;54,947435
16.8.2026 09:00:03,1s;232;50,000069;50,200000;459,914786;460,000000;54,964423
16.8.2026 09:00:03,2s;233;50,000385;50,200000;459,873653;460,000000;54,920639
16.8.2026 09:00:03,3s;234;50,000066;50,200000;459,616623;460,000000;54,900925
16.8.2026 09:00:03,4s;235;50,000590;50,200000;459,731457;460,000000;54,917243
16.8.2026 09:00:03,5s;236;50,000302;50,200000;459,645074;460,000000;54,830419
16.8.2026 09:00:03,6s;237;50,000841;50,200000;459,576600;460,000000;54,881127
16.8.2026 09:00:03,7s;238;50,000590;50,200000;459,566272;460,000000;54,828382
16.8.2026 09:00:03,8s;239;50,000836;50,200000;459,489536;460,000000;54,792789
16.8.2026 09:00:03,9s;240;50,000301;50,200000;459,397350;460,000000;54,767249
16.8.2026 09:00:04,0s;241;50,000652;50,200000;459,423750;460,000000;54,734113
16.8.2026 09:00:04,1s;242;50,000959;50,200000;459,424551;460,000000;54,745357
16.8.2026 09:00:04,2s;243;50,000919;50,200000;459,327197;460,000000;54,765041
16.8.2026 09:00:04,3s;244;50,000242;50,200000;459,102877;460,000000;54,744307
16.8.2026 09:00:04,4s;245;50,000308;50,200000;458,872448;460,000000;54,563457
16.8.2026 09:00:04,5s;246;50,000441;50,200000;458,950151;460,000000;54,607787
16.8.2026 09:00:04,6s;247;50,000729;50,200000;458,815267;460,000000;54,656493
16.8.2026 09:00:04,7s;248;50,001066;50,200000;458,723779;460,000000;54,546052
16.8.2026 09:00:04,8s;249;50,000910;50,200000;458,618568;460,000000;54,516116
16.8.2026 09:00:04,9s;250;50,000768;50,200000;458,545758;460,000000;54,471325
16.8.2026 09:00:05,0s;251;50,000638;50,200000;458,434416;460,000000;54,425742
16.8.2026 09:00:05,1s;252;50,000686;50,200000;458,353737;460,000000;54,411736
16.8.2026 09:00:05,2s;253;50,000870;50,200000;458,332511;460,000000;54,389398
16.8.2026 09:00:05,3s;254;50,000786;50,200000;458,063846;460,000000;54,377841
16.8.2026 09:00:05,4s;255;50,001072;50,200000;458,013270;460,000000;54,335830
16.8.2026 09:00:05,5s;256;50,000528;50,200000;457,793413;460,000000;54,272884
16.8.2026 09:00:05,6s;257;50,000523;50,200000;457,838318;460,000000;54,220474
16.8.2026 09:00:05,7s;258;50,000463;50,200000;457,677451;460,000000;54,145228
16.8.2026 09:00:05,8s;259;50,000812;50,200000;457,523957;460,000000;54,057220
16.8.2026 09:00:05,9s;260;50,001038;50,200000;457,418944;460,000000;54,096030
16.8.2026 09:00:06,0s;261;50,000837;50,200000;457,109356;460,000000;54,075655
16.8.2026 09:00:06,1s;262;50,000640;50,200000;457,158267;460,000000;54,000363
16.8.2026 09:00:06,2s;263;50,000752;50,200000;457,048745;460,000000;54,002030
16.8.2026 09:00:06,3s;264;50,000581;50,200000;456,899331;460,000000;53,896327
16.8.2026 09:00:06,4s;265;50,000700;50,200000;456,725298;460,000000;53,890819
16.8.2026 09:00:06,5s;266;50,000845;50,200000;456,648323;460,000000;53,890389
16.8.2026 09:00:06,6s;267;50,000730;50,200000;456,418289;460,000000;53,824424
16.8.2026 09:00:06,7s;268;50,000514;50,200000;456,154108;460,000000;53,771331
16.8.2026 09:00:06,8s;269;50,000783;50,200000;456,174249;460,000000;53,656261
16.8.2026 09:00:06,9s;270;50,001090;50,200000;455,960656;460,000000;53,563218
16.8.2026 09:00:07,0s;271;50,000974;50,200000;455,901826;460,000000;53,555893
16.8.2026 09:00:07,1s;272;50,000993;50,200000;455,816515;460,000000;53,540023
16.8.2026 09:00:07,2s;273;50,000999;50,200000;455,581709;460,000000;53,519382
16.8.2026 09:00:07,3s;274;50,000970;50,200000;455,568349;460,000000;53,447914
16.8.2026 09:00:07,4s;275;50,001121;50,200000;455,216797;460,000000;53,401236
16.8.2026 09:00:07,5s;276;50,000871;50,200000;455,115453;460,000000;53,366558
16.8.2026 09:00:07,6s;277;50,000825;50,200000;454,868249;460,000000;53,350105
16.8.2026 09:00:07,7s;278;50,000899;50,200000;454,746966;460,000000;53,263005
16.8.2026 09:00:07,8s;279;50,001045;50,200000;454,680390;460,000000;53,212402
16.8.2026 09:00:07,9s;280;50,001814;50,200000;454,548232;460,000000;53,156328
16.8.2026 09:00:08,0s;281;50,000502;50,200000;454,468997;460,000000;53,096562
16.8.2026 09:00:08,1s;282;50,000968;50,200000;454,323558;460,000000;53,146341
16.8.2026 09:00:08,2s;283;50,000620;50,200000;454,230632;460,000000;52,978348
16.8.2026 09:00:08,3s;284;50,001280;50,200000;454,108109;460,000000;52,981308
16.8.2026 09:00:08,4s;285;50,001250;50,200000;453,687377;460,000000;52,875043
16.8.2026 09:00:08,5s;286;50,001205;50,200000;453,618640;460,000000;52,825268
16.8.2026 09:00:08,6s;287;50,001453;50,200000;453,324046;460,000000;52,801460
16.8.2026 09:00:08,7s;288;50,001023;50,200000;453,230963;460,000000;52,753619
16.8.2026 09:00:08,8s;289;50,000933;50,200000;453,176847;460,000000;52,672799
16.8.2026 09:00:08,9s;290;50,001246;50,200000;452,950609;460,000000;52,619413
16.8.2026 09:00:09,0s;291;50,001370;50,200000;452,952845;460,000000;52,585832
16.8.2026 09:00:09,1s;292;50,001313;50,200000;452,783048;460,000000;52,556754
