# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFK
# PLANT_TYPE=DGKCS
# STEP_ID=MIN_LOAD_DOWN
# STEP_NAME=Minimum kapasite bölgesi — yük atma testi
# TESIS_ADI=YHDA Örnek DGKÇS SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=304.0
# SFK_MAX_MW=384.0
# SFK_RESERVE_MW=24
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
time_s;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct
28;328,000000;328,033985;328,000000;50,003469;1;1;0;1;0;0;1;1;1;8
29;328,000000;328,017749;328,000000;50,000710;1;1;0;1;0;0;1;1;1;8
30;304,000000;328,009876;328,000000;49,981133;1;1;0;1;0;0;1;1;1;8
31;304,000000;328,007583;328,000000;49,983129;1;1;0;1;0;0;1;1;1;8
32;304,000000;327,927745;328,000000;49,983534;1;1;0;1;0;0;1;1;1;8
33;304,000000;328,069406;328,000000;49,980753;1;1;0;1;0;0;1;1;1;8
34;304,000000;327,946326;304,000000;49,982811;1;1;0;1;0;0;1;1;1;8
35;304,000000;328,019998;304,000000;49,981551;1;1;0;1;0;0;1;1;1;8
36;304,000000;328,016829;304,000000;49,982239;1;1;0;1;0;0;1;1;1;8
37;304,000000;327,904914;304,000000;49,984095;1;1;0;1;0;0;1;1;1;8
38;304,000000;327,732993;304,000000;49,982487;1;1;0;1;0;0;1;1;1;8
39;304,000000;327,325450;304,000000;49,984400;1;1;0;1;0;0;1;1;1;8
40;304,000000;326,928295;304,000000;49,981750;1;1;0;1;0;0;1;1;1;8
41;304,000000;326,741611;304,000000;49,987321;1;1;0;1;0;0;1;1;1;8
42;304,000000;326,350172;304,000000;49,985090;1;1;0;1;0;0;1;1;1;8
43;304,000000;326,018290;304,000000;49,984603;1;1;0;1;0;0;1;1;1;8
44;304,000000;325,840898;304,000000;49,984358;1;1;0;1;0;0;1;1;1;8
45;304,000000;325,388294;304,000000;49,986314;1;1;0;1;0;0;1;1;1;8
46;304,000000;325,021885;304,000000;49,985457;1;1;0;1;0;0;1;1;1;8
47;304,000000;324,679079;304,000000;49,986797;1;1;0;1;0;0;1;1;1;8
48;304,000000;324,325118;304,000000;49,984649;1;1;0;1;0;0;1;1;1;8
49;304,000000;323,951705;304,000000;49,982583;1;1;0;1;0;0;1;1;1;8
50;304,000000;323,838210;304,000000;49,983524;1;1;0;1;0;0;1;1;1;8
51;304,000000;323,328663;304,000000;49,985361;1;1;0;1;0;0;1;1;1;8
52;304,000000;323,052923;304,000000;49,985124;1;1;0;1;0;0;1;1;1;8
53;304,000000;322,672740;304,000000;49,986587;1;1;0;1;0;0;1;1;1;8
54;304,000000;322,357391;304,000000;49,988583;1;1;0;1;0;0;1;1;1;8
55;304,000000;321,980612;304,000000;49,987084;1;1;0;1;0;0;1;1;1;8
56;304,000000;321,673386;304,000000;49,987146;1;1;0;1;0;0;1;1;1;8
57;304,000000;321,381318;304,000000;49,984039;1;1;0;1;0;0;1;1;1;8
58;304,000000;320,910855;304,000000;49,987902;1;1;0;1;0;0;1;1;1;8
59;304,000000;320,657731;304,000000;49,986974;1;1;0;1;0;0;1;1;1;8
60;304,000000;320,389123;304,000000;49,985510;1;1;0;1;0;0;1;1;1;8
61;304,000000;319,977768;304,000000;49,986272;1;1;0;1;0;0;1;1;1;8
62;304,000000;319,686530;304,000000;49,989061;1;1;0;1;0;0;1;1;1;8
63;304,000000;319,347051;304,000000;49,986988;1;1;0;1;0;0;1;1;1;8
64;304,000000;318,918255;304,000000;49,987188;1;1;0;1;0;0;1;1;1;8
65;304,000000;318,676700;304,000000;49,989601;1;1;0;1;0;0;1;1;1;8
66;304,000000;318,387227;304,000000;49,989288;1;1;0;1;0;0;1;1;1;8
67;304,000000;318,021162;304,000000;49,988350;1;1;0;1;0;0;1;1;1;8
68;304,000000;317,661632;304,000000;49,987094;1;1;0;1;0;0;1;1;1;8
69;304,000000;317,283091;304,000000;49,990474;1;1;0;1;0;0;1;1;1;8
70;304,000000;317,042843;304,000000;49,988866;1;1;0;1;0;0;1;1;1;8
71;304,000000;316,644183;304,000000;49,992233;1;1;0;1;0;0;1;1;1;8
72;304,000000;316,313564;304,000000;49,990476;1;1;0;1;0;0;1;1;1;8
73;304,000000;316,005599;304,000000;49,987516;1;1;0;1;0;0;1;1;1;8
74;304,000000;315,623615;304,000000;49,987878;1;1;0;1;0;0;1;1;1;8
75;304,000000;315,389612;304,000000;49,988857;1;1;0;1;0;0;1;1;1;8
76;304,000000;314,891652;304,000000;49,993852;1;1;0;1;0;0;1;1;1;8
77;304,000000;314,722200;304,000000;49,995835;1;1;0;1;0;0;1;1;1;8
78;304,000000;314,369600;304,000000;49,990246;1;1;0;1;0;0;1;1;1;8
79;304,000000;314,050412;304,000000;49,990824;1;1;0;1;0;0;1;1;1;8
80;304,000000;313,692825;304,000000;49,990198;1;1;0;1;0;0;1;1;1;8
81;304,000000;313,293284;304,000000;49,994505;1;1;0;1;0;0;1;1;1;8
82;304,000000;312,984808;304,000000;49,996641;1;1;0;1;0;0;1;1;1;8
83;304,000000;312,562220;304,000000;49,993324;1;1;0;1;0;0;1;1;1;8
84;304,000000;312,329153;304,000000;49,993974;1;1;0;1;0;0;1;1;1;8
85;304,000000;312,017881;304,000000;49,997367;1;1;0;1;0;0;1;1;1;8
86;304,000000;311,593554;304,000000;49,998548;1;1;0;1;0;0;1;1;1;8
87;304,000000;311,440412;304,000000;49,995867;1;1;0;1;0;0;1;1;1;8
88;304,000000;311,020418;304,000000;49,997692;1;1;0;1;0;0;1;1;1;8
89;304,000000;310,759167;304,000000;49,995929;1;1;0;1;0;0;1;1;1;8
90;304,000000;310,311862;304,000000;49,993148;1;1;0;1;0;0;1;1;1;8
91;304,000000;310,091372;304,000000;49,995565;1;1;0;1;0;0;1;1;1;8
92;304,000000;309,751505;304,000000;49,998331;1;1;0;1;0;0;1;1;1;8
93;304,000000;309,330378;304,000000;49,999292;1;1;0;1;0;0;1;1;1;8
94;304,000000;309,003974;304,000000;49,998973;1;1;0;1;0;0;1;1;1;8
95;304,000000;308,584549;304,000000;49,997577;1;1;0;1;0;0;1;1;1;8
96;304,000000;308,240274;304,000000;49,994967;1;1;0;1;0;0;1;1;1;8
97;304,000000;307,986047;304,000000;49,995006;1;1;0;1;0;0;1;1;1;8
98;304,000000;307,713916;304,000000;49,997446;1;1;0;1;0;0;1;1;1;8
99;304,000000;307,395629;304,000000;49,997006;1;1;0;1;0;0;1;1;1;8
100;304,000000;306,952404;304,000000;49,995821;1;1;0;1;0;0;1;1;1;8
101;304,000000;306,576912;304,000000;49,996295;1;1;0;1;0;0;1;1;1;8
102;304,000000;306,356215;304,000000;50,000081;1;1;0;1;0;0;1;1;1;8
103;304,000000;305,965031;304,000000;49,998657;1;1;0;1;0;0;1;1;1;8
104;304,000000;305,689736;304,000000;49,996552;1;1;0;1;0;0;1;1;1;8
105;304,000000;305,256326;304,000000;50,000003;0;1;0;1;0;0;1;1;1;8
106;304,000000;304,888964;304,000000;49,999426;0;1;0;1;0;0;1;1;1;8
107;304,000000;304,711951;304,000000;49,998191;0;1;0;1;0;0;1;1;1;8
108;304,000000;304,365654;304,000000;49,999292;0;1;0;1;0;0;1;1;1;8
109;304,000000;303,960394;304,000000;50,003348;0;1;0;1;0;0;1;1;1;8
110;304,000000;303,975034;304,000000;49,999221;0;1;0;1;0;0;1;1;1;8
111;304,000000;304,184729;304,000000;50,004838;0;1;0;1;0;0;1;1;1;8
112;304,000000;304,030454;304,000000;50,001608;0;1;0;1;0;0;1;1;1;8
113;304,000000;304,048019;304,000000;50,000772;0;1;0;1;0;0;1;1;1;8
114;304,000000;303,997954;304,000000;50,000779;0;1;0;1;0;0;1;1;1;8
115;304,000000;304,132503;304,000000;50,000774;0;1;0;1;0;0;1;1;1;8
116;304,000000;303,903184;304,000000;50,002071;0;1;0;1;0;0;1;1;1;8
117;304,000000;303,932626;304,000000;49,999643;0;1;0;1;0;0;1;1;1;8
118;304,000000;304,025663;304,000000;49,999621;0;1;0;1;0;0;1;1;1;8
119;304,000000;303,963344;304,000000;49,999843;0;1;0;1;0;0;1;1;1;8
120;304,000000;303,973587;304,000000;49,999769;0;1;0;1;0;0;1;1;1;8
121;304,000000;303,920209;304,000000;49,996593;0;1;0;1;0;0;1;1;1;8
122;304,000000;304,090499;304,000000;49,996096;0;1;0;1;0;0;1;1;1;8
123;304,000000;304,030233;304,000000;49,999759;0;1;0;1;0;0;1;1;1;8
124;304,000000;304,091989;304,000000;49,998594;0;1;0;1;0;0;1;1;1;8
125;304,000000;304,052533;304,000000;49,999508;0;1;0;1;0;0;1;1;1;8
126;304,000000;303,989335;304,000000;50,001113;0;1;0;1;0;0;1;1;1;8
127;304,000000;304,000339;304,000000;50,001145;0;1;0;1;0;0;1;1;1;8
128;304,000000;304,062788;304,000000;49,998531;0;1;0;1;0;0;1;1;1;8
129;304,000000;304,033033;304,000000;50,001468;0;1;0;1;0;0;1;1;1;8
130;304,000000;304,057927;304,000000;49,998498;0;1;0;1;0;0;1;1;1;8
131;304,000000;304,022948;304,000000;50,000025;0;1;0;1;0;0;1;1;1;8
132;304,000000;304,046836;304,000000;50,001112;0;1;0;1;0;0;1;1;1;8
133;304,000000;303,964135;304,000000;49,999652;0;1;0;1;0;0;1;1;1;8
134;304,000000;303,972235;304,000000;50,002852;0;1;0;1;0;0;1;1;1;8
135;304,000000;303,967917;304,000000;50,001664;0;1;0;1;0;0;1;1;1;8
136;304,000000;304,108430;304,000000;49,999030;0;1;0;1;0;0;1;1;1;8
137;304,000000;303,978390;304,000000;50,000348;0;1;0;1;0;0;1;1;1;8
138;304,000000;303,994849;304,000000;49,998190;0;1;0;1;0;0;1;1;1;8
139;304,000000;303,996623;304,000000;49,999751;0;1;0;1;0;0;1;1;1;8
140;304,000000;304,036617;304,000000;49,999153;0;1;0;1;0;0;1;1;1;8
141;304,000000;303,918975;304,000000;49,998766;0;1;0;1;0;0;1;1;1;8
142;304,000000;304,038853;304,000000;50,002758;0;1;0;1;0;0;1;1;1;8
143;304,000000;303,875496;304,000000;49,998491;0;1;0;1;0;0;1;1;1;8
144;304,000000;304,004935;304,000000;50,000034;0;1;0;1;0;0;1;1;1;8
145;304,000000;303,953696;304,000000;49,999197;0;1;0;1;0;0;1;1;1;8
146;304,000000;304,081199;304,000000;50,002107;0;1;0;1;0;0;1;1;1;8
147;304,000000;303,987473;304,000000;50,000669;0;1;0;1;0;0;1;1;1;8
148;304,000000;304,011703;304,000000;49,999843;0;1;0;1;0;0;1;1;1;8
149;304,000000;304,028369;304,000000;49,999631;0;1;0;1;0;0;1;1;1;8
150;304,000000;303,949817;304,000000;49,999492;0;1;0;1;0;0;1;1;1;8
151;304,000000;304,015383;304,000000;49,996480;0;1;0;1;0;0;1;1;1;8
152;304,000000;304,066921;304,000000;49,997791;0;1;0;1;0;0;1;1;1;8
153;304,000000;304,020553;304,000000;49,997297;0;1;0;1;0;0;1;1;1;8
154;304,000000;304,021141;304,000000;50,002200;0;1;0;1;0;0;1;1;1;8
155;304,000000;304,041114;304,000000;50,001462;0;1;0;1;0;0;1;1;1;8
156;304,000000;304,026552;304,000000;50,000532;0;1;0;1;0;0;1;1;1;8
157;304,000000;304,048916;304,000000;50,000177;0;1;0;1;0;0;1;1;1;8
158;304,000000;304,020882;304,000000;50,001870;0;1;0;1;0;0;1;1;1;8
159;304,000000;303,918095;304,000000;50,001966;0;1;0;1;0;0;1;1;1;8
160;304,000000;303,915763;304,000000;49,998978;0;1;0;1;0;0;1;1;1;8
161;304,000000;304,047549;304,000000;49,998868;0;1;0;1;0;0;1;1;1;8
162;304,000000;304,024814;304,000000;49,999514;0;1;0;1;0;0;1;1;1;8
163;304,000000;304,100049;304,000000;49,997628;0;1;0;1;0;0;1;1;1;8
164;304,000000;303,992082;304,000000;49,999670;0;1;0;1;0;0;1;1;1;8
165;304,000000;303,924335;304,000000;50,001057;0;1;0;1;0;0;1;1;1;8
166;304,000000;303,926477;304,000000;50,001741;0;1;0;1;0;0;1;1;1;8
167;304,000000;304,105259;304,000000;50,001850;0;1;0;1;0;0;1;1;1;8
168;304,000000;303,927412;304,000000;50,003080;0;1;0;1;0;0;1;1;1;8
169;304,000000;303,982064;304,000000;49,997795;0;1;0;1;0;0;1;1;1;8
170;304,000000;304,013029;304,000000;50,000865;0;1;0;1;0;0;1;1;1;8
171;304,000000;303,984689;304,000000;49,999926;0;1;0;1;0;0;1;1;1;8
172;304,000000;304,012579;304,000000;49,999077;0;1;0;1;0;0;1;1;1;8
173;304,000000;304,030928;304,000000;49,999800;0;1;0;1;0;0;1;1;1;8
174;304,000000;303,907491;304,000000;50,000443;0;1;0;1;0;0;1;1;1;8
175;304,000000;304,044832;304,000000;50,001610;0;1;0;1;0;0;1;1;1;8
176;304,000000;304,061922;304,000000;49,998973;0;1;0;1;0;0;1;1;1;8
177;304,000000;304,014804;304,000000;50,001005;0;1;0;1;0;0;1;1;1;8
178;304,000000;304,045807;304,000000;50,001723;0;1;0;1;0;0;1;1;1;8
179;304,000000;304,027142;304,000000;50,001176;0;1;0;1;0;0;1;1;1;8
180;304,000000;304,062772;304,000000;50,002904;0;1;0;1;0;0;1;1;1;8
181;304,000000;304,032661;304,000000;49,998643;0;1;0;1;0;0;1;1;1;8
182;304,000000;304,133810;304,000000;50,000284;0;1;0;1;0;0;1;1;1;8
183;304,000000;304,043158;304,000000;50,001471;0;1;0;1;0;0;1;1;1;8
184;304,000000;303,956607;304,000000;50,002072;0;1;0;1;0;0;1;1;1;8
185;304,000000;304,004457;304,000000;50,000278;0;1;0;1;0;0;1;1;1;8
186;304,000000;303,993516;304,000000;49,999037;0;1;0;1;0;0;1;1;1;8
187;304,000000;303,968792;304,000000;49,998422;0;1;0;1;0;0;1;1;1;8
188;304,000000;304,005038;304,000000;49,999492;0;1;0;1;0;0;1;1;1;8
189;304,000000;304,048008;304,000000;50,000747;0;1;0;1;0;0;1;1;1;8
190;304,000000;303,911933;304,000000;49,998335;0;1;0;1;0;0;1;1;1;8
191;304,000000;304,084881;304,000000;49,998765;0;1;0;1;0;0;1;1;1;8
192;304,000000;304,005721;304,000000;49,998126;0;1;0;1;0;0;1;1;1;8
193;304,000000;303,972662;304,000000;49,999856;0;1;0;1;0;0;1;1;1;8
194;304,000000;303,940364;304,000000;49,998794;0;1;0;1;0;0;1;1;1;8
195;304,000000;304,004765;304,000000;49,996881;0;1;0;1;0;0;1;1;1;8
196;304,000000;304,076566;304,000000;50,000062;0;1;0;1;0;0;1;1;1;8
197;304,000000;304,068939;304,000000;50,002603;0;1;0;1;0;0;1;1;1;8
198;304,000000;303,978353;304,000000;50,001755;0;1;0;1;0;0;1;1;1;8
199;304,000000;303,964933;304,000000;49,999831;0;1;0;1;0;0;1;1;1;8
200;304,000000;303,867483;304,000000;49,998584;0;1;0;1;0;0;1;1;1;8
201;304,000000;303,954586;304,000000;50,001185;0;1;0;1;0;0;1;1;1;8
202;304,000000;304,038850;304,000000;50,002279;0;1;0;1;0;0;1;1;1;8
203;304,000000;303,990938;304,000000;50,000604;0;1;0;1;0;0;1;1;1;8
204;304,000000;303,978519;304,000000;49,997588;0;1;0;1;0;0;1;1;1;8
205;304,000000;304,099398;304,000000;49,997196;0;1;0;1;0;0;1;1;1;8
206;304,000000;304,076757;304,000000;50,000492;0;1;0;1;0;0;1;1;1;8
207;304,000000;304,074707;304,000000;49,998827;0;1;0;1;0;0;1;1;1;8
208;304,000000;303,940450;304,000000;50,001284;0;1;0;1;0;0;1;1;1;8
209;304,000000;304,002915;304,000000;50,001451;0;1;0;1;0;0;1;1;1;8
210;304,000000;304,000272;304,000000;49,999926;0;1;0;1;0;0;1;1;1;8
211;304,000000;303,950875;304,000000;49,999401;0;1;0;1;0;0;1;1;1;8
212;304,000000;303,993628;304,000000;49,999921;0;1;0;1;0;0;1;1;1;8
213;304,000000;304,106364;304,000000;49,997183;0;1;0;1;0;0;1;1;1;8
214;304,000000;304,024171;304,000000;49,998648;0;1;0;1;0;0;1;1;1;8
215;304,000000;304,040611;304,000000;49,998582;0;1;0;1;0;0;1;1;1;8
216;304,000000;303,976026;304,000000;50,001770;0;1;0;1;0;0;1;1;1;8
217;304,000000;304,147344;304,000000;49,997852;0;1;0;1;0;0;1;1;1;8
218;304,000000;303,987359;304,000000;50,002324;0;1;0;1;0;0;1;1;1;8
219;304,000000;303,825403;304,000000;50,001110;0;1;0;1;0;0;1;1;1;8
220;304,000000;303,999186;304,000000;49,997567;0;1;0;1;0;0;1;1;1;8
221;304,000000;304,038800;304,000000;50,000555;0;1;0;1;0;0;1;1;1;8
222;304,000000;303,981815;304,000000;50,000106;0;1;0;1;0;0;1;1;1;8
223;304,000000;303,993724;304,000000;50,000708;0;1;0;1;0;0;1;1;1;8
224;304,000000;304,027040;304,000000;50,000063;0;1;0;1;0;0;1;1;1;8
225;304,000000;304,044411;304,000000;49,997263;0;1;0;1;0;0;1;1;1;8
226;304,000000;303,926246;304,000000;49,997908;0;1;0;1;0;0;1;1;1;8
227;304,000000;303,886856;304,000000;49,999731;0;1;0;1;0;0;1;1;1;8
228;304,000000;303,977583;304,000000;49,998026;0;1;0;1;0;0;1;1;1;8
229;304,000000;303,956563;304,000000;50,000069;0;1;0;1;0;0;1;1;1;8
230;304,000000;304,052139;304,000000;49,999771;0;1;0;1;0;0;1;1;1;8
231;304,000000;304,046266;304,000000;49,999676;0;1;0;1;0;0;1;1;1;8
232;304,000000;304,099265;304,000000;50,002523;0;1;0;1;0;0;1;1;1;8
233;304,000000;303,985409;304,000000;49,998350;0;1;0;1;0;0;1;1;1;8
234;304,000000;303,999796;304,000000;50,000135;0;1;0;1;0;0;1;1;1;8
235;304,000000;304,018428;304,000000;49,997113;0;1;0;1;0;0;1;1;1;8
236;304,000000;303,967030;304,000000;50,004708;0;1;0;1;0;0;1;1;1;8
237;304,000000;303,991694;304,000000;49,999756;0;1;0;1;0;0;1;1;1;8
238;304,000000;304,050405;304,000000;50,001427;0;1;0;1;0;0;1;1;1;8
239;304,000000;303,953208;304,000000;50,001610;0;1;0;1;0;0;1;1;1;8
240;304,000000;304,009436;304,000000;50,002596;0;1;0;1;0;0;1;1;1;8
241;304,000000;303,959799;304,000000;49,998742;0;1;0;1;0;0;1;1;1;8
242;304,000000;303,956125;304,000000;50,001602;0;1;0;1;0;0;1;1;1;8
243;304,000000;303,971811;304,000000;49,996321;0;1;0;1;0;0;1;1;1;8
244;304,000000;303,977086;304,000000;50,002968;0;1;0;1;0;0;1;1;1;8
245;304,000000;304,007538;304,000000;50,001695;0;1;0;1;0;0;1;1;1;8
246;304,000000;303,976688;304,000000;49,998600;0;1;0;1;0;0;1;1;1;8
247;304,000000;303,916790;304,000000;50,000379;0;1;0;1;0;0;1;1;1;8
248;304,000000;303,954790;304,000000;50,000700;0;1;0;1;0;0;1;1;1;8
249;304,000000;303,862376;304,000000;50,000340;0;1;0;1;0;0;1;1;1;8
250;304,000000;304,037165;304,000000;50,000497;0;1;0;1;0;0;1;1;1;8
251;304,000000;303,824925;304,000000;49,999653;0;1;0;1;0;0;1;1;1;8
252;304,000000;303,936912;304,000000;50,000559;0;1;0;1;0;0;1;1;1;8
253;304,000000;304,045860;304,000000;49,999846;0;1;0;1;0;0;1;1;1;8
254;304,000000;304,024876;304,000000;50,003260;0;1;0;1;0;0;1;1;1;8
255;304,000000;303,917011;304,000000;49,999945;0;1;0;1;0;0;1;1;1;8
256;304,000000;303,973566;304,000000;50,000635;0;1;0;1;0;0;1;1;1;8
257;304,000000;303,986749;304,000000;50,001631;0;1;0;1;0;0;1;1;1;8
258;304,000000;303,834548;304,000000;49,999998;0;1;0;1;0;0;1;1;1;8
259;304,000000;303,975768;304,000000;50,001710;0;1;0;1;0;0;1;1;1;8
260;304,000000;303,976756;304,000000;50,002992;0;1;0;1;0;0;1;1;1;8
261;304,000000;304,009626;304,000000;50,002285;0;1;0;1;0;0;1;1;1;8
262;304,000000;304,031458;304,000000;49,999619;0;1;0;1;0;0;1;1;1;8
263;304,000000;304,021408;304,000000;49,997444;0;1;0;1;0;0;1;1;1;8
264;304,000000;304,090854;304,000000;49,999730;0;1;0;1;0;0;1;1;1;8
265;304,000000;303,929512;304,000000;49,999692;0;1;0;1;0;0;1;1;1;8
266;304,000000;303,996308;304,000000;49,999018;0;1;0;1;0;0;1;1;1;8
267;304,000000;304,014324;304,000000;49,999225;0;1;0;1;0;0;1;1;1;8
268;304,000000;304,005622;304,000000;50,001129;0;1;0;1;0;0;1;1;1;8
269;304,000000;304,023044;304,000000;50,001058;0;1;0;1;0;0;1;1;1;8
270;304,000000;303,963648;304,000000;50,002249;0;1;0;1;0;0;1;1;1;8
271;304,000000;304,012288;304,000000;49,997652;0;1;0;1;0;0;1;1;1;8
272;304,000000;304,068281;304,000000;50,004335;0;1;0;1;0;0;1;1;1;8
273;304,000000;303,953900;304,000000;50,003709;0;1;0;1;0;0;1;1;1;8
274;304,000000;303,913390;304,000000;50,001733;0;1;0;1;0;0;1;1;1;8
275;304,000000;303,930245;304,000000;49,999572;0;1;0;1;0;0;1;1;1;8
276;304,000000;304,004440;304,000000;49,998338;0;1;0;1;0;0;1;1;1;8
277;304,000000;304,074200;304,000000;50,000661;0;1;0;1;0;0;1;1;1;8
278;304,000000;304,005074;304,000000;50,001660;0;1;0;1;0;0;1;1;1;8
279;304,000000;303,960504;304,000000;49,998547;0;1;0;1;0;0;1;1;1;8
280;304,000000;303,936270;304,000000;49,999841;0;1;0;1;0;0;1;1;1;8
281;304,000000;303,976342;304,000000;50,001082;0;1;0;1;0;0;1;1;1;8
282;304,000000;303,864782;304,000000;49,999345;0;1;0;1;0;0;1;1;1;8
283;304,000000;304,051859;304,000000;50,002378;0;1;0;1;0;0;1;1;1;8
284;304,000000;304,039115;304,000000;49,999661;0;1;0;1;0;0;1;1;1;8
285;304,000000;304,055911;304,000000;49,999225;0;1;0;1;0;0;1;1;1;8
286;304,000000;303,920887;304,000000;50,001987;0;1;0;1;0;0;1;1;1;8
287;304,000000;304,061400;304,000000;50,000174;0;1;0;1;0;0;1;1;1;8
288;304,000000;303,959858;304,000000;49,997060;0;1;0;1;0;0;1;1;1;8
289;304,000000;304,049708;304,000000;50,002397;0;1;0;1;0;0;1;1;1;8
290;304,000000;304,053377;304,000000;49,999610;0;1;0;1;0;0;1;1;1;8
291;304,000000;304,045383;304,000000;50,001554;0;1;0;1;0;0;1;1;1;8
292;304,000000;303,921960;304,000000;49,999475;0;1;0;1;0;0;1;1;1;8
293;304,000000;304,100300;304,000000;50,000301;0;1;0;1;0;0;1;1;1;8
294;304,000000;303,996048;304,000000;50,000596;0;1;0;1;0;0;1;1;1;8
295;304,000000;303,936645;304,000000;50,000441;0;1;0;1;0;0;1;1;1;8
296;304,000000;304,020907;304,000000;50,004572;0;1;0;1;0;0;1;1;1;8
297;304,000000;303,995812;304,000000;50,001131;0;1;0;1;0;0;1;1;1;8
298;304,000000;304,058793;304,000000;49,998728;0;1;0;1;0;0;1;1;1;8
299;304,000000;304,090524;304,000000;50,002305;0;1;0;1;0;0;1;1;1;8
300;304,000000;304,076379;304,000000;49,998035;0;1;0;1;0;0;1;1;1;8
301;304,000000;304,036410;304,000000;49,999966;0;1;0;1;0;0;1;1;1;8
