# YHDA_VERSION=0.5
# TEST_SERVICE=SFHM
# PLANT_TYPE=KONV
# STEP_ID=LFSM_O_50_4
# STEP_NAME=Sınırlı frekans hassasiyet modu — yüksek frekans / 50,4 Hz
# TESIS_ADI=YHDA Örnek Konvansiyonel SFHM
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=30
# DROOP_PERCENT=4
time_s;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw
0,100000;50,399485;275,055758;275,000000;30
0,200000;50,400458;275,009684;275,000000;30
0,300000;50,399785;274,999803;275,000000;30
0,400000;50,400043;274,986906;275,000000;30
0,500000;50,399788;274,940524;275,000000;30
0,600000;50,400076;274,911934;275,000000;30
0,700000;50,399617;274,945478;275,000000;30
0,800000;50,400420;275,039167;275,000000;30
0,900000;50,400574;275,041745;275,000000;30
1,000000;50,400170;274,984512;275,000000;30
1,100000;50,399620;275,026306;275,000000;30
1,200000;50,400035;274,986114;275,000000;30
1,300000;50,399792;274,962231;275,000000;30
1,400000;50,399424;274,949920;275,000000;30
1,500000;50,400513;274,883148;275,000000;30
1,600000;50,400202;275,083649;275,000000;30
1,700000;50,399874;274,993389;275,000000;30
1,800000;50,399881;274,962485;275,000000;30
1,900000;50,399898;275,051323;275,000000;30
2,000000;50,399850;274,936651;275,000000;30
2,100000;50,399848;274,988238;275,000000;30
2,200000;50,399886;274,781410;275,000000;30
2,300000;50,400166;274,810686;275,000000;30
2,400000;50,399766;274,927282;275,000000;30
2,500000;50,399607;274,818610;275,000000;30
2,600000;50,400156;274,709360;275,000000;30
2,700000;50,400366;274,693347;275,000000;30
2,800000;50,400115;274,642997;275,000000;30
2,900000;50,400267;274,618160;275,000000;30
3,000000;50,399627;274,527434;275,000000;30
3,100000;50,400028;274,348515;275,000000;30
3,200000;50,400389;274,345206;275,000000;30
3,300000;50,399966;274,262271;275,000000;30
3,400000;50,400412;274,274758;275,000000;30
3,500000;50,399969;274,157158;275,000000;30
3,600000;50,399876;274,127427;275,000000;30
3,700000;50,399553;273,906380;275,000000;30
3,800000;50,399850;273,752474;275,000000;30
3,900000;50,399883;273,761037;275,000000;30
4,000000;50,400744;273,540901;275,000000;30
4,100000;50,399649;273,399776;275,000000;30
4,200000;50,399976;273,337734;275,000000;30
4,300000;50,399249;273,208372;275,000000;30
4,400000;50,399803;273,167294;275,000000;30
4,500000;50,400485;273,125192;275,000000;30
4,600000;50,400162;272,764588;275,000000;30
4,700000;50,399993;272,781407;275,000000;30
4,800000;50,399682;272,638138;275,000000;30
4,900000;50,400277;272,411303;275,000000;30
5,000000;50,399880;272,363026;275,000000;30
5,100000;50,400224;272,208901;275,000000;30
5,200000;50,400245;271,985060;275,000000;30
5,300000;50,400037;271,983454;275,000000;30
5,400000;50,399925;271,773167;275,000000;30
5,500000;50,399989;271,555129;275,000000;30
5,600000;50,399919;271,413793;275,000000;30
5,700000;50,400097;271,337149;275,000000;30
5,800000;50,400023;271,162917;275,000000;30
5,900000;50,399945;270,964598;275,000000;30
6,000000;50,400726;270,851352;275,000000;30
6,100000;50,400170;270,687184;275,000000;30
6,200000;50,400053;270,522078;275,000000;30
6,300000;50,399604;270,350333;275,000000;30
6,400000;50,400267;270,183750;275,000000;30
6,500000;50,399547;270,011670;275,000000;30
6,600000;50,399734;269,892473;275,000000;30
6,700000;50,400088;269,603741;275,000000;30
6,800000;50,400432;269,411082;275,000000;30
6,900000;50,399926;269,205681;275,000000;30
7,000000;50,399934;269,114851;275,000000;30
7,100000;50,399985;268,880747;275,000000;30
7,200000;50,399790;268,719054;275,000000;30
7,300000;50,400402;268,641349;275,000000;30
7,400000;50,400336;268,399424;275,000000;30
7,500000;50,399870;268,169752;275,000000;30
7,600000;50,400029;268,026703;275,000000;30
7,700000;50,400210;267,872983;275,000000;30
7,800000;50,399810;267,616794;275,000000;30
7,900000;50,400170;267,504268;275,000000;30
8,000000;50,400422;267,300261;275,000000;30
8,100000;50,399637;267,157530;275,000000;30
8,200000;50,400096;266,965251;275,000000;30
8,300000;50,400220;266,681864;275,000000;30
8,400000;50,399481;266,661333;275,000000;30
8,500000;50,399647;266,341393;275,000000;30
8,600000;50,399798;266,141024;275,000000;30
8,700000;50,400264;266,004650;275,000000;30
8,800000;50,399477;265,765355;275,000000;30
8,900000;50,400607;265,500601;275,000000;30
9,000000;50,400097;265,423138;275,000000;30
9,100000;50,400164;265,307348;275,000000;30
9,200000;50,399847;265,096643;275,000000;30
9,300000;50,400086;264,935840;275,000000;30
9,400000;50,399792;264,775102;275,000000;30
9,500000;50,400420;264,535403;275,000000;30
9,600000;50,400591;264,411164;275,000000;30
9,700000;50,400441;264,229846;275,000000;30
9,800000;50,400000;264,041375;275,000000;30
9,900000;50,400228;263,833446;275,000000;30
10,000000;50,400020;263,644657;275,000000;30
10,100000;50,399881;263,449341;275,000000;30
10,200000;50,399867;263,292895;275,000000;30
10,300000;50,399922;263,142316;275,000000;30
10,400000;50,400001;263,045860;275,000000;30
10,500000;50,400097;262,739423;275,000000;30
10,600000;50,399728;262,739356;275,000000;30
10,700000;50,400143;262,561826;275,000000;30
10,800000;50,399561;262,360641;275,000000;30
10,900000;50,400302;262,146718;275,000000;30
11,000000;50,400113;262,014814;275,000000;30
11,100000;50,400008;261,850423;275,000000;30
11,200000;50,399692;261,727060;275,000000;30
11,300000;50,400120;261,571056;275,000000;30
11,400000;50,400353;261,441457;275,000000;30
11,500000;50,399722;261,262309;275,000000;30
11,600000;50,399732;261,113056;275,000000;30
11,700000;50,399622;260,954172;275,000000;30
11,800000;50,399858;260,893568;275,000000;30
11,900000;50,399532;260,706193;275,000000;30
12,000000;50,400112;260,650017;275,000000;30
12,100000;50,399958;260,465607;275,000000;30
12,200000;50,399578;260,462432;275,000000;30
12,300000;50,399847;260,144203;275,000000;30
12,400000;50,399589;260,148420;275,000000;30
12,500000;50,399708;260,006288;275,000000;30
12,600000;50,399969;259,866756;275,000000;30
12,700000;50,399803;259,771416;275,000000;30
12,800000;50,400535;259,691085;275,000000;30
12,900000;50,399226;259,549129;275,000000;30
13,000000;50,399910;259,439411;275,000000;30
13,100000;50,399984;259,375327;275,000000;30
13,200000;50,399966;259,196103;275,000000;30
13,300000;50,399945;259,246311;275,000000;30
13,400000;50,399837;259,183397;275,000000;30
13,500000;50,399311;259,062690;275,000000;30
13,600000;50,399978;258,997285;275,000000;30
13,700000;50,399726;259,002201;275,000000;30
13,800000;50,399999;258,852837;275,000000;30
13,900000;50,400451;258,764460;275,000000;30
14,000000;50,399936;258,693125;275,000000;30
14,100000;50,400377;258,685868;275,000000;30
14,200000;50,400278;258,702446;275,000000;30
14,300000;50,399417;258,642071;275,000000;30
14,400000;50,399958;258,594880;275,000000;30
14,500000;50,399741;258,609869;275,000000;30
14,600000;50,399622;258,544499;275,000000;30
14,700000;50,399991;258,554728;275,000000;30
14,800000;50,400191;258,514597;275,000000;30
14,900000;50,400113;258,456170;275,000000;30
15,000000;50,399727;258,427792;275,000000;30
15,100000;50,399976;258,568311;275,000000;30
15,200000;50,399500;258,517304;275,000000;30
15,300000;50,400332;258,414375;275,000000;30
15,400000;50,400192;258,542530;275,000000;30
15,500000;50,400167;258,439556;275,000000;30
15,600000;50,399958;258,524496;275,000000;30
15,700000;50,400138;258,453423;275,000000;30
15,800000;50,400312;258,272185;275,000000;30
15,900000;50,399744;258,378347;275,000000;30
16,000000;50,400057;258,303609;275,000000;30
16,100000;50,399496;258,265607;275,000000;30
16,200000;50,399930;258,280289;275,000000;30
16,300000;50,399727;258,147234;275,000000;30
16,400000;50,400576;258,179169;275,000000;30
16,500000;50,399703;258,066418;275,000000;30
16,600000;50,400069;258,115376;275,000000;30
16,700000;50,400026;257,945257;275,000000;30
16,800000;50,400059;258,036135;275,000000;30
16,900000;50,399828;257,868818;275,000000;30
17,000000;50,399531;257,792293;275,000000;30
17,100000;50,399429;257,776098;275,000000;30
17,200000;50,399935;257,790011;275,000000;30
17,300000;50,399631;257,660640;275,000000;30
17,400000;50,400145;257,614464;275,000000;30
17,500000;50,400380;257,576604;275,000000;30
17,600000;50,400257;257,482706;275,000000;30
17,700000;50,399805;257,364626;275,000000;30
17,800000;50,400198;257,255828;275,000000;30
17,900000;50,399874;257,155883;275,000000;30
18,000000;50,399364;257,036209;275,000000;30
18,100000;50,400147;257,024127;275,000000;30
18,200000;50,399695;256,929029;275,000000;30
18,300000;50,400028;256,829282;275,000000;30
18,400000;50,400381;256,753559;275,000000;30
18,500000;50,399606;256,604026;275,000000;30
18,600000;50,400248;256,457814;275,000000;30
18,700000;50,399771;256,398178;275,000000;30
18,800000;50,400022;256,337870;275,000000;30
18,900000;50,400014;256,259038;275,000000;30
19,000000;50,399752;256,112452;275,000000;30
19,100000;50,400160;256,079794;275,000000;30
19,200000;50,400115;255,945846;275,000000;30
19,300000;50,400119;255,805901;275,000000;30
19,400000;50,400052;255,771610;275,000000;30
19,500000;50,399620;255,553707;275,000000;30
19,600000;50,400614;255,485838;275,000000;30
19,700000;50,399874;255,296864;275,000000;30
19,800000;50,399906;255,274438;275,000000;30
19,900000;50,399853;255,095810;275,000000;30
20,000000;50,400207;255,039502;275,000000;30
20,100000;50,400081;254,928613;275,000000;30
20,200000;50,399902;254,706849;275,000000;30
20,300000;50,400023;254,717276;275,000000;30
20,400000;50,400106;254,531138;275,000000;30
20,500000;50,399768;254,433624;275,000000;30
20,600000;50,400518;254,249272;275,000000;30
20,700000;50,399634;254,145628;275,000000;30
20,800000;50,400107;254,061146;275,000000;30
20,900000;50,400582;253,943272;275,000000;30
21,000000;50,399893;253,798069;275,000000;30
21,100000;50,400240;253,575309;275,000000;30
21,200000;50,400178;253,467114;275,000000;30
21,300000;50,399618;253,318689;275,000000;30
21,400000;50,400261;253,240131;275,000000;30
21,500000;50,399994;253,087267;275,000000;30
21,600000;50,399584;252,923501;275,000000;30
21,700000;50,399642;252,857948;275,000000;30
21,800000;50,399883;252,720310;275,000000;30
21,900000;50,399953;252,593730;275,000000;30
22,000000;50,399102;252,420630;275,000000;30
22,100000;50,400118;252,240429;275,000000;30
22,200000;50,400533;252,194516;275,000000;30
22,300000;50,399894;252,036524;275,000000;30
22,400000;50,399592;251,828677;275,000000;30
22,500000;50,399273;251,822442;275,000000;30
22,600000;50,400092;251,668289;275,000000;30
22,700000;50,400216;251,522400;275,000000;30
22,800000;50,400154;251,318505;275,000000;30
22,900000;50,400241;251,168661;275,000000;30
23,000000;50,399944;251,098475;275,000000;30
23,100000;50,400202;250,972618;275,000000;30
23,200000;50,400371;250,773759;275,000000;30
23,300000;50,400199;250,652735;275,000000;30
23,400000;50,400091;250,535315;275,000000;30
23,500000;50,400209;250,407215;275,000000;30
23,600000;50,400543;250,329912;275,000000;30
23,700000;50,400292;250,106195;275,000000;30
23,800000;50,399693;250,070658;275,000000;30
23,900000;50,400123;249,915352;275,000000;30
24,000000;50,399607;249,691781;275,000000;30
24,100000;50,399911;249,671796;275,000000;30
24,200000;50,399497;249,493533;275,000000;30
24,300000;50,400042;249,308778;275,000000;30
24,400000;50,400099;249,222061;275,000000;30
24,500000;50,399829;249,145072;275,000000;30
24,600000;50,399851;249,017540;275,000000;30
24,700000;50,400067;248,890031;275,000000;30
24,800000;50,400556;248,740377;275,000000;30
24,900000;50,400389;248,599828;275,000000;30
25,000000;50,399868;248,462483;275,000000;30
25,100000;50,399408;248,316757;275,000000;30
25,200000;50,400524;248,318565;275,000000;30
25,300000;50,400088;248,135635;275,000000;30
25,400000;50,400237;248,016100;275,000000;30
25,500000;50,400422;247,851794;275,000000;30
25,600000;50,400040;247,788294;275,000000;30
25,700000;50,400015;247,709973;275,000000;30
25,800000;50,400236;247,677061;275,000000;30
25,900000;50,400241;247,463184;275,000000;30
26,000000;50,399919;247,353515;275,000000;30
26,100000;50,400209;247,274432;275,000000;30
26,200000;50,399695;247,153989;275,000000;30
26,300000;50,399865;246,990684;275,000000;30
26,400000;50,400002;246,940404;275,000000;30
26,500000;50,399708;246,831675;275,000000;30
26,600000;50,400168;246,734843;275,000000;30
26,700000;50,400169;246,769764;275,000000;30
26,800000;50,400168;246,553477;275,000000;30
26,900000;50,399867;246,428947;275,000000;30
27,000000;50,400471;246,360195;275,000000;30
27,100000;50,399963;246,315497;275,000000;30
27,200000;50,399960;246,161040;275,000000;30
27,300000;50,399490;246,216687;275,000000;30
27,400000;50,400287;246,129550;275,000000;30
27,500000;50,400621;245,977463;275,000000;30
27,600000;50,400037;245,869419;275,000000;30
27,700000;50,400354;245,906794;275,000000;30
27,800000;50,400036;245,839571;275,000000;30
27,900000;50,400573;245,820862;275,000000;30
28,000000;50,399279;245,713439;275,000000;30
28,100000;50,400373;245,551538;275,000000;30
28,200000;50,399728;245,534035;275,000000;30
28,300000;50,399809;245,510339;275,000000;30
28,400000;50,399789;245,468313;275,000000;30
28,500000;50,399942;245,325372;275,000000;30
28,600000;50,399812;245,407147;275,000000;30
28,700000;50,400222;245,291749;275,000000;30
28,800000;50,399860;245,251840;275,000000;30
28,900000;50,399952;245,275105;275,000000;30
29,000000;50,399856;245,202889;275,000000;30
29,100000;50,399722;245,126151;275,000000;30
29,200000;50,399972;245,186987;275,000000;30
29,300000;50,400004;245,113451;275,000000;30
29,400000;50,400001;245,087696;275,000000;30
29,500000;50,399949;245,015565;275,000000;30
29,600000;50,399622;245,072037;275,000000;30
29,700000;50,400060;245,016705;275,000000;30
29,800000;50,399779;245,054138;275,000000;30
29,900000;50,400132;244,992122;275,000000;30
30,000000;50,399937;244,952465;275,000000;30
30,100000;50,399872;244,962928;275,000000;30
30,200000;50,400551;244,981794;275,000000;30
30,300000;50,400309;245,001294;275,000000;30
30,400000;50,399755;244,997093;275,000000;30
30,500000;50,399762;244,923796;275,000000;30
30,600000;50,399473;244,986247;275,000000;30
30,700000;50,400460;244,972387;275,000000;30
30,800000;50,400347;244,960819;275,000000;30
30,900000;50,399482;245,005279;275,000000;30
31,000000;50,399244;245,000000;275,000000;30
31,100000;50,399799;244,956919;275,000000;30
31,200000;50,400350;244,993964;275,000000;30
31,300000;50,399841;245,030765;275,000000;30
31,400000;50,399677;245,049462;275,000000;30
31,500000;50,399946;244,976037;275,000000;30
31,600000;50,399748;245,028247;275,000000;30
31,700000;50,400095;245,047116;275,000000;30
31,800000;50,400476;245,001882;275,000000;30
31,900000;50,400372;244,982809;275,000000;30
32,000000;50,399319;245,062612;275,000000;30
32,100000;50,400044;245,012037;275,000000;30
32,200000;50,400544;245,041771;275,000000;30
32,300000;50,399517;245,033668;275,000000;30
32,400000;50,400032;245,020884;275,000000;30
32,500000;50,399941;244,969957;275,000000;30
32,600000;50,399572;244,923137;275,000000;30
32,700000;50,399477;245,019993;275,000000;30
32,800000;50,400440;245,059825;275,000000;30
32,900000;50,399792;245,019338;275,000000;30
33,000000;50,399420;245,024529;275,000000;30
33,100000;50,399784;245,034868;275,000000;30
33,200000;50,400711;244,964063;275,000000;30
33,300000;50,399496;244,965547;275,000000;30
33,400000;50,399934;245,052692;275,000000;30
33,500000;50,399750;244,932240;275,000000;30
33,600000;50,399506;244,956681;275,000000;30
33,700000;50,399964;245,014452;275,000000;30
33,800000;50,399878;245,004740;275,000000;30
33,900000;50,399509;244,956308;275,000000;30
34,000000;50,399228;244,914359;275,000000;30
34,100000;50,400122;244,970606;275,000000;30
34,200000;50,400012;245,023386;275,000000;30
34,300000;50,399357;244,964255;275,000000;30
34,400000;50,400029;244,952709;275,000000;30
34,500000;50,400260;244,981726;275,000000;30
34,600000;50,400758;244,990197;275,000000;30
34,700000;50,399938;244,899394;275,000000;30
34,800000;50,400482;244,983899;275,000000;30
34,900000;50,399761;245,035615;275,000000;30
35,000000;50,400285;245,002823;275,000000;30
35,100000;50,399917;244,928232;275,000000;30
35,200000;50,400246;245,002760;275,000000;30
35,300000;50,400362;245,038321;275,000000;30
35,400000;50,398999;244,973935;275,000000;30
35,500000;50,399612;244,992030;275,000000;30
35,600000;50,399707;245,018616;275,000000;30
35,700000;50,400031;245,058932;275,000000;30
35,800000;50,400403;245,041088;275,000000;30
35,900000;50,400401;245,000186;275,000000;30
36,000000;50,400040;244,914265;275,000000;30
36,100000;50,399970;244,965408;275,000000;30
36,200000;50,400588;245,086346;275,000000;30
36,300000;50,400090;244,906170;275,000000;30
36,400000;50,400646;244,947384;275,000000;30
36,500000;50,399961;244,977035;275,000000;30
36,600000;50,400654;244,938719;275,000000;30
36,700000;50,400197;245,095467;275,000000;30
36,800000;50,400016;245,012059;275,000000;30
36,900000;50,400250;245,049932;275,000000;30
37,000000;50,399915;245,040883;275,000000;30
37,100000;50,400043;244,954292;275,000000;30
37,200000;50,399905;245,006303;275,000000;30
37,300000;50,400155;244,980834;275,000000;30
37,400000;50,400462;244,993329;275,000000;30
37,500000;50,400123;245,019074;275,000000;30
37,600000;50,399843;245,037751;275,000000;30
